Column1,Time,GNA/NR/2024/12/01/1475,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/3428,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1766,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,GNA/SR/2024/12/01/6968,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/1599,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/2197,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/1899,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/30092023/26122029/SH-06,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07
80,19:45-20:00,31.74,0,0,8.66,0,0,31.74,0.69,0,75,70.13,0,1.74,1.66,31.74,6.8,0,0,1.3,8.66,50,150,0,0,0,0,0,0,0,0,0,0,36,0,12.67,12,47.33,12,47.34,0,134.65,25.74,130.56,100.2,86.75

81,20:00-20:15,31.74,0,0,8.66,0,0,31.74,0.69,0,75,70.13,0,1.74,1.62,31.74,6.8,0,0,1.22,8.66,50,250,0,0,0,0,0,0,0,0,0,0,37.99,0,13.33,12.67,48.67,12.67,48.66,0,134.65,25.74,130.56,100.2,86.75

82,20:15-20:30,31.74,0,0,8.66,0,0,31.74,0.69,0,75,70.13,0,1.74,1.62,31.74,6.8,0,0,1.22,8.66,50,250,0,0,0,0,0,0,0,0,0,0,41.51,0,14,13.83,51.67,13.83,51.66,0,134.65,25.74,130.56,100.2,86.75

83,20:30-20:45,31.74,0,0,8.66,0,0,31.74,0.69,0,75,70.13,0,1.74,1.62,31.74,6.8,0,0,1.22,8.66,50,250,0,0,0,0,0,0,0,0,0,0,55.01,0,15,18.33,52.67,18.33,52.66,0,134.65,25.74,130.56,100.2,86.75

84,20:45-21:00,31.74,0,0,8.66,0,0,31.74,0.69,0,75,70.13,0,1.74,1.62,31.74,6.8,0,0,1.22,8.66,50,250,0,0,0,0,0,0,0,0,0,0,55.01,0,16.67,18.33,53.33,18.33,53.34,0,134.65,25.74,130.56,100.2,86.75

85,21:00-21:15,28.85,0,0,8.66,0,0,28.85,0,0,75,70.13,0,1.65,1.62,28.85,6.8,0,0,1.22,8.66,50,250,0,0,0,0,0,0,0,0,0,0,55.01,0,18.33,18.33,44,18.33,44,0,134.65,25.74,130.56,100.2,86.75

86,21:15-21:30,28.85,0,0,8.66,0,0,28.85,0,0,75,70.13,0,1.65,1.62,28.85,6.8,0,0,1.22,8.66,50,250,0,0,0,0,0,0,0,0,0,0,55.01,0,18.33,18.33,44.67,18.33,44.66,0,134.65,25.74,130.56,100.2,86.75

87,21:30-21:45,28.85,0,0,8.66,0,0,28.85,0.69,0,75,70.13,0,1.65,1.62,28.85,6.8,0,0,1.22,8.66,50,250,0,0,0,0,0,0,0,0,0,0,51.49,0,18.33,17.17,44.67,17.17,44.66,0,134.65,25.23,130.56,100.2,86.75

88,21:45-22:00,28.85,0,0,8.66,0,0,28.85,0.69,0,75,70.13,0,1.65,1.62,28.85,6.8,0,0,1.22,8.66,50,250,0,0,0,0,0,0,0,0,0,0,46.01,0,18.33,15.33,42.67,15.33,42.66,0,134.65,25.23,130.56,100.2,86.75

89,22:00-22:15,25.97,0,31.71,8.66,0,0,25.97,0.69,0,75,70.13,95.13,1.74,1.62,25.97,6.8,0,0,1.14,8.66,50,250,0,0,0,0,0,0,0,0,0,0,45,0,13.33,15,40.67,15,40.66,0,115.42,25.23,111.36,100.2,76.49

90,22:15-22:30,25.97,0,31.71,8.66,0,0,25.97,0.69,0,75,70.13,95.13,1.74,1.62,25.97,6.8,0,0,1.14,8.66,50,250,0,0,0,0,0,0,0,0,0,0,43.5,0,12.67,14.5,39.33,14.5,39.34,0,96.18,25.23,111.36,100.2,76.49

91,22:30-22:45,25.97,0,31.71,8.66,0,0,25.97,0.69,0,75,70.13,95.13,1.74,1.62,25.97,6.8,0,0,1.14,8.66,50,250,0,0,0,0,0,0,0,0,0,0,47.51,0,12,15.83,37.33,15.83,37.34,0,74.79,25.23,111.36,100.2,76.49

92,22:45-23:00,25.97,0,31.71,8.66,0,0,25.97,0.69,0,75,70.13,95.13,1.74,1.62,25.97,6.8,0,0,1.14,8.66,50,250,0,0,0,0,0,0,0,0,0,0,43.5,0,11.33,14.5,35.67,14.5,35.66,0,74.79,25.23,111.36,100.2,76.49

93,23:00-23:15,25.97,0,31.71,8.66,0,0,25.97,0.69,0,75,70.13,95.13,1.65,1.62,25.97,6.8,0,0,1.14,8.66,50,250,0,0,0,0,0,0,0,0,0,0,28.99,0,7.33,9.67,22.67,9.67,22.66,0,74.79,24.73,111.36,100.2,65.56

94,23:15-23:30,25.97,0,31.71,8.66,0,0,25.97,0.69,0,75,70.13,95.13,1.65,1.62,25.97,6.8,0,0,1.14,8.66,50,250,0,0,0,0,0,0,0,0,0,0,28.01,0,7.33,9.33,22,9.33,22,0,74.79,24.73,93.6,100.2,65.56

95,23:30-23:45,25.97,0,31.71,8.66,0,0,25.97,0.69,0,75,70.13,95.13,1.65,1.62,25.97,6.8,0,0,1.14,8.66,50,250,0,0,0,0,0,0,0,0,0,0,27,0,7.33,9,21.67,9,21.66,0,74.79,24.73,93.6,81.75,65.56

96,23:45-24:00,25.97,0,31.71,8.66,0,0,25.97,0.69,0,75,70.13,95.13,1.65,1.62,25.97,6.8,0,0,1.14,8.66,50,250,0,0,0,0,0,0,0,0,0,0,27,0,7.33,9,20.67,9,20.66,0,74.79,24.73,93.6,73.1,65.56

