Column1,Time,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/2868,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8456,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/2569,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/4973,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06
65,16:00-16:15,116.04,7.99,10.35,10.35,17.41,6.66,7.78,53.21,4.74,81.11,4.02,15.56,26.97,58.69,140.61,55,51,28.12,69.39,50,27,0,23,45.64,0,33,30,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.53,273.53,28.76,26.97

66,16:15-16:30,116.04,7.19,9.3,9.3,17.41,6.66,7.78,53.21,4.74,81.11,4.02,15.56,26.97,58.69,126.22,48,45,25.24,63.26,48,24,0,21,28.86,0,33,20,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.53,273.53,28.76,26.97

67,16:30-16:45,116.04,6.43,8.31,8.31,17.41,6.66,7.78,53.21,4.74,81.11,4.02,15.56,26.97,58.69,108.12,42,40,21.63,50.16,41,21,0,17,24.61,0,33,10,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.53,273.53,29.26,26.97

68,16:45-17:00,116.04,5.65,7.32,7.32,17.41,6.66,7.78,53.21,4.74,81.11,4.02,15.56,26.97,58.69,95.8,35,36,19.16,44.16,37,17,0,16,20.95,0,33,5,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.53,273.53,29.77,26.97

69,17:00-17:15,116.04,4.93,6.37,6.37,17.41,6.94,7.78,53.21,4.74,81.11,4.02,16.02,26.97,58.69,88.95,29,30,17.79,38.37,28,14,0,11,18.25,0,33,2,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.61,273.53,29.77,26.97

70,17:15-17:30,116.04,4.19,5.42,5.42,17.41,6.94,7.78,53.21,4.74,81.11,4.02,16.02,26.97,58.69,76.84,22,24,15.37,32.19,23,11,0,8,15.94,0,32.57,0,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.61,273.53,29.77,26.97

71,17:30-17:45,116.04,3.46,4.48,4.48,17.41,6.94,7.78,53.21,4.74,81.11,4.02,16.02,26.97,58.69,64.86,15,18,12.97,25.96,18,7,0,7,13.11,0,23.82,0,40,37.5,27.42,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.61,273.53,29.26,26.97

72,17:45-18:00,116.04,2.73,3.52,3.52,17.41,6.94,7.78,53.21,4.74,81.11,4.02,16.02,26.97,58.69,53.12,10,12,10.62,20.33,12,5,0,6,10.1,0,16.15,0,40,37.5,18.81,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.61,273.53,29.26,26.97

73,18:00-18:15,116.04,2.21,2.86,2.86,17.41,7.31,8.61,87.07,5.81,98.86,3.97,16.48,26.56,69.25,43.02,3,9,8.6,15.09,8,2,0,5,7.67,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,29.26,29

74,18:15-18:30,116.04,1.68,2.19,2.19,17.41,7.31,8.61,100.78,5.81,98.86,3.97,16.48,26.56,69.25,33.22,2,7,6.65,10.82,5,1,0,3,5.62,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,29.26,29

75,18:30-18:45,116.04,1.17,1.51,1.51,17.41,8.25,8.61,100.78,5.81,98.86,3.97,16.48,26.56,69.25,23.73,1,6,4.75,5.41,2,0,0,1,3.68,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,29.26,29

76,18:45-19:00,116.04,0.65,0.83,0.83,17.41,8.25,8.61,100.78,5.81,98.86,3.97,16.48,26.56,69.25,12.52,0,4,2.5,5.11,1,0,0,1,1.82,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,29.77,29

77,19:00-19:15,116.04,0,0,0,29.2,8.53,15.34,100.78,10.35,98.86,7.1,16.94,26.56,69.25,4.47,0,2,0.9,2.2,0,0,0,0,0.46,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,30.28,29

78,19:15-19:30,116.04,0,0,0,29.2,8.53,15.34,100.78,10.35,98.86,7.1,16.94,26.56,69.25,0.01,0,1,0,1.52,0,0,0,0,0,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,31.29,29

79,19:30-19:45,116.04,0,0,0,29.2,8.53,15.34,100.78,10.35,98.86,7.1,16.94,26.56,69.25,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,31.29,29

80,19:45-20:00,116.04,0,0,0,29.2,8.53,15.34,100.78,10.35,98.86,7.1,16.94,26.56,69.25,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,31.29,29

81,20:00-20:15,116.04,0,0,0,29.2,11.07,15.34,100.78,10.35,130.89,7.1,16.94,26.56,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,31.29,29

82,20:15-20:30,116.04,0,0,0,29.2,11.07,15.34,100.78,10.35,130.89,7.1,16.94,26.56,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,30.28,29

83,20:30-20:45,116.04,0,0,0,29.2,11.07,15.34,100.78,10.35,130.89,7.1,16.94,26.56,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37.5,0,37.5,0,112.5,44.02,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,30.28,29

84,20:45-21:00,116.04,0,0,0,29.2,11.07,15.34,100.78,10.35,130.89,7.1,16.94,26.56,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37.5,0,37.5,0,112.5,43.02,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,30.28,29

85,21:00-21:15,116.04,0,0,0,29.2,10.74,15.34,100.78,10.35,130.89,7.1,14.16,26.56,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37.5,0,37.5,0,112.5,42.62,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,29.26,29

86,21:15-21:30,116.04,0,0,0,29.2,10.74,15.34,100.78,10.35,130.89,7.1,14.16,26.56,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37.5,0,37.5,0,112.5,42.42,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,29.26,29

87,21:30-21:45,116.04,0,0,0,29.2,10.74,15.34,100.78,10.35,130.89,7.1,14.16,26.56,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,37.5,0,37.5,0,112.5,42.82,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,29.26,29

88,21:45-22:00,116.04,0,0,0,29.2,10.74,15.34,100.78,10.35,130.89,7.1,14.16,26.56,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,37.5,0,37.5,0,112.5,43.22,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,29.26,29

89,22:00-22:15,116.04,0,0,0,29.2,10.74,15.34,100.78,10.35,130.89,7.1,14.16,26.56,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,35,0,35,0,105,43.62,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,29.26,29

90,22:15-22:30,116.04,0,0,0,29.2,10.74,15.34,100.78,10.35,130.89,7.1,14.16,26.56,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,35,0,35,0,105,43.02,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,28.26,29

91,22:30-22:45,116.04,0,0,0,29.2,10.74,15.34,100.78,10.35,130.89,7.1,14.16,21.62,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,29.33,35,0,35,0,105,38.9,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,28.26,29

92,22:45-23:00,116.04,0,0,0,29.2,10.74,15.34,100.78,10.35,130.89,7.1,14.16,21.62,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,0,35,0,105,38.54,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,28.26,29

93,23:00-23:15,116.04,0,0,0,29.2,10.31,15.34,100.78,10.35,130.89,7.1,16.94,21.62,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,28.33,35,0,35,0,105,38.72,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,28.26,29

94,23:15-23:30,116.04,0,0,0,29.2,10.31,15.34,100.78,10.35,130.89,7.1,16.94,21.62,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,0,35,0,105,38,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,27.25,29

95,23:30-23:45,116.04,0,0,0,29.2,10.31,15.34,100.78,10.35,130.89,7.1,16.94,25.31,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,27.67,35,0,35,0,105,37.46,0,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,27.25,25.31

96,23:45-24:00,116.04,0,0,0,29.2,10.31,15.34,100.78,10.35,130.89,7.1,16.94,25.31,87.26,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,0,35,0,105,37.1,0,20.56,12.19,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,0,41.11,10.61,273.53,27.25,25.31

