Time,Block,NR/2023/12053/A,NR/2023/16555/C,NR/2023/12168/A,NR/2023/14898/A,NR/2023/12148/A,NR/2023/16534/C,NR/2023/12347/A,NR/2023/16519/D,NR/2023/16528/D,NR/2023/12592/A,NR/2023/12591/A,NR/2023/12422/A,NR/2023/16540/C,NR/2023/15057/F,NR/2023/16539/C,NR/2023/16541/C,NR/2023/12052/A,NR/2023/13635/A,NR/2023/16190/F,NR/2023/15402/F,NR/2023/14737/A,NR/2023/12167/A,NR/2023/14746/A,NR/2023/13862/A,NR/2023/15309/F,NR/2023/16542/C,NR/2023/12431/A,NR/2023/14745/A,NR/2023/14895/A,NR/2023/16532/C,SR/2023/9108/C,NR/2023/16546/C,ER/2023/10290/C,NR/2023/16530/D,Total
66,16:15-16:30,0.000000,96.730000,46.620000,77.380000,22.250000,13.340000,106.400000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.820000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,82.930000,24.180000,95.760000,11.090000,70.00,0,0.000000,2.51,1370.07

67,16:30-16:45,0.000000,96.730000,46.620000,77.380000,22.250000,13.340000,106.400000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.820000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,84.350000,24.180000,95.760000,11.090000,70.00,0,0.000000,2.13,1371.11

68,16:45-17:00,0.000000,96.730000,46.620000,77.380000,22.250000,13.340000,106.400000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.820000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,70.00,0,0.000000,1.93,1371.1

69,17:00-17:15,0.000000,96.730000,46.620000,77.380000,22.250000,13.530000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.820000,72.550000,72.550000,63.120000,19.170000,148.130000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,0.00,0,0.000000,1.74,1213.14

70,17:15-17:30,0.000000,96.730000,46.620000,77.380000,22.250000,13.530000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.820000,72.550000,72.550000,63.120000,19.170000,148.130000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,0.00,0,0.000000,1.21,1212.61

71,17:30-17:45,0.000000,96.730000,46.620000,77.380000,22.250000,13.530000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.820000,72.550000,72.550000,63.120000,19.170000,148.130000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,0.00,0,0.000000,0.87,1212.27

72,17:45-18:00,0.000000,96.730000,46.620000,77.380000,22.250000,13.530000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.820000,72.550000,72.550000,63.120000,19.170000,148.130000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,0.00,0,0.000000,0.62,1212.02

73,18:00-18:15,36.500000,0.000000,46.620000,77.380000,22.250000,13.900000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.870000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,0.000000,95.760000,11.090000,0.00,0,0.000000,0.43,1179.03

74,18:15-18:30,36.500000,0.000000,46.620000,77.380000,22.250000,13.900000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.870000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,0.000000,95.760000,11.090000,0.00,0,0.000000,0.32,1178.92

75,18:30-18:45,36.500000,0.000000,46.620000,77.380000,22.250000,13.900000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.870000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,0.000000,95.760000,11.090000,0.00,0,0.000000,0.14,1178.74

76,18:45-19:00,36.500000,0.000000,46.620000,77.380000,22.250000,13.900000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.870000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1178.6

77,19:00-19:15,36.500000,0.000000,46.620000,77.380000,22.250000,14.080000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1201.09

78,19:15-19:30,36.500000,0.000000,46.620000,77.380000,22.250000,14.080000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1201.09

79,19:30-19:45,36.500000,0.000000,46.620000,77.380000,22.250000,14.080000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1201.09

80,19:45-20:00,36.500000,0.000000,46.620000,77.380000,22.250000,14.080000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1201.09

81,20:00-20:15,36.500000,0.000000,46.620000,77.380000,22.250000,14.170000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1201.18

82,20:15-20:30,36.500000,0.000000,46.620000,77.380000,22.250000,14.170000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1201.18

83,20:30-20:45,36.500000,0.000000,46.620000,77.380000,22.250000,14.170000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1201.18

84,20:45-21:00,36.500000,0.000000,46.620000,77.380000,22.250000,14.170000,48.360000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1201.18

85,21:00-21:15,36.500000,0.000000,46.620000,77.380000,22.250000,14.270000,91.890000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1244.81

86,21:15-21:30,36.500000,0.000000,46.620000,77.380000,22.250000,14.270000,91.890000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1244.81

87,21:30-21:45,36.500000,0.000000,46.620000,77.380000,22.250000,14.270000,91.890000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1244.81

88,21:45-22:00,36.500000,0.000000,46.620000,77.380000,22.250000,14.270000,91.890000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1244.81

89,22:00-22:15,36.500000,0.000000,46.620000,77.380000,22.250000,14.080000,91.890000,72.550000,0.000000,100.120000,50.060000,38.010000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1394.48

90,22:15-22:30,36.500000,0.000000,46.620000,77.380000,22.250000,14.080000,91.890000,72.550000,0.000000,100.120000,50.060000,38.010000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1394.48

91,22:30-22:45,36.500000,0.000000,46.620000,77.380000,22.250000,14.080000,91.890000,72.550000,0.000000,100.120000,50.060000,38.010000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1394.48

92,22:45-23:00,36.500000,0.000000,46.620000,77.380000,22.250000,14.080000,91.890000,72.550000,0.000000,100.120000,50.060000,38.010000,0.000000,0.920000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1394.48

93,23:00-23:15,36.500000,0.000000,46.620000,77.380000,22.250000,13.900000,91.890000,72.550000,0.000000,100.120000,50.060000,38.010000,0.000000,0.870000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1394.25

94,23:15-23:30,36.500000,0.000000,46.620000,77.380000,22.250000,13.900000,91.890000,72.550000,0.000000,100.120000,50.060000,38.010000,0.000000,0.870000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1394.25

95,23:30-23:45,36.500000,0.000000,46.620000,77.380000,22.250000,13.900000,91.890000,72.550000,0.000000,100.120000,50.060000,38.010000,0.000000,0.870000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1394.25

96,23:45-24:00,36.500000,0.000000,46.620000,77.380000,22.250000,13.900000,91.890000,72.550000,0.000000,100.120000,50.060000,38.010000,0.000000,0.870000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,22.250000,84.550000,0.000000,95.760000,11.090000,0.00,0,0.000000,0,1394.25

