Column1,Time,GNA/NR/2025/04/23/5165,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/4565,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/23/7818,GNA/NR/2025/04/23/3759,GNA/NR/2025/04/16/1389,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/23/9598,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/16/8132,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/16/2139,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,GNA/NR/2025/04/01/8456,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/1333,NR/30092023/26122029/SH-06,GNA/NR/2025/04/23/3332,GNA/NR/2025/04/23/4454,GNA/NR/2025/04/01/5285,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8510,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/7459,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/23/9647,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/23/1623,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/16/6639,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/23/9481,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/16/4327,GNA/NR/2025/04/23/7720,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19
54,13:15-13:30,0,70.11,48.08,52.88,0,0,28.84,17.9,17.9,0,17.9,133.65,0,28.26,14.57,19.23,43.7,96.15,49.33,6,10.41,4.03,4.44,2.88,32,0,0,2.88,8.84,7.73,0,9.62,0,0,2.88,0,1.92,72.11,40.38,9.62,0,32,191.34,4.04,9.62,72.11,0,6.67,19.99,33,6,33,100,246.67,100,16.67,210,90,16.66,49,100,50,33,6.67,140.52

55,13:30-13:45,0,70.11,48.08,52.88,0,0,28.84,17.9,17.9,0,17.9,133.65,0,28.76,14.57,19.23,43.7,96.15,49.33,6,10.41,4.03,4.44,2.88,32,0,0,2.88,8.84,7.73,0,9.62,0,0,2.88,0,1.92,72.11,40.38,9.62,0,32,191.34,4.04,9.62,72.11,0,6.67,19.99,33,6,33,100,246.67,100,18.67,210,90,18.66,48,100,50,33,6.67,137.12

56,13:45-14:00,0,70.11,48.08,52.88,0,0,28.84,17.9,17.9,0,17.9,133.65,0,28.76,14.57,19.23,43.7,96.15,49.33,6,10.41,4.03,4.44,2.88,32,0,0,2.88,8.84,7.73,0,9.62,0,0,2.88,0,1.92,72.11,40.38,9.62,0,32,191.34,4.04,9.62,72.11,0,6.67,19.99,33,6,33,100,246.67,100,20.67,210,90,20.66,48,100,50,33,6.67,133.37

57,14:00-14:15,0,70.11,48.08,52.88,0,0,28.84,17.75,17.75,0,17.75,133.65,0,27.75,14.57,19.23,43.7,96.15,49.33,6,10.41,4.18,4.6,2.88,32,0,0,2.88,8.74,7.73,0,9.62,0,0,2.88,0,1.92,72.11,40.38,9.62,0,32,191.34,4.04,9.62,72.11,0,7.17,21.49,33,6,33,100,246.67,98,22.67,207,88,22.66,47,100,50,33,7.17,128.7

58,14:15-14:30,0,70.11,48.08,52.88,0,0,28.84,17.22,17.22,0,17.22,133.65,0,28.26,14.57,19.23,43.7,96.15,49.33,6,10.41,4.18,4.6,2.88,32,0,0,2.88,8.74,7.73,0,9.62,0,0,2.88,0,1.92,72.11,40.38,9.62,0,32,191.34,4.04,9.62,72.11,0,8,24,33,6,33,100,246.67,96,25,203,87,25,46,98,49,33,8,138.65

59,14:30-14:45,0,70.11,48.08,52.88,0,0,28.84,16.66,16.66,0,16.66,133.65,0,28.76,14.57,19.23,43.7,96.15,49.33,7,10.41,4.18,4.6,2.88,32,0,0,2.88,8.74,7.73,0,9.62,0,0,2.88,0,1.92,72.11,40.38,9.62,0,32,191.34,0,9.62,72.11,0,9.17,27.49,33,6.67,33,100,246.67,92,26.67,196,84,26.66,45,95,48,33,9.17,133.49

60,14:45-15:00,0,70.11,48.08,52.88,0,0,28.84,16.02,16.02,0,16.02,133.65,0,29.27,14.57,19.23,43.7,96.15,49.33,7.4,10.41,4.18,4.6,2.88,32,0,0,2.88,8.74,7.73,0,9.62,0,0,2.88,0,1.92,72.11,40.38,9.62,0,32,191.34,0,9.62,72.11,0,10.17,30.49,33,8,33,100,246.67,91,27.67,189,81,27.66,44,91,46,33,10.17,127.36

61,15:00-15:15,0,70.11,48.08,52.88,0,0,28.84,15.24,15.24,0,15.24,165.08,0,29.27,14.57,19.23,43.7,96.15,49.33,8,10.41,4.35,4.75,2.88,32,0,0,2.88,8.74,7.73,0,9.62,0,0,2.88,0,1.92,72.11,52.57,9.62,0,32,203.84,0,9.62,72.11,0,11.17,33.49,33,8.33,33,100,246.67,88,29.67,182,78,29.66,43,87,43,33,11.17,114.9

62,15:15-15:30,0,70.11,48.08,52.88,0,0,28.84,14.46,14.46,0,14.46,165.08,0,29.77,14.57,19.23,43.7,96.15,48.33,8.4,10.41,4.35,4.75,2.88,32,0,0,2.88,8.74,7.73,0,9.62,0,0,2.88,0,1.92,72.11,52.57,9.62,0,32,210.57,0,9.62,72.11,0,12.33,37.01,33,8.67,33,97.75,241.62,85,30.33,172,73,30.34,41,83,42,33,12.33,108.57

63,15:30-15:45,0,70.11,48.08,52.88,0,0,28.84,13.53,13.53,0,13.53,165.08,0,29.77,14.57,19.23,43.7,96.15,45.77,9.6,10.41,4.35,4.75,2.88,32,0,0,2.88,8.74,7.73,0,9.62,0,0,2.88,0,1.92,72.11,52.57,9.62,0,32,229.8,0,9.62,72.11,0,13.5,40.5,33,9.67,33,92.43,228.86,82,31,151,64,31,37,78,39,33,13.5,100.68

64,15:45-16:00,0,70.11,48.08,52.88,0,0,28.84,12.72,12.72,0,12.72,165.08,0,29.77,14.57,19.23,43.7,96.15,42.57,11,10.41,4.35,4.75,2.88,32,0,0,2.88,8.74,7.73,0,9.62,0,0,2.88,0,1.92,72.11,52.57,9.62,0,32,249.03,0,9.62,72.11,0,14.83,44.51,33,10.67,33,87.19,212.82,76,32,140,60,32,34,73,37,33,14.83,91.53

65,16:00-16:15,0,70.11,48.08,52.88,0,5.77,28.84,11.53,11.53,2.88,11.53,165.08,0,29.27,14.57,19.23,43.7,96.15,39.3,12.61,10.41,4.35,4.75,2.88,32,0,16.35,2.88,9.02,7.73,0,9.62,50,85.57,2.88,0,1.92,72.11,52.57,9.62,20.19,32,268.26,0,9.62,72.11,37.5,10,30,33,11.67,33,80.44,196.49,68,33,130,55,33,32,67,33,33,10,83.35

66,16:15-16:30,0,70.11,48.08,100.17,0,0,28.84,10.52,10.52,11.54,10.52,165.08,0,29.27,14.57,19.23,43.7,96.15,35.75,13.21,10.41,4.35,4.75,2.88,32,0,0,2.88,9.02,7.73,0,9.62,50,114.42,2.88,0,1.92,72.11,52.57,9.62,41.34,32,271.86,0,9.62,72.11,0.96,10.33,31.01,33,12.67,33,74.7,178.76,60,35,116,49,35,28,60,30,33,10.33,75.95

67,16:30-16:45,0,65.97,48.08,100.17,0,0,28.84,9.45,9.45,11.54,9.45,200.35,0,30.28,14.57,19.23,43.7,96.15,31.94,15.61,10.41,4.35,4.75,2.88,32,0,0,2.88,9.02,7.73,0,9.62,50,114.42,2.88,0,1.92,72.11,63.06,9.62,41.34,32,271.86,0,9.62,72.11,0.96,10.83,32.51,33,12.67,33,67.99,159.72,52,36.33,102,43,36.34,25,53,27,33,10.83,65.14

68,16:45-17:00,0,65.97,48.08,100.17,0,0,28.84,7.88,7.88,11.54,7.88,200.35,0,30.28,14.57,19.23,43.7,96.15,28.1,17.01,10.41,4.35,4.75,2.88,32,20.19,0,2.88,9.02,7.73,0,9.62,50,75,2.88,0,1.92,72.11,63.06,9.62,61.54,32,271.86,0,9.62,72.11,0,11.33,34.01,33,13,33,60.21,140.49,45,37.67,88,37,37.66,23,47,23,33,11.33,55.11

69,17:00-17:15,0,65.97,48.08,100.17,0,0,28.84,6.14,6.14,11.54,6.14,200.35,0,30.28,14.57,19.23,43.7,96.15,22.42,18.21,10.41,4.5,4.98,2.88,32,20.19,0,2.88,9.38,7.73,0,9.62,50,75,2.88,0,1.92,72.11,63.06,9.62,61.54,32,271.86,0,9.62,72.11,0,11.83,35.51,32,13.33,33,52.04,112.07,37,39.33,70,30,39.34,18,37,18,33,11.83,45.28

70,17:15-17:30,0,65.97,48.08,100.17,0,0,28.84,4.75,4.75,11.54,4.75,200.35,0,31.29,14.57,19.23,43.7,96.15,18.39,18.81,10.41,4.5,4.98,2.88,32,20.19,0,2.88,9.38,7.73,0,9.62,50,75,2.88,0,1.92,72.11,63.06,9.62,61.54,32,271.86,0,9.62,72.11,0,12.5,37.5,16,13.67,33,43.29,91.97,31,40.33,53,22,40.34,15,30,15,30.64,12.5,35.15

71,17:30-17:45,0,65.97,48.08,100.17,0,0,28.84,3.67,3.67,23.08,3.67,200.35,0,31.29,14.57,19.23,43.7,96.15,14.56,18.81,10.41,4.5,5.37,2.88,32,45.19,0,2.88,9.38,7.73,0,9.62,50,38.46,2.88,0,1.92,72.11,63.06,9.62,61.54,32,271.86,1.73,9.62,72.11,0,16.67,49.99,7,13.67,23.23,34.34,72.79,22,45.33,35,15,45.34,9,23,11,20.2,16.67,26

72,17:45-18:00,0,114.97,48.08,100.17,0,0,28.84,2.56,2.56,23.08,2.56,229.19,0,31.29,14.57,19.23,43.7,96.15,10.71,18.81,10.41,4.5,5.37,2.88,32,64.42,0,2.88,9.38,7.73,0,9.62,50,19.23,2.88,0,1.92,72.11,63.06,9.62,61.54,32,271.86,1.73,9.62,72.11,0,17.5,52.5,1,14,11.87,26.17,53.55,14,46,18,7,46,7,15,7,11.11,17.5,15.48

73,18:00-18:15,64.42,114.97,48.08,100.17,0,0,28.84,1.63,1.63,23.08,1.63,260.18,0,31.29,14.57,19.23,43.7,96.15,7.09,10.4,10.41,5.27,5.37,2.88,32,0,0,2.88,9.75,7.73,0,9.62,50,19.23,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,1.73,9.62,72.11,0,17.83,53.51,0,17.67,0,18.74,35.45,9,46.67,7,3,46.66,5,10,5,0,17.83,9.64

74,18:15-18:30,0,114.97,48.08,100.17,0,0,28.84,0.91,0.91,0,0.91,260.18,0,31.29,14.57,19.23,43.7,96.15,4.26,9.6,9.62,5.27,5.37,2.88,32,0,0,2.88,9.75,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,2.31,9.62,72.11,0,18.33,55.01,0,17.67,0,12.17,21.27,6,47.33,4,1,47.34,3,5,3,0,18.33,3.99

75,18:30-18:45,0,114.97,48.08,100.17,0,0,28.84,0.06,0.06,0,0.06,260.18,0,31.29,14.57,19.23,43.7,96.15,2.32,9.2,6.73,5.27,5.37,2.88,32,0,0,2.88,9.75,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,2.31,9.62,72.11,0,19.17,57.49,0,20,0,7.1,11.6,2,47.67,1,0,47.66,3,3,1,0,19.17,1.75

76,18:45-19:00,0,114.97,48.08,100.17,0,0,28.84,0.02,0.02,0,0.02,260.18,0,31.29,14.57,19.23,43.7,96.15,1.11,8.8,6.73,5.27,5.37,2.88,32,0,0,2.88,9.75,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,2.88,9.62,72.11,0,20,60,0,20.67,0,3.69,5.52,1,47.67,0,0,47.66,1,0,0,0,20,0

77,19:00-19:15,0,114.97,48.08,100.17,0,0,28.84,0,0,0,0,260.18,0,31.29,14.57,19.23,43.7,96.15,0.26,8.4,6.73,5.27,5.98,2.88,32,0,0,2.88,10.12,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,2.88,9.62,72.11,0,20.17,60.49,0,21.67,0,0,1.28,0,47.67,0,0,47.66,0,0,0,0,20.17,0

78,19:15-19:30,0,114.97,48.08,100.17,0,0,28.84,0,0,0,0,260.18,0,31.29,14.57,19.23,43.7,96.15,0,8,6.73,5.27,5.98,2.88,32,0,0,2.88,10.12,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,3.46,9.62,72.11,0,20.67,61.99,0,22.33,0,0,0,0,48,0,0,48,0,0,0,0,20.67,0

79,19:30-19:45,0,114.97,48.08,100.17,0,0,28.84,0,0,0,0,260.18,0,31.29,14.57,19.23,43.7,96.15,0,7.6,6.73,5.27,5.98,2.88,32,0,0,2.88,10.12,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,3.46,9.62,72.11,0,21.33,64.01,0,23.33,0,0,0,0,49,0,0,49,0,0,0,0,21.33,0

80,19:45-20:00,0,114.97,48.08,100.17,0,0,28.84,0,0,0,0,260.18,0,31.29,14.57,19.23,43.7,96.15,0,7.2,6.73,5.27,5.98,2.88,32,0,0,2.88,10.12,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,22,66,0,24,0,0,0,0,49.33,0,0,49.34,0,0,0,0,22,0

81,20:00-20:15,0,114.97,48.08,100.17,0,0,28.84,0,0,0,0,260.18,0,31.29,14.57,19.23,43.7,96.15,0,6.8,6.73,5.27,5.9,2.88,32,0,0,2.88,10.49,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,22.5,67.5,0,24,0,0,0,0,50,0,0,50,0,0,0,0,22.5,0

82,20:15-20:30,0,114.97,48.08,100.17,0,0,28.84,0,0,0,0,260.18,0,30.78,14.57,19.23,43.7,96.15,0,6.4,6.73,5.27,5.9,2.88,32,0,0,2.88,10.49,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,22.83,68.51,0,24,0,0,0,0,50,0,0,50,0,0,0,0,22.83,0

83,20:30-20:45,0,114.97,48.08,100.17,0,0,28.84,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,7.69,5.27,5.9,2.88,32,0,0,2.88,10.49,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,17.5,52.5,0,24,0,0,0,0,50.33,0,0,50.34,0,0,0,0,17.5,0

84,20:45-21:00,0,114.97,48.08,100.17,0,0,28.84,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,7.69,5.27,5.9,2.88,32,0,0,2.88,10.49,7.73,0,9.62,50,106.73,2.88,0,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,18,54,0,24,0,0,0,0,50.67,0,0,50.66,0,0,0,0,18,0

85,21:00-21:15,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,7.69,5.42,5.83,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,21.15,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,18.33,55.01,0,22.67,0,0,0,0,50.67,0,0,50.66,0,0,0,0,18.33,0

86,21:15-21:30,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,29.77,14.57,19.23,43.7,96.15,0,6.4,7.69,5.42,5.83,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,19.17,57.49,0,22.33,0,0,0,0,51,0,0,51,0,0,0,0,19.17,0

87,21:30-21:45,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,29.77,14.57,19.23,43.7,96.15,0,6.4,6.73,5.42,6.67,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,19.5,58.5,0,22,0,0,0,0,51,0,0,51,0,0,0,0,19.5,0

88,21:45-22:00,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,29.77,14.57,19.23,43.7,96.15,0,6.4,6.73,5.42,6.67,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,20,60,0,22,0,0,0,0,51.33,0,0,51.34,0,0,0,0,20,0

89,22:00-22:15,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,6.73,5.42,6.67,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,20.17,60.49,0,21.67,0,0,0,0,58.33,0,0,58.34,0,0,0,0,20.17,0

90,22:15-22:30,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,6.73,5.42,6.67,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,20.5,61.5,0,21.67,0,0,0,0,58.33,0,0,58.34,0,0,0,0,20.5,0

91,22:30-22:45,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,6.73,5.42,6.52,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,20.67,61.99,0,21.33,0,0,0,0,58.33,0,0,58.34,0,0,0,0,20.67,0

92,22:45-23:00,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,6.73,5.42,6.52,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,20.67,61.99,0,21,0,0,0,0,58.33,0,0,58.34,0,0,0,0,20.67,0

93,23:00-23:15,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,6.73,5.42,6.52,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,20.5,61.5,0,21.33,0,0,0,0,58.67,0,0,58.66,0,0,0,0,20.5,0

94,23:15-23:30,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,6.73,5.42,6.52,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,20.5,61.5,0,21.33,0,0,0,0,59,0,0,59,0,0,0,0,20.5,0

95,23:30-23:45,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,9.62,5.42,6.52,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,20.67,61.99,0,21.33,0,0,0,0,59,0,0,59,0,0,0,0,20.67,0

96,23:45-24:00,0,114.97,48.08,100.17,0,0,22.04,0,0,0,0,260.18,0,30.28,14.57,19.23,43.7,96.15,0,6.4,9.62,5.42,6.52,2.88,32,0,0,2.88,10.86,7.73,0,9.62,50,106.73,2.88,32.69,1.92,72.11,86.73,9.62,61.54,32,271.86,4.04,9.62,72.11,0,21,63,0,21.67,0,0,0,0,59.33,0,0,59.34,0,0,0,0,21,0

