Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/06/01/2868,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7663,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8510,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/7782,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/01/9719,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/7786,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/2569,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/7762,GNA/NR/2025/04/01/8964,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/5280,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,L_NR_2019_19
67,16:30-16:45,15,48.19,24.5,33,73.5,33,17.41,24.33,24.5,36.67,36.67,35,34,24.71,17,21,123.52,48,0,17.37,7.72,272.91,4.67,5,10.71,20.75,41.02,41.02,63.47,2.25,5.96,8.97,100.55,11.89,87.06,20.75,130.59,41.02,7.72,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.73,26.7,45.14

68,16:45-17:00,12,41.81,25,33,75,33,16.61,25,25,36.67,36.67,28,30,21.63,14,18,108.12,42,0,17.37,6.41,272.91,4.67,5,10.71,20.75,41.02,41.02,63.47,2.25,4.96,8.97,100.55,11.89,87.06,20.75,130.59,41.02,6.41,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.23,26.7,42.19

69,17:00-17:15,10,35.55,25.33,33,76.01,33,12.01,25.67,25.33,36.67,36.67,23,24,16.86,12,15,84.3,37,0,17.37,5.06,272.91,4.9,5.39,10.9,20.75,41.02,41.02,115.78,2.25,3.92,8.97,100.55,11.89,87.06,20.75,130.59,41.02,5.06,53.57,10.28,20.75,7.07,26.7,164.08,11.9,25.23,26.7,37.19

70,17:15-17:30,8,28.64,25.83,33,77.51,33,11,26,25.83,36.67,36.67,17,18,13.99,9,11,69.93,32,0,17.37,3.74,272.91,4.9,5.39,10.9,20.75,41.02,41.02,115.78,2.25,2.89,8.97,100.55,11.89,87.06,20.75,130.59,41.02,3.74,53.57,10.28,20.75,7.07,26.7,164.08,11.9,25.23,26.7,30.68

71,17:30-17:45,1,22.53,29.17,28.34,87.49,31.57,15.81,26.67,29.17,36.67,36.67,13,12,11.45,7,8,57.23,23,0,17.37,2.61,272.91,5.13,5.77,10.9,20.75,41.02,41.02,115.78,2.25,2.01,8.97,100.55,11.89,87.06,20.75,130.59,41.02,2.61,53.57,10.28,20.75,7.07,29,164.08,11.9,25.23,29,24.1

72,17:45-18:00,0,16.71,29.5,18.52,88.5,21.4,14.61,26,29.5,36.67,36.67,9,6,8.8,4,7,43.98,13,0,17.37,2,272.91,5.13,5.77,10.9,20.75,41.02,41.02,115.78,2.25,1.54,8.97,100.55,11.89,87.06,20.75,130.59,41.02,2,53.57,10.28,20.75,7.07,29,164.08,11.9,25.23,29,15.39

73,18:00-18:15,0,12.04,34.46,0,103.37,0,9.01,29.33,34.46,36.67,36.67,3,4,6.32,2,5,31.62,8,0,28.96,1.46,272.91,5.44,6.16,11.27,20.75,41.02,41.02,115.78,1.87,1.13,15.68,100.55,11.89,87.06,20.75,130.59,41.02,1.46,53.57,10.28,20.75,7.07,29,164.08,11.9,25.23,29,10.23

74,18:15-18:30,0,8.32,34.65,0,103.95,0,8.61,28.67,34.65,36.67,36.67,2,3,4.24,1,3,21.17,5,0,28.96,1.02,272.91,5.44,6.16,11.27,20.75,41.02,41.02,115.78,1.87,0.78,15.68,100.55,11.89,87.06,20.75,130.59,41.02,1.02,53.57,10.28,20.75,7.07,29,164.08,11.9,25.23,29,5.95

75,18:30-18:45,0,0.71,34.27,0,102.78,0,8.41,28.67,34.27,36.67,36.67,1,1,2.65,0,1,13.25,2,0,28.96,0,272.91,5.69,6.16,11.27,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29,164.08,11.9,25.23,29,2.88

76,18:45-19:00,0,0.27,34.27,0,102.78,0,8.01,28.33,34.27,36.67,36.67,0,0,1.46,0,1,7.3,1,0,28.96,0,272.91,5.69,6.16,11.27,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29,164.08,11.9,26.24,29,0.61

77,19:00-19:15,0,0.18,33.69,0,101.06,0,8.01,27.33,33.69,36.67,36.67,0,0,0.8,0,0,3.99,0,0,28.96,0,272.91,3.12,6.54,11.54,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29,164.08,11.9,26.75,29,0

78,19:15-19:30,0,0,33.3,0,99.92,0,8.01,27,33.3,36.67,36.67,0,0,0.33,0,0,1.66,0,0,28.96,0,272.91,4.52,6.54,11.54,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29,164.08,11.9,26.75,29,0

79,19:30-19:45,0,0,32.73,0,98.16,0,7,27,32.73,36.67,36.67,0,0,0.15,0,0,0.74,0,0,28.96,0,272.91,4.52,5.39,11.54,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29,164.08,11.9,26.75,29,0

80,19:45-20:00,0,0,30.8,0,92.4,0,7,26.67,30.8,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.52,5.39,11.54,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29,164.08,11.9,26.75,29,0

81,20:00-20:15,0,0,22.5,0,67.5,0,7,24.33,22.5,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.52,5.39,11.82,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.75,29.5,0

82,20:15-20:30,0,0,22.17,0,66.49,0,7,23.67,22.17,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.52,5.39,11.82,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.75,29.5,0

83,20:30-20:45,0,0,21.67,0,64.99,0,7,23,21.67,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,5.06,5.39,11.82,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.75,29.5,0

84,20:45-21:00,0,0,20.83,0,62.51,0,7,22.33,20.83,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,5.06,5.39,11.82,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.24,29.5,0

85,21:00-21:15,0,0,26,0,78,0,7,21,26,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,5.06,5.77,12.19,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.24,29.5,0

86,21:15-21:30,0,0,25.5,0,76.5,0,7,20.67,25.5,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,5.06,5.77,12.19,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.24,29.5,0

87,21:30-21:45,0,0,25,0,75,0,7.8,20,25,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,5.06,5.77,12.19,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.24,29.5,0

88,21:45-22:00,0,0,24.67,0,73.99,0,8.2,19,24.67,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,5.06,5.77,12.19,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.24,29.5,0

89,22:00-22:15,0,0,23.83,0,71.51,0,8,16.67,23.83,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.9,5.77,13.22,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,27.25,29.5,0

90,22:15-22:30,0,0,23.33,0,70.01,0,8,16.33,23.33,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.9,5.77,13.22,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.75,29.5,0

91,22:30-22:45,0,0,22.5,0,67.5,0,8,16,22.5,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.9,5.77,13.22,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.24,29.5,0

92,22:45-23:00,0,0,20.83,0,62.51,0,9,16,20.83,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.9,5.77,13.22,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.24,29.5,0

93,23:00-23:15,0,0,16.67,0,49.99,0,11.21,15.67,16.67,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.9,5.62,13.22,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.75,29.5,0

94,23:15-23:30,0,0,16.33,0,49.01,0,12.81,15.67,16.33,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.9,5.62,13.22,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.75,29.5,0

95,23:30-23:45,0,0,15.83,0,47.51,0,14.01,15.67,15.83,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.9,5.62,13.22,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,11.89,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.24,29.5,0

96,23:45-24:00,0,0,15.5,0,46.5,0,15.01,15.33,15.5,36.67,36.67,0,0,0,0,0,0,0,0,28.96,0,272.91,4.9,5.62,13.22,20.75,41.02,41.02,115.78,1.87,0,15.68,100.55,12.16,87.06,20.75,130.59,41.02,0,53.57,10.28,20.75,7.07,29.5,0,11.9,26.24,29.5,0

