Block,Time,KHSTPP-I,KOLDAM,NJPC,CHAMERA2,KGSU1AND2,MAPS,NAPP,NLCIIST1,RAPPB,RIHAND1,SIMHST2,UNCHAHAR2,UNCHAHAR4,URI2,NNTPP,PARBATI3,RSTPSU1TO6,SASAN,TANAKPUR,TANDA2,VALLURNTECL,DADRI_CRF,CHAMERA3,DULHASTI,FSTPP I & II,RAMPUR,RAPPC,SEWA2,SINGRAULI,UNCHAHAR3,URI,AURY_RF,DHAULIGNGA,RIHAND2,SALAL,TelanganaSTPP,AURY_CRF,BRBCL,KKNPPU2,RIHAND3,RSTPSU7,TALA,UNCHAHAR1,ANTA_CRF,ANTA_LF,DADRI_GF,DADRI_LF,JHAJJAR,KGSU3AND4,KHSTPP-II,KKNP,NLCIIST2,NLCTS2EXP,NTPL,SIMHST1,ANTA_GF,AURY_GF,AURY_LF,BSIUL,CHAMERA1,DADRT2,KISHANGANGA,KOTESHWR,KUDGI,NLCEXP,SINGRAULI_HYDRO,TALST2,TEHRI,ANTA_RF,DADRI_RF
57,14:00-14:15,21.24,5.35,167.1,44.22,0,0,45.34,0,0,64.81,0,43.71,1.62,29.56,0,21.08,0,295.88,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,12.05,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,13.04,42.15,686.07,1.44,19.32,0,0,0.78,0,16.71,29.93,76.64

58,14:15-14:30,21.24,5.35,167.1,44.22,0,0,45.34,0,0,64.81,0,43.71,1.62,29.56,0,21.08,0,295.88,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,12.05,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,13.04,42.15,686.07,1.44,19.32,0,0,0.78,0,16.71,29.93,76.64

59,14:30-14:45,21.24,5.35,167.1,44.22,0,0,45.34,0,0,64.81,0,43.71,1.62,26.6,0,21.08,0,295.88,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,12.05,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,13.04,42.15,686.07,2.88,19.32,0,0,0.78,0,33.43,29.93,76.64

60,14:45-15:00,21.24,5.35,167.1,44.22,0,0,45.34,0,0,64.81,0,43.71,1.62,26.6,0,21.08,0,295.88,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,12.05,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,13.04,42.15,686.07,2.88,19.32,0,0,0.78,0,41.11,30.04,76.64

61,15:00-15:15,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,26.6,0,21.08,0,295.88,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,12.05,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,6.52,42.15,686.07,2.88,19.32,0,0,0.78,0,67.72,30.64,76.64

62,15:15-15:30,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,26.6,0,21.08,0,295.88,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,12.21,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,6.52,42.15,686.07,2.88,19.32,0,0,0.78,0,67.72,30.64,76.64

63,15:30-15:45,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,26.6,0,21.08,0,295.88,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,12.21,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,6.52,14.05,686.07,2.88,19.32,0,0,0.78,0,67.72,30.64,76.64

64,15:45-16:00,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,26.6,0,21.08,0,295.88,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,9.31,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,6.52,14.05,686.07,2.88,19.32,0,0,0.78,0,67.72,30.64,76.64

65,16:00-16:15,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,26.6,0,21.08,0,295.88,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,9.31,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,6.52,0,686.07,2.88,19.32,0,0,0.78,0,67.72,30.64,76.64

66,16:15-16:30,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,26.6,0,21.08,0,295.88,11.78,2.89,0,0,21.37,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,9.31,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,6.52,0,686.07,2.88,19.32,0,0,0.78,0,67.72,30.64,76.64

67,16:30-16:45,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,26.6,0,30.92,0,318.38,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,9.11,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,6.52,0,686.07,2.88,19.32,0,0,0.78,0,67.72,30.64,76.64

68,16:45-17:00,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,26.6,0,30.92,0,329.62,11.78,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,9.11,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,1.1,0,686.07,2.88,19.32,0,0,0.78,0,67.72,30.64,76.64

69,17:00-17:15,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,29.56,0,21.08,0,337.5,11.27,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,9.11,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,1.1,0,686.07,2.88,28.98,0,0,0.78,0,67.72,30.64,76.64

70,17:15-17:30,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,29.56,0,21.08,0,343.12,11.27,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,8.96,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,1.1,14.05,686.07,2.88,28.98,0,0,0.78,0,67.72,30.64,76.64

71,17:30-17:45,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,29.56,0,7.03,0,348.75,11.27,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,8.82,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,1.1,14.05,686.07,2.88,28.98,0,0,0.78,0,67.72,30.75,76.64

72,17:45-18:00,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,29.56,0,7.03,0,360,9.22,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,77.08,40.4,121.71,79.01,0,0,15,0,127.6,0,8.82,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,1.1,14.05,686.07,2.88,28.98,0,0,0.78,0,67.72,30.75,76.64

73,18:00-18:15,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,29.56,0,11.24,0,365.62,9.22,2.89,0,0,32.08,36.23,11.7,3.54,60.23,0,109.06,27.05,36.43,76.47,40.4,121.71,79.01,0,0,15,0,127.6,0,8.68,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,1.1,28.1,686.07,2.88,28.98,0,0,0.78,0,67.72,30.75,76.64

74,18:15-18:30,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,29.56,0,53.4,0,365.62,9.22,2.89,0,0,32.08,36.23,11.7,3.54,60.23,5.64,109.06,27.05,36.43,76.47,40.4,121.71,79.01,0,0,15,0,127.6,0,8.53,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,1.1,28.1,686.07,2.88,28.98,0,0,0.78,0,67.72,30.87,76.64

75,18:30-18:45,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.71,1.62,29.56,0,53.4,0,365.62,9.22,2.89,0,0,32.08,36.23,11.7,3.54,60.23,11.58,116.85,27.05,36.43,76.47,40.4,121.71,79.01,0,0,15,0,127.6,0,8.23,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,1.1,28.1,686.07,2.88,38.64,0,0,0.78,0,67.72,30.99,76.64

76,18:45-19:00,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,42.405115681,0,29.56,0,53.4,0,365.62,9.74,0.396,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,26.45,36.43,76.47,41.42,121.71,79.01,0,0,15,0,127.6,0,8.23,20.57,0,0,0,0,406.41,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,682.82,2.88,42.51,0,0,0.78,0,67.72,30.99,76.64

77,19:00-19:15,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,53.4,0,365.62,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,76.47,41.42,121.71,79.01,0,0,15,0,127.6,0,8.53,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,31.23,76.64

78,19:15-19:30,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,53.4,0,365.62,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,76.47,41.42,121.71,79.01,0,0,15,0,127.6,0,8.53,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,31.34,76.64

79,19:30-19:45,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,53.4,0,382.5,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,76.47,41.42,121.71,79.01,0,0,15,0,127.6,0,8.53,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,31.46,76.64

80,19:45-20:00,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,35.14,0,388.12,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,76.47,41.42,121.71,79.01,0,0,15,0,127.6,0,8.61,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,31.58,76.64

81,20:00-20:15,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,35.14,0,393.75,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,76.47,41.42,121.71,77.85,0,0,15,0,127.6,0,8.84,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,31.58,76.64

82,20:15-20:30,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,35.14,0,393.75,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,76.47,41.42,121.71,77.85,0,0,15,0,127.6,0,8.94,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,31.58,76.64

83,20:30-20:45,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,35.14,0,393.75,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,76.47,41.42,121.71,77.85,0,0,15,0,127.6,0,9.06,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,31.58,3.7

84,20:45-21:00,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,35.14,0,393.75,9.22,2.89,0,0,32.08,36.23,11.7,3.54,60.23,17.37,116.85,27.05,36.43,76.47,40.4,121.71,77.85,0,0,15,0,127.6,0,9.15,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,2.2,42.15,685.72,2.88,38.64,0,0,0.78,0,67.72,31.58,3.7

85,21:00-21:15,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,35.14,0,393.75,9.22,2.89,0,0,32.08,36.23,11.7,3.54,60.23,17.37,116.85,27.05,36.43,76.47,40.4,121.71,77.85,0,0,15,0,127.6,0,9.2,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,2.2,42.15,685.72,2.88,38.64,0,0,0.78,0,67.72,31.58,4.94

86,21:15-21:30,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,35.14,0,393.75,9.22,2.89,0,0,32.08,36.23,11.7,3.54,60.23,17.37,116.85,27.05,36.43,76.47,40.4,121.71,77.85,0,0,15,0,127.6,0,9.31,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,2.2,42.15,685.72,2.88,38.64,0,0,0.78,0,67.72,31.7,4.94

87,21:30-21:45,21.24,5.35,167.1,44.22,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,21.08,0,393.75,9.22,2.89,0,0,32.08,36.23,11.7,3.54,60.23,17.37,116.85,27.05,36.43,76.47,40.4,121.71,77.85,0,0,15,0,127.6,0,9.5,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,2.2,42.15,685.72,2.88,38.64,0,0,0.78,0,67.72,31.7,7.4

88,21:45-22:00,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,21.08,0,393.75,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,76.47,41.42,121.71,77.85,0,0,15,0,127.6,0,9.62,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,2.36,8.64

89,22:00-22:15,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,35.14,0,393.75,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,7.31,41.42,121.71,77.85,0,0,15,0,127.6,0,9.7,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,8.28,4.94

90,22:15-22:30,21.24,5.35,168.66,45.65,0,0,45.34,0,0,77.15,0,43.065787714,1.62,29.56,0,35.14,0,393.75,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,14.61,41.42,121.71,77.85,0,0,15,0,127.6,0,9.85,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,19.39,12.33

91,22:30-22:45,21.24,5.35,168.66,45.65,0,0,45.34,0,0,82.31,0,43.065787714,1.62,25.12,0,35.14,0,393.75,9.74,2.89,0,0,33.74,37.37,11.7,3.62,60.23,17.37,116.85,27.05,36.43,21.92,41.42,121.71,77.85,0,0,15,0,127.6,0,10.05,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,20.21,42.15,685.72,2.88,42.51,0,0,0.78,0,67.72,19.52,14.8

92,22:45-23:00,21.24,5.35,129.33,44.22,0,0,45.34,0,0,82.31,0,43.065787714,1.62,25.12,0,35.14,0,393.75,9.22,2.89,0,0,32.08,36.23,11.7,2.82,60.23,17.37,116.85,27.05,36.43,29.23,40.4,121.71,77.85,0,0,15,0,127.6,0,10.11,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,19.56,42.15,685.72,2.88,38.64,0,0,0.78,0,67.72,19.63,14.8

93,23:00-23:15,21.24,5.35,102.23,44.22,0,0,45.34,0,0,82.31,0,43.065787714,1.62,25.12,0,35.14,0,393.75,9.22,2.89,0,0,32.08,36.23,11.7,2.23,60.23,17.37,116.85,27.05,36.43,37.75,40.4,121.71,77.85,0,0,15,0,127.6,0,10.29,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,19.56,42.15,685.72,2.88,38.64,0,0,0.78,0,67.72,19.75,14.8

94,23:15-23:30,21.24,5.35,76.67,44.22,0,0,45.34,0,0,82.31,0,43.065787714,1.62,25.12,0,35.14,0,393.75,9.22,2.89,0,0,32.08,36.23,11.7,1.63,60.23,17.37,116.85,27.05,36.43,37.75,40.4,121.71,77.85,0,0,15,0,127.6,0,10.29,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,19.56,42.15,685.72,2.88,38.64,0,0,0.78,0,67.72,19.75,14.8

95,23:30-23:45,21.24,5.35,51.11,44.22,0,0,45.34,0,0,82.31,0,43.065787714,1.62,25.12,0,35.14,0,393.75,9.22,2.89,0,0,32.08,36.23,11.7,1.09,60.23,17.37,116.85,27.05,36.43,37.75,40.4,121.71,77.85,0,0,15,0,127.6,0,10.29,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,19.56,42.15,685.72,2.88,38.64,0,0,0,0,67.72,19.75,14.8

96,23:45-24:00,21.24,5.35,25.56,44.22,0,0,45.34,0,0,82.31,0,43.065787714,1.62,25.12,0,35.14,0,393.75,9.22,2.89,0,0,32.08,36.23,11.7,0.54,60.23,17.37,116.85,27.05,36.43,37.75,40.4,121.71,77.85,0,0,15,0,127.6,0,10.29,20.96,0,0,0,0,413.81,0,148.3,0,0,0,0,0,0,0,0,19.56,42.15,685.72,2.88,38.64,0,0,0,0,67.72,19.75,14.8

