Block,Time,NR/16122023/22122023/HP-16,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/21122023/21122023/SJVN211223NR1305,NR/21122023/21122023/SJVN211223NR1306,NR/01102023/15082037/GNA_NR_2012_01,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/20122023/29022024/IEX_LDC_231218_00502,L_NR_2019_19,NR/01102023/19072037/LT-05,WR/01102023/01102023/L_NR_2022_09,NR/30092023/31122025/SH-07,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25122043/GNA_MEJA_DELHI,NR/20122023/29022024/IEX_LDC_231218_00501,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/30042040/GNA_LT_35,NR/21122023/21122023/DD20231221NR21861,NR/16122023/22122023/HP-20,NR/01102023/22052037/LT-59,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/06022042/L_NR_2012_02,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10
61,15:00-15:15,0.000000,14.410000,75.190000,270.110000,7.16,32.5,70,31.3,37.47,10.410000,0.000000,21.5,32.5,6.95,24.01,28.81,100.590000,5.760000,10.150000,1.300000,1.710000,25.370000,11.520000,69.846064,117.550000,0,30.730000,96.040000,48.02,7.17,0,26.08,0,0.000000,8.160000,32.5,35,0,10.150000,0.000000,257.150000,1.160000,187.38,65.29,259.880000,147,63

62,15:15-15:30,0.000000,14.410000,86.630000,270.110000,7.16,32.5,63,28.32,34.54,9.280000,0.000000,21.5,32.5,7.2,24.01,28.81,100.590000,5.760000,9.050000,1.300000,1.710000,25.370000,11.520000,59.847192,117.550000,0,30.730000,96.040000,48.02,7.17,0,25.74,0,0.000000,8.160000,32.5,32,0,9.050000,0.000000,257.150000,1.160000,172.72,59.68,259.880000,133,57

63,15:30-15:45,0.000000,14.410000,86.630000,270.110000,7.16,32.5,57,25.21,31.29,8.100000,0.000000,21.5,32.5,7.43,24.01,28.81,100.590000,5.760000,7.900000,1.300000,1.710000,30.730000,11.520000,50.305912,117.550000,0,30.730000,96.040000,48.02,7.17,0,20.4,0,0.000000,8.160000,32.5,28,0,7.900000,0.000000,257.150000,1.160000,156.44,53.27,259.880000,119,51

64,15:45-16:00,0.000000,14.410000,86.630000,270.110000,7.16,32.5,50,21.85,27.85,6.900000,0.000000,21.5,32.5,7.64,24.01,28.81,100.590000,5.760000,6.730000,1.300000,1.710000,30.440000,11.520000,40.589384,117.550000,0,30.730000,96.040000,48.02,7.17,0,19.3,0,0.000000,8.160000,32.5,25,0,6.730000,0.000000,257.150000,1.160000,139.28,45.79,259.880000,105,45

65,16:00-16:15,0.000000,14.410000,86.630000,270.110000,7.16,33,41,17.31,24.09,6.900000,0.000000,21.5,26,7.49,18.25,22.86,100.590000,5.760000,6.730000,1.370000,1.760000,30.250000,11.520000,30.658664,117.550000,0,30.730000,96.040000,48.02,7.17,0,17.19,0,0.000000,8.160000,25.95,21,0,6.730000,0.000000,257.150000,1.160000,120.45,37.6,259.880000,88,37

66,16:15-16:30,0.000000,14.410000,86.630000,270.110000,7.16,24.58,33,15,20.16,5.250000,0.000000,21.5,12.7,7.49,13.45,18.54,100.590000,5.760000,5.120000,1.370000,1.760000,30.250000,11.520000,21.721016,117.550000,0,30.730000,96.040000,48.02,7.17,0,16.12,0,0.000000,8.160000,13.51,17,0,5.120000,0.000000,257.150000,1.160000,100.78,28.96,259.880000,70,30

67,16:30-16:45,0.000000,14.410000,86.630000,270.110000,8.76,10,23,11,16,3.620000,22.090000,26.33,4.3,7.49,0,0,100.590000,5.760000,3.520000,1.370000,1.760000,30.250000,11.520000,14.029576,117.550000,0,30.250000,96.040000,48.02,8.78,0,14.67,0,0.000000,8.160000,2.05,12,0,3.520000,0.000000,257.150000,1.160000,80.01,19.73,259.880000,53,22

68,16:45-17:00,0.000000,14.410000,86.630000,270.110000,8.87,1,16,7,11.29,2.170000,23.050000,26.6,0.7,7.4,0,0,100.590000,5.760000,2.120000,1.370000,1.760000,30.250000,11.520000,7.175432,117.550000,0,30.250000,96.040000,48.02,8.87,0,12.76,0,0.000000,8.160000,1,8,0,2.120000,0.000000,257.150000,1.160000,56.45,10.48,259.880000,39,16

69,17:00-17:15,0.000000,14.410000,86.630000,270.110000,9.04,0,11,4,6.88,1.130000,23.050000,27.11,0,7.4,0,0,100.590000,5.760000,1.110000,1.370000,1.760000,30.250000,11.520000,4.556448,113.230000,0,30.250000,96.040000,48.02,9.03,0,12.59,0,0.000000,8.160000,0,6,0,1.110000,177.670000,257.150000,1.160000,34.39,1.89,259.880000,21,9

70,17:15-17:30,0.000000,14.410000,86.630000,270.110000,9.1,0,5,2,3.58,0.480000,24.010000,27.33,0,7.43,0,0,100.590000,5.760000,0.460000,1.370000,1.760000,30.250000,11.520000,0.9736,108.910000,0,30.250000,96.040000,48.02,9.11,0,12.44,0,0.000000,8.160000,0,2,0,0.460000,177.670000,257.150000,1.160000,17.89,0.36,259.880000,7,3

71,17:30-17:45,0.000000,14.410000,86.630000,270.110000,9.22,0,1,1,1.31,0.130000,24.010000,27.61,0,7.49,0,0,100.590000,5.760000,0.130000,1.370000,1.760000,30.250000,11.520000,0,104.590000,0,30.250000,96.040000,48.02,9.2,0,12.35,0,0.000000,8.160000,0,1,0,0.130000,177.670000,257.150000,1.160000,6.56,0,259.880000,4,1

72,17:45-18:00,0.000000,14.410000,86.630000,270.110000,9.22,0,0,0,0.17,0.010000,24.010000,27.66,0,7.51,0,0,100.590000,5.760000,0.010000,1.370000,1.760000,30.250000,11.520000,0,100.270000,0,30.250000,96.040000,48.02,9.22,0,12.7,0,0.000000,8.160000,0,0,0,0.010000,177.670000,257.150000,1.160000,0.88,0,259.880000,0,0

73,18:00-18:15,0.000000,14.410000,86.630000,270.110000,12.22,0,0,0,0,0.000000,24.970000,36.66,0,7.64,0,0,100.590000,5.760000,0.000000,1.450000,1.760000,30.250000,11.520000,0,95.940000,0,30.250000,96.040000,48.02,12.22,0,13.13,0,0.000000,8.160000,0,0,0,0.000000,158.470000,127.710000,1.160000,0,0,259.880000,0,0

74,18:15-18:30,0.000000,14.410000,86.630000,270.110000,12.1,0,0,0,0,0.000000,24.970000,36.28,0,7.92,0,0,100.590000,5.760000,0.000000,1.450000,1.760000,30.250000,11.520000,0,94.500000,0,30.250000,96.040000,48.02,12.09,0,13.84,0,0.000000,8.160000,0,0,0,0.000000,158.470000,127.710000,1.160000,0,0,259.880000,0,0

75,18:30-18:45,0.000000,14.410000,86.630000,270.110000,11.94,0,0,0,0,0.000000,24.970000,35.83,0,8.16,0,0,100.590000,5.760000,0.000000,1.450000,1.760000,30.250000,11.520000,0,94.500000,15.21,30.250000,96.040000,48.02,11.94,0,14.36,15.21,0.000000,8.160000,0,0,0,0.000000,158.470000,127.710000,1.160000,0,0,259.880000,0,0

76,18:45-19:00,0.000000,14.410000,86.630000,270.110000,11.6,0,0,0,0,0.000000,24.010000,34.83,0,8.38,0,0,100.590000,5.760000,0.000000,1.450000,1.760000,30.250000,11.520000,0,94.500000,16.12,30.250000,96.040000,48.02,11.61,0,14.93,16.12,0.000000,8.160000,0,0,0,0.000000,158.470000,127.710000,1.160000,0,0,259.880000,0,0

77,19:00-19:15,0.000000,14.410000,86.630000,270.110000,11.39,0,0,0,0,0.000000,24.010000,34.19,0,8.5,0,0,100.590000,5.760000,0.000000,1.370000,1.760000,30.620000,11.520000,0,94.500000,17.06,30.620000,96.040000,48.02,11.4,0,14.12,17.06,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

78,19:15-19:30,0.000000,14.410000,86.630000,270.110000,11.31,0,0,0,0,0.000000,24.010000,33.9,0,8.59,0,0,100.590000,5.760000,0.000000,1.370000,1.760000,30.620000,11.520000,0,94.500000,18.02,30.620000,96.040000,48.02,11.3,0,13.47,18.02,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

79,19:30-19:45,0.000000,14.410000,86.630000,270.110000,11.13,0,0,0,0,0.000000,24.010000,33.38,0,8.66,0,0,100.590000,5.760000,0.000000,1.370000,1.760000,30.620000,11.520000,0,94.500000,16.22,30.620000,96.040000,48.02,11.13,0,11.05,16.22,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

80,19:45-20:00,0.000000,14.410000,86.630000,270.110000,11.07,0,0,0,0,0.000000,24.010000,33.24,0,8.73,0,0,100.590000,5.760000,0.000000,1.370000,1.760000,30.620000,11.520000,0,94.500000,16.51,30.620000,96.040000,48.02,11.08,0,11.1,16.51,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

81,20:00-20:15,0.000000,14.410000,86.630000,270.110000,12.27,0,0,0,0,0.000000,24.010000,36.78,0,11.22,0,0,100.590000,5.760000,0.000000,1.370000,1.710000,0.000000,11.520000,0,94.500000,17.18,30.730000,96.040000,48.02,12.26,0,11.14,17.18,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

82,20:15-20:30,0.000000,14.410000,86.630000,270.110000,11.97,0,0,0,0,0.000000,24.010000,35.94,0,11.08,0,0,100.590000,5.760000,0.000000,1.370000,1.710000,0.000000,11.520000,0,94.500000,17.77,30.730000,96.040000,48.02,11.98,0,11.17,17.77,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

83,20:30-20:45,0.000000,14.410000,86.630000,270.110000,11.65,0,0,0,0,0.000000,24.010000,34.96,0,10.82,0,0,100.590000,5.760000,0.000000,1.370000,1.710000,19.580000,11.520000,0,94.500000,20.04,30.730000,96.040000,48.02,11.65,0,11.24,20.04,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

84,20:45-21:00,0.000000,14.410000,86.630000,270.110000,11.32,0,0,0,0,0.000000,24.010000,33.98,0,10.42,0,0,100.590000,5.760000,0.000000,1.370000,1.710000,19.580000,11.520000,0,94.500000,19.86,30.730000,96.040000,48.02,11.33,0,11.23,19.86,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

85,21:00-21:15,0.000000,14.410000,86.630000,270.110000,10.79,0,0,0,0,0.000000,24.010000,32.37,0,9.88,0,0,100.590000,5.760000,0.000000,1.300000,1.710000,25.370000,11.520000,0,94.500000,23.56,30.730000,96.040000,48.02,10.79,0,11.19,23.56,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

86,21:15-21:30,0.000000,14.410000,86.630000,270.110000,10.22,0,0,0,0,0.000000,24.010000,30.67,0,9.21,0,0,100.590000,5.760000,0.000000,1.300000,1.710000,25.370000,11.520000,0,94.500000,23.1,30.730000,96.040000,48.02,10.22,0,11.12,23.1,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

87,21:30-21:45,0.000000,14.410000,74.230000,270.110000,9.59,0,0,0,0,0.000000,24.010000,28.82,0,8.55,0,0,100.590000,5.760000,0.000000,1.300000,1.710000,25.370000,11.520000,0,67.230000,22.55,30.730000,96.040000,48.02,9.61,0,10.85,22.55,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

88,21:45-22:00,0.000000,14.410000,74.230000,270.110000,9.02,0,0,0,0,0.000000,24.010000,27.05,0,7.51,0,0,71.780000,5.760000,0.000000,1.300000,1.710000,25.370000,11.520000,0,67.230000,22.02,30.730000,96.040000,48.02,9.01,0,10.54,22.02,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.090000,0,0,259.880000,0,0

89,22:00-22:15,133.760000,14.410000,55.340000,270.110000,8.65,0,0,0,0,0.000000,23.050000,25.93,0,7.34,0,0,71.070000,5.760000,0.000000,1.220000,1.710000,25.370000,11.520000,0,67.230000,21.78,30.730000,96.040000,48.02,8.64,0,10.82,21.78,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.010000,0,0,259.880000,0,0

90,22:15-22:30,133.760000,14.410000,55.340000,270.110000,8.32,0,0,0,0,0.000000,23.050000,24.94,0,7.34,0,0,48.020000,5.760000,0.000000,1.220000,1.710000,25.370000,11.520000,0,67.230000,20.66,30.730000,96.040000,48.02,8.31,0,11.02,20.66,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.010000,0,0,259.880000,0,0

91,22:30-22:45,133.760000,14.410000,55.340000,270.110000,8.17,0,0,0,0,0.000000,23.050000,24.5,0,7.34,0,0,48.020000,5.760000,0.000000,1.220000,1.710000,25.370000,11.520000,0,67.230000,20.3,30.730000,96.040000,48.02,8.16,0,16.82,20.3,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.010000,0,0,259.880000,0,0

92,22:45-23:00,133.760000,14.410000,55.340000,270.110000,8.04,0,0,0,0,0.000000,23.050000,24.17,0,7.34,0,0,48.020000,5.760000,0.000000,1.220000,1.710000,25.370000,11.520000,0,67.230000,19.62,30.730000,96.040000,48.02,8.06,0,17.59,19.62,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.010000,0,0,259.880000,0,0

93,23:00-23:15,133.760000,14.410000,55.340000,230.500000,8.01,0,0,0,0,0.000000,23.050000,24,0,7.34,0,0,48.020000,5.760000,0.000000,1.220000,1.660000,25.370000,11.520000,0,67.230000,19.64,30.730000,96.040000,48.02,8,0,18.16,19.64,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.010000,0,0,225.620000,0,0

94,23:15-23:30,133.760000,14.410000,55.340000,192.080000,7.95,0,0,0,0,0.000000,23.050000,23.87,0,7.34,0,0,48.020000,5.760000,0.000000,1.220000,1.660000,25.370000,11.520000,0,67.230000,19.5,30.730000,96.040000,48.02,7.96,0,18.83,19.5,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.010000,0,0,225.620000,0,0

95,23:30-23:45,133.760000,14.410000,55.340000,148.550000,7.92,0,0,0,0,0.000000,23.050000,23.75,0,7.34,0,0,48.020000,5.760000,0.000000,1.220000,1.660000,25.370000,11.520000,0,67.230000,18.99,30.730000,96.040000,48.02,7.92,0,19.74,18.99,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.010000,0,0,225.620000,0,0

96,23:45-24:00,133.760000,14.410000,55.340000,148.550000,7.92,0,0,0,0,0.000000,23.050000,23.76,0,7.34,0,0,48.020000,5.760000,0.000000,1.220000,1.660000,25.370000,11.520000,0,67.230000,17.47,30.730000,96.040000,48.02,7.92,0,20.62,17.47,0.000000,8.160000,0,0,0,0.000000,0.000000,127.710000,1.010000,0,0,225.620000,0,0

