Column1,Time,GNA/NR/2024/09/01/7908,NR/01102023/31052040/LT-31,GNA/NR/2024/09/01/9821,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/2171,NR/30092023/31122025/SH-07,GNA/NR/2024/09/16/2535,GNA/NR/2024/09/01/6020,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/7119,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/8090,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30092024/LT_MEJA_DELHI
86,21:15-21:30,21.81,0,0,28.25,5.96,263.14,24.23,0,0,0,96.92,0,0,17.52,11.38,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,28.33,0,0,0,28.5,0,0,28.33,8.34,9.5,0,43.02,0,9.5,274.04,2.37

87,21:30-21:45,21.81,0,0,28.25,5.96,263.14,24.23,0,0,0,96.92,0,0,17.52,11.38,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,29,0,0,0,29.5,0,0,29,8.34,9.83,0,43.02,0,9.84,274.04,2.37

88,21:45-22:00,21.81,0,0,27.24,5.96,263.14,24.23,0,0,0,96.92,0,0,17.52,11.38,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,29.67,0,0,0,31,0,0,29.67,7.66,10.33,0,43.02,0,10.34,274.04,2.37

89,22:00-22:15,21.81,0,0,28.26,5.87,263.14,24.23,0,0,145.38,96.92,0,0,17.52,11.29,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,33.33,0,0,0,31,0,0,33.33,7.34,10.33,0,43.02,0,10.34,274.04,2.37

90,22:15-22:30,21.81,0,0,28.26,5.87,263.14,24.23,0,0,145.38,96.92,0,0,17.52,11.29,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,33.33,0,0,0,31.5,0,0,33.33,7.34,10.5,0,43.02,0,10.5,274.04,2.37

91,22:30-22:45,21.81,0,0,29.27,5.87,263.14,24.23,2.42,0,145.38,96.92,0,0,17.52,11.29,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,33.33,0,0,0,31.5,0,0,33.33,7.66,10.5,0,43.02,0,10.5,274.04,2.37

92,22:45-23:00,21.81,0,0,28.77,5.87,263.14,24.23,2.42,0,145.38,96.92,0,0,17.52,11.29,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,33.67,0,0,0,31,0,0,33.67,8,10.33,0,43.02,0,10.34,274.04,2.37

93,23:00-23:15,21.81,0,0,28.26,5.87,263.14,24.23,2.42,0,145.38,96.92,0,0,17.52,11.19,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,34,0,0,0,31.5,0,0,34,8,10.5,0,43.02,0,10.5,274.04,3.99

94,23:15-23:30,21.81,0,0,28.26,5.87,263.14,24.23,2.42,0,145.38,96.92,0,0,17.52,11.19,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,34.33,0,0,0,32,0,0,34.33,8.66,10.67,0,43.02,0,10.66,274.04,3.99

95,23:30-23:45,21.81,0,0,28.26,5.87,263.14,24.23,2.42,0,145.38,96.92,0,0,17.52,11.19,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,34.67,0,0,0,33,0,0,34.67,9,11,0,42.02,0,11,274.04,3.99

96,23:45-24:00,21.81,0,0,28.26,5.87,263.14,24.23,2.42,0,145.38,96.92,0,0,17.52,11.19,71.72,0,115.84,8.81,88.31,0,0,0,0,0,0,0,35,0,0,0,35.5,0,0,35,9,11.83,0,41.62,0,11.84,274.04,3.99

