Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/9061,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2024/11/01/9042,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/3646,GNA/WR/2024/11/01/4200,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5474,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/1868,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04)
80,19:45-20:00,7.4,80.97,2.3,0,0,0,0,100.09,33.62,0,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,86.66,25.74

81,20:00-20:15,7.4,72.49,2.14,0,0,0,0,100.09,25.94,0,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,86.66,25.74

82,20:15-20:30,7.4,70.04,2.14,0,0,0,0,100.09,25.94,0,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,86.66,25.74

83,20:30-20:45,7.6,70.04,2.14,0,0,1.47,0,100.09,25.94,0,271.64,260.83,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,67.76,25.74

84,20:45-21:00,8.4,70.04,2.14,0,0,1.47,0,100.09,25.94,0,271.64,233.98,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,67.76,25.74

85,21:00-21:15,9.4,70.04,1.99,0,0,1.47,0,100.09,25.94,0,249.78,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,67.76,25.74

86,21:15-21:30,10.8,70.04,1.99,0,0,1.47,0,100.09,25.94,0,249.78,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,67.76,25.74

87,21:30-21:45,10.8,70.04,1.99,0,0,1.47,0,100.09,25.94,0,249.78,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,67.76,26.75

88,21:45-22:00,10.2,70.04,1.99,0,0,1.47,0,100.09,25.94,0,249.78,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,67.76,26.75

89,22:00-22:15,9.6,70.04,1.91,0,0,1.39,0,100.09,25.94,0,230.57,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,63.42,50,2.57,0,190.26,200,8.65,25.94,8.65,67.76,26.75

90,22:15-22:30,8.8,70.04,1.91,0,0,1.39,0,100.09,25.94,0,211.35,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,63.42,50,2.57,0,190.26,200,8.65,25.94,8.65,67.76,26.75

91,22:30-22:45,8.8,70.04,1.91,0,0,1.39,0,100.09,25.94,0,192.14,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,63.42,50,2.57,0,190.26,200,8.65,25.94,8.65,67.76,26.75

92,22:45-23:00,9.2,70.04,1.91,0,0,1.39,0,100.09,25.94,0,192.14,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,63.42,50,2.57,0,190.26,200,8.65,25.94,8.65,67.76,26.75

93,23:00-23:15,9.6,70.04,1.91,0,0,1.39,0,100.09,25.94,0,172.93,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,63.42,50,2.48,0,190.26,200,8.65,25.94,8.65,57.35,26.24

94,23:15-23:30,10.2,70.04,1.91,0,0,1.39,0,100.09,25.94,0,172.93,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,63.42,50,2.48,0,190.26,200,8.65,25.94,8.65,57.35,26.24

95,23:30-23:45,10.6,70.04,1.91,0,0,1.39,0,100.09,25.94,0,172.93,205.16,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,63.42,50,2.48,0,190.26,200,8.65,25.94,8.65,57.35,25.23

96,23:45-24:00,11.21,70.04,1.91,0,0,1.39,0,100.09,25.94,0,172.93,189.87,20,6.67,0,0,0,13.67,0,0,0,6.67,13.66,6.66,0,0,0,0,0,0,24.98,1.81,25.94,63.42,50,2.48,0,190.26,200,8.65,25.94,8.65,57.35,25.23

