Column1,Block,NR/2025/26813/C,NR/2025/26689/A/71694,NR/2025/26101/A/71757,NR/2025/26085/A/71508,NR/2025/25858/A/72012,NR/2025/25855/A/72011,NR/2025/26336/A/71719,NR/2025/26265/A/72051,NR/2025/26197/A/72120,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/6957,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/4138,NR/2025/26198/A/72119,NR/2025/26200/A/72117,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/9154,NR/2025/26289/A/72050,GNA/NR/2025/05/01/3877,ER/2025/17540/C,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/5800,NR/2025/26002/A/72013,GNA/ER/2025/05/14/4547,GNA/NR/2025/05/01/9320,NR/2025/26824/C,NR/2025/26806/C,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/6160,NR/2025/26201/A/72116,NR/2025/26232/A/72053,NR/2025/26312/A/71542,NR/2025/26153/A/71547,NR/2025/26291/A/72049,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/9395,GNARE/NR/2024/12/20/3668,NR/2025/26236/A/71544,NR/2025/26335/A/71721,NR/2025/26202/A/72070,NR/2025/26199/A/72118,NR/2025/26814/C,NR/2025/26191/A/71555,NR/2025/26233/A/72052,NR/2025/26749/C,NR/2025/26750/C,NR/2025/26754/C,NR/2025/26753/C,NR/2025/26751/C,NR/2025/26752/C,Total
54,13:15-13:30,14.44,6.74,0,0.96,0,0,0,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,0,64.2,26.7,14.44,37.21,4.82,0,62.6,0,26.7,0,0,0,28.94,10.59,0,100,13.48,210,96.3,43.77,54.12,48.15,4.82,0,0,52.96,24.08,96.3,48.15,1743.5500000000002

55,13:30-13:45,14.44,6.74,0,0.96,0,0,0,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,0,64.2,26.7,14.44,37.21,4.82,0,62.6,0,26.7,0,0,0,28.94,10.59,0,100,13.48,210,96.3,43.77,54.12,48.15,4.82,0,0,52.96,24.08,96.3,48.15,1743.5500000000002

56,13:45-14:00,14.44,6.74,0,0.96,0,0,0,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,0,64.2,26.7,14.44,37.21,4.82,0,62.6,0,26.7,0,0,0,28.94,10.59,0,100,13.48,210,96.3,43.77,54.12,48.15,4.82,0,0,52.96,24.08,96.3,48.15,1743.5500000000002

57,14:00-14:15,14.44,7.7,33.7,0.96,110.74,0,0,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,29.74,64.2,26.7,14.44,37.21,0,0,62.6,0,26.7,0,0,0,28.94,10.59,0,100,11.56,207,66.56,43.77,54.12,48.15,0,4.82,4.82,52.96,24.08,96.3,48.15,1884.03

58,14:15-14:30,14.44,7.7,33.7,0.96,110.74,0,0,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,29.74,64.2,26.7,14.44,37.21,0,0,62.6,0,26.7,0,0,0,28.94,10.59,0,100,11.56,203,66.56,43.77,54.12,48.15,0,4.82,4.82,52.96,24.08,96.3,48.15,1880.03

59,14:30-14:45,14.44,7.7,33.7,0.96,110.74,0,0,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,29.74,64.2,26.7,14.44,37.21,0,0,62.6,0,26.7,0,0,0,28.94,10.59,0,98.32,11.56,196,66.56,43.77,54.12,48.15,0,4.82,4.82,52.96,24.08,96.3,48.15,1871.35

60,14:45-15:00,14.44,7.7,33.7,0.96,110.74,0,0,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,29.74,64.2,26.7,14.44,37.21,0,0,62.6,0,26.7,0,0,0,28.94,10.59,0,94.44,11.56,189,66.56,43.77,54.12,48.15,0,4.82,4.82,52.96,24.08,96.3,48.15,1860.47

61,15:00-15:15,14.44,8.67,33.7,0.96,110.74,0,0,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,29.74,64.2,26.7,14.44,37.21,0,0,62.6,0,26.7,0,0,0,28.94,10.59,0,90.14,8.67,161,66.56,43.77,54.12,48.15,0,4.82,4.82,52.96,24.08,96.3,48.15,1826.25

62,15:15-15:30,14.44,8.67,33.7,0.96,110.74,0,0,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,29.74,64.2,26.7,14.44,37.21,0,0,62.6,0,26.7,0,0,0,28.94,10.59,0,85.53,8.67,151,66.56,43.77,54.12,48.15,0,4.82,4.82,52.96,24.08,96.3,48.15,1811.6399999999999

63,15:30-15:45,14.44,8.67,33.7,0.96,110.74,0,134.82,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,29.74,64.2,26.7,14.44,37.21,0,0,62.6,0,26.7,0,0,0,28.94,10.59,0,80.18,8.67,144,66.56,43.77,54.12,48.15,0,4.82,4.82,52.96,24.08,96.3,48.15,1934.1100000000001

64,15:45-16:00,14.44,8.67,33.7,0.96,110.74,0,134.82,0,14.59,0,192.6,8.11,0,43.77,14.59,0,144.45,0,28.89,0,13.48,0,0,0,192.6,29.74,44.94,26.7,14.44,37.21,0,0,62.6,0,26.7,0,0,0,28.94,10.59,0,74.85,8.67,133,66.56,43.77,54.12,48.15,0,4.82,4.82,52.96,24.08,96.3,48.15,1898.52

65,16:00-16:15,14.44,8.67,33.7,0.82,110.74,0,134.82,96.3,14.59,0,192.6,8.29,0,43.77,14.59,0,144.45,48.15,28.89,0,13.48,0,0,0,192.6,0,44.94,26.7,14.44,37.21,4.82,52.96,62.6,24.08,26.7,0,0,0,28.94,10.59,0,68.59,5.78,119,96.3,43.77,54.12,48.15,4.82,0,0,0,0,0,0,1875.4099999999996

66,16:15-16:30,14.44,8.67,33.7,0.82,110.74,0,134.82,96.3,14.59,0,192.6,8.29,0,43.77,14.59,0,144.45,48.15,28.89,0,13.48,0,0,0,192.6,0,0,26.7,14.44,37.21,4.82,52.96,62.6,24.08,26.7,0,0,0,28.94,10.59,0,60.62,5.78,105,96.3,43.77,54.12,48.15,4.82,0,0,0,0,0,0,1808.4999999999995

67,16:30-16:45,0,8.67,33.7,0.82,110.74,0,134.82,96.3,14.59,0,192.6,8.29,0,43.77,14.59,0,144.45,48.15,28.89,0,13.48,0,0,0,192.6,0,0,26.7,14.44,37.21,4.82,52.96,62.6,24.08,26.7,0,0,0,28.94,10.59,0,53.67,5.78,95,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1824.9999999999998

68,16:45-17:00,0,8.67,33.7,0.82,110.74,0,134.82,96.3,14.59,0,192.6,8.29,0,43.77,14.59,0,144.45,48.15,28.89,0,13.48,0,0,0,192.6,0,0,26.7,14.44,37.21,4.82,52.96,62.6,24.08,26.7,0,0,0,28.94,10.59,0,46.56,5.78,84,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1806.8899999999996

69,17:00-17:15,0,9.63,33.7,0.67,110.74,0,134.82,96.3,14.59,0,192.6,8.57,0,43.77,14.59,0,144.45,48.15,28.89,31.78,13.48,0,0,0,192.6,0,0,26.7,14.44,37.21,4.82,0,62.6,24.08,26.7,0,0,0,28.94,10.59,0,39.59,0,63,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1753.0499999999997

70,17:15-17:30,0,9.63,33.7,0.67,110.74,0,134.82,96.3,14.59,0,192.6,8.57,0,43.77,14.59,0,144.45,48.15,28.89,38.52,13.48,0,0,0,192.6,0,0,26.7,14.44,37.21,4.82,0,62.6,24.08,26.7,0,0,0,28.94,10.59,0,31.9,0,49,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1738.1

71,17:30-17:45,0,9.63,33.7,0.67,110.74,0,134.82,96.3,14.59,0,192.6,8.57,0,43.77,14.59,0,144.45,48.15,28.89,63.56,13.48,0,0,0,192.6,0,0,26.7,14.44,37.21,4.82,0,62.6,24.08,26.7,0,0,0,28.94,10.59,0,25.09,0,35,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1742.3299999999997

72,17:45-18:00,0,9.63,33.7,0.67,110.74,0,134.82,96.3,14.59,0,192.6,8.57,0,43.77,14.59,0,144.45,48.15,28.89,161.78,13.48,0,0,0,192.6,0,0,26.7,14.44,37.21,4.82,0,62.6,24.08,26.7,0,0,0,28.94,10.59,0,18.61,0,21,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1820.0699999999997

73,18:00-18:15,0,9.63,33.7,0.67,110.74,0,134.82,96.3,14.59,28.89,192.6,8.85,0,43.77,14.59,19.26,144.45,48.15,28.89,256.16,13.48,67.41,192.6,0,0,0,0,26.61,14.44,37.21,4.82,0,62.6,24.08,26.61,5.78,0,14.44,28.94,10.59,5.78,13.41,0,7,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2097.2099999999996

74,18:15-18:30,0,9.63,33.7,0.67,110.74,0,134.82,96.3,14.59,28.89,192.6,8.85,0,43.77,14.59,19.26,144.45,48.15,28.89,232.08,13.48,67.41,192.6,0,0,0,0,26.61,14.44,37.21,4.82,0,62.6,24.08,26.61,5.78,0,14.44,28.94,10.59,5.78,9.26,0,4,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2065.9799999999996

75,18:30-18:45,0,9.63,33.7,0.67,110.74,0,134.82,96.3,14.59,28.89,192.6,8.85,0,43.77,14.59,19.26,144.45,48.15,28.89,202.23,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0.79,0,1,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2276.82

76,18:45-19:00,0,9.63,33.7,0.67,110.74,0,134.82,96.3,14.59,28.89,192.6,8.85,0,43.77,14.59,19.26,144.45,48.15,28.89,162.75,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0.3,0,0,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2235.85

77,19:00-19:15,0,9.63,33.7,0.72,110.74,0,134.82,96.3,14.59,28.89,192.6,9.03,0,43.77,14.59,19.26,144.45,48.15,28.89,177.19,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0.2,0,0,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2250.42

78,19:15-19:30,0,9.63,33.7,0.72,110.74,0,134.82,96.3,14.59,28.89,192.6,9.03,0,43.77,14.59,19.26,144.45,48.15,28.89,202.23,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2275.26

79,19:30-19:45,0,9.63,33.7,0.72,110.74,0,134.82,96.3,14.59,28.89,192.6,9.03,0,43.77,14.59,19.26,144.45,48.15,28.89,215.71,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2288.7400000000002

80,19:45-20:00,0,9.63,33.7,0.72,110.74,0,134.82,96.3,14.59,28.89,192.6,9.03,0,43.77,14.59,19.26,144.45,48.15,28.89,232.08,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2305.11

81,20:00-20:15,0,8.67,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,9.22,0,43.77,14.59,19.26,144.45,48.15,28.89,279.27,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2351.58

82,20:15-20:30,0,8.67,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,9.22,0,43.77,14.59,19.26,144.45,48.15,28.89,302.38,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2374.69

83,20:30-20:45,0,8.67,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.41,0,43.77,14.59,19.26,144.45,48.15,28.89,250.38,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2323.88

84,20:45-21:00,0,8.67,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.41,0,43.77,14.59,19.26,144.45,48.15,28.89,212.82,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,162.31,48.15,4.82,0,0,0,0,0,0,2286.32

85,21:00-21:15,0,8.67,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,183.93,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,2197.59

86,21:15-21:30,0,8.67,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,177.19,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,2190.85

87,21:30-21:45,0,8.67,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,151.19,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,2164.85

88,21:45-22:00,0,8.67,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,108.82,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,2122.48

89,22:00-22:15,0,7.7,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,24.08,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,2036.7699999999998

90,22:15-22:30,0,7.7,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,24.08,13.48,67.41,192.6,100,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,2036.7699999999998

91,22:30-22:45,0,7.7,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,24.08,13.48,67.41,192.6,0,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1936.7699999999998

92,22:45-23:00,0,7.7,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,24.08,13.48,67.41,192.6,0,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1936.7699999999998

93,23:00-23:15,0,6.74,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,24.08,13.48,67.41,192.6,0,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1935.8099999999997

94,23:15-23:30,0,6.74,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,24.08,13.48,67.41,192.6,0,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1935.8099999999997

95,23:30-23:45,0,6.74,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,24.08,13.48,67.41,192.6,0,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1935.8099999999997

96,23:45-24:00,0,6.74,33.7,0.77,110.74,0,134.82,96.3,14.59,28.89,192.6,10.87,0,43.77,14.59,19.26,144.45,48.15,28.89,24.08,13.48,67.41,192.6,0,0,0,146.38,29.5,14.44,37.21,4.82,0,62.6,24.08,29.5,5.78,0,14.44,28.94,10.59,5.78,0,0,0,96.3,43.77,102.01,48.15,4.82,0,0,0,0,0,0,1935.8099999999997

