Time,Block,NR/2023/12167/A,NR/2023/12052/A,NR/2023/16004/C,NR/2023/16013/C,NR/2023/15993/D,NR/2023/12148/A,NR/2023/14898/A,NR/2023/12431/A,NR/2023/12347/A,NR/2023/13635/A,NR/2023/15309/F,NR/2023/12168/A,NR/2023/15402/F,NR/2023/12592/A,NR/2023/14745/A,NR/2023/12591/A,NR/2023/14737/A,NR/2023/12422/A,NR/2023/15057/F,NR/2023/14746/A,NR/2023/16003/C,NR/2023/15694/F,NR/2023/15998/C,NR/2023/13862/A,NR/2023/14895/A,NR/2023/12053/A,NR/2023/16017/C,NR/2023/15991/D,Total
82,20:15-20:30,24.130000,62.970000,0.000000,70.000000,0.000000,22.200000,77.210000,124.830000,48.260000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,0.000000,0.920000,0.000000,18.840000,193.020000,8.070000,0.000000,95.540000,36.410000,0,0,1071.29

83,20:30-20:45,24.130000,62.970000,0.000000,75.000000,0.000000,22.200000,77.210000,124.830000,48.260000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,0.000000,0.920000,0.000000,18.840000,193.020000,8.070000,0.000000,95.540000,36.410000,0,0,1076.29

84,20:45-21:00,24.130000,62.970000,0.000000,74.000000,0.000000,22.200000,77.210000,124.830000,48.260000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,0.000000,0.920000,0.000000,18.840000,193.020000,8.070000,0.000000,95.540000,36.410000,0,0,1075.29

85,21:00-21:15,24.130000,62.970000,0.000000,58.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,0.000000,0.920000,0.000000,18.840000,193.020000,8.070000,0.000000,95.540000,36.410000,0,0,1102.71

86,21:15-21:30,24.130000,62.970000,0.000000,58.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,0.000000,0.920000,0.000000,18.840000,193.020000,8.070000,0.000000,95.540000,36.410000,0,0,1102.71

87,21:30-21:45,24.130000,62.970000,0.000000,61.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,0.000000,0.920000,0.000000,18.840000,193.020000,8.070000,0.000000,95.540000,36.410000,0,0,1105.71

88,21:45-22:00,24.130000,62.970000,0.000000,62.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,0.000000,0.920000,0.000000,18.840000,193.020000,6.050000,0.000000,95.540000,36.410000,0,0,1104.69

89,22:00-22:15,24.130000,62.970000,0.000000,30.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,36.770000,0.920000,85.800000,18.840000,193.020000,6.050000,23.090000,95.540000,36.410000,0,0,1218.35

90,22:15-22:30,24.130000,62.970000,0.000000,30.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,36.770000,0.920000,85.800000,18.840000,193.020000,6.050000,23.090000,95.540000,36.410000,0,0,1218.35

91,22:30-22:45,24.130000,62.970000,0.000000,20.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,36.770000,0.920000,85.800000,18.840000,193.020000,6.050000,23.090000,95.540000,36.410000,0,0,1208.35

92,22:45-23:00,24.130000,62.970000,0.000000,20.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,36.770000,0.920000,85.800000,18.840000,193.020000,6.050000,23.090000,95.540000,36.410000,0,0,1208.35

93,23:00-23:15,24.130000,62.970000,0.000000,20.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,36.770000,0.870000,85.800000,18.840000,193.020000,6.050000,23.090000,95.540000,36.410000,0,0,1208.3

94,23:15-23:30,24.130000,62.970000,0.000000,20.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,36.770000,0.870000,85.800000,18.840000,193.020000,6.050000,23.090000,95.540000,36.410000,0,0,1208.3

95,23:30-23:45,24.130000,62.970000,0.000000,20.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,36.770000,0.870000,85.800000,18.840000,193.020000,6.050000,23.090000,95.540000,36.410000,0,0,1208.3

96,23:45-24:00,24.130000,62.970000,0.000000,20.000000,0.000000,22.200000,77.210000,124.830000,91.680000,24.980000,4.830000,46.520000,0.000000,99.890000,0.000000,49.940000,62.730000,36.770000,0.870000,85.800000,18.840000,193.020000,6.050000,23.090000,95.540000,36.410000,0,0,1208.3

