Block,Time,DULHASTI,KKNPPU2,SEWA2,TALA,UNCHAHAR2,AURY_LF,CHAMERA1,CHAMERA3,NAPP,NLCIIST2,RSTPSU1TO6,SIMHST1,SIMHST2,SINGRAULI,URI,DHAULIGNGA,KGSU3AND4,RAMPUR,RAPPD,RIHAND2,RIHAND3,SINGRAULI_HYDRO,DADRI_GF,NJPC,TALST2,URI2,ANTA_CRF,DADRI_CRF,BSIUL,DADRT2,JHAJJAR,KUDGI,NLCIIST1,RAPPB,RAPPC,RSTPSU7,SALAL,UNCHAHAR1,ANTA_GF,ANTA_RF,AURY_GF,AURY_RF,BRBCL,CHAMERA2,FSTPP I & II,KGSU1AND2,KHSTPP-I,KHSTPP-II,KKNP,NLCTS2EXP,NNTPP,NTPL,SASAN,UNCHAHAR3,UNCHAHAR4,AURY_CRF,KISHANGANGA,MAPS,NLCEXP,PARBATI2,PARBATI3,TANAKPUR,TelanganaSTPP,VALLURNTECL,KOLDAM,KOTESHWR,RIHAND1,TANDA2,TEHRI,ANTA_LF,DADRI_LF,DADRI_RF
56,13:45-14:00,59.5,0,0,6.76,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,5.5,21.66,124.58,130.79,1.08,0,138.33,0,38.1,0,0,6.52,688.92,570.67,0,0,0,69.07,0,65.07,21.94,0,49.209999999999994,0,76.73,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,2.44,0,0,0,10.43,97.23,5.7,0,0,0,98.4

57,14:00-14:15,59.5,0,0,7.35,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,5.5,21.66,124.58,130.79,1.08,0,138.33,0,38.1,0,0,6.52,688.92,570.67,0,0,0,69.07,0,65.07,21.94,0,48.54,0,76.73,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,2.44,0,0,0,10.43,97.23,5.7,0,0,0,98.4

58,14:15-14:30,59.5,0,0,7.35,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,5.5,21.66,124.58,130.79,1.08,0,138.33,0,38.1,0,0,6.52,688.92,570.67,0,0,0,69.07,0,65.07,21.94,0,48.54,0,76.73,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,2.44,0,0,0,10.43,97.23,5.7,0,0,0,98.4

59,14:30-14:45,59.5,0,0,7.94,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,5.5,21.66,124.58,130.79,1.08,0,138.33,0,38.1,0,0,6.52,688.92,570.67,0,0,0,69.07,0,65.07,21.94,0,48.54,0,76.73,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,2.44,0,0,0,10.43,97.23,5.7,0,0,0,98.4

60,14:45-15:00,59.5,0,0,7.94,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,5.5,21.66,124.58,130.79,1.08,0,138.33,0,38.1,0,0,6.52,688.92,570.67,0,0,0,69.07,0,65.07,21.94,0,48.54,0,76.73,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,2.44,0,0,0,10.43,97.23,5.7,0,0,0,98.4

61,15:00-15:15,59.5,0,0,7.94,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,5.5,21.66,124.58,130.79,1.08,0,138.33,0,38.1,0,0,6.52,688.92,570.67,0,0,0,69.07,0,65.07,21.94,0,48.54,0,76.73,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,2.44,0,0,0,10.43,97.23,5.7,0,0,0,98.4

62,15:15-15:30,59.5,0,0,7.94,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,5.5,21.66,124.58,130.79,1.08,0,138.33,0,38.1,0,0,6.52,688.92,570.67,0,0,0,69.07,0,65.07,21.94,0,48.54,0,76.73,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,2.44,0,0,0,10.43,97.23,5.7,0,0,0,98.4

63,15:30-15:45,59.5,0,0,7.94,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,5.5,21.66,124.58,130.79,1.08,0,138.33,0,38.1,0,0,6.52,548.92,570.67,0,0,0,69.07,0,65.07,21.94,0,48.54,0,76.74000000000001,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,2.44,0,0,0,10.43,97.23,5.7,0,0,0,98.4

64,15:45-16:00,59.5,0,0,7.94,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,4.9,21.66,124.58,130.79,1.08,0,123.21,0,38.1,0,0,6.52,548.92,600.67,0,0,0,69.07,0,65.07,21.94,0,48.54,0,76.74000000000001,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,2.44,0,0,0,10.43,97.23,5.7,0,0,0,98.4

65,16:00-16:15,59.5,0,0,6.76,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,4.9,21.66,124.58,130.79,1.08,0,123.21,0,38.1,0,0,6.52,548.92,600.67,0,0,0,69.07,0,65.07,21.94,0,47.89,0,76.74000000000001,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,4.35,0,0,0,10.43,97.23,5.7,0,0,0,98.4

66,16:15-16:30,59.5,0,0,6.76,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,4.9,21.66,124.58,130.79,1.08,0,123.21,0,38.1,0,0,6.52,548.92,670.67,0,0,0,69.07,0,65.07,21.94,0,47.89,0,76.74000000000001,15,0,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,4.35,0,0,0,10.43,97.23,5.7,0,0,0,98.41

67,16:30-16:45,59.5,0,0,5.88,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,4.9,21.66,124.58,130.79,1.08,0,123.21,0,38.1,0,0,13.04,548.92,670.67,0,0,0,69.07,0,65.07,21.94,0,47.89,0,76.74000000000001,15,16.27,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,4.35,0,0,0,10.43,97.23,5.7,0,0,0,98.41

68,16:45-17:00,59.5,0,0,5.88,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,4.9,21.66,124.58,130.79,1.08,0,123.21,0,38.1,0,0,13.04,548.92,670.67,0,0,0,69.07,0,79.38,21.94,0,47.89,0,76.74000000000001,15,16.27,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,0,0,4.35,0,0,1.96,10.43,97.23,5.7,10.43,0,0,98.41

69,17:00-17:15,59.5,0,6.3,5.88,45,0,0,0,25.77,0,0,0,0,150.34,51.34,0,0,4.9,21.66,124.58,130.79,1.08,0,123.21,0,38.1,0,0,13.04,548.92,670.67,0,0,0,69.07,0,79.38,21.94,0,47.89,0,76.74000000000001,15,16.27,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,7.52,0,4.35,0,0,2.01,10.43,97.23,5.7,10.43,0,0,98.41

70,17:15-17:30,59.5,0,12.61,4.96,45,0,0,11.67,25.77,0,0,0,0,150.34,51.34,0,0,4.9,21.66,124.58,130.79,1.08,0,123.21,0,38.1,0,0,13.04,548.92,670.67,0,0,0,69.07,0,79.38,21.94,0,47.89,0,76.74000000000001,15,16.27,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,15.02,0,4.35,0,0,2.01,10.43,97.23,5.7,10.43,0,0,98.41

71,17:30-17:45,59.5,0,18.9,4.73,45,0,0,23.33,25.77,0,0,0,0,150.34,51.34,0,0,4.9,21.66,124.58,130.79,1.08,0,123.21,0,38.1,0,0,13.04,548.92,570.67,0,0,0,69.07,0,79.38,21.94,0,47.89,0,76.73,15,32.53,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,22.54,4.29,4.35,0,0,4.36,10.43,97.23,5.7,20.87,0,0,98.41

72,17:45-18:00,59.5,0,18.9,4.41,45,0,12.64,23.33,25.77,0,0,0,0,150.34,51.34,10.95,0,4.4,21.66,124.58,130.79,1.08,0,110.67,0,38.1,0,0,13.04,548.92,570.67,0,0,0,69.07,0,79.38,21.94,0,47.89,0,76.73,15,32.53,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,22.54,19.64,4.35,0,0,7.19,10.43,97.23,5.7,30.82,0,0,98.41

73,18:00-18:15,59.5,0,18.9,4.41,45,0,12.64,23.33,25.77,0,0,0,0,150.34,50.23,10.95,0,4.4,21.66,124.58,130.79,1.08,0,110.67,0,40.16,0,0,13.04,548.92,570.67,0,0,0,69.07,0,79.38,21.94,0,47.89,0,76.73,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,3.2,0,8.63,0,0,30.06,19.64,4.35,0,0,9.59,10.43,97.23,5.7,32.26,0,0,98.41

74,18:15-18:30,59.5,0,18.9,4.41,44.2,0,17.38,23.33,25.77,0,0,0,0,150.34,50.23,21.88,0,4.4,21.66,124.58,130.79,1.08,0,110.67,0,40.16,0,0,13.04,548.92,518.67,0,0,0,69.07,0,79.38,21.94,0,48.55,0,76.73,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,37.57,19.94,4.35,0,0,9.59,10.43,97.23,5.7,32.26,0,0,98.41

75,18:30-18:45,59.5,0,18.9,4.7,44.2,0,17.38,35,25.77,0,0,0,0,150.34,35.88,43.78,0,4.4,21.66,124.58,130.79,1.08,0,110.67,0,40.16,0,0,13.04,548.92,518.67,0,0,0,69.07,0,79.38,21.94,0,48.55,0,76.73,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,37.57,27.62,4.35,0,0,9.59,20.85,97.23,5.7,32.26,0,0,98.41

76,18:45-19:00,60.23,0,20.09,4.7,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,35.88,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,40.16,0,0,20.46,548.92,518.67,0,0,0,69.07,0,79.38,21.94,0,48.55,0,76.73,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,4.35,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.41

77,19:00-19:15,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,35.88,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,40.16,0,0,20.46,548.92,518.67,0,0,0,69.07,0,79.38,21.94,0,49.2,0,76.73,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,2.44,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.41

78,19:15-19:30,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,35.88,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,40.16,0,0,20.46,548.92,518.67,0,0,0,69.07,0,79.38,21.94,0,49.2,0,76.73,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,2.44,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.41

79,19:30-19:45,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,35.88,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,40.16,0,0,20.46,548.92,518.67,0,0,0,69.07,0,79.38,21.94,0,49.2,0,76.73,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,2.44,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.41

80,19:45-20:00,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,35.88,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,40.16,0,0,20.46,548.92,518.67,0,0,0,69.07,0,79.38,21.94,0,49.2,0,76.73,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,2.44,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.41

81,20:00-20:15,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,35.88,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,40.16,0,0,20.46,548.92,518.67,0,0,0,69.07,0,76.69,21.94,0,49.2,0,76.73,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,1.15,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.41

82,20:15-20:30,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,35.88,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,40.16,0,0,20.46,548.92,518.67,0,0,0,69.07,0,76.69,21.94,0,49.2,0,76.73,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,1.15,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.41

83,20:30-20:45,59.5,0,18.9,3.53,44.2,0,30.81,35.03,25.77,0,0,0,0,150.34,35.88,43.78,0,4.68,21.66,124.58,130.79,1.08,0,117.6,0,40.16,0,0,13.04,548.92,518.67,0,0,0,69.07,0,76.69,21.94,0,49.2,0,76.73,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,30.06,15.35,1.15,0,0,9.59,31.28,97.23,5.7,32.26,0,0,98.41

84,20:45-21:00,59.5,0,18.9,3.53,44.2,0,30.81,35.03,25.77,0,0,0,0,150.34,35.88,43.78,0,4.68,21.66,124.58,130.79,1.08,0,117.6,0,40.16,0,0,13.04,548.92,518.67,0,0,0,69.07,0,76.69,21.94,0,49.2,0,76.73,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,30.06,13.81,1.15,0,0,9.59,31.28,97.23,5.7,32.26,0,0,98.41

85,21:00-21:15,59.5,0,18.9,3.53,44.2,0,30.81,35.03,25.77,0,0,0,0,150.34,35.88,43.78,0,4.68,21.66,124.58,130.79,1.08,0,117.6,0,38.1,0,0,13.04,548.92,518.67,0,0,0,69.07,0,76.69,21.94,0,49.86,0,76.74,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,30.06,15.35,1.15,0,0,9.59,31.28,97.23,5.7,32.26,0,0,98.4

86,21:15-21:30,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,35.88,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,38.1,0,0,20.46,548.92,518.67,0,0,0,69.07,0,76.69,21.94,0,49.86,0,76.74,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,1.15,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.4

87,21:30-21:45,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,36.43,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,38.1,0,0,20.46,548.92,518.67,0,0,0,69.07,0,76.69,21.94,0,49.86,0,76.74,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,0,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.4

88,21:45-22:00,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,36.43,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,38.1,0,0,20.46,548.92,518.67,0,0,0,69.07,0,76.69,21.94,0,49.86,0,76.74,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,0,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.4

89,22:00-22:15,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,36.43,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,38.1,0,0,20.46,548.92,518.67,0,0,0,69.07,0,74.37,21.94,0,50.51,0,76.74,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,0,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.4

90,22:15-22:30,60.23,0,20.09,3.53,44.2,0,43.14,36.84,25.77,0,0,0,0,150.34,36.43,43.78,0,6.5,21.66,124.58,130.79,1.08,0,165.99,0,38.1,0,0,20.46,548.92,518.67,0,0,0,69.07,0,74.37,21.94,0,50.51,0,76.74,15,50.39,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.68,0,0,45.08,78.83,0,0,0,9.59,34.76,97.23,5.7,32.26,0,0,98.4

91,22:30-22:45,59.5,0,12.61,7.06,44.2,0,42.15,35.03,25.77,0,0,0,0,150.34,36.43,43.78,0,5.12,21.66,124.58,130.79,1.08,0,128.81,0,38.1,0,0,6.52,548.92,518.67,0,0,0,69.07,0,74.37,21.94,0,50.51,0,76.74,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,22.54,36.83,0,0,0,9.59,20.85,97.23,5.7,32.26,0,0,98.4

92,22:45-23:00,59.5,0,6.3,7.06,44.2,0,42.15,35.03,25.77,0,0,0,0,150.34,36.43,43.78,0,4,21.66,124.58,130.79,1.08,0,100.81,0,38.1,0,0,6.52,548.92,518.67,0,0,0,69.07,0,74.37,21.94,0,50.51,0,76.74,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,18.78,36.83,0,0,0,9.59,10.43,97.23,5.7,32.26,0,0,98.4

93,23:00-23:15,59.5,0,0,7.06,44.2,0,42.15,35.03,25.77,0,0,0,0,150.34,36.43,10.95,0,3.11,21.66,124.58,130.79,1.08,0,78.4,0,38.1,0,0,6.52,548.92,518.67,0,0,0,69.07,0,74.37,21.94,0,50.51,0,76.74000000000001,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,18.78,21.48,0,0,0,9.59,10.43,97.23,5.7,32.26,0,0,98.4

94,23:15-23:30,59.5,0,0,7.06,44.2,0,42.15,35.03,25.77,0,0,0,0,150.34,36.43,10.95,0,3.11,21.66,124.58,130.79,1.08,0,78.4,0,38.1,0,0,6.52,548.92,518.67,0,0,0,69.07,0,74.37,21.94,0,50.51,0,76.74000000000001,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,18.78,21.48,0,0,0,9.59,10.43,97.23,5.7,32.26,0,0,98.4

95,23:30-23:45,59.5,0,0,7.06,44.2,0,42.15,35.03,25.77,0,0,0,0,150.34,36.43,10.95,0,3.11,21.66,124.58,130.79,1.08,0,78.4,0,38.1,0,0,6.52,548.92,518.67,0,0,0,69.07,0,74.37,21.94,0,50.51,0,76.74000000000001,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,18.78,21.48,0,0,0,9.59,10.43,97.23,5.7,32.26,0,0,98.4

96,23:45-24:00,59.5,0,0,7.06,44.2,0,37.92,35.03,25.77,0,0,0,0,150.34,36.43,10.95,0,3.11,21.66,124.58,130.79,1.08,0,78.4,0,38.1,0,0,6.52,548.92,518.67,0,0,0,69.07,0,74.37,21.94,0,50.51,0,76.74000000000001,15,48.81,14.3,0,45.53,148.3,0,0,0,0,344.25,27.68,1.7,0,8.63,0,0,18.78,21.48,0,0,0,9.59,10.43,97.23,5.7,32.26,0,0,98.4

