Block,Time,NR/01102023/30042040/GNA_LT_36,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/30042024/PTC/OA/32001,NR/01102023/31102037/L_NR_2019_11,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/30092023/26122029/SH-06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10
76,18:45-19:00,0.000000,68,0,272.120000,0.000000,2.470000,0,0,16.050000,0,0,8.550000,0,0,30.800000,0.000000,0.000000,40.900000,2.450000,0,0.5,29.830000,22.67,0,100.260000,53,261.290000,2.220000,0.000000,86.810000,15.07,0.24,30.800000,22.66,57.720000,22.66,1.18,53

77,19:00-19:15,0.000000,62,0,272.120000,0.000000,2.470000,0,0,16.050000,0,0,8.630000,0,0,30.800000,0.000000,0.000000,40.900000,2.520000,0,0,29.830000,20.67,0,100.260000,51.67,261.290000,2.220000,0.000000,86.810000,14.74,0,30.800000,21.66,57.720000,20.66,0,51.67

78,19:15-19:30,0.000000,59.5,0,272.120000,0.000000,2.470000,0,0,16.050000,0,0,8.630000,0,0,30.800000,0.000000,0.000000,40.900000,2.520000,0,0,29.830000,19.83,0,100.260000,49.67,261.290000,2.220000,0.000000,86.810000,14.27,0,30.800000,20.66,57.720000,19.84,0,49.67

79,19:30-19:45,0.000000,58,0,272.120000,0.000000,2.470000,0,0,16.050000,0,0,8.630000,0,0,30.800000,0.000000,0.000000,40.900000,2.520000,0,0,29.830000,19.33,0,100.260000,49,261.290000,1.850000,0.000000,86.810000,13.81,0,30.800000,20.34,57.720000,19.34,0,49

80,19:45-20:00,0.000000,54.5,0,272.120000,0.000000,2.470000,0,0,16.050000,0,0,8.630000,0,0,30.800000,0.000000,0.000000,40.900000,2.520000,0,0,29.830000,18.17,0,100.260000,48.33,261.290000,1.850000,0.000000,86.810000,13.36,0,30.800000,19.34,57.720000,18.16,0,48.33

81,20:00-20:15,0.000000,53.5,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.730000,0,0,30.800000,0.000000,0.000000,40.900000,2.520000,0,0,29.830000,17.83,0,100.260000,48,261.290000,2.040000,0.000000,67.880000,12.75,0,30.800000,18.34,33.010000,17.84,0,48

82,20:15-20:30,0.000000,52,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.730000,0,0,30.800000,0.000000,0.000000,40.900000,2.520000,0,0,29.830000,17.33,0,100.260000,47.33,261.290000,2.040000,0.000000,67.880000,12.08,0,30.800000,17.34,33.010000,17.34,0,47.33

83,20:30-20:45,0.000000,51,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.730000,0,0,29.830000,0.000000,0.000000,40.900000,2.220000,0,0,29.830000,17,0,100.260000,46,261.290000,2.040000,0.000000,86.810000,11.43,0,29.830000,16.34,57.720000,17,0,46

84,20:45-21:00,0.000000,50.5,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.730000,0,0,29.830000,0.000000,0.000000,40.900000,2.220000,0,0,29.830000,16.83,0,100.260000,44.33,261.290000,2.040000,0.000000,86.810000,10.8,0,29.830000,15,57.720000,16.84,0,44.33

85,21:00-21:15,0.000000,50.5,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,29.830000,16.83,0,100.260000,44,261.290000,2.040000,0.000000,86.810000,9.99,0,30.320000,14.34,57.720000,16.84,0,44

86,21:15-21:30,0.000000,50.5,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,29.830000,16.83,0,100.260000,44.33,261.290000,2.040000,0.000000,86.810000,9.17,0,30.320000,14,57.720000,16.84,0,44.33

87,21:30-21:45,0.000000,51.5,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,29.830000,17.17,0,100.260000,44,261.290000,2.040000,0.000000,86.810000,8.39,0,30.320000,14,57.720000,17.16,0,44

88,21:45-22:00,0.000000,52.5,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,28.870000,17.5,0,100.260000,44.33,261.290000,2.040000,0.000000,86.810000,7.65,0,30.320000,14,57.720000,17.5,0,44.33

89,22:00-22:15,0.000000,52.5,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,28.870000,17.5,0,100.260000,44,261.290000,1.990000,0.000000,86.810000,7.04,0,30.320000,13.66,57.720000,17.5,0,44

90,22:15-22:30,0.000000,51.5,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,28.870000,17.17,0,100.260000,44,261.290000,1.990000,0.000000,86.810000,7.01,0,30.320000,14,57.720000,17.16,0,44

91,22:30-22:45,0.000000,53,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,28.870000,17.67,0,100.260000,46,261.290000,1.990000,0.000000,86.810000,7.01,0,30.320000,14.66,57.720000,17.66,0,46

92,22:45-23:00,0.000000,52.5,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,28.870000,17.5,0,100.260000,46,261.290000,1.990000,0.000000,86.810000,7.01,0,30.320000,14.66,57.720000,17.5,0,46

93,23:00-23:15,0.000000,54,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,28.870000,18,0,100.260000,46.67,261.290000,1.990000,0.000000,86.810000,7.01,0,30.320000,14,57.720000,18,0,46.67

94,23:15-23:30,0.000000,55,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,28.870000,18.33,0,100.260000,46.67,261.290000,1.990000,0.000000,86.810000,7.01,0,30.320000,14.34,57.720000,18.34,0,46.67

95,23:30-23:45,0.000000,53.5,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,28.870000,17.83,0,100.260000,46,261.290000,1.990000,0.000000,86.810000,7.01,0,30.320000,14,57.720000,17.84,0,46

96,23:45-24:00,0.000000,51,0,272.120000,0.000000,2.550000,0,0,16.050000,0,0,8.820000,0,0,30.320000,0.000000,0.000000,40.900000,2.220000,0,0,28.870000,17,0,100.260000,44.33,261.290000,1.990000,0.000000,86.810000,7.01,0,30.320000,14,57.720000,17,0,44.33

