Column1,Time,GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/3469,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/8036,GNA/SR/2025/03/01/7500,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/9606,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/03/01/2563,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/9482,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/8625,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/5143,GNARE/NR/2024/12/20/3668
77,19:00-19:15,0,6.71,29.27,32.61,5.76,32.61,50,1.24,86.52,100,0,9.6,0,0,0,0,0,0,0,10.5,31.5,16.67,0,0,0,16.66,10,0,10.5,32.61,99.93,114.72,28.78,1.15,31.66,4.68,0,100,0,31.66,0,0,1.39,259.56,271.21,0,0.27

78,19:15-19:30,0,6.71,29.77,32.61,5.76,32.61,50,1.24,86.52,100,0,9,0,0,0,0,0,0,0,10.67,31.99,16.67,0,0,0,16.66,10,0,10.67,32.61,99.93,114.72,28.78,1.15,31.66,4.68,0,100,0,31.66,0,0,1.39,259.56,271.21,0,0

79,19:30-19:45,0,6.71,29.77,32.61,5.76,32.61,50,1.24,86.52,100,0,8.4,0,0,0,0,0,0,0,9.67,28.99,16.67,0,0,0,16.66,9.67,0,9.67,32.61,99.93,114.72,28.78,1.15,31.66,4.68,0,100,0,31.66,0,0,1.39,259.56,271.21,0,0

80,19:45-20:00,0,6.71,29.77,32.61,5.76,32.61,50,1.24,86.52,100,0,7.8,0,0,0,0,0,0,0,9.5,28.5,16.67,0,0,0,16.66,9.67,0,9.5,32.61,99.93,114.72,28.78,1.15,31.66,4.68,0,100,0,31.66,0,0,1.39,259.56,271.21,0,0

81,20:00-20:15,0,6.71,29.27,32.61,5.76,32.61,50,1.24,86.52,100,0,7.8,0,0,0,0,0,0,0,9.33,28.01,27,0,0,0,27,9.33,0,9.33,32.61,99.93,114.72,28.78,1.15,32,4.86,0,100,0,0,0,0,1.39,259.56,271.21,0,0

82,20:15-20:30,0,6.71,29.27,32.61,5.76,32.61,50,1.24,86.52,100,0,7.2,0,0,0,0,0,0,0,9.17,27.49,27.67,0,0,0,27.66,9,0,9.17,32.61,99.93,114.72,28.78,1.15,32,4.86,0,100,0,0,0,0,1.39,259.56,271.21,0,0

83,20:30-20:45,0,6.71,28.77,32.61,5.76,32.61,50,1.24,86.52,100,0,6.6,0,0,0,0,0,0,0,8.33,25.01,26.67,0,0,0,26.66,7.33,0,8.33,32.61,99.93,114.72,28.78,1.15,9.59,4.86,0,100,0,9.59,0,0,1.39,259.56,271.21,0,0

84,20:45-21:00,0,6.71,28.77,32.61,5.76,32.61,50,1.24,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,25,0,0,0,25,7.33,0,8.33,32.61,99.93,114.72,28.78,1.15,19.4,4.86,0,100,0,19.4,0,0,1.39,259.56,271.21,0,0

85,21:00-21:15,0,6.71,28.77,32.61,5.76,32.61,50,1.39,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,30,0,0,0,30,7.33,0,8.33,32.61,99.93,114.72,28.78,1.23,26.99,5.05,0,100,0,26.99,0,0,1.35,259.56,271.21,0,0

86,21:15-21:30,0,6.71,28.77,32.61,5.76,32.61,50,1.39,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,30,0,0,0,30,7.33,0,8.33,32.61,99.93,114.72,28.78,1.23,26.99,5.05,0,100,0,26.99,0,0,1.35,259.56,271.21,0,0

87,21:30-21:45,0,6.71,28.26,32.61,5.76,32.61,50,1.39,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,30,0,0,0,30,7.33,0,8.33,32.61,99.93,114.72,17.27,1.23,26.99,5.05,0,100,0,26.99,0,0,1.35,259.56,271.21,0,0

88,21:45-22:00,0,6.71,28.26,32.61,5.76,32.61,50,1.39,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,30.33,0,0,0,30.34,7.33,0,8.33,32.61,99.93,114.72,17.27,1.23,26.99,5.05,0,100,0,26.99,0,0,1.35,259.56,271.21,0,0

89,22:00-22:15,55.49,6.71,28.26,23.02,5.76,23.02,50,1.39,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,31,0,0,0,31,7.33,0,8.33,23.02,99.93,114.72,17.27,1.23,26.99,5.05,0,100,0,26.99,0,0,1.35,259.56,271.21,166.48,0

90,22:15-22:30,55.49,6.71,28.26,23.02,5.76,23.02,50,1.39,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,30.67,0,0,0,30.66,7.33,0,8.33,23.02,99.93,114.72,17.27,1.23,26.99,5.05,0,100,0,26.99,0,0,1.35,259.56,271.21,166.48,0

91,22:30-22:45,55.49,6.71,27.25,23.02,5.76,23.02,50,1.31,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,30,0,0,0,30,7.33,0,8.33,23.02,99.93,114.72,17.27,1.3,26.99,5.05,0,100,0,26.99,0,0,1.35,259.56,271.21,166.48,0

92,22:45-23:00,55.49,6.71,27.25,23.02,5.76,23.02,50,1.31,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,29.33,0,0,0,29.34,7.33,0,8.33,23.02,99.93,114.72,17.27,1.3,26.99,5.05,0,100,0,26.99,0,0,1.35,259.56,271.21,166.48,0

93,23:00-23:15,55.49,6.71,27.25,23.02,5.76,23.02,50,1.31,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,26.67,0,0,0,26.66,7.33,0,8.33,23.02,99.93,106.25,17.27,1.3,26.99,5.05,0,0,0,26.99,0,0,1.3,259.56,271.21,166.48,0

94,23:15-23:30,55.49,6.71,27.25,23.02,5.76,23.02,50,1.31,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,24,0,0,0,24,7.33,0,8.33,23.02,99.93,97.79,17.27,1.3,26.99,5.05,0,0,0,26.99,0,0,1.3,259.56,271.21,166.48,0

95,23:30-23:45,55.49,6.71,27.25,23.02,5.76,23.02,50,1.31,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,21.33,0,0,0,21.34,7.33,0,8.33,23.02,99.93,65.82,17.27,1.3,26.99,5.05,0,0,0,26.99,0,0,1.3,259.56,271.21,166.48,0

96,23:45-24:00,55.49,6.71,27.25,23.02,5.76,23.02,50,1.31,86.52,100,0,6,0,0,0,0,0,0,0,8.33,25.01,19,0,0,0,19,7.33,0,8.33,23.02,99.93,65.82,17.27,1.3,26.99,5.05,0,0,0,26.99,0,0,1.3,259.56,271.21,166.48,0

