Column1,Time,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/8090,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/7196,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/3451,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/05/5848,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/6020,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09
77,19:00-19:15,1,41.02,0,0,1,0,1.02,0.21,2,6.7,11.36,87.3,262.78,12.47,28.26,25.7359,0,48.4,0.06,91.43,25.7359,79.09,4.38,48.4,0.06,96.79,0,2.42,21.78,24.2,24.74,116.15,0.06,273.67,96.79,0,0,60,0,0,19.34,19.17,19.16,0,57.5,60

78,19:15-19:30,1,41.02,0,0,0,0,0,0,1,6.7,11.36,87.3,262.78,12.47,28.26,25.7359,0,48.4,0.01,91.43,25.7359,87.61,0,48.4,0.01,96.79,0,2.42,21.78,24.2,24.74,116.15,0.01,273.67,96.79,0,0,58.33,0,0,18.66,18.33,18.34,0,55,58.33

79,19:30-19:45,0,41.02,0,0,0,0,0,0,0,6.7,11.36,87.3,262.78,12.47,28.26,25.7359,0,48.4,0,91.43,25.7359,115.68,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,56.67,0,0,17.34,17.5,17.5,0,52.5,56.67

80,19:45-20:00,0,41.02,0,0,0,0,0,0,0,6.7,11.36,87.3,262.78,12.47,28.26,25.7359,0,48.4,0,91.43,25.7359,115.68,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,56.33,0,0,16,17.17,17.16,0,51.5,56.33

81,20:00-20:15,0,41.02,0,0,0,0,0,0,0,6.61,11.36,87.3,262.78,12.47,28.26,21.4784,0,48.4,0,91.43,21.4784,113.22,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,55,0,0,15,15.83,15.84,0,47.5,55

82,20:15-20:30,0,41.02,0,0,0,0,0,0,0,6.61,11.36,87.3,262.78,12.47,28.26,21.4784,0,48.4,0,91.43,21.4784,115.68,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,53.67,0,0,14,15.67,15.66,0,47,53.67

83,20:30-20:45,0,41.02,0,0,0,0,0,0,0,6.61,11.36,87.3,262.78,12.47,28.26,21.4784,0,48.4,0,91.43,21.4784,115.68,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,51.33,0,0,14,15.33,15.34,0,46,51.33

84,20:45-21:00,0,41.02,0,0,0,0,0,0,0,6.61,11.36,87.3,262.78,12.47,28.26,21.4784,0,48.4,0,91.43,21.4784,115.68,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,45.67,0,0,14,15.17,15.16,0,45.5,45.67

85,21:00-21:15,0,38.62,0,0,0,0,0,0,0,6.51,15.06,87.3,262.78,12.47,29.27,25.7359,0,48.4,0,91.43,25.7359,115.68,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,44.67,0,0,14,15.17,15.16,0,45.5,44.67

86,21:15-21:30,0,36.42,0,0,0,0,0,0,0,6.51,15.06,87.3,262.78,12.47,29.27,25.7359,0,48.4,0,91.43,25.7359,115.68,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,43.67,0,0,12.97,15.33,15.34,0,46,43.67

87,21:30-21:45,0,35.21,0,0,0,0,0,0,0,6.51,15.06,73.15,202.16,12.47,29.27,25.7359,0,48.4,0,91.43,25.7359,70.55,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,40,0,0,12.21,13.67,13.66,0,41,40

88,21:45-22:00,0,35.01,0,0,0,0,0,0,0,6.51,15.06,73.15,202.16,12.47,29.27,25.7359,0,48.4,0,91.43,25.7359,70.55,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,40,0,0,11.43,13.83,13.84,0,41.5,40

89,22:00-22:15,0,34.81,0,0,0,0,0,0,0,6.33,15.06,73.15,202.16,12.47,30.28,25.7359,0,48.4,0,91.43,25.7359,70.55,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,33.33,0,0,10.19,14,14,0,42,33.33

90,22:15-22:30,0,34.81,0,0,0,0,0,0,0,6.33,15.06,73.15,202.16,12.47,30.28,25.7359,0,48.4,0,91.43,25.7359,70.55,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,33.33,0,0,10.31,14.33,14.34,0,43,33.33

91,22:30-22:45,0,34.61,0,0,0,0,0,0,0,6.33,15.06,87.3,262.78,12.47,30.28,26.9071,0,48.4,0,91.43,26.9071,70.55,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,33.33,0,0,10.47,14.67,14.66,0,44,33.33

92,22:45-23:00,0,34.41,0,0,0,0,0,0,0,6.33,15.06,87.3,262.78,12.47,30.28,26.9071,0,48.4,0,91.43,26.9071,70.55,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,116.15,0,273.67,96.79,0,0,33.33,0,0,10.66,15,15,0,45,33.33

93,23:00-23:15,0,33.61,0,0,0,0,0,0,0,6.15,15.06,87.3,262.78,12.47,30.28,26.9071,0,48.4,0,91.43,26.9071,70.55,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,0,0,273.67,96.79,0,0,35,0,0,10.86,15.33,15.34,0,46,35

94,23:15-23:30,0,33.21,0,0,0,0,0,0,0,6.15,15.06,87.3,262.78,12.47,30.28,26.9071,0,48.4,0,91.43,26.9071,70.55,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,0,0,273.67,96.79,0,0,36.67,0,0,11.06,15.67,15.66,0,47,36.67

95,23:30-23:45,0,33.01,0,0,0,0,0,0,0,6.15,15.06,87.3,262.78,12.47,30.28,26.9071,0,48.4,0,91.43,26.9071,70.55,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,0,0,273.67,96.79,0,0,38.67,0,0,11.27,15.83,15.84,0,47.5,38.67

96,23:45-24:00,0,31.21,0,0,0,0,0,0,0,6.15,15.06,87.3,262.78,12.47,30.28,26.9071,0,48.4,0,91.43,26.9071,70.55,0,48.4,0,96.79,0,2.42,21.78,24.2,24.74,0,0,273.67,96.79,0,0,38.67,0,0,12.16,16,16,0,48,38.67

