Column1,Time,NR/01102023/31052040/LT-31,NR/01082024/31082024/SKS-Raigarh,NR/01082024/31082024/jitpl,NR/30092023/26122029/SH-06,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/01082024/30092024/LT_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01082024/15082024/APL-Raigarh,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01082024/31082024/APPCPL/180/F25/GNA/12763
85,21:00-21:15,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,40.67,19.5,58.5,40.67,19,0,29.01,0,19.5,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.4,0,48.14,48.14,28.76,261.43,57.73,87.74,0,0

86,21:15-21:30,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,38.33,18.33,55,38.33,18.34,0,28.01,0,18.34,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.4,0,48.14,48.14,28.76,261.43,57.73,87.74,0,0

87,21:30-21:45,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,37.33,16.67,50,37.33,17.34,0,30.02,0,16.66,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.4,0,48.14,48.14,28.76,261.43,57.73,87.74,0,0

88,21:45-22:00,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,37,15.83,47.5,37,16.66,0,29.62,0,15.84,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.4,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

89,22:00-22:15,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,35.33,22.83,68.5,35.33,16.66,0,17.4,0,22.84,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.22,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

90,22:15-22:30,0,12.4,11.94,30.5,0,0,86.85,0,0,19.39,272.26,0,34.33,23.17,69.5,34.33,17.34,0,16.8,0,23.16,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.22,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

91,22:30-22:45,0,12.4,11.94,30.5,0,0,86.85,0,0,18.2,272.26,0,33.67,23.67,71,33.67,17.34,0,9.81,0,23.66,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.22,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

92,22:45-23:00,0,12.4,11.94,30.5,0,0,86.85,0,0,18.2,272.26,0,33,24.33,73,33,18,0,9.41,0,24.34,0,0,0,0,0,0,0,7.92,30.5,192.58,0,7.22,0,48.14,48.14,27.75,261.43,57.73,87.74,0,0

93,23:00-23:15,0,12.4,11.94,30.5,0,0,86.85,0,0,18.2,272.26,0,34,24.33,73,34,18.66,0,9.01,0,24.34,0,0,0,0,0,0,0,7.92,30.5,192.58,0,6.94,0,48.14,48.14,28.76,261.43,57.73,87.74,0,0

94,23:15-23:30,0,12.4,11.94,30.5,0,0,86.85,0,0,18.2,272.26,0,34.67,24.33,73,34.67,18.66,0,8.61,0,24.34,0,0,0,0,0,0,0,7.92,30.5,192.58,0,6.94,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

95,23:30-23:45,0,12.4,11.94,30.5,0,0,86.85,0,0,18.2,272.26,0,35.33,24.33,73,35.33,19,0,8.21,0,24.34,0,0,0,0,0,0,0,7.92,30.5,192.58,0,6.94,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

96,23:45-24:00,0,12.4,11.94,30.5,0,0,86.85,0,0,18.2,272.26,0,35.67,24.33,73,35.67,19,0,8.01,0,24.34,0,0,0,0,0,0,0,7.92,30.5,192.58,0,6.94,0,48.14,48.14,28.26,261.43,57.73,87.74,0,0

