Column1,Time,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/9061,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/1868,GNA/WR/2024/11/01/4200,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/5474,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/9042,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/4503,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09
80,19:45-20:00,7,0,0,0,0,0,0,261.75,36.64,0,36.64,36.64,3.13,8.68,50,77.13,86.96,0,29.27,2.17,115.27,150,272.6,2,17.35,0,26.87,8.68,0,26.87,2.15,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

81,20:00-20:15,7,0,0,0,0,0,0,261.75,26.03,0,26.03,26.03,3.13,8.68,50,48.2,86.96,0,29.27,1.55,106.76,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2.07,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

82,20:15-20:30,7,0,0,0,0,0,0,261.75,26.03,0,26.03,26.03,3.13,8.68,50,45.58,86.96,0,29.27,1.55,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2.07,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

83,20:30-20:45,7,0,0,0,0,0,0,261.75,26.03,0,26.03,26.03,3.13,8.68,50,74.51,86.96,0,29.27,1.55,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2.07,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

84,20:45-21:00,7,0,0,0,0,0,0,261.75,26.03,0,26.03,26.03,3.13,8.68,50,80.02,86.96,0,29.27,1.55,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2.07,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

85,21:00-21:15,7,0,0,0,0,0,0,261.75,26.03,0,26.03,26.03,3.13,8.68,50,80.02,86.96,0,29.77,1.86,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2.07,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

86,21:15-21:30,7,0,0,0,0,0,0,261.75,26.03,0,26.03,26.03,3.13,8.68,50,69.42,86.96,0,29.77,1.86,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2.07,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

87,21:30-21:45,7,0,0,0,0,0,0,261.75,26.03,0,26.03,26.03,3.13,8.68,50,59.77,86.96,0,29.77,1.86,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2.07,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

88,21:45-22:00,7,0,0,0,0,0,0,261.75,26.03,0,26.03,26.03,3.13,8.68,50,50.13,86.96,0,29.27,1.86,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2.07,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

89,22:00-22:15,7,0,0,0,0,0,0,261.75,26.03,87.2,26.03,26.03,3.13,8.68,50,80.02,86.96,261.61,29.27,1.86,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

90,22:15-22:30,7,0,0,0,0,0,0,261.75,26.03,87.2,26.03,26.03,3.13,8.68,50,80.02,86.96,261.61,29.27,1.86,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

91,22:30-22:45,7,0,0,0,0,0,0,261.75,26.03,87.2,26.03,26.03,3.13,8.68,50,80.02,86.96,261.61,30.28,1.86,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

92,22:45-23:00,7,0,0,0,0,0,0,213.55,26.03,87.2,26.03,26.03,3.13,8.68,50,80.02,68,261.61,30.28,1.86,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

93,23:00-23:15,7,0,0,0,0,0,0,205.88,26.03,87.2,26.03,26.03,3.13,8.68,50,80.02,68,261.61,30.28,1.71,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

94,23:15-23:30,7,0,0,0,0,0,0,205.88,26.03,87.2,26.03,26.03,3.13,8.68,50,80.02,68,261.61,30.28,1.71,70.29,200,272.6,2,17.35,0,26.87,8.68,0,26.87,2,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

95,23:30-23:45,7,0,0,0,0,0,0,205.88,26.03,87.2,26.03,26.03,3.13,8.68,50,69.42,68,261.61,30.28,1.71,70.29,200,231.38,2,17.35,0,0,8.68,0,0,2,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

96,23:45-24:00,7,0,0,0,0,0,0,205.88,26.03,87.2,26.03,26.03,3.13,8.68,50,50.13,68,261.61,30.28,1.71,70.29,200,192.82,2,17.35,0,0,8.68,0,0,2,0,0,0,0,6.67,0,20,6.66,0,12.97,0,6.66,12.98

