Column1,Block,NR/2025/31137/A/88760,NR/2025/31137/A/88761,NR/2025/31138/A/88763,NR/2025/31138/A/88764,NR/2025/29985/A/88396,NR/2025/31200/A/88495,GNA/NR/2025/07/01/8139,NR/2025/29353/A/88414,NR/2025/31493/C,NR/2025/31448/C,GNA/NR/2025/07/01/8154,NR/2025/31447/C,GNA/NR/2025/07/01/8230,NR/2025/27964/A/88783,GNA/NR/2025/07/01/2997,NR/2025/27963/A/88782,GNA/NR/2025/07/01/2786,GNA/SR/2025/07/15/7716,NR/2025/31436/C,NR/2025/31556/C,NR/2025/30217/A/88794,NR/2025/31536/C,NR/2025/30822/A/88395,NR/2025/30105/A/88796,NR/2025/27978/A/88837,NR/2025/31558/C,NR/2025/27962/A/88781,NR/2025/31513/C,NR/2025/31538/C,NR/2025/30121/A/88273,NR/2025/29167/A/88628,NR/2025/30082/A/88820,NR/2025/28725/A/89085,NR/2025/29439/A/88690,NR/2025/30083/A/88801,NR/2025/31551/C,NR/2025/30191/A/88271,NR/2025/31546/C,NR/2025/27970/A/88785,NR/2025/31509/C,NR/2025/31560/C,NR/2025/27968/A/88784,NR/2025/31553/C,NR/2025/29440/A/88256,NR/2025/29352/A/88417,NR/2025/31504/C,NR/2025/31561/C,NR/2025/31553/C/Alternate/1,NR/2025/30101/A/88836,NR/2025/29628/A/88808,NR/2025/31562/C,NR/2025/29910/A/88806,NR/2025/29915/A/88626,NR/2025/30067/A/88900,NR/2025/29992/A/88434,NR/2025/30086/A/88799,NR/2025/31559/C,NR/2025/30084/A/88800,NR/2025/26975/A/88813,NR/2025/31126/A/88382,NR/2025/31535/C,NR/2025/31132/A/88499,GNARE/NR/2024/12/20/3668,NR/2025/31136/A/88758,NR/2025/30334/A/88270,NR/2025/31136/A/88759,GNA/NR/2025/07/01/1192,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2236,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,Total
39,09:30-09:45,0.29,0.5,0.19,0.44,39,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,6.85,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,0,64.86,0.48,5.71,0.62,0,16.29,19.23,81.72,26.96,26.96,1692.5900000000004

40,09:45-10:00,0.29,0.53,0.19,0.46,39,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,7.83,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,0,70.23,0.48,6.05,0.66,0,16.29,19.23,81.72,26.96,26.96,1699.3700000000006

41,10:00-10:15,0.29,0.22,0.19,0.19,39,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,7.83,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,74.78,0.48,1.89,0.28,0,16.19,19.23,81.72,26.96,26.96,1700.1400000000008

42,10:15-10:30,0.29,0.29,0.19,0.26,39,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,7.83,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,77.46,0.48,1.96,0.37,0,16.19,19.23,81.72,26.96,26.96,1703.1200000000008

43,10:30-10:45,0.03,0.23,0.02,0.2,39,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,11.53,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,80.14,0.06,2.33,0.29,0,16.19,19.23,81.72,26.96,26.96,1708.8200000000006

44,10:45-11:00,0.03,0.23,0.02,0.2,39,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,12.81,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,82.21,0.06,2.38,0.29,0,16.19,19.23,81.72,26.96,26.96,1712.2200000000007

45,11:00-11:15,0.08,0.41,0.05,0.37,46,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,14.07,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,90,0.12,2.43,0.52,0,16.1,19.23,81.72,26.96,26.96,1728.9500000000005

46,11:15-11:30,0.15,0.45,0.11,0.39,46,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,15.52,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,90,0.26,2.48,0.57,0,16.1,19.23,81.72,26.96,26.96,1730.8300000000004

47,11:30-11:45,0.29,0.12,0.19,0.1,63,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,16.89,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,90,0.48,2.54,0.14,0,16.1,19.23,81.72,26.96,26.96,1748.6500000000005

48,11:45-12:00,0.29,0.12,0.19,0.1,63,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,18.17,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,90,0.48,2.61,0.14,0,16.1,19.23,81.72,26.96,26.96,1750.0000000000005

49,12:00-12:15,0,0,0,0,81,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,19.35,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,90,0,2.68,0,0,16.01,19.23,81.72,26.97,26.97,1767.8600000000006

50,12:15-12:30,0,0,0,0,81,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,19.65,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,90,0,2.78,0,0,16.01,19.23,81.72,26.97,26.97,1768.2600000000004

51,12:30-12:45,0,0,0,0,81,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,19.91,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,96.3,0,2.87,0,0,16.01,19.23,81.72,26.97,26.97,1774.9100000000003

52,12:45-13:00,0,0,0,0,81,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,20.19,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,95.33,0,2.96,0,0,16.01,19.23,81.72,26.97,26.97,1774.3100000000006

53,13:00-13:15,0,0,0,0,84,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,8.81,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,94.33,0,3.02,0,0,15.92,19.23,81.72,26.97,26.97,1764.9000000000005

54,13:15-13:30,0.09,0,0.06,0,84,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,8.81,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,93.33,0.15,3.07,0,0,15.92,19.23,81.72,26.97,26.97,1764.2500000000007

55,13:30-13:45,0.19,0,0.12,0,70,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,8.81,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,91.67,0.32,3.85,0,0,15.92,19.23,81.72,26.97,26.97,1749.7000000000005

56,13:45-14:00,0.29,0,0.19,0,70,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,8.81,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,0,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,90,0.48,3.68,0,0,15.92,19.23,81.72,26.97,26.97,1748.1900000000007

57,14:00-14:15,0.29,0,0.19,0,42,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,8.81,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,144.21,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,78.33,0.48,2.65,0,0,16.1,19.23,81.72,26.97,26.97,1851.8800000000006

58,14:15-14:30,0.29,0,0.19,0,42,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,8.81,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,144.21,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,77.67,0.48,2.76,0,0,16.1,19.23,81.72,26.97,26.97,1851.3300000000006

59,14:30-14:45,0.29,0.77,0.19,0.67,42,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,8.81,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,144.21,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,75,0.48,2.88,0.96,0,16.1,19.23,81.72,26.97,26.97,1851.1800000000007

60,14:45-15:00,0.29,0.77,0.19,0.67,42,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,8.81,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,144.21,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,73.33,0.48,3.02,0.96,0,16.1,19.23,81.72,26.97,26.97,1849.6500000000005

61,15:00-15:15,0.29,0.77,0.19,0.67,39,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,10.76,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,144.21,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,68.33,0.48,3.07,0.96,0,16.38,19.23,81.72,26.97,26.97,1843.9300000000007

62,15:15-15:30,0.29,0.77,0.19,0.67,39,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,10.76,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,144.21,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,66.67,0.48,2.99,0.96,0,16.38,19.23,81.72,26.97,26.97,1842.190000000001

63,15:30-15:45,0.29,0.77,0.19,0.67,35,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,10.76,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,144.21,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,45,0.48,2.86,0.96,0,16.38,19.23,81.72,26.97,26.97,1816.3900000000008

64,15:45-16:00,0.29,0.77,0.19,0.67,35,1.63,134.84,81.72,48.07,6.73,20.74,48.07,224.73,0,15.24,0,43.7,0,44.22,10.76,0,76.55,0,0,0,14.57,0,0.96,16.57,0,0,0,0,0,0,28.84,0,48.07,0,144.21,28.91,0,162.04,0,28.6,143.01,7.69,0,0,0,37.15,0,0,0,0,0,43.7,0,5.77,13.46,76.91,1.44,43.33,0.48,2.69,0.96,0,16.38,19.23,81.72,26.97,26.97,1814.5500000000009

65,16:00-16:15,0.29,0.77,0.19,0.67,32,0,134.84,81.72,0,0,20.74,0,224.73,0,15.24,0,43.7,0,0,10.76,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.96,28.6,0,0,0,48.07,76.55,0,16.57,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,58.58,0.48,0.03,0.96,0,16.83,19.23,81.72,26.97,26.97,1981.4099999999999

66,16:15-16:30,0.29,0.77,0.19,0.67,35,0,134.84,81.72,0,0,20.74,0,224.73,0,15.24,0,43.7,0,0,10.76,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.96,28.6,0,0,0,48.07,76.55,0,16.57,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,54.8,0.48,0,0.96,0,16.83,19.23,81.72,26.97,26.97,1980.6

67,16:30-16:45,0.29,0.77,0.19,0.67,32,0,134.84,81.72,0,0,20.74,0,224.73,0,15.24,0,43.7,0,0,10.76,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.96,28.6,0,0,0,48.07,76.55,0,16.57,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,55.87,0.48,0.01,0.96,0,16.83,19.23,81.72,26.97,26.97,1978.6799999999998

68,16:45-17:00,0.29,0.77,0.19,0.67,32,0,134.84,81.72,0,0,20.74,0,224.73,0,15.24,0,43.7,0,0,8.81,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.96,28.6,0,0,0,48.07,76.55,0,16.57,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,50.15,0.48,0.12,0.96,0,16.83,19.23,81.72,26.97,26.97,1971.12

69,17:00-17:15,0.29,0.77,0.19,0.67,39,0,134.84,81.72,0,0,20.74,0,224.73,0,15.24,0,43.7,0,0,8.15,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.87,28.6,0,0,0,48.07,76.55,0,16.57,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,43.33,0.48,0,0.96,0,17.3,19.23,81.72,26.97,26.97,1970.8999999999999

70,17:15-17:30,0.29,0.77,0.19,0.67,35,0,134.84,81.72,0,0,20.74,0,224.73,0,15.24,0,43.7,0,0,7.87,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.87,28.6,0,0,0,48.07,76.55,0,16.57,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,36.71,0.48,0,0.96,0,17.3,19.23,81.72,26.97,26.97,1959.9999999999998

71,17:30-17:45,0.29,0.33,0.19,0.29,39,0,134.84,81.72,0,0,20.74,0,224.73,0,15.24,0,43.7,0,0,7.69,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.87,28.6,0,0,0,48.07,76.55,0,16.57,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,33.52,0.48,0,0.4,0,17.3,19.23,81.72,26.97,26.97,1959.25

72,17:45-18:00,0.29,0.28,0.19,0.25,32,0,134.84,81.72,0,0,20.74,0,224.73,0,15.24,0,43.7,0,0,7.76,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.87,28.6,0,0,0,48.07,76.55,0,16.57,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,26.82,0.48,0,0.35,0,17.3,19.23,81.72,26.97,26.97,1945.4799999999996

73,18:00-18:15,0.26,0.24,0.17,0.21,25,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,35,0,8.58,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.87,28.6,0,0,0,48.07,76.55,0,16.57,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,20.78,0.43,0,0.3,0,17.76,0,81.72,29,26.73,1935.8099999999997

74,18:15-18:30,0.18,0.2,0.12,0.15,18,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,40,0,6.23,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.87,28.6,0,0,0,48.07,76.55,0,16.57,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,13.91,0.31,0,0.26,0,17.76,0,81.72,29,26.73,1924.1999999999998

75,18:30-18:45,0.12,0.15,0.08,0.12,8,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,40,0,4.07,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.87,28.6,0,0,0,48.07,76.55,0,19.23,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,11.19,0.18,0,0.19,0,17.76,0,81.72,29,26.73,1911.6000000000001

76,18:45-19:00,0.06,0.04,0.04,0.03,5,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,50,0,2.61,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,28.84,48.07,0,144.21,0,0,0,162.04,0.87,28.6,0,0,0,48.07,76.55,0,19.23,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,3.33,0.1,0,0.05,0,17.76,0,81.72,29,26.12,1908.1499999999994

77,19:00-19:15,0,0,0,0,1,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,40,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,76.55,0,19.23,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,1.67,0,0,0,0,17.76,0,81.72,29,29,1893.8800000000003

78,19:15-19:30,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,95,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,76.55,0,19.23,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,0.63,0,0,0,0,17.76,0,81.72,29,29,1946.8400000000001

79,19:30-19:45,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,95,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,76.55,0,19.23,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,0,0,0,0,0,17.76,0,81.72,29,29,1946.21

80,19:45-20:00,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,100,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,0,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,76.55,0,19.23,0,0,44.22,37.15,0,43.7,5.77,13.46,0,0,0,0,0,0,0,17.76,0,81.72,29,29,1951.21

81,20:00-20:15,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,185,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,76.55,0,19.23,0,0,44.22,37.15,0,43.7,25.96,13.46,0,0,0,0,0,0,0,17.76,0,81.72,29,25.35,2106.83

82,20:15-20:30,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,185,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,76.55,0,19.23,0,0,44.22,37.15,0,43.7,25.96,13.46,0,0,0,0,0,0,0,17.76,0,81.72,29,25.35,2106.83

83,20:30-20:45,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,190,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,76.55,0,19.23,0,0,44.22,37.15,0,43.7,25.96,13.46,0,0,0,0,0,0,0,17.76,0,81.72,29,25.35,2111.83

84,20:45-21:00,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,185,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,76.55,0,19.23,0,0,44.22,37.15,0,43.7,25.96,13.46,0,0,0,0,0,0,0,17.76,0,81.72,29,25.35,2106.83

85,21:00-21:15,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,185,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,105.75,0,19.23,0,0,44.22,37.15,0,43.7,25.96,13.46,0,0,0,0,0,0,0,17.57,0,81.72,29,25.35,2135.8399999999997

86,21:15-21:30,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,160,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,105.75,0,19.23,0,0,44.22,37.15,0,43.7,25.96,13.46,0,0,0,0,0,0,0,17.57,0,81.72,29,25.35,2110.84

87,21:30-21:45,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,140,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,105.75,0,19.23,0,0,44.22,37.15,0,43.7,25.96,13.46,0,0,0,0,0,0,0,17.57,0,81.72,29,15.08,2080.57

88,21:45-22:00,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,135,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,105.75,0,19.23,0,0,44.22,37.15,0,43.7,25.96,13.46,0,0,0,0,0,0,0,17.57,0,81.72,29,15.08,2075.57

89,22:00-22:15,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,115,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,105.75,0,19.23,0,0,44.22,37.15,0,43.7,25.96,13.46,0,0,0,0,0,0,0,17.3,0,81.72,29,15.08,2055.3

90,22:15-22:30,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,100,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,192.28,0.91,28.6,0,0,0,48.07,105.75,0,19.23,0,0,44.22,37.15,0,43.7,25.96,13.46,0,0,0,0,0,0,0,17.3,0,81.72,29,15.08,2040.3000000000002

91,22:30-22:45,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,85,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,155.34,0.91,28.6,0,0,36.94,48.07,105.75,0,19.23,0,0,44.22,37.15,0,43.7,25.96,12.5,0,0,0,0,0,0,0,17.3,0,81.72,29,9,2018.2600000000002

92,22:45-23:00,0,0,0,0,0,0,134.84,81.72,0,0,20.74,0,224.73,0,0,0,43.7,60,0,0,7.69,0,134.6,29.13,0,0,76.91,0,0,6.73,54.08,48.07,143.01,25.07,14.57,0,48.07,0,144.21,0,0,0,155.75,0.91,28.6,0,0,36.53,48.07,105.75,0,19.23,0,0,44.22,37.15,0,43.7,25.96,12.5,0,0,0,0,0,0,0,17.3,0,81.72,29,9,1993.2600000000002

