Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,L_NR_2019_19,GNARE/NR/2024/12/20/3668,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/2569,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/4444,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/13/7863,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/7782,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/4973,GNA/NR/2025/04/01/8456,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/9719,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/7663,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/2868,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11
68,16:45-17:00,106.53,37,36,18,0,31,17,21.31,44.02,26.25,50.19,24.16,62.81,7.24,31.29,-0,193.26,28.41,100.67,7.96,15.35,0,273.22,11.9,7.24,5.6,48.32,5.81,130.74,32,24.16,87.16,0,13.04,48.32,24.16,11.91,48.32,32,29.16,12,33,0,32,0,33,31.33,31.33,94.01,10.28,10.78

69,17:00-17:15,92.03,30,31,15,0,25,14,18.41,44.02,22.91,43.61,24.16,62.81,6.17,31.29,-0,193.26,57.96,100.67,9.37,15.35,0,273.22,11.9,6.17,4.77,48.32,10.34,130.74,32,24.16,87.16,0,13.41,48.32,24.16,11.91,48.32,32,29.16,10,33,0,32,0,33,31,31,93,10.6,10.78

70,17:15-17:30,76.86,23,24,12,0,19,11,15.37,44.02,19.31,36.58,24.16,62.81,5.09,31.29,-0,193.26,57.96,100.67,9.37,15.35,0,273.22,11.9,5.09,3.93,48.32,10.34,130.74,32,24.16,87.16,0,13.41,48.32,24.16,11.91,48.32,32,29.16,8,33,0,32,0,33,30.67,30.67,91.99,10.6,10.78

71,17:30-17:45,62.64,17,20,8,0,13,8,12.53,44.02,15.5,29.5,24.16,62.81,4.01,31.29,-0,193.26,57.96,100.67,9.37,15.35,0,273.22,11.9,4.01,3.1,48.32,10.34,130.74,32,24.16,87.16,0,13.41,48.32,24.16,11.91,48.32,32,29.16,1,29.98,0,31.67,0,29.51,30.33,30.33,91.01,10.6,10.78

72,17:45-18:00,48.91,10,13,5,0,9,7,9.78,42.62,11.78,23.1,24.16,62.81,3.25,31.29,-0,193.26,57.96,100.67,9.37,15.35,0,273.22,11.9,3.25,2.51,48.32,10.34,130.74,32,24.16,87.16,0,13.41,48.32,24.16,11.91,48.32,32,29.16,0,20.75,0,31.33,0,20.4,30,30,90,10.6,10.78

73,18:00-18:15,36.75,7,8,3,0,6,5,7.35,38.62,10.73,17.15,24.16,62.81,2.47,31.29,-0,193.26,57.96,100.67,10.77,15.35,0,273.22,11.9,2.47,1.92,48.32,10.34,130.74,32,24.16,87.16,0,13.88,48.32,24.16,11.91,48.32,32,29.16,0,0,0,31.33,0,0,29.67,29.67,88.99,10.6,10.78

74,18:15-18:30,26.52,3,5,2,0,3,3,5.3,36.82,9.33,12.29,24.16,62.81,1.71,31.29,-0,193.26,57.96,100.67,10.77,15.35,0,273.22,11.9,1.71,1.33,48.32,10.34,130.74,32,24.16,87.16,0,13.88,48.32,24.16,11.91,48.32,32,29.16,0,0,0,31.33,0,0,29.33,29.33,88.01,10.6,10.78

75,18:30-18:45,18.08,2,2,1,0,2,1,3.62,36.82,6.1,1.01,24.16,62.81,0.95,31.29,-0,193.26,57.96,100.67,10.77,15.35,0,273.22,11.9,0.95,0.74,48.32,10.34,130.74,32,24.16,87.16,0,13.88,48.32,24.16,11.91,48.32,32,29.16,0,0,0,31.33,0,0,29,29,87,10.6,10.78

76,18:45-19:00,11.55,1,1,0,0,1,1,2.31,35.21,3.02,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,10.77,15.35,0,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,13.88,48.32,24.16,11.91,48.32,32,29.16,0,0,0,30.33,0,0,29,29,87,10.6,10.78

77,19:00-19:15,6.56,0,0,0,0,0,0,1.31,31.61,0.7,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,11.43,15.35,96.63,273.22,11.9,0,0,48.32,10.34,98.75,32,24.16,69.17,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,30,0,0,29,29,87,10.6,10.78

78,19:15-19:30,2.48,0,0,0,0,0,0,0.5,32.61,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,11.43,15.35,96.63,273.22,11.9,0,0,48.32,10.34,98.75,32,24.16,69.17,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,30,0,0,29,29,87,10.6,10.78

79,19:30-19:45,0,0,0,0,0,0,0,0,35.21,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,11.43,15.35,96.63,273.22,11.9,0,0,48.32,10.34,98.75,32,24.16,69.17,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,30,0,0,29,29,87,10.6,10.78

80,19:45-20:00,0,0,0,0,0,0,0,0,33.81,0,0,24.16,62.81,0,31.29,-0,193.26,57.96,100.67,11.43,15.35,96.63,273.22,11.9,0,0,48.32,10.34,98.75,32,24.16,69.17,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,29.33,0,0,29,29,87,10.6,10.78

81,20:00-20:15,0,0,0,0,0,0,0,0,39.02,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.43,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,29.33,0,0,31.9,31.9,95.7,10.6,10.78

82,20:15-20:30,0,0,0,0,0,0,0,0,38.22,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.43,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,27.67,0,0,31.53,31.53,94.61,10.6,10.78

83,20:30-20:45,0,0,0,0,0,0,0,0,41.21,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.43,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,27.33,0,0,30.98,30.98,92.96,10.6,10.78

84,20:45-21:00,0,0,0,0,0,0,0,0,38.41,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.43,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,27.33,0,0,30.62,30.62,91.84,10.6,10.78

85,21:00-21:15,0,0,0,0,0,0,0,0,34.41,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.24,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,27,0,0,30.33,30.33,91.01,10.6,10.78

86,21:15-21:30,0,0,0,0,0,0,0,0,31.41,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.24,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,26.33,0,0,30,30,90,10.6,10.78

87,21:30-21:45,0,0,0,0,0,0,0,0,28.81,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.24,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,26,0,0,29.5,29.5,88.5,10.6,10.78

88,21:45-22:00,0,0,0,0,0,0,0,0,29.01,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.24,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,25.67,0,0,28.67,28.67,85.99,10.6,10.78

89,22:00-22:15,0,0,0,0,0,0,0,0,30.41,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.71,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,25.33,0,0,28.5,28.5,85.5,10.6,10.78

90,22:15-22:30,0,0,0,0,0,0,0,0,29.61,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.71,15.35,96.63,273.22,11.9,0,0,48.32,10.34,130.74,32,24.16,87.16,0,16,48.32,24.16,11.91,48.32,32,29.16,0,0,0,25,0,0,25.17,25.17,75.49,10.6,10.78

91,22:30-22:45,0,0,0,0,0,0,0,0,17.41,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.71,15.35,72.47,273.22,11.9,0,0,48.32,10.34,130.74,31.44,24.16,87.16,0,16,48.32,24.16,11.91,48.32,31.44,29.16,0,0,0,22.2,0,0,22.63,22.63,67.86,10.6,10.78

92,22:45-23:00,0,0,0,0,0,0,0,0,16.61,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.71,15.35,72.47,273.22,11.9,0,0,48.32,10.34,130.74,31.44,24.16,87.16,0,16,48.32,24.16,11.91,48.32,31.44,29.16,0,0,0,21.6,0,0,22.01,22.01,66.03,10.6,10.78

93,23:00-23:15,0,0,0,0,0,0,0,0,16.01,0,0,24.16,62.81,0,31.29,-0,0,57.96,100.67,11.71,15.35,72.47,273.22,11.9,0,0,48.32,10.34,130.74,31.44,24.16,87.16,0,16,48.32,24.16,11.91,48.32,31.44,29.16,0,0,0,21.6,0,0,22.04,22.04,66.11,10.6,10.78

94,23:15-23:30,0,0,0,0,0,0,0,0,15.61,0,0,24.16,62.81,0,30.79,-0,0,57.96,100.67,11.71,15.35,72.47,273.22,11.9,0,0,48.32,10.34,130.74,31.44,24.16,87.16,0,16,48.32,24.16,11.91,48.32,31.44,29.16,0,0,0,21.6,0,0,22.14,22.14,66.42,10.6,10.78

95,23:30-23:45,0,0,0,0,0,0,0,0,15.01,0,0,24.16,62.81,0,30.79,-0,0,57.96,100.67,11.71,15.35,72.47,273.22,11.9,0,0,48.32,10.34,130.74,31.44,24.16,87.16,0,16,48.32,24.16,11.91,48.32,31.44,29.16,0,0,0,16.67,0,0,22.14,22.14,66.42,10.6,10.78

96,23:45-24:00,0,0,0,0,0,0,0,0,14.81,0,0,24.16,62.81,0,30.79,-0,0,57.96,100.67,11.71,15.35,72.47,273.22,12.18,0,0,48.32,10.34,130.74,31.44,24.16,87.16,0,16,48.32,24.16,11.91,48.32,31.44,29.16,0,0,0,17.33,0,0,22.37,22.37,67.12,10.6,10.78

