Column1,Time,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/1333,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/6490,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/16/1389,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/1831,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/16/2139,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/5285,NR/01102023/22052037/LT-59,GNA/NR/2025/04/16/4327,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/16/2341,GNA/SR/2025/04/01/2597,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/7960,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/9334,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16
62,15:15-15:30,13.81,9.62,2.88,13.81,74.77,0,9.62,56.64,9.62,28.84,13.81,8.37,1.92,100.17,96.15,32,2.88,4.11,72.11,4.44,48.08,10.41,14.31,14.57,19.23,0,29.77,7.73,22.11,0,4.04,168.92,2.88,70.11,32,9,15,2.67,7.5,7.5,22.5,15,73,108.57,100,45.13,87,33,40,172,33,33,41,225.64,80

63,15:30-15:45,12.92,9.62,2.88,12.92,74.77,0,9.62,74.55,9.62,28.84,12.92,8.37,1.92,100.17,96.15,32,2.88,4.11,72.11,4.44,48.08,10.41,14.05,14.57,19.23,0,29.77,7.73,22.11,0,4.04,228.75,2.88,70.11,32,9.8,13.34,4,7.5,7.5,22.5,13.33,69,101.17,95,41.52,83,33,38,161,33,33,37,207.57,77

64,15:45-16:00,12.15,9.62,2.88,12.15,74.77,0,9.62,74.55,9.62,28.84,12.15,8.37,1.92,100.17,96.15,32,2.88,4.11,72.11,4.44,48.08,10.41,13.86,14.57,19.23,0,29.77,7.73,22.11,0,4.04,228.75,2.88,70.11,32,10.2,13.34,4,7.5,7.5,22.5,13.33,64,93.48,90,38.65,76,33,35,151,33,33,34,193.23,70

65,16:00-16:15,11,9.62,2.88,11,96.15,50,9.62,74.55,9.62,28.84,11,8.56,1.92,100.17,96.15,32,2.88,4.11,72.11,4.44,48.08,10.41,11.34,14.57,19.23,0,29.27,7.73,22.11,0,4.04,228.75,2.88,65.97,32,9.4,13.34,4,7.5,7.5,22.5,13.33,58,83.15,83.33,35.36,70,33,32,137,33,33,32,176.82,63

66,16:15-16:30,10.05,9.62,2.88,10.05,115.38,50,9.62,74.55,9.62,28.84,10.05,8.56,1.92,100.17,96.15,32,2.88,4.11,72.11,4.44,48.08,10.41,11.24,14.57,19.23,0,29.27,7.73,22.11,0,4.04,228.75,2.88,65.97,32,9.8,13.34,4,7.5,7.5,22.5,13.33,52,74.2,77.23,31.93,63,33,28,123,33,33,28,159.62,56

67,16:30-16:45,9.03,9.62,2.88,9.03,132.69,50,9.62,74.55,9.62,28.84,9.03,8.56,1.92,100.17,96.15,32,2.88,4.11,72.11,4.98,48.08,10.41,11.6,14.57,19.23,0,29.27,7.73,22.11,0,4.04,228.75,2.88,65.97,32,10.4,13.34,4,7.5,7.5,22.5,13.33,45,62.9,69.83,28.19,55,33,26,105,33,33,25,140.96,52

68,16:45-17:00,7.53,9.62,2.88,7.53,132.69,50,9.62,74.55,9.62,28.84,7.53,8.56,1.92,100.17,96.15,32,2.88,4.11,72.11,4.98,48.08,10.41,11.76,14.57,19.23,0,30.28,7.73,22.11,0,4.04,228.75,2.88,65.97,32,10.6,13.34,4,7.5,7.5,22.5,13.33,37,52.87,60.96,24.26,47,33,23,88,33,33,23,121.27,47

69,17:00-17:15,5.86,9.62,2.88,5.86,132.69,50,9.62,74.55,9.62,28.84,5.86,8.74,1.92,100.17,96.15,32,2.88,4.27,72.11,4.98,48.08,10.41,42.53,14.57,19.23,0,30.28,7.73,22.11,0,4.04,228.75,2.88,65.97,32,11,15,4,7.5,7.5,22.5,15,30,43.33,52.14,21.85,40,33,19,70,33,32,18,109.27,39

70,17:15-17:30,4.53,9.62,2.88,4.53,132.69,50,9.62,74.55,9.62,28.84,4.53,8.74,1.92,100.17,96.15,32,2.88,4.27,72.11,4.98,48.08,10.41,42.53,14.57,19.23,0,31.29,7.73,22.11,0,4.04,228.75,2.88,65.97,32,10.4,17.34,4.67,7.5,7.5,22.5,17.33,22,33.5,42.7,17.6,33,33,15,53,33,16,15,87.97,30

71,17:30-17:45,3.5,9.62,2.88,3.5,132.69,50,9.62,86.73,9.62,28.84,3.5,8.74,1.92,100.17,96.15,32,2.88,4.27,72.11,4.98,48.08,10.41,72.11,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,10.2,20.34,5.33,7.5,7.5,22.5,20.33,15,23.86,33.02,13.48,24,24.17,11,35,23.87,7,9,67.38,23

72,17:45-18:00,2.45,9.62,2.88,2.45,132.69,50,9.62,86.73,9.62,28.84,2.45,8.74,1.92,100.17,96.15,32,2.88,4.27,72.11,4.98,48.08,10.41,72.11,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,9.6,23.66,6,7.5,7.5,22.5,23.67,7,15.97,24.52,9.76,15,12.43,8,18,13.74,1,7,48.77,17

73,18:00-18:15,1.57,9.62,2.88,1.57,132.69,50,9.62,86.73,9.62,28.84,1.57,8.92,1.92,100.17,96.15,32,2.88,4.65,72.11,5.13,48.08,10.41,72.11,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,8.8,29.34,6.67,9.17,9.17,27.49,29.33,3,9.83,17.04,6.7,8,0,7,7,0,0,5,33.52,13

74,18:15-18:30,0.87,9.62,2.88,0.87,132.69,50,9.62,86.73,9.62,28.84,0.87,8.92,1.92,100.17,96.15,32,2.88,4.65,72.11,5.13,48.08,10.41,68.66,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,7.6,30,8,9.5,9.5,28.5,30,1,5.16,10.47,4.51,5,0,3,4,0,0,3,22.54,7

75,18:30-18:45,0.06,9.62,2.88,0.06,132.69,50,9.62,86.73,9.62,28.84,0.06,8.92,1.92,100.17,96.15,32,2.88,4.65,72.11,5.13,48.08,10.41,57.1,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,11.81,30,9.33,9.83,9.83,29.51,30,0,1.85,5.79,2.7,2,0,1,1,0,0,1,13.51,3

76,18:45-19:00,0.02,9.62,2.88,0.02,132.69,50,9.62,86.73,9.62,28.84,0.02,8.92,1.92,100.17,96.15,32,2.88,4.65,72.11,5.13,48.08,10.41,55.3,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,11.81,30,10,10.17,10.17,30.49,30,0,0,2.95,1.4,1,0,0,0,0,0,1,7,0

77,19:00-19:15,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,9.75,1.92,100.17,96.15,32,2.88,4.65,72.11,4.98,48.08,10.41,53.98,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,11.41,35,10.67,10.5,10.5,31.5,35,0,0,0,0.05,0,0,0,0,0,0,0,0.27,0

78,19:15-19:30,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,9.75,1.92,100.17,96.15,32,2.88,4.65,72.11,4.98,48.08,10.41,54.19,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,11.21,36,12,10.83,10.83,32.51,36,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,9.75,1.92,100.17,96.15,32,2.88,4.65,72.11,4.98,48.08,10.41,53.92,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,11.21,43.34,15,10.83,10.83,32.51,43.33,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,9.75,1.92,100.17,96.15,32,2.88,4.65,72.11,4.98,48.08,10.41,53.93,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,11.21,42.66,16,11.17,11.17,33.49,42.67,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,9.94,1.92,100.17,96.15,32,2.88,4.65,72.11,4.98,48.08,10.41,54.45,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,12.61,42.34,17,11.67,11.67,34.99,42.33,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,9.94,1.92,100.17,96.15,32,2.88,4.65,72.11,4.98,48.08,10.41,54.49,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,12.21,41.66,17,12.83,12.83,38.51,41.67,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,9.94,1.92,100.17,96.15,32,2.88,4.65,72.11,4.98,48.08,10.41,54.32,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,11.61,41,12.33,13.67,13.67,40.99,41,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,9.94,1.92,100.17,96.15,32,2.88,4.65,72.11,4.98,48.08,10.41,54.32,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,11.21,40,12.33,16.41,16.41,49.25,40,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.31,1.92,100.17,96.15,32,2.88,4.65,72.11,4.83,48.08,10.41,54.21,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,10.4,45,12.67,16.67,16.67,49.99,45,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.31,1.92,100.17,96.15,32,2.88,4.65,72.11,4.83,48.08,10.41,54.26,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,32,10,46.34,12.67,16.67,16.67,49.99,46.33,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.31,1.92,100.17,96.15,32,2.88,4.65,72.11,4.83,48.08,10.41,54.35,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,27,7,47.34,12.67,17.5,17.5,52.5,47.33,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.31,1.92,100.17,96.15,32,2.88,4.65,72.11,4.83,48.08,10.41,54.35,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,27,7,46.34,12.67,17.33,17.33,52.01,46.33,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.67,1.92,100.17,96.15,32,2.88,4.65,72.11,4.75,48.08,10.41,54.04,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,27,7,49.34,13.33,17.33,17.33,52.01,49.33,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.67,1.92,100.17,96.15,32,2.88,4.65,72.11,4.75,48.08,10.41,54.04,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,27,7,48.34,13.33,17.33,17.33,52.01,48.33,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.67,1.92,100.17,96.15,32,2.88,4.65,72.11,4.75,48.08,10.41,53.97,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,27,7,48,12.33,17.17,17.17,51.49,48,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.67,1.92,100.17,96.15,32,2.88,4.65,72.11,4.75,48.08,10.41,53.94,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,27,7,47.66,12.33,16.83,16.83,50.51,47.67,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.86,1.92,100.17,96.15,32,2.88,4.65,72.11,4.75,48.08,10.41,53.92,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,27,7,46.34,11,16.5,16.5,49.5,46.33,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.86,1.92,100.17,96.15,32,2.88,4.65,72.11,4.75,48.08,10.41,54.14,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,27,7,45,11,16.33,16.33,49.01,45,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.86,1.92,100.17,96.15,32,2.88,4.65,72.11,4.75,48.08,10.41,53.94,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,27,7,44,10.33,16.17,16.17,48.49,44,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,9.62,2.88,0,132.69,50,9.62,86.73,9.62,28.84,0,10.86,1.92,100.17,96.15,32,2.88,4.65,72.11,4.75,48.08,10.41,53.94,14.57,19.23,0,31.29,7.73,22.11,0,4.04,260.18,2.88,114.97,27,7,42.66,10,16,16,48,42.67,0,0,0,0,0,0,0,0,0,0,0,0,0

