Block,Time,KGSU3AND4,KKNP,KOLDAM,NLCEXP,NLCTS2EXP,RSTPSU1TO6,RSTPSU7,SIMHST1,UNCHAHAR1,AURY_CRF,DADRI_GF,BRBCL,KHSTPP-I,KOTESHWR,NAPP,NJPC,RAMPUR,SALAL,TALST2,UNCHAHAR2,UNCHAHAR4,NLCIIST1,NTPL,SIMHST2,SINGRAULI_HYDRO,TALA,AURY_GF,DADRI_CRF,CHAMERA1,CHAMERA3,KISHANGANGA,NNTPP,SASAN,SEWA2,TEHRI,ANTA_GF,DHAULIGNGA,RIHAND1,URI2,VALLURNTECL,DADRI_LF,BSIUL,KGSU1AND2,NLCIIST2,RIHAND2,SINGRAULI,TANAKPUR,TelanganaSTPP,DADRI_RF,CHAMERA2,DULHASTI,FSTPP I & II,JHAJJAR,KUDGI,MAPS,RAPPB,RAPPC,RIHAND3,UNCHAHAR3,URI,ANTA_LF,ANTA_RF,AURY_LF,AURY_RF,DADRT2,KHSTPP-II,KKNPPU2,PARBATI3,TANDA2,ANTA_CRF
64,15:45-16:00,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,0,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,8.83,0,40.95,0,70.37,683.14,144.77,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,23.39,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,15.44,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,40.95,0,70.37,683.14,144.77,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,46.78,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,30.87,0,0,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,40.95,0,70.37,683.14,144.77,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,70.17,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,30.87,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,10.25,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,40.95,0,70.37,683.14,144.77,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,20.56,0,0,20,41.89,8.87,41.65,70.17,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,46.31,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,40.95,0,70.37,683.14,144.77,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,93.56,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,418.77,0,46.31,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.6,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,41.16,0,70.37,683.14,144.77,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,116.95,0,2.33,0,21.19,0,0,0,0,0,0,0,0,12.25,9.68,0,0,418.77,0,46.31,0,18.27,92,4.57,0,22.47,1.1,0,0,118.76,125.97,5.76,0,66.85,4,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,0.88,0,41.16,0,70.37,683.14,144.77,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,140.34,0,2.33,0,21.19,0,0,0,0,0,0,0,0,24.49,19.36,0,0,418.77,5.27,62.24,0,27.4,92,4.57,0,22.47,3.3,0,0,118.76,125.97,5.76,0,66.85,8,32.96,20.8,429.66,0,0,0,52.41,124.32,26.39,4.41,0,41.16,0,70.37,683.14,144.77,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,19.72,41.65,140.34,0,2.33,0,21.19,0,0,0,0,0,0,0,0,42.15,29.06,0,0,418.77,10.54,62.24,0,36.55,92,4.57,0,22.47,19.56,0,0,118.76,125.97,5.76,0,66.85,39.51,49.43,20.8,429.66,0,0,0,52.41,124.32,26.39,4.41,0,41.58,0,70.37,683.14,144.77,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,19.72,41.65,140.34,0,2.33,0,21.19,0,0,0,0,0,0,0,0,42.15,29.06,0,0,418.77,10.54,62.24,0,36.55,92,4.57,0,22.47,19.56,0,0,118.76,125.97,5.76,0,66.85,39.51,49.43,20.8,429.66,0,0,0,52.41,124.32,26.39,11.04,0,41.58,0,70.37,683.14,144.77,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,19.72,41.65,140.34,0,2.33,0,21.19,0,0,0,0,0,0,0,0,42.15,29.06,0,0,418.77,10.54,62.24,0,36.55,92,4.57,0,22.47,19.56,0,0,118.76,125.97,5.76,0,66.85,39.51,49.43,20.8,429.66,0,0,0,52.41,124.32,26.39,11.04,0,41.58,0,70.37,683.14,144.77,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,19.72,41.65,140.34,0,2.33,0,21.19,0,0,0,0,0,0,0,0,42.15,29.06,0,0,418.77,10.54,62.24,0,36.55,92,4.57,0,22.47,19.56,0,0,118.76,125.97,5.76,0,66.85,39.51,49.43,20.8,498.96,0,0,0,52.41,124.32,26.39,11.04,0,41.58,0,70.37,683.14,144.77,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,19.72,41.65,140.34,0,2.33,0,21.19,0,0,0,0,0,0,0,0,42.15,29.06,0,0,418.77,10.54,62.24,0,36.55,92,4.57,0,22.47,19.56,0,0,118.76,125.97,5.76,0,66.85,39.51,49.43,20.8,510.51,0,0,0,52.41,124.32,26.39,11.04,0,41.58,0,70.37,683.14,144.77,0,2.55,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,19.72,41.65,140.34,0,2.33,0,21.19,0,0,0,0,0,0,0,0,42.15,29.06,0,0,418.77,10.54,62.24,0,36.55,92,4.57,0,22.47,19.56,0,0,118.76,125.97,5.76,0,66.85,39.51,49.43,20.8,522.06,0,0,0,52.41,124.32,26.39,11.04,0,41.79,0,70.37,683.14,134.27,0,6.36,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,19.72,41.65,140.34,0,2.33,0,21.19,0,0,0,0,0,0,0,0,42.15,29.06,0,0,418.77,10.54,62.24,0,36.55,92,4.57,0,22.47,19.56,0,0,118.76,125.97,5.76,0,66.85,39.51,49.43,20.8,533.61,0,0,0,52.41,124.32,26.39,11.04,0,41.79,0,70.37,683.14,123.78,0,33.1,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,116.95,0,2.33,0,21.19,0,0,0,0,0,0,0,0,24.49,19.36,0,0,399.38,5.27,62.24,0,27.4,92,4.57,0,22.47,1.1,0,0,118.76,125.97,5.76,0,66.85,2.67,16.48,20.8,545.16,0,0,0,52.41,124.32,26.39,11.04,0,41.79,0,70.37,683.14,113.3,0,33.1,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,116.95,0,2.33,0,21.19,0,0,0,0,0,0,0,0,12.25,9.68,0,0,382.5,0,62.24,0,18.27,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,556.71,0,0,0,52.41,124.32,26.39,11.04,0,41.79,0,70.37,683.14,113.3,0,33.1,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,93.56,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,9.68,0,0,348.98,0,62.24,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,568.26,0,0,0,52.41,124.32,26.39,11.04,0,42.21,0,70.37,683.14,113.3,0,33.1,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,93.56,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,9.68,0,0,348.98,0,46.31,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,579.81,0,0,0,52.41,124.32,26.39,11.04,0,42.21,0,70.37,683.14,113.3,0,33.1,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,70.17,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,9.68,0,0,348.98,0,46.31,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,591.36,0,0,0,52.41,124.32,26.39,35.33,0,42.21,0,70.37,683.14,113.3,0,33.1,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,70.17,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,9.68,0,0,348.98,0,46.31,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,602.91,0,0,0,52.41,124.32,26.39,35.33,0,42.21,0,70.37,683.14,113.3,0,5.09,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,70.17,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,9.68,0,0,348.98,0,30.87,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,2.76,0,42.63,0,70.37,683.14,113.3,0,2.55,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,46.78,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,9.68,0,0,348.98,0,30.87,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,1.11,0,42.63,0,70.37,683.14,113.3,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,46.78,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,348.98,0,30.87,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,1.11,0,42.63,0,70.37,683.14,113.3,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,23.39,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,348.98,0,15.44,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,1.11,0,42.63,0,70.37,683.14,113.3,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,23.39,0,12.78,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,348.98,0,15.44,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,1.11,0,42.63,0,70.37,683.14,113.3,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,0,0,69.72,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,348.98,0,12.28,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,2.76,0,42.63,0,70.37,683.14,113.3,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,0,0,69.72,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,348.98,0,0,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,35.33,0,42.63,0,70.37,683.14,113.3,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,0,0,69.72,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,348.98,0,0,0,9.13,92,18.83,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,35.33,0,42.63,0,70.37,683.14,113.3,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,0,0,69.72,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,348.98,0,0,0,9.13,92,18.83,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.66,0,42.84,0,70.37,683.14,113.3,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,0,0,12.78,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,348.98,0,0,0,9.13,92,18.83,0,22.47,0,0,0,118.76,125.97,5.76,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.66,0,42.84,0,70.37,683.14,113.3,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,348.98,0,0,0,9.13,92,18.83,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.66,0,42.84,0,70.37,683.14,113.3,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,20.56,0,0,20,44.31,8.87,41.65,0,0,2.33,0,21.19,0,0,0,0,0,0,0,0,0,0,0,0,348.98,0,0,0,9.13,92,4.57,0,22.47,0,0,0,118.76,125.97,5.13,0,66.85,1.87,16.48,20.8,429.66,0,0,0,52.41,124.32,26.39,0.66,0,42.84,0,70.37,683.14,109.09,0,0,0,0

