Column1,Block,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/2569,NR/30092023/31122025/SH-07,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/20/3628,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/5280,NR/2025/28774/A/82387,NR/2025/27356/A/82505,NR/2025/26566/A/82850,NR/2025/26861/A/82799,NR/2025/29711/C,NR/2025/27176/A/82878,NR/2025/29712/C,NR/2025/26889/A/82865,NR/2025/26572/A/82852,NR/2025/27725/A/82873,NR/2025/26571/A/82851,GNARE/NR/2024/12/20/3668,NR/2025/26085/A/82353,NR/2025/27088/A/82892,NR/2025/27728/A/82871,NR/2025/26785/A/82400,NR/2025/27167/A/82840,NR/2025/26860/A/82789,NR/2025/27726/A/82872,NR/2025/27727/A/82870,NR/2025/27187/A/82876,NR/2025/26565/A/82849,NR/2025/27185/A/82877,NR/2025/29451/A/82503,NR/2025/26952/A/82398,NR/2025/27506/A/82397,NR/2025/27168/A/82841,NR/2025/26777/A/82454,NR/2025/26975/A/82879,NR/2025/29710/C,NR/2025/29648/C,NR/2025/29681/C,NR/2025/27242/A/82523,NR/2025/29702/C,NR/2025/28719/A/82450,NR/2025/29703/C,NR/2025/27281/A/82941,NR/2025/29682/C,NR/2025/29162/A/82451,NR/2025/27499/A/82864,NR/2025/29631/C,NR/2025/29674/C,NR/2025/29687/C,NR/2025/29699/C,NR/2025/27500/A/82399,NR/2025/29632/C,NR/2025/29713/C,NR/2025/27100/A/82458,NR/2025/29714/C,NR/2025/27782/A/82869,NR/2025/29568/C,NR/2025/26445/A/82896,NR/2025/27157/A/82460,NR/2025/29646/C,NR/2025/29559/C,NR/2025/29647/C,NR/2025/26562/A/82848,Total
36,08:45-09:00,15.17,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.93,15.32,41.07,20.85,26.93,41.07,19.33,11.91,11.92,5.8,88,0,0,0,76.94,0,0,0,14.64,0,46.75,0.97,164.29,37.34,0,20.54,90.36,43.92,43.92,0,0,19.33,0,0,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,10.63,164.53,24.88,0,1.93,0,0,0,0,0,7.73,0,0,0,0,14.64,0,96.64,0,0,0,0,144.96,1946.3200000000004

37,09:00-09:15,15.08,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,6.64,105,0,0,43.92,0,43.92,0,0,0,0,51.26,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,10.63,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2016.6100000000001

38,09:15-09:30,15.08,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,7.08,116,0,0,43.92,0,43.92,0,0,0,0,55.77,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,0.97,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2032.57

39,09:30-09:45,15.08,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,7.43,123,0,0,43.92,0,43.92,0,0,0,0,66.98,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2052.09

40,09:45-10:00,15.08,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,7.7,130,0,0,43.92,0,43.92,0,0,0,0,72,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2064.3799999999997

41,10:00-10:15,14.89,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,7.91,137,0,0,43.92,0,43.92,0,0,0,0,75.85,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2075.2499999999995

42,10:15-10:30,14.89,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,8.1,144,0,0,43.92,0,43.92,0,0,0,0,79.7,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2086.2899999999995

43,10:30-10:45,14.89,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,8.25,154,0,0,43.92,0,43.92,0,0,0,0,83.55,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2100.2899999999995

44,10:45-11:00,14.89,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,8.38,161,0,0,43.92,0,43.92,0,0,0,0,87.4,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2111.2699999999995

45,11:00-11:15,14.71,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,8.48,193,0,0,43.92,0,43.92,0,0,0,0,89.67,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2145.4599999999996

46,11:15-11:30,14.71,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,8.54,196,0,0,43.92,0,43.92,0,0,0,0,94.88,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2153.7299999999996

47,11:30-11:45,14.71,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,8.57,196,0,0,43.92,0,43.92,0,0,0,0,100,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2158.8799999999997

48,11:45-12:00,14.71,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.95,15.32,41.07,20.85,26.95,41.07,19.33,11.91,11.92,8.58,196,0,0,43.92,0,43.92,0,0,0,0,100,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,0,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2158.89

49,12:00-12:15,14.61,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,8.57,179,0,0,43.92,0,43.92,0,0,0,0,95,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2272.1199999999994

50,12:15-12:30,14.61,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,8.54,179,0,0,43.92,0,43.92,0,0,0,0,95,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2272.0899999999992

51,12:30-12:45,14.61,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,8.5,158,0,0,43.92,0,43.92,0,0,0,0,95,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2251.0499999999993

52,12:45-13:00,14.61,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,8.45,158,0,0,43.92,0,43.92,0,0,0,0,95,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2250.9999999999995

53,13:00-13:15,14.61,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,8.38,161,0,0,43.92,0,43.92,0,0,0,0,100,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,11.6,164.53,0,76.94,1.93,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2258.9299999999994

54,13:15-13:30,14.61,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,8.31,161,0,0,43.92,0,43.92,0,0,0,0,100,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,12.56,164.53,0,76.94,0.97,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2258.859999999999

55,13:30-13:45,14.61,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,8.23,140,0,0,43.92,0,43.92,0,0,0,0,100,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,12.56,164.53,0,76.94,0.97,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2237.7799999999993

56,13:45-14:00,14.61,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,8.14,140,0,0,43.92,0,43.92,0,0,0,0,100,0.97,0,0,0,20.54,0,0,0,0,0,0,0,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,12.56,164.53,0,76.94,0.97,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,0,24.88,0,15.83,2237.6899999999996

57,14:00-14:15,14.8,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,8.05,98,0,0,43.92,0,43.92,0,0,0,0,100,0.97,0,0,0,20.54,0,0,0,0,0,0,96.64,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,12.56,164.53,0,76.94,0.97,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,144.96,24.88,144.96,15.83,2582.3499999999995

58,14:15-14:30,14.8,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,7.96,98,0,0,43.92,0,43.92,0,0,0,0,93.33,0.97,0,0,0,20.54,0,0,0,0,0,0,96.64,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,12.56,164.53,0,76.94,0.97,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,144.96,24.88,144.96,15.83,2575.5899999999997

59,14:30-14:45,14.8,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,1.85,35,0,0,43.92,0,43.92,0,0,0,0,80,0.97,0,0,0,20.54,0,0,0,0,0,0,96.64,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,12.56,164.53,0,76.94,0.97,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,144.96,24.88,144.96,15.83,2493.1499999999996

60,14:45-15:00,14.8,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,1.88,35,0,0,43.92,0,43.92,0,0,0,0,76.67,0.97,0,0,0,20.54,0,0,0,0,0,0,96.64,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,12.56,164.53,0,76.94,0.97,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,144.96,24.88,144.96,15.83,2489.8499999999995

61,15:00-15:15,15.08,20.54,164.29,20.54,15.05,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,0.58,28,0,0,43.92,0,43.92,0,0,0,0,60,0.97,0,0,0,20.54,0,0,0,0,0,0,96.64,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,13.53,164.53,0,76.94,0,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,144.96,24.88,144.96,15.83,2465.16

62,15:15-15:30,15.08,20.54,164.29,20.54,12.92,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,0.68,28,0,0,43.92,0,43.92,0,0,0,0,56.67,0.97,0,0,0,20.54,0,0,0,0,0,0,96.64,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,13.53,164.53,0,76.94,0,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,144.96,24.88,144.96,15.83,2459.7999999999997

63,15:30-15:45,15.08,20.54,164.29,20.54,12.92,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,0.78,70,0,0,43.92,0,43.92,0,0,0,0,53.33,0.97,0,0,0,20.54,0,0,0,0,0,0,96.64,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,13.53,164.53,0,76.94,0,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,144.96,24.88,144.96,15.83,2498.5599999999995

64,15:45-16:00,15.08,20.54,164.29,20.54,12.92,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,0.91,70,0,0,43.92,0,43.92,0,0,0,0,50,0.97,0,0,0,20.54,0,0,0,0,0,0,96.64,0,1.93,20.54,0,0,14.64,129.13,19.33,41.07,28.03,13.53,164.53,0,76.94,0,0,135.3,5.8,164.29,164.29,0,90.36,14.64,0,39.91,0,53.15,96.64,0,144.96,24.88,144.96,15.83,2495.3599999999997

65,16:00-16:15,15.72,20.54,164.29,20.54,12.92,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,0.99,28,144.96,0,0,76.94,0,0,144.96,14.64,0,46.67,0.87,164.29,37.34,53.15,20.54,90.36,43.92,43.92,0,0,19.33,96.64,135.3,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,0,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2691.54

66,16:15-16:30,15.72,20.54,164.29,20.54,12.92,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,1.2,28,144.96,0,0,76.94,0,0,144.96,14.64,0,45.76,0.87,164.29,37.34,53.15,20.54,90.36,43.92,43.92,0,0,19.33,96.64,135.3,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,0,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2690.84

67,16:30-16:45,15.72,20.54,164.29,20.54,12.92,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,0,28,144.96,0,0,76.94,0,0,144.96,14.64,0,40.89,0.87,164.29,37.34,53.15,20.54,90.36,43.92,43.92,0,0,19.33,96.64,135.3,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,0,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2684.77

68,16:45-17:00,15.72,20.54,164.29,20.54,12.92,41.07,20.54,53.39,26.97,15.32,41.07,20.85,26.97,41.07,19.33,11.91,11.92,0,28,144.96,0,0,76.94,0,0,144.96,14.64,0,36.03,0.87,164.29,37.34,53.15,20.54,90.36,43.92,43.92,0,0,19.33,96.64,135.3,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,0,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2679.91

69,17:00-17:15,16.47,20.54,164.29,20.54,12.92,41.07,20.54,53.39,26.7,15.32,41.07,20.85,28.5,41.07,19.33,11.91,11.92,0,28,144.96,0,0,76.94,0,0,144.96,14.64,0,31.76,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,0,0,19.33,96.64,135.3,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,0,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2624.4999999999995

70,17:15-17:30,16.47,20.54,164.29,20.54,12.92,41.07,20.54,53.39,26.7,15.32,41.07,20.85,28.5,41.07,19.33,11.91,11.92,0,28,144.96,0,0,76.94,0,0,144.96,14.64,0,27.5,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,0,0,19.33,96.64,135.3,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,0,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2620.24

71,17:30-17:45,16.47,20.54,164.29,20.54,12.92,41.07,20.54,53.39,24.98,15.32,41.07,20.85,28.5,41.07,19.33,11.91,11.92,0,28,144.96,0,0,76.94,0,0,144.96,14.64,0,15,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,0,0,19.33,96.64,135.3,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,0,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2606.02

72,17:45-18:00,16.47,20.54,164.29,20.54,12.92,41.07,20.54,53.39,24.98,15.32,41.07,20.85,28.5,41.07,19.33,11.91,11.92,0,28,144.96,0,0,76.94,0,0,144.96,14.64,0,14.33,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,0,0,19.33,96.64,135.3,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,0,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2605.35

73,18:00-18:15,17.2,20.54,164.29,20.54,12.92,41.07,20.54,53.39,23.49,0,41.07,20.85,29,41.07,0,11.91,11.92,0,25,144.96,0,0,76.94,0,5.8,144.96,14.64,0,13.33,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,0,0,19.33,96.64,0,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2445.6400000000003

74,18:15-18:30,17.2,20.54,164.29,20.54,12.92,41.07,20.54,53.39,23.49,0,41.07,20.85,29,41.07,0,11.91,11.92,0,14,144.96,0,0,76.94,0,5.8,144.96,14.64,0,12.2,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,0,0,19.33,96.64,0,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2433.51

75,18:30-18:45,17.2,20.54,164.29,20.54,12.92,41.07,20.54,53.39,23.49,0,41.07,20.85,29,41.07,0,11.91,11.92,0,7,144.96,0,0,76.94,0,5.8,144.96,14.64,0,8.82,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2442.46

76,18:45-19:00,17.2,20.54,164.29,20.54,12.92,41.07,20.54,53.39,23.49,0,41.07,20.85,29,41.07,0,11.91,11.92,0,5,144.96,0,0,76.94,0,5.8,144.96,14.64,0,5.44,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2437.08

77,19:00-19:15,16,20.54,164.29,20.54,12.92,41.07,20.54,53.39,29,0,41.07,20.85,29,41.07,0,11.91,11.92,0,1,144.96,0,0,76.94,0,5.8,144.96,14.64,0,1.19,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2433.14

78,19:15-19:30,16,20.54,164.29,20.54,12.92,41.07,20.54,53.39,29,0,41.07,20.85,29,41.07,0,11.91,11.92,0,0,144.96,0,0,76.94,0,5.8,144.96,14.64,0,0,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2430.95

79,19:30-19:45,16,20.54,164.29,20.54,12.92,41.07,20.54,53.39,29,0,41.07,20.85,29,41.07,0,11.91,11.92,0,0,144.96,0,0,76.94,0,5.8,144.96,14.64,0,0,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2430.95

80,19:45-20:00,16,20.54,164.29,20.54,12.92,41.07,20.54,53.39,29,0,41.07,20.85,29,41.07,0,11.91,11.92,0,0,144.96,0,0,76.94,0,5.8,144.96,14.64,0,0,0.87,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,5.8,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2430.95

81,20:00-20:15,16,20.54,0,20.54,12.92,41.07,20.54,53.39,29,0,41.07,20.85,29,41.07,0,11.91,11.92,0,0,144.96,164.29,0,76.94,0,5.8,144.96,14.64,0,0,0.92,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,27.06,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2452.2599999999998

82,20:15-20:30,16,20.54,0,20.54,12.92,41.07,20.54,53.39,29,0,41.07,20.85,29,41.07,0,11.91,11.92,0,0,144.96,164.29,0,76.94,0,5.8,144.96,14.64,0,0,0.92,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,27.06,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2452.2599999999998

83,20:30-20:45,16,20.54,0,20.54,12.92,41.07,20.54,53.39,29,0,41.07,20.85,29,41.07,0,11.91,11.92,0,0,144.96,164.29,0,76.94,0,5.8,144.96,14.64,0,0,0.92,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,27.06,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2452.2599999999998

84,20:45-21:00,16,20.54,0,20.54,12.92,41.07,20.54,53.39,29,0,41.07,20.85,29,41.07,0,11.91,11.92,0,0,144.96,164.29,0,76.94,0,5.8,144.96,14.64,0,0,0.92,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,27.06,0,0,0,41.07,28.03,13.53,164.53,24.88,0,0,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2452.2599999999998

85,21:00-21:15,16,20.54,0,20.54,12.92,41.07,20.54,53.39,29,0,41.07,20.85,29,41.07,0,11.91,11.92,0,0,144.96,164.29,0,106.3,0,5.8,144.96,14.64,0,0,0.92,164.29,37.34,0,20.54,90.36,43.92,43.92,19.33,0,19.33,96.64,0,1.93,20.54,164.29,27.06,0,0,0,41.07,28.03,12.56,164.53,24.88,0,0.97,8.7,0,0,0,0,7.73,0,0,25.2,0,7.73,0,96.64,217.44,0,0,0,144.96,2481.62

