Column1,Time,L_NR_2019_19,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/08/01/6475,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/5126,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/1196,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/6452,GNA/NR/2025/06/07/5932,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2952,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/4452,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/6209,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6187,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/4125,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06
68,16:45-17:00,27.85,48.36,120.33,17,5,33,24.19,72.55,33,20.71,10.71,52.79,8.3,70,24,8.3,8.72,19.2,22.2,6.41,24,-0,56.26,265.86,18.74,6.83,4.62,26.95,26.95,95.98,47.99,15.21,83.62,95.98,10.84,3.19,9.21,7.91,8.72,65,0,37,33,18,19,65,24.07,29.33,41,24.19

69,17:00-17:15,23.69,42.04,104.87,21.94,2,29.3,25.92,77.77,33,20.71,10.71,71.03,7.14,70,24,7.14,8.72,19.2,22.2,5.51,24,-0,56.26,269.94,18.74,6.76,3.99,26.95,26.95,95.98,47.99,15.21,102.41,95.98,10.45,3.22,9.21,8.38,8.72,65.12,0,30,27,15,16,65.12,20.97,30,35,25.92

70,17:15-17:30,19.01,35.66,89.33,20.87,0,23.3,28.58,85.75,28.2,20.71,10.71,90.22,6.04,70,24,6.04,8.72,19.2,22.2,4.67,24,-0,56.26,269.94,18.74,6.76,3.99,26.95,26.95,95.98,47.99,15.21,111.82,95.98,10.45,3.22,9.21,8.38,8.72,65.93,0,23,24,12,12,65.92,17.87,31.15,32,28.58

71,17:30-17:45,16.56,29.34,73.56,20.06,0,17,28.38,85.15,20.2,20.71,10.71,99.99,4.94,70,24,4.94,8.72,19.2,21.19,3.81,24,-0,56.26,269.94,18.74,6.82,3.99,26.95,26.95,95.98,47.99,15.21,103.26,95.98,10.45,3.22,9.21,8.38,8.72,70.35,0,17,15,8,9,70.36,14.71,32.04,23,28.38

72,17:45-18:00,15.23,23.01,58.72,19.26,0,10.9,28.37,85.12,13.4,20.71,10.71,99.99,3.62,70,24,3.62,8.72,19.2,21.19,2.8,24,-0,66.73,269.94,18.74,6.82,3.99,26.95,26.95,95.98,47.99,15.21,102.18,95.98,10.45,3.22,9.21,8.38,8.72,71.44,0,15,12,7,7,71.43,11.74,33.04,15,28.37

73,18:00-18:15,10.04,17.49,44.95,17.92,0,0,28.02,84.08,0,20.71,10.71,99.99,2.73,70,24,2.73,8.72,0,22.21,2.11,24,-0,66.73,269.94,18.74,6.82,3.99,30,26.58,95.98,47.99,0,129.28,47.99,10.45,3.22,9.21,8.84,8.72,70.63,0,12,10,6,5,70.62,8.99,32.73,12,28.02

74,18:15-18:30,5.45,12.21,32.85,16.59,0,0,27.38,82.13,0,20.71,10.71,99.99,2.03,70,24,2.03,8.72,0,22.21,1.57,24,-0,66.73,269.94,18.74,6.8,3.99,30,26.58,95.98,47.99,0,129.86,47.99,10.45,3.22,9.21,8.84,8.72,69.47,0,9,7,5,3,69.46,6.57,31.81,7,27.38

75,18:30-18:45,1.87,7.4,21.14,14.71,0,0,27.39,82.19,0,20.71,10.71,99.99,0,70,24,0,8.72,0,23.72,0,24,-0,69.32,269.94,18.74,5.94,3.99,30,26.58,95.98,47.99,0,129.86,47.99,10.45,3.22,9.21,8.84,8.72,67.59,0,6,4,3,1,67.6,4.23,30.81,3,27.39

76,18:45-19:00,0,1.9,12.48,13.91,0,0,26.49,79.44,0,20.71,10.71,99.99,0,70,24,0,8.72,0,24.23,0,24,-0,71.04,269.94,18.74,5.94,3.99,30,26.58,95.98,47.99,0,129.86,47.99,10.45,3.22,9.21,8.84,8.72,65.92,0,3,3,2,1,65.91,2.5,29.68,2,26.49

77,19:00-19:15,0,1.07,0.4,20.01,0,0,25.78,77.35,0,20.71,10.71,99.99,0,70,24,0,8.72,0,24.72,0,24,-0,83.72,269.94,18.74,6.94,3.99,30,26.58,95.98,47.99,0,129.86,47.99,10.45,3.22,9.21,8.84,8.72,64.34,0,1,1,1,0,64.34,0.08,29.08,1,25.78

78,19:15-19:30,0,0.47,0,20.01,0,0,25.16,75.48,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.23,0,24,-0,86.57,269.94,18.74,5.94,3.99,30,26.58,95.98,47.99,0,129.86,47.99,10.45,3.22,9.21,8.84,8.72,62.56,0,0,0,0,0,62.55,0,28.7,0,25.16

79,19:30-19:45,0,0.12,0,19.81,0,0,24.51,73.55,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.23,0,24,-0,86.57,269.94,18.74,5.94,3.99,30,26.58,95.98,47.99,0,129.86,47.99,10.45,3.22,9.21,8.84,8.72,61.05,0,0,0,0,0,61.05,0,28.42,0,24.51

80,19:45-20:00,0,0,0,19.61,0,0,23.86,71.6,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.23,0,24,-0,86.57,269.94,18.74,5.94,3.99,30,26.58,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,8.84,8.72,59.59,0,0,0,0,0,59.59,0,28.18,0,23.86

81,20:00-20:15,0,0,0,16.68,0,0,23.32,69.94,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.23,0,24,-0,86.57,269.94,18.74,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,8.84,8.72,57.89,0,0,0,0,0,57.89,0,28.55,0,23.32

82,20:15-20:30,0,0,0,15.5,0,0,22.93,68.79,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.23,0,24,-0,86.57,269.94,18.74,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,8.38,8.72,56.47,0,0,0,0,0,56.48,0,28.37,0,22.93

83,20:30-20:45,0,0,0,14.07,0,0,22.69,68.06,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.23,0,24,-0,86.57,269.94,18.74,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,8.38,8.72,59.83,0,0,0,0,0,59.83,0,28.43,0,22.69

84,20:45-21:00,0,0,0,14.08,0,0,22.48,67.46,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.23,0,24,-0,86.57,269.94,18.74,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,8.38,8.72,58.09,0,0,0,0,0,58.09,0,28.41,0,22.48

85,21:00-21:15,0,0,0,19.01,0,0,21.54,64.6,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,26.24,0,24,-0,86.57,269.94,18.74,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,8.38,8.72,57.75,0,0,0,0,0,57.75,0,27.98,0,21.54

86,21:15-21:30,0,0,0,18.41,0,0,20.41,61.2,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,26.24,0,24,-0,86.57,269.94,18.74,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,8.38,8.72,57.6,0,0,0,0,0,57.61,0,27.22,0,20.41

87,21:30-21:45,0,0,0,17.41,0,0,19.36,58.05,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,26.24,0,24,-0,86.57,269.94,18.74,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,8.38,8.72,63.41,0,0,0,0,0,63.41,0,26.26,0,19.36

88,21:45-22:00,0,0,0,16.41,0,0,19.09,57.28,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,26.24,0,24,-0,86.57,269.94,18.74,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,8.38,8.72,63.53,0,0,0,0,0,63.52,0,25.33,0,19.09

89,22:00-22:15,0,0,0,15.61,0,0,17.58,52.74,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.74,0,24,-0,86.57,269.94,18.55,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,7.91,8.72,64.88,0,0,0,0,0,64.87,0,19.31,0,17.58

90,22:15-22:30,0,0,0,14.81,0,0,17.02,51.03,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.74,0,24,-0,86.57,269.94,18.55,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,7.91,8.72,64.94,0,0,0,0,0,64.93,0,18.53,0,17.02

91,22:30-22:45,0,0,0,14.61,0,0,16.01,48,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,26.75,0,24,-0,86.57,269.94,18.55,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,7.91,8.72,64.99,0,0,0,0,0,65,0,17.83,0,16.01

92,22:45-23:00,0,0,0,14.61,0,0,14.96,44.9,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,26.75,0,24,-0,86.57,269.94,18.55,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,7.91,8.72,65.01,0,0,0,0,0,65.02,0,17.23,0,14.96

93,23:00-23:15,0,0,0,13.41,0,0,13.37,40.09,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.73,0,24,-0,86.57,269.94,18.55,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,7.91,8.72,61.53,0,0,0,0,0,61.54,0,16.38,0,13.37

94,23:15-23:30,0,0,0,12.81,0,0,12.08,36.25,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.73,0,24,-0,86.57,269.94,18.55,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,7.91,8.72,57.97,0,0,0,0,0,57.96,0,15.39,0,12.08

95,23:30-23:45,0,0,0,12.21,0,0,10.27,30.82,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.73,0,24,-0,86.57,269.94,18.55,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,7.91,8.72,54.28,0,0,0,0,0,54.29,0,14.37,0,10.27

96,23:45-24:00,0,0,0,11.81,0,0,9.65,28.93,0,20.71,10.71,99.99,0,115.17,24,0,8.72,0,25.73,0,24,-0,86.57,269.94,18.55,5.94,3.99,26.94,26.94,95.98,47.99,0,129.86,47.99,10.45,2.76,9.21,7.91,8.72,50.37,0,0,0,0,0,50.37,0,13.36,0,9.65

