Block,Time,L_NR_2018_61,L_NR_2021_14,L_NR_2021_12,L_NR_2021_13,L_NR_2021_16,L_NR_2021_15,L_NR_2021_17,L_NR_2019_05,L_NR_2020_06,L_NR_2022_10,L_NR_2022_09,L_NR_2019_07,L_NR_2020_07,L_NR_2020_05,L_NR_2019_06,L_NR_2022_08,LT-35,L_NR_2020_02,LT_MEJA_Delhi,SH-06,L_NR_2012_04,L_NR_2019_11,L_NR_2023_04,SH-07,LT-59,L_NR_2012_01,L_NR_2012_02,L_NR_2019_19,LT-36,LT-31,L_NR_2012_07,LT-05
92,22:45-23:00,9.56,0,0,0,0,0,0,0,30.2,68.48,68.48,0,30.21,90.61,0,28.17,0.000000,6.610000,3.200000,0.000000,272.110000,6.850000,0.000000,0.000000,6.240000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

93,23:00-23:15,9.22,0,0,0,0,0,0,0,30.26,67.87,67.87,0,30.26,90.79,0,28.2,0.000000,6.510000,3.200000,0.000000,272.110000,6.620000,0.000000,0.000000,6.090000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

94,23:15-23:30,8.84,0,0,0,0,0,0,0,30.26,66.64,66.64,0,30.27,90.79,0,19.03,0.000000,6.510000,3.200000,0.000000,272.110000,6.620000,0.000000,0.000000,6.090000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

95,23:30-23:45,8.34,0,0,0,0,0,0,0,30.29,65.49,65.49,0,30.28,90.86,0,19.4,0.000000,6.510000,3.130000,0.000000,272.110000,6.620000,0.000000,0.000000,6.090000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

96,23:45-24:00,7.82,0,0,0,0,0,0,0,30.31,64.6,64.6,0,30.3,90.92,0,19.62,0.000000,6.510000,3.130000,0.000000,272.110000,6.620000,0.000000,0.000000,6.090000,101.350000,261.810000,0.000000,0.000000,0.000000,87.270000,115.760000

