Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15

87,21:30-21:45,31.940000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.580000,3.490000,30.970000,0,0,0,7.41,0,7.33,0,26.51,0,22,0,0,0,7,0,26.51,7.34,0,0

88,21:45-22:00,31.940000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.580000,3.490000,30.970000,0,0,0,7.41,0,7.33,0,26.01,0,22,0,0,0,7,0,26.01,7.34,0,0

89,22:00-22:15,31.940000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.500000,3.490000,30.970000,0,0,0,7.41,0,7.33,0,25.84,0,22,0,0,0,7,0,25.84,7.34,0,0

90,22:15-22:30,31.940000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.500000,3.490000,30.970000,0,0,0,7.41,0,7.33,0,25.51,0,22,0,0,0,7,0,25.51,7.34,0,0

91,22:30-22:45,31.940000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.500000,3.490000,16.540000,0,0,0,7.41,0,7.33,0,25.01,0,22,0,0,0,7,0,25.01,7.34,0,0

92,22:45-23:00,31.940000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.500000,3.490000,16.540000,0,0,0,7.41,0,7.33,0,24.01,0,22,0,0,0,7,0,24.01,7.34,0,0

93,23:00-23:15,30.970000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.500000,3.450000,16.540000,0,0,0,7.41,0,7.33,0,23.67,0,22,0,0,0,7,0,23.67,7.34,0,0

94,23:15-23:30,30.970000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.500000,3.450000,16.540000,0,0,0,7.41,0,7.33,0,23.34,0,22,0,0,0,7,0,23.34,7.34,0,0

95,23:30-23:45,30.970000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.500000,3.450000,16.540000,0,0,0,7.41,0,7.33,0,23,0,22,0,0,0,7,0,23,7.34,0,0

96,23:45-24:00,30.970000,3.230000,0.000000,101.380000,0.000000,111.310000,16.540000,0.000000,74.220000,0.000000,272.220000,226.310000,3.500000,3.450000,16.540000,0,0,0,7.41,0,7.33,0,22.67,0,22,0,0,0,7,0,22.67,7.34,0,0

