Block,Time Block,RAMPUR,NNTPP,RAPPC,NAPP,NTPL,PARBATI3,RAPPB,NLCEXP,RIHAND2,NLCIIST1,NJPC,NLCIIST2,RIHAND1,NLCTS2EXP,KUDGI,MAPS,KOTESHWR,KGSU1AND2,KKNP,KGSU3AND4,KHSTPP-II,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,BSIUL,CHAMERA1,DHAULIGNGA,BRBCL,CHAMERA3,DADRT2,CHAMERA2,FSTPP I & II,DULHASTI,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,AURY_LF,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,TEHRI,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,SASAN,TALST2,ANTA_LF,UNCHAHAR2,URI,ANTA_GF,ANTA_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,77.56,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,16.06,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,12.32,0,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

63,15:30-15:45,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,33.6,231.38,0,0,0,19.28,0,362.24,0,16.06,15.89,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,12.32,0,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

64,15:45-16:00,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,20.05,15.89,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,12.32,0,134.67,119.86,0,403.74,0,0,20.43,2.13,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

65,16:00-16:15,0,0,50.77,40.77,0,0,0,0,114.5,0,22.55,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,17.28,15.89,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,15.79,12.32,0,134.67,119.86,0,403.74,0,0,20.43,3.72,0,0,11.58,0,0,4.41,13.99,0,0,0,0,0,0

66,16:15-16:30,0,0,50.77,40.77,0,0,0,0,114.5,0,45.1,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,231.38,0,0,0,19.28,0,362.24,0,17.28,15.89,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,15.79,12.32,0,134.67,119.86,0,403.74,0,0,20.43,3.72,0,0,11.58,0,0,4.41,19.33,0,0,0,0,0,0

67,16:30-16:45,0,0,50.77,40.77,0,0,0,0,114.5,0,45.1,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,235.66,0,0,0,19.28,0,378.07,0,20.01,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,29.76,12.32,0,128.71,119.86,0,403.74,0,0,20.43,3.72,0,0,14.94,0,0,4.41,22.84,0,0,0,0,0,0

68,16:45-17:00,0,0,50.77,40.77,0,0,0,0,114.5,0,45.1,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,235.66,0,0,0,19.28,0,426.28,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,29.76,12.32,0,128.71,119.86,0,403.74,0,0,20.43,3.72,0,0,14.94,0,0,4.41,22.84,0,0,0,0,0,0

69,17:00-17:15,0,0,50.77,40.77,0,0,0,0,114.5,0,67.65,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,287.05,0,0,8.8,19.28,0,474.48,1.54,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,44.65,2.25,0,128.71,119.86,0,403.74,0,0,20.43,1.07,0,0,14.94,0,0,4.41,22.84,0,0,0,0,0,0

70,17:15-17:30,0,0,50.77,40.77,0,0,0,0,114.5,0,90.2,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,368.71,1.06,11.85,17.61,19.28,9.33,522.69,3.86,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,44.65,2.25,0,128.71,119.86,0,403.74,0,0,20.43,1.07,0,0,14.94,0,0,4.41,22.84,0,0,0,0,0,0

71,17:30-17:45,0,0,50.77,40.77,0,0,0,0,114.5,0,112.75,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,378.35,6.29,27.09,26.42,19.28,18.66,580.17,7.71,20.05,31.78,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,60.01,2.25,5.08,128.71,119.86,0,403.74,0,0,20.43,4.25,0,0,14.94,0,0,4.41,22.84,0,0,0,0,0,0

72,17:45-18:00,0,0,50.77,40.77,0,0,0,0,114.5,0,135.3,0,88.7,0,0,0,9.51,0,0,0,95.32,0,0,0,42.72,378.35,12.57,40.64,35.24,19.28,28.02,580.17,38.09,20.05,47.66,0,0,0,0,0,0,0,0,11.12,0,0,0,0,0,0,0,60.01,2.25,10.16,128.71,119.86,0,403.74,0,0,20.43,4.25,0,0,14.94,0,0,4.41,22.84,0,0,0,0,0,0

73,18:00-18:15,0,0,50.77,40.77,0,0,0,0,114.5,0,135.3,0,88.7,0,0,0,9.51,0,0,0,95.32,0,0,0,42.72,443.28,12.57,40.64,35.24,19.28,28.02,580.17,38.09,20.05,47.66,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,60.01,13.45,10.16,128.71,119.86,0,403.74,0,0,20.43,34.06,0,0,19.05,0,0,4.41,25.44,0,0,0,0,0,0

74,18:15-18:30,0,0,50.77,40.77,0,0,0,0,114.5,0,135.3,0,88.7,0,0,0,9.51,0,0,0,95.32,0,0,0,42.72,443.28,12.57,40.64,35.24,19.28,28.02,580.17,38.09,20.05,47.66,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,60.01,67.22,10.16,128.71,119.86,0,403.74,0,0,20.43,34.06,0,0,19.82,0,0,4.41,25.44,0,0,0,0,0,0

75,18:30-18:45,0,0,50.77,40.77,0,0,0,0,114.5,0,135.3,0,88.7,0,0,0,9.51,0,0,0,95.32,0,0,0,42.72,402.45,12.57,40.64,35.24,19.28,28.02,510.27,38.09,20.05,47.66,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,60.01,67.22,10.16,128.71,119.86,0,403.74,0,0,20.43,4.25,0,0,17.68,0,0,4.41,22.84,0,0,0,0,0,0

76,18:45-19:00,0,0,50.77,40.77,0,2.46,0,0,114.5,0,135.3,0,88.7,0,0,0,9.51,0,0,0,95.32,0,0,0,42.72,402.45,12.57,40.64,35.24,19.28,28.02,501.79,38.09,20.05,47.66,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,60.01,67.22,10.16,128.71,119.86,0,403.74,0,0,20.43,4.25,0,0,17.68,0,0,4.41,22.84,0,0,0,0,0,0

77,19:00-19:15,0,0,50.77,40.77,0,6.13,0,0,114.5,0,135.3,0,88.7,0,0,0,9.51,0,0,0,95.32,0,0,0,42.72,352.22,12.57,40.64,35.24,19.28,28.02,489.26,38.09,18.09,47.66,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,60.01,67.22,10.16,128.71,119.86,0,394.8,0,0,20.43,4.25,0,0,14.94,0,0,4.41,19.74,0,0,0,0,0,0

78,19:15-19:30,0,0,50.77,40.77,0,31.91,0,0,114.5,0,135.3,0,88.7,0,0,0,9.51,0,0,0,95.32,0,0,0,42.72,291.58,12.57,27.08,35.24,19.28,28.02,510.75,38.09,17.28,47.66,0,0,0,0,0,0,0,0,11.12,0,0,0,0,0,0,0,60.01,13.45,10.16,128.71,119.86,0,394.8,0,0,20.43,4.25,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

79,19:30-19:45,0,0,50.77,40.77,0,31.91,0,0,114.5,0,112.75,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,3.18,11.96,26.42,19.28,9.33,553.86,11.57,20.05,31.78,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,60.01,2.25,5.08,128.71,119.86,0,394.8,0,0,20.43,3.19,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

80,19:45-20:00,0,0,50.77,40.77,0,31.91,0,0,114.5,0,90.2,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,17.61,19.28,0,527.06,2.57,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,60.01,2.25,0,128.71,119.86,0,394.8,0,0,20.43,3.19,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

81,20:00-20:15,0,0,50.77,40.77,0,31.91,0,0,114.5,0,90.2,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,8.8,19.28,0,503.72,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,60.01,2.25,0,128.71,119.86,0,394.8,0,0,20.43,10.64,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

82,20:15-20:30,0,0,50.77,40.77,0,31.91,0,0,114.5,0,67.65,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,8.8,19.28,0,502.76,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,44.65,2.25,0,128.71,119.86,0,394.8,0,0,20.43,10.64,0,0,14.94,0,0,4.41,19.33,0,0,0,0,0,0

83,20:30-20:45,0,0,50.77,40.77,0,31.91,0,0,114.5,0,67.65,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,8.8,19.28,0,474.48,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,44.65,2.25,0,115.69,119.86,0,394.8,0,0,20.43,9.57,0,0,14.94,0,0,5.84,19.33,0,0,0,0,0,0

84,20:45-21:00,0,0,50.77,40.77,0,4.91,0,0,114.5,0,45.1,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,8.8,19.28,0,474.48,0,20.05,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,44.65,2.25,0,115.69,119.86,0,394.8,0,0,20.43,9.57,0,0,14.94,0,0,5.84,19.33,0,0,0,0,0,0

85,21:00-21:15,0,0,50.77,40.77,0,2.46,0,0,114.5,0,45.1,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,8.8,19.28,0,459.32,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,29.76,2.25,0,115.69,119.86,0,394.8,0,0,20.43,11.71,0,0,14.94,0,0,5.84,19.33,0,0,0,0,0,0

86,21:15-21:30,0,0,50.77,40.77,0,0,0,0,114.5,0,45.1,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,8.8,19.28,0,459.18,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,29.76,2.25,0,115.69,119.86,0,394.8,0,0,20.43,11.71,0,0,14.94,0,0,5.84,19.33,0,0,0,0,0,0

87,21:30-21:45,0,0,50.77,40.77,0,0,0,0,114.5,0,45.1,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,8.8,19.28,0,457.32,0,17.28,15.89,0,0,0,0,0,0,0,0,11.12,0,0,0,0,0,0,0,29.76,2.25,0,115.69,119.86,0,394.8,0,0,20.43,11.71,0,0,14.94,0,0,6.74,19.33,0,0,0,0,0,0

88,21:45-22:00,0,0,50.77,40.77,0,0,0,0,114.5,0,22.55,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,8.8,19.28,0,472.23,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,15.79,2.25,0,115.69,119.86,0,394.8,0,0,20.43,11.71,0,0,14.94,0,0,6.74,19.33,0,0,0,0,0,0

89,22:00-22:15,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,8.8,19.28,0,488.07,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,15.79,2.25,0,115.69,119.86,0,394.8,0,0,20.43,19.16,0,0,14.94,0,0,9.08,19.33,0,0,0,0,0,0

90,22:15-22:30,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,42.72,236.63,0,0,8.8,19.28,0,501.08,0,17.28,15.89,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,2.25,0,115.69,119.86,0,394.8,0,0,20.43,19.16,0,0,14.94,0,0,9.08,19.33,0,0,0,0,0,0

91,22:30-22:45,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,43.6,236.63,0,0,8.8,19.28,0,492.74,0,17.28,15.89,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,2.25,0,120.53,119.86,0,394.8,0,0,20.43,14.9,0,0,14.94,0,0,9.08,19.33,0,0,0,0,0,0

92,22:45-23:00,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,43.6,236.63,0,0,8.8,19.28,0,495.5,0,17.28,15.89,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,2.25,0,121.45,119.86,0,394.8,0,0,20.43,14.9,0,0,14.94,0,0,9.08,19.33,0,0,0,0,0,0

93,23:00-23:15,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,43.6,236.63,0,0,0,19.28,0,495.57,0,17.28,15.89,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,2.25,0,121.45,119.86,0,394.8,0,0,20.43,14.9,0,0,14.94,0,0,9.73,19.33,0,0,0,0,0,0

94,23:15-23:30,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,43.6,236.63,0,0,0,19.08,0,493.71,0,17.28,15.89,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,2.25,0,121.45,119.86,0,394.8,0,0,20.43,14.9,0,0,14.94,0,0,9.73,19.33,0,0,0,0,0,0

95,23:30-23:45,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,43.6,236.63,0,0,0,17.46,0,490.92,0,17.28,15.89,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,2.25,0,128.71,119.86,0,394.8,0,0,20.43,10.64,0,0,14.94,0,0,9.73,19.33,0,0,0,0,0,0

96,23:45-24:00,0,0,50.77,40.77,0,0,0,0,114.5,0,0,0,88.7,0,0,0,8.55,0,0,0,95.32,0,0,0,43.6,236.63,0,0,0,18.14,0,488.13,0,17.28,15.89,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,2.25,0,130.88,119.86,0,394.8,0,0,20.43,10.64,0,0,14.94,0,0,9.73,19.33,0,0,0,0,0,0

