Block,Time,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/01032024/22032024/HP-56,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01102023/25072045/L_NR_2021_15,NR/16032024/22032024/HP-63,NR/01102023/30042040/GNA_LT_35,NR/01032024/31032024/NVVN/OA/16997,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/22102023/11042047/L_NR_2021_17,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31052040/LT-31,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_07,L_NR_2019_19,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,NR/01012024/31032024/ ChanjuII,WR/01102023/01102023/L_NR_2020_06,NR/01032024/22032024/HP-59,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/01032024/31032024/SJVN010324NR1588
62,15:15-15:30,1.250000,1.540000,25.710000,9.66,32.05,78,0.000000,35,243.33,80.24,271.550000,25.33,100.600000,0.000000,57.910000,41.5,0.000000,13.300000,48.280000,48.28,39,0,25.33,13.300000,48.28,75,25.710000,1.490000,32.05,175,52.780000,105.470088,19.6,83.030000,48.67,0,22.210000,13.640000,12.01,11.67,0.000000,11.66,0.000000,96.550000,32.05,0,0

63,15:30-15:45,1.250000,1.540000,25.710000,10,32.05,73,0.000000,36,232.29,75.14,271.550000,26,100.600000,0.000000,57.910000,39.3,0.000000,12.470000,48.280000,48.28,37,0,26,12.470000,48.28,70,25.710000,1.490000,32.05,165,52.780000,96.542176,19.6,77.240000,46.46,0,23.170000,12.790000,12.21,12,0.000000,12,0.000000,96.550000,32.05,0,0

64,15:45-16:00,1.250000,1.540000,25.710000,10.34,32.05,67,0.000000,37,216.83,69.69,271.550000,27.33,100.600000,0.000000,57.910000,36.2,0.000000,11.310000,48.280000,48.28,33,0,27.33,11.310000,48.28,66,25.710000,1.490000,32.05,154,52.780000,86.913272,19.6,77.240000,43.36,0,23.170000,11.590000,12.01,12.33,0.000000,12.34,0.000000,96.550000,32.05,0,0

65,16:00-16:15,1.320000,1.610000,25.710000,7.66,32.05,61,0.000000,29.5,200.3,63.65,271.550000,28.33,130.630000,0.000000,57.910000,33.4,0.000000,10.230000,48.280000,48.28,31,0,28.33,10.230000,48.28,60,25.710000,1.490000,32.05,140,76.550000,77.683544,19.6,77.240000,40.06,0,23.170000,10.490000,12.01,9.83,0.000000,9.84,0.000000,96.550000,32.05,0,0

66,16:15-16:30,1.320000,1.610000,25.710000,8,32.05,53,0.000000,30.5,183.11,57.47,271.550000,30,130.630000,0.000000,57.910000,30,0.000000,9.310000,48.280000,48.28,27,0,30,9.310000,48.28,52,25.710000,1.490000,32.05,123,76.550000,67.95728,19.6,77.240000,36.62,0,24.140000,9.540000,11.81,10.17,0.000000,10.16,0.000000,96.550000,32.05,0,0

67,16:30-16:45,1.320000,1.610000,25.710000,8.66,32.05,45,0.000000,32,163.58,50.79,271.550000,32,130.630000,0.000000,57.910000,26.3,0.000000,7.760000,48.280000,48.28,23,0,32,7.760000,48.28,45,25.710000,1.490000,32.05,105,76.550000,56.653784,19.6,77.240000,32.72,0,25.100000,7.960000,11.61,10.67,0.000000,10.66,0.000000,96.550000,32.05,0,0

68,16:45-17:00,1.320000,1.610000,25.710000,9.34,32.05,38,0.000000,35,142.83,43.69,271.550000,32.33,130.630000,0.000000,57.910000,22.5,0.000000,6.550000,48.280000,48.28,19,0,32.33,6.550000,48.28,37,25.710000,1.490000,32.05,88,76.550000,46.645176,19.6,100.050000,28.57,0,25.100000,6.720000,11.41,11.67,0.000000,11.66,0.000000,96.550000,32.05,0,0

69,17:00-17:15,1.320000,1.610000,25.710000,9.66,26.01,29,0.000000,40.5,121.53,36.47,271.550000,42.67,130.630000,0.000000,57.910000,17.5,0.000000,5.150000,48.280000,48.28,14,0,42.67,5.150000,48.28,30,25.710000,1.440000,33,70,76.550000,36.286072,0,100.050000,24.3,0,25.100000,5.270000,10.61,13.5,0.000000,13.5,0.000000,96.550000,23.38,0,0

70,17:15-17:30,1.320000,1.610000,25.710000,10,16.83,21,0.000000,44.5,99.08,29.19,271.550000,43.67,130.630000,0.000000,57.910000,12,0.000000,3.790000,48.280000,48.28,11,0,43.67,3.790000,48.28,22,25.710000,1.440000,22,53,76.550000,25.557,0,77.240000,19.82,0,25.100000,3.890000,9.61,14.83,0.000000,14.84,0.000000,96.550000,15.49,0,0

71,17:30-17:45,0.700000,1.460000,25.710000,10.34,9.41,13,0.000000,48.5,76.34,21.7,271.550000,44.67,130.630000,0.000000,57.910000,8,0.000000,2.730000,48.280000,48.28,7,0,44.67,2.730000,48.28,15,25.710000,1.440000,7,35,76.550000,15.051856,0,53.100000,15.27,0,26.070000,2.800000,8.61,16.17,0.000000,16.16,0.000000,96.550000,8.54,0,0

72,17:45-18:00,0.700000,1.460000,25.710000,11,3.84,9,0.000000,54.5,53.9,14.8,271.550000,46,130.630000,0.000000,57.910000,5,0.000000,1.780000,48.280000,48.28,4,0,46,1.780000,48.28,7,25.710000,1.440000,1,18,76.550000,8.61636,0,53.100000,10.78,0,26.070000,1.810000,8.41,18.17,0.000000,18.16,0.000000,96.550000,3.42,0,0

73,18:00-18:15,0.700000,1.460000,25.710000,12.34,0,3,0.000000,71.5,33.37,8.96,271.550000,52,130.630000,0.000000,57.910000,4,0.000000,0.990000,48.280000,48.28,1,0,52,0.990000,96.55,3,25.710000,1.440000,0,7,76.550000,3.4076,0,53.100000,6.67,0,26.070000,1.020000,7.41,23.83,0.000000,23.84,0.000000,96.550000,0,0,0

74,18:15-18:30,0.700000,1.460000,25.710000,14,0,0,0.000000,72.6,16.31,4.48,271.550000,51.67,130.630000,0.000000,57.910000,3,0.000000,0.440000,48.280000,48.28,0,0,51.67,0.440000,96.55,1,25.710000,1.440000,0,1,76.550000,1.100168,0,82.070000,3.26,0,26.070000,0.460000,7.21,24.2,0.000000,24.2,0.000000,96.550000,0,0,0

75,18:30-18:45,0.700000,1.460000,25.710000,16.34,0,0,0.000000,72.05,6.1,1.36,271.550000,51.67,130.630000,0.000000,57.910000,2,0.000000,0.050000,48.280000,48.28,0,0,51.67,0.050000,96.55,0,25.710000,1.440000,0,1,87.090000,0,0,100.050000,1.22,0,27.030000,0.050000,7.21,24.02,0.000000,24.01,0.000000,96.550000,0,0,0

76,18:45-19:00,0.700000,1.460000,25.710000,17.66,0,0,0.000000,71.5,0.78,0.67,271.550000,51,130.630000,0.000000,57.910000,1,0.000000,0.000000,48.280000,48.28,0,0,51,0.000000,96.55,0,25.710000,1.440000,0,0,87.090000,0,0,100.050000,0.15,0,27.030000,0.000000,7.21,23.83,0.000000,23.84,0.000000,96.550000,0,0,0

77,19:00-19:15,0.940000,1.420000,24.060000,24.66,0,0,0.000000,70.4,0,0,271.550000,51,130.630000,0.000000,57.910000,0,0.000000,0.000000,48.280000,48.28,0,0,51,0.000000,96.55,0,24.060000,1.390000,0,0,87.090000,0,0,100.050000,0,0,27.030000,0.000000,7.21,23.47,0.000000,23.46,0.000000,96.550000,0,0,0

78,19:15-19:30,0.940000,1.420000,24.060000,24,0,0,0.000000,70.95,0,0,271.550000,50.67,130.630000,0.000000,57.910000,0,0.000000,0.000000,48.280000,48.28,0,0,50.67,0.000000,96.55,0,24.060000,1.390000,0,0,87.090000,0,0,100.050000,0,0,27.030000,0.000000,7.21,23.65,0.000000,23.65,0.000000,96.550000,0,0,0

79,19:30-19:45,1.400000,1.420000,19.690000,17.34,0,0,0.000000,65,0,0,271.550000,41,130.630000,0.000000,57.910000,0,0.000000,0.000000,48.280000,48.28,0,0,41,0.000000,96.55,0,30.900000,1.390000,0,0,87.090000,0,0,100.050000,0,0,27.030000,0.000000,7.21,21.67,0.000000,21.66,0.000000,96.550000,0,0,0

80,19:45-20:00,1.400000,1.420000,19.690000,16.66,0,0,0.000000,64.5,0,0,271.550000,40,130.630000,0.000000,57.910000,0,0.000000,0.000000,48.280000,48.28,0,0,40,0.000000,96.55,0,30.900000,1.390000,0,0,87.090000,0,0,100.050000,0,0,27.030000,0.000000,7.21,21.5,0.000000,21.5,0.000000,96.550000,0,0,0

81,20:00-20:15,1.400000,1.380000,19.690000,15.66,0,0,0.000000,63,0,0,271.550000,38.67,130.630000,0.000000,57.910000,0,0.000000,0.000000,48.280000,48.28,0,0,38.67,0.000000,96.55,0,30.900000,1.390000,0,0,87.090000,0,0,100.050000,0,0,27.030000,0.000000,7.41,21,0.000000,21,0.000000,193.100000,0,0,0

82,20:15-20:30,1.400000,1.380000,25.060000,15,0,0,0.000000,61.5,0,0,271.550000,37.67,130.630000,0.000000,57.910000,0,0.000000,0.000000,48.280000,48.28,0,0,37.67,0.000000,96.55,0,30.900000,1.390000,0,0,87.090000,0,0,100.050000,0,0,27.030000,0.000000,7.61,20.5,0.000000,20.5,0.000000,193.100000,0,0,0

83,20:30-20:45,1.710000,1.380000,25.060000,14,0,0,0.000000,59.5,0,0,271.550000,37,130.630000,0.000000,57.910000,0,0.000000,0.000000,48.280000,48.28,0,0,37,0.000000,96.55,0,30.900000,1.390000,0,0,87.090000,0,0,100.050000,0,0,27.030000,0.000000,8.01,19.83,0.000000,19.84,0.000000,193.100000,0,0,0

84,20:45-21:00,1.710000,1.380000,25.060000,12.66,0,0,0.000000,58,0,0,271.550000,36.33,130.630000,0.000000,57.910000,0,0.000000,0.000000,48.280000,48.28,0,0,36.33,0.000000,96.55,0,30.900000,1.390000,0,0,87.090000,0,0,100.050000,0,0,27.030000,0.000000,8.21,19.33,0.000000,19.34,0.000000,193.100000,0,0,0

85,21:00-21:15,1.710000,1.380000,25.060000,12,0,0,0.000000,58,0,0,271.550000,36,112.440000,0.000000,47.310000,0,0.000000,0.000000,48.280000,48.28,0,0,36,0.000000,96.55,0,30.900000,1.340000,0,0,68.100000,0,0,100.050000,0,0,27.030000,0.000000,8.81,19.33,0.000000,19.34,0.000000,193.100000,0,0,0

86,21:15-21:30,1.710000,1.380000,25.060000,11.66,0,0,0.000000,57.5,0,0,271.550000,35.67,130.630000,0.000000,57.910000,0,0.000000,0.000000,48.280000,48.28,0,0,35.67,0.000000,96.55,0,30.900000,1.340000,0,0,87.090000,0,0,100.050000,0,0,27.030000,0.000000,9.21,19.17,0.000000,19.16,0.000000,193.100000,0,0,0

87,21:30-21:45,1.710000,1.690000,25.710000,11.66,0,0,0.000000,58,0,0,271.550000,37,130.630000,0.000000,57.910000,0,0.000000,0.000000,48.280000,48.28,0,0,37,0.000000,96.55,0,25.710000,1.340000,0,0,87.090000,0,0,100.050000,0,0,27.030000,0.000000,9.01,19.33,0.000000,19.34,0.000000,193.100000,0,0,0

88,21:45-22:00,1.710000,1.690000,25.710000,11.34,0,0,0.000000,57.5,0,0,271.550000,38.67,130.630000,0.000000,47.310000,0,0.000000,0.000000,48.280000,48.28,0,0,38.67,0.000000,96.55,0,25.710000,1.340000,0,0,68.100000,0,0,100.050000,0,0,27.030000,0.000000,8.81,19.17,0.000000,19.16,0.000000,193.100000,0,0,0

89,22:00-22:15,1.630000,1.610000,25.710000,10.34,0,0,76.750000,57,0,0,271.550000,40,130.630000,0.000000,57.910000,0,78.790000,0.000000,48.280000,48.28,0,0,40,0.000000,96.55,0,25.710000,1.340000,0,0,87.090000,0,0,100.050000,0,0,26.070000,0.000000,8.41,19,0.000000,19,32.860000,193.100000,0,0,0

90,22:15-22:30,1.630000,1.610000,25.710000,10.34,0,0,76.750000,57,0,0,271.550000,40.33,130.630000,0.000000,57.910000,0,78.790000,0.000000,48.280000,48.28,0,0,40.33,0.000000,96.55,0,25.710000,1.340000,0,0,87.090000,0,0,100.050000,0,0,26.070000,0.000000,8.01,19,0.000000,19,32.860000,193.100000,0,0,0

91,22:30-22:45,1.630000,1.610000,25.710000,10.34,0,0,76.750000,57.5,0,0,271.550000,38.33,130.630000,0.000000,57.910000,0,78.790000,0.000000,48.280000,48.28,0,0,38.33,0.000000,96.55,0,25.710000,1.340000,0,0,87.090000,0,0,100.050000,0,0,26.070000,0.000000,7.61,19.17,0.000000,19.16,32.860000,193.100000,0,0,0

92,22:45-23:00,1.630000,1.610000,25.710000,10.34,0,0,76.750000,57.5,0,0,271.550000,36.33,130.630000,0.000000,57.910000,0,78.790000,0.000000,48.280000,48.28,0,0,36.33,0.000000,96.55,0,25.710000,1.340000,0,0,87.090000,0,0,100.050000,0,0,26.070000,0.000000,7.21,19.17,0.000000,19.16,32.860000,193.100000,0,0,0

93,23:00-23:15,1.480000,1.540000,25.710000,10,0,0,76.750000,57.5,0,0,271.550000,34.33,113.890000,0.000000,57.910000,0,78.790000,0.000000,48.280000,48.28,0,0,34.33,0.000000,96.55,0,25.710000,1.340000,0,0,76.550000,0,0,53.100000,0,0,26.070000,0.000000,7.21,19.17,0.000000,19.16,32.860000,193.100000,0,0,0

94,23:15-23:30,1.480000,1.540000,25.710000,9.66,0,0,76.750000,56.5,0,0,271.550000,32,113.890000,0.000000,57.910000,0,78.790000,0.000000,48.280000,48.28,0,0,32,0.000000,96.55,0,25.710000,1.340000,0,0,76.550000,0,0,53.100000,0,0,26.070000,0.000000,7.21,18.83,0.000000,18.84,32.860000,193.100000,0,0,0

95,23:30-23:45,1.480000,1.540000,25.710000,9.34,0,0,76.750000,55.5,0,0,271.550000,31.33,130.630000,0.000000,57.910000,0,78.790000,0.000000,48.280000,48.28,0,0,31.33,0.000000,96.55,0,25.710000,1.340000,0,0,76.550000,0,0,53.100000,0,0,26.070000,0.000000,7.21,18.5,0.000000,18.5,32.860000,193.100000,0,0,0

96,23:45-24:00,1.480000,1.540000,25.710000,10,0,0,76.750000,51.5,0,0,271.550000,31.33,130.630000,0.000000,57.910000,0,78.790000,0.000000,48.280000,48.28,0,0,31.33,0.000000,96.55,0,25.710000,1.340000,0,0,76.550000,0,0,53.100000,0,0,26.070000,0.000000,7.21,17.17,0.000000,17.16,32.860000,193.100000,0,0,0

