Column1,Time,NR/30092023/31122025/SH-07,GNA/NR/2025/09/01/5590,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/09/01/7205,NR/01102023/31052040/LT-31,GNA/NR/2025/09/01/2909,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/09/01/5084,GNA/NR/2025/09/01/4314,GNA/NR/2025/07/01/2952,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/8128,GNA/NR/2025/09/01/6485,GNA/NR/2025/07/01/1044,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/09/01/7215,GNA/NR/2025/09/01/7452,GNA/NR/2025/09/01/2039,GNA/NR/2025/09/01/4602,GNA/NR/2025/09/01/9239,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/09/01/8071,GNA/NR/2025/09/01/9418,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,GNARE/WR/2025/08/25/1832,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/06/07/5932,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,GNA/NR/2025/09/01/7691,GNA/NR/2025/09/01/6755,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16
65,16:00-16:15,0,36.86,258.06,75.44,14.6,12.02,20.48,12.02,0,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,0,28.98,9.29,100.4,28.67,19.27,128.96,31.05,48,33,13.79,9.94,64.37,33,41.38,13.79,33,29.35,29.34,-0,0,0,0,0,0,0,44.9,0,43,27,25.79,28,56

66,16:15-16:30,0,36.86,258.06,75.44,14.6,10.98,20.48,10.98,0,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,0,28.98,8.49,100.4,28.67,19.27,116.49,27.6,45,28.1,14.47,10.47,58.9,33,43.42,14.47,33,31.03,31.02,-0,0,0,0,0,0,0,44.45,0,39,23,23.3,25,51

67,16:30-16:45,0,36.86,258.06,85.95,14.6,9.83,20.48,9.83,0,20.48,8.53,25.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,0,28.98,7.59,100.4,28.67,19.27,103.79,25.06,38,20.72,15.17,10.93,53.91,33,45.53,15.17,33,32.6,32.59,-0,0,0,0,0,0,0,44.24,0,34,18,20.76,23,45

68,16:45-17:00,0,36.86,258.06,85.95,14.6,8.64,20.48,8.64,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,0,28.98,6.69,100.4,28.67,19.27,91.57,22.27,33,13.34,15.9,11.38,48.7,27.97,47.72,15.9,33,34.08,34.09,-0,0,0,0,0,0,0,44.56,0,30,17,18.31,20,39

69,17:00-17:15,0,36.86,258.06,85.95,14.6,7.36,20.48,7.36,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,0,28.98,5.68,100.4,28.67,19.27,78.96,19.29,30,10.84,16.14,11.7,43.76,21.16,48.4,16.14,33,35.47,35.46,-0,0,0,0,0,0,0,44.76,0,25,12,15.79,17,34

70,17:15-17:30,0,36.86,258.06,85.95,14.6,5.99,20.48,5.99,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,0,28.98,4.62,100.4,28.67,19.27,66.69,15.94,27,8.33,16.33,12.04,38.28,14.86,48.96,16.33,33,36.75,36.74,-0,0,0,0,0,0,0,44.57,0,21,8,13.34,14,28

71,17:30-17:45,0,36.86,258.06,85.95,14.6,4.72,20.48,4.72,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,0,28.98,3.65,100.4,28.67,19.27,54.06,12.12,18,5.83,16.57,12.31,32.51,8.55,49.72,16.57,31,38,38,-0,0,0,0,0,0,0,44.65,0,16,7,10.81,11,23

72,17:45-18:00,0,36.86,258.06,85.95,14.6,3.57,20.48,3.57,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,15.27,20.48,0,28.98,2.76,100.4,28.67,19.27,41.64,8.23,15,3.33,16.82,12.59,25.71,4.26,50.46,16.82,24,39.28,39.28,-0,0,0,0,0,0,0,44.63,0,12,7,8.33,9,17

73,18:00-18:15,0,36.86,258.06,85.95,14.6,2.53,20.48,2.53,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,1.95,100.4,28.67,0,31.82,4.51,10,0,15.37,11.42,18.97,0,46.1,15.37,0,40.09,40.08,-0,0,0,0,0,0,0,44.39,0,7,5,6.37,7,13

74,18:15-18:30,0,36.86,258.06,85.95,14.6,1.63,20.48,1.63,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,1.26,100.4,28.67,0,22.87,1.06,7,0,16.03,11.16,12.27,0,48.08,16.03,0,40.69,40.68,-0,0,0,0,0,0,0,44.85,0,4,3,4.57,5,9

75,18:30-18:45,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,14.1,0,3,0,16.68,11.24,6.92,0,50.01,16.68,0,41.12,41.11,-0,0,0,0,0,0,0,44.67,0,3,1,2.82,3,6

76,18:45-19:00,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,6.49,0,2,0,17.38,11.47,1.85,0,52.15,17.38,0,41.58,41.58,-0,0,0,0,0,0,0,44.54,0,1,1,1.3,2,3

77,19:00-19:15,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0.83,0,1,0,17.79,11.72,0.52,0,53.35,17.79,0,42.44,42.43,-0,0,0,0,0,0,0,44.65,0,1,0,0.17,1,1

78,19:15-19:30,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0.01,0,0,0,18.18,11.98,0,0,54.53,18.18,0,43.35,43.35,-0,0,0,0,0,0,0,44.36,0,0,0,0,0,0

79,19:30-19:45,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,18.6,12.29,0,0,55.82,18.6,0,44.44,44.45,-0,0,0,0,0,0,0,44.35,0,0,0,0,0,0

80,19:45-20:00,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,18.97,12.56,0,0,56.91,18.97,0,45.39,45.39,-0,0,0,0,0,0,0,44.9,0,0,0,0,0,0

81,20:00-20:15,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.22,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,17.89,10.82,0,0,53.68,17.89,0,45.16,45.15,-0,0,0,0,0,0,0,44.59,0,0,0,0,0,0

82,20:15-20:30,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.22,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,17.86,10.16,0,0,53.57,17.86,0,44.38,44.38,-0,0,0,0,0,0,0,44.13,0,0,0,0,0,0

83,20:30-20:45,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.22,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,17.83,9.85,0,0,53.46,17.83,0,43.58,43.58,-0,0,0,0,0,0,0,44.77,0,0,0,0,0,0

84,20:45-21:00,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.22,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,17.79,9.72,0,0,53.38,17.79,0,42.62,42.63,-0,0,0,0,0,0,0,44.24,0,0,0,0,0,0

85,21:00-21:15,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.22,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,17.53,9.6,0,0,52.59,17.53,0,41.58,41.58,-0,0,0,0,0,0,0,44.12,0,0,0,0,0,0

86,21:15-21:30,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.22,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,17.25,9.44,0,0,51.76,17.25,0,40.63,40.64,-0,0,0,0,0,0,0,44.43,0,0,0,0,0,0

87,21:30-21:45,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.22,115.63,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,16.98,9.32,0,0,50.91,16.98,0,39.62,39.62,-0,0,0,0,0,0,0,44.29,0,0,0,0,0,0

88,21:45-22:00,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.22,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,16.72,9.2,0,0,50.18,16.72,0,38.7,38.71,-0,0,0,0,0,0,0,44.72,0,0,0,0,0,0

89,22:00-22:15,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.22,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,13.96,9.73,0,0,41.85,13.96,0,37.48,37.48,-0,0,0,0,0,0,0,44.36,0,0,0,0,0,0

90,22:15-22:30,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,23.22,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,13.46,9.79,0,0,40.35,13.46,0,36.27,36.27,-0,0,0,0,0,0,0,44.31,0,0,0,0,0,0

91,22:30-22:45,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,13,9.68,0,0,38.98,13,0,35.07,35.06,-0,0,0,0,0,0,0,44.53,0,0,0,0,0,0

92,22:45-23:00,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,12.54,9.51,0,0,37.62,12.54,0,33.79,33.79,-0,0,0,0,0,0,0,44.39,0,0,0,0,0,0

93,23:00-23:15,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,12.77,9.55,0,0,38.29,12.77,0,33.28,33.27,-0,0,0,0,0,0,0,44.43,0,0,0,0,0,0

94,23:15-23:30,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,13.02,9.67,0,0,39.04,13.02,0,33.04,33.03,-0,0,0,0,0,0,0,44.98,0,0,0,0,0,0

95,23:30-23:45,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,13.27,9.83,0,0,39.81,13.27,0,32.93,32.92,-0,0,0,0,0,0,0,44.66,0,0,0,0,0,0

96,23:45-24:00,0,36.86,258.06,85.95,14.6,0,20.48,0,0,20.48,8.53,24.23,64.29,12.67,20.48,0,0,271.04,12.29,0,20.48,0,28.98,0,100.4,28.67,0,0,0,0,0,13.5,10,0,0,40.52,13.5,0,32.85,32.84,-0,0,0,0,0,0,0,44.69,0,0,0,0,0,0

