Column1,Time,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/WR/2024/11/01/4200,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2024/10/15/7089,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5428,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/4503,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/1868,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/5474,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/9061,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/5444
78,19:15-19:30,0,7.2,0,0,12.98,0,20,0,6.66,0,0,6.66,0,0,12.98,0,0,0,6.67,271.33,3.24,50,2.03,150,0,65.83,0,28.79,0,9.6,30.78,236.06,32,9.6,0,3.48,85.48,0,99.97,28.79,3.67,0,19.19,28.79

79,19:30-19:45,0,7.2,0,0,13.63,0,20,0,6.73,0,0,6.66,0,0,13.63,0,0,0,6.67,271.33,3.24,50,2.03,150,0,65.83,0,28.79,0,9.6,30.78,236.06,32,9.6,0,3.48,85.48,0,99.97,28.79,3.67,0,19.19,28.79

80,19:45-20:00,0,7.2,0,0,13.3,0,20,0,6.9,0,0,6.66,0,0,13.3,0,0,0,6.67,271.33,3.24,50,2.03,150,0,65.83,0,28.79,0,9.6,30.78,236.06,32,9.6,0,3.48,85.48,0,99.97,28.79,3.67,0,19.19,28.79

81,20:00-20:15,0,7.2,0,0,21.66,0,27.49,0,10,0,0,9.17,0,0,21.67,0,0,0,9.17,271.33,3.24,50,1.99,200,0,65.83,0,26.17,0,8.72,30.78,236.06,0,8.72,0,3.48,85.48,0,99.97,26.17,3.44,0,17.45,26.17

82,20:15-20:30,0,7.2,0,0,20.66,0,28.01,0,9.67,0,0,9.33,0,0,20.67,0,0,0,9.33,271.33,3.24,50,1.99,200,0,65.83,0,26.17,0,8.72,30.78,236.06,0,8.72,0,3.48,85.48,0,99.97,26.17,3.44,0,17.45,26.17

83,20:30-20:45,0,7.2,0,0,20.34,0,28.01,0,9.33,0,0,9.33,0,0,20.33,0,0,0,9.33,271.33,3.24,50,1.99,200,0,65.83,0,26.17,0,8.72,30.78,187.48,18.98,8.72,18.98,3.48,85.48,0,99.97,26.17,3.44,0,17.45,26.17

84,20:45-21:00,0,7.2,0,0,20,0,28.5,0,9,0,0,9.5,0,0,20,0,0,0,9.5,271.33,3.24,50,1.99,200,0,65.83,0,26.17,0,8.72,30.28,187.48,18.98,8.72,18.98,3.48,85.48,0,99.97,26.17,3.44,0,17.45,26.17

85,21:00-21:15,0,7,0,0,21.66,0,28.5,0,8.67,0,0,9.5,0,0,21.67,0,0,0,9.5,271.33,2.86,50,1.99,200,0,69.96,0,26.17,0,8.72,30.28,187.48,18.98,8.72,18.98,3.57,85.48,0,99.97,26.17,3.28,0,17.45,26.17

86,21:15-21:30,0,7,0,0,21,0,28.5,0,8.33,0,0,9.5,0,0,21,0,0,0,9.5,271.33,2.86,50,1.99,200,0,69.96,0,26.17,0,8.72,30.28,187.48,18.98,8.72,18.98,3.57,85.48,0,99.97,26.17,3.28,0,17.45,26.17

87,21:30-21:45,0,7,0,0,20,0,22.5,0,6.67,0,0,7.5,0,0,20,0,0,0,7.5,271.33,2.86,50,1.99,200,0,65.83,0,26.17,0,8.72,30.28,187.48,18.98,8.72,18.98,3.57,85.48,0,99.97,26.17,3.28,0,17.45,26.17

88,21:45-22:00,0,7,0,0,19.34,0,22.5,0,6.67,0,0,7.5,0,0,19.33,0,0,0,7.5,271.33,2.86,50,1.99,200,0,65.83,0,26.17,0,8.72,30.28,187.48,18.98,8.72,18.98,3.57,85.48,0,99.97,26.17,3.28,0,17.45,26.17

89,22:00-22:15,0,7,0,0,18.66,0,22.5,0,6.67,0,0,7.5,0,0,18.67,0,0,0,7.5,271.33,2.62,50,1.99,200,0,65.83,87.2,26.17,0,8.72,30.28,187.48,18.98,8.72,18.98,3.57,85.48,261.61,99.97,26.17,3.13,0,17.45,26.17

90,22:15-22:30,0,7,0,0,18.34,0,22.5,0,6.67,0,0,7.5,0,0,18.33,0,0,0,7.5,271.33,2.62,50,1.99,200,0,65.83,87.2,26.17,0,8.72,29.78,187.48,18.98,8.72,18.98,3.57,85.48,261.61,99.97,26.17,3.13,0,17.45,26.17

91,22:30-22:45,0,7,0,0,18.34,0,22.5,0,6.67,0,0,7.5,0,0,18.33,0,0,0,7.5,271.33,2.62,50,1.99,200,0,65.83,87.2,26.17,0,8.72,29.28,187.48,18.98,8.72,18.98,3.57,85.48,261.61,99.97,26.17,3.13,0,17.45,26.17

92,22:45-23:00,0,7,0,0,18.34,0,22.5,0,6.67,0,0,7.5,0,0,18.33,0,0,0,7.5,271.33,2.62,50,1.99,200,0,65.83,87.2,26.17,0,8.72,29.28,187.48,18.98,8.72,18.98,3.57,67.68,261.61,99.97,26.17,3.13,0,17.45,26.17

93,23:00-23:15,0,7,0,0,18.34,0,22.5,0,6.67,0,0,7.5,0,0,18.33,0,0,0,7.5,271.33,2.47,50,1.99,200,0,65.83,87.2,26.17,0,8.72,28.77,187.48,18.98,8.72,18.98,3.48,67.68,261.61,99.97,26.17,2.97,0,17.45,26.17

94,23:15-23:30,0,7,0,0,18.34,0,22.5,0,6.67,0,0,7.5,0,0,18.33,0,0,0,7.5,271.33,2.47,50,1.99,200,0,65.83,87.2,26.17,0,8.72,28.77,187.48,18.98,8.72,18.98,3.48,67.68,261.61,99.97,26.17,2.97,0,17.45,26.17

95,23:30-23:45,0,7,0,0,18.34,0,22.5,0,6.67,0,0,7.5,0,0,18.33,0,0,0,7.5,271.33,2.47,50,1.99,200,0,65.83,87.2,26.17,0,8.72,28.77,187.48,18.98,8.72,18.98,3.48,67.68,261.61,99.97,26.17,2.97,0,17.45,26.17

96,23:45-24:00,0,7,0,0,18.34,0,22.5,0,6.67,0,0,7.5,0,0,18.33,0,0,0,7.5,271.33,2.47,50,1.99,200,0,65.83,87.2,26.17,0,8.72,28.77,187.48,18.98,8.72,18.98,3.48,67.68,261.61,99.97,26.17,2.97,0,17.45,26.17

