Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/SR/2025/02/01/7432,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/NR/2025/02/01/2143,NR/30092023/26122029/SH-06,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/4863,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/5886,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,GNA/SR/2025/02/01/6460,GNA/WR/2025/01/01/8625,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06)
81,20:00-20:15,0,96.02,26.99,1.3,0,0,100.02,50,259.8,86.6,1.29,50,150,31.68,26.99,31.68,31.68,8.64,27.76,8.64,271.47,0.62,0.92,75,0,10.2,0,0,0,0,0,0,0,0,0,0,41.66,0,15.67,15.33,15.33,46.01,41.67,0,0

82,20:15-20:30,0,87.55,26.99,1.3,0,0,100.02,50,259.8,86.6,1.29,50,150,31.68,26.99,31.68,31.68,8.64,27.76,8.64,271.47,0.62,0.92,75,0,10,0,0,0,0,0,0,0,0,0,0,45,0,16.67,15.67,15.67,46.99,45,0,0

83,20:30-20:45,0,79.07,26.99,1.3,0,0,100.02,50,259.8,86.6,1.29,50,150,31.68,26.99,31.68,31.68,8.64,26.75,8.64,271.47,0.62,0.92,75,0,9.8,0,0,0,0,0,0,0,0,0,0,48.66,0,17.67,13.83,13.83,41.51,48.67,0,0

84,20:45-21:00,0,70.04,26.99,1.3,0,0,100.02,50,259.8,86.6,1.29,50,150,31.68,26.99,31.68,31.68,8.64,26.75,8.64,271.47,0.62,0.92,75,0,9.6,0,0,0,0,0,0,0,0,0,0,52.34,0,18.33,14.67,14.67,43.99,52.33,0,0

85,21:00-21:15,0,70.04,26.99,1.3,0,0,100.02,50,259.8,76.13,1.29,50,150,31.68,26.99,31.68,31.68,8.64,26.75,8.64,271.47,0.62,0.92,75,0,9.2,0,0,0,0,0,0,0,0,0,0,50.34,0,19,20.83,20.83,62.51,50.33,0,0

86,21:15-21:30,0,70.04,26.99,1.3,0,0,100.02,50,259.8,76.13,1.29,50,150,31.68,26.99,31.68,31.68,8.64,26.75,8.64,271.47,0.62,0.92,75,0,9,0,0,0,0,0,0,0,0,0,0,51.66,0,18.67,21,21,63,51.67,0,0

87,21:30-21:45,0,70.04,26.99,1.3,0,0,100.02,50,228.42,63.96,1.29,50,150,31.68,26.99,31.68,31.68,8.64,26.75,8.64,271.47,0.62,0.92,75,0,8.6,0,0,0,0,0,0,0,0,0,0,52,0,19,21.33,21.33,64.01,52,0,0

88,21:45-22:00,0,70.04,26.99,1.3,0,0,100.02,50,228.42,63.96,1.29,50,150,31.68,26.99,31.68,31.68,8.64,26.75,8.64,271.47,0.62,0.92,75,0,8,0,0,0,0,0,0,0,0,0,0,52.34,0,19.33,21.67,21.67,64.99,52.33,0,0

89,22:00-22:15,0,70.04,26.99,1.25,0,0,100.02,50,194.16,63.96,1.29,50,150,31.68,26.99,31.68,31.68,8.64,26.75,8.64,271.47,0.62,0.92,75,0,12.01,0,0,0,0,0,0,0,0,0,0,60,0,20.67,22.17,22.17,66.49,60,0,0

90,22:15-22:30,0,70.04,26.99,1.25,0,0,100.02,50,194.16,63.96,1.29,50,150,31.68,26.99,31.68,31.68,8.64,26.75,8.64,271.47,0.62,0.92,75,0,11.61,0,0,0,0,0,0,0,0,0,0,61.66,0,21.33,22.5,22.5,67.5,61.67,0,0

91,22:30-22:45,0,70.04,26.99,1.25,0,0,100.02,50,194.16,63.96,1.29,50,150,31.68,26.99,31.68,31.68,8.64,26.75,8.64,271.47,0.62,0,75,0,10.8,0,0,0,0,0,0,0,0,0,0,63.34,0,22,22.17,22.17,66.49,63.33,0,0

92,22:45-23:00,0,70.04,26.99,1.25,0,0,65.65,50,194.16,63.96,1.29,50,150,31.68,26.99,31.68,31.68,8.64,26.75,8.64,271.47,0.62,0,75,0,10.2,0,0,0,0,0,0,0,0,0,0,65,0,22,22.5,22.5,67.5,65,0,0

93,23:00-23:15,0,70.04,26.99,1.25,0,0,52.81,50,163.22,59.36,1.29,50,150,25.92,26.99,25.92,25.92,8.64,26.24,8.64,271.47,0.62,0.92,75,0,9.6,0,0,0,0,0,0,0,0,0,0,53.34,0,22.33,22.67,22.67,67.99,53.33,0,0

94,23:15-23:30,0,70.04,26.99,1.25,0,0,52.81,50,134.41,59.36,1.29,50,150,25.92,26.99,25.92,25.92,8.64,25.74,8.64,230.42,0.62,0.92,75,0,9,0,0,0,0,0,0,0,0,0,0,53.34,0,22.67,23,23,69,53.33,0,0

95,23:30-23:45,0,70.04,26.99,1.25,0,0,52.81,50,134.41,59.36,1.29,50,150,25.92,26.99,25.92,25.92,8.64,25.74,8.64,230.42,0.62,0.92,75,0,8.6,0,0,0,0,0,0,0,0,0,0,53.34,0,22.67,23.33,23.33,70.01,53.33,0,0

96,23:45-24:00,0,70.04,26.99,1.25,0,0,52.81,50,134.41,59.36,1.29,50,150,25.92,26.99,25.92,25.92,8.64,25.74,8.64,271.47,0.62,0.92,75,0,8,0,0,0,0,0,0,0,0,0,0,53.34,0,22.67,23.67,23.67,70.99,53.33,0,0

