Column1,Time,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/07/16/7255,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,GNA/SR/2025/07/16/9521,GNA/NR/2025/07/01/2952,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/1192,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8139,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/8128,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2025/07/16/5917,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/2997,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/3109,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/8154,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024
71,17:30-17:45,35.33,11.73,8,13,43.02,0,17.51,22.17,15.62,58.67,18,33,15,7,66.49,43,43,33,22.17,0,163.44,3.92,3.92,0,8.51,-0,0,26.97,0,100.16,134.84,86.72,5.89,43.7,12.64,7.46,26.97,81.72,270.39,70.11,3.04,15.24,0,19.23,130.08,20.74,27.25,17.48

72,17:45-18:00,27.62,9.78,7,13,43.02,0,15.62,22.5,14.54,48.91,14,25.1,12,6,67.5,43,43,25.87,22.5,0,163.44,2.54,2.54,0,8.51,-0,0,26.97,0,100.16,134.84,86.72,5.89,43.7,12.64,7.46,26.97,81.72,270.39,70.11,1.96,15.24,0,19.23,130.08,20.74,26.75,17.48

73,18:00-18:15,21.88,7.91,5,12,43.02,0,9.78,22.83,19.59,39.53,8,0,10,5,68.51,43,43,0,22.83,0,163.44,1.94,1.94,35,8.51,-0,0,29,0,100.16,134.84,86.72,5.89,43.7,12.64,7.92,26.73,81.72,270.39,70.11,1.5,0,0,0,130.08,20.74,26.75,12.7

74,18:15-18:30,16.14,6.41,3,6,43.02,0,6.25,23.33,18.82,32.05,5,0,5,3,70.01,43,43,0,23.33,0,163.44,1.43,1.43,35,8.51,-0,0,29,0,100.16,134.84,86.72,5.89,43.7,12.64,7.92,26.73,81.72,270.39,70.11,1.1,0,0,0,130.08,20.74,26.75,12.7

75,18:30-18:45,12.37,4.8,1,3,43.02,0,3.02,25.67,20.3,23.97,2,0,3,1,76.99,43,43,0,25.67,0,163.44,0,0,35,8.51,-0,0,29,0,100.16,134.84,86.72,5.89,43.7,12.64,7.92,26.73,81.72,270.39,70.11,0,0,0,0,130.08,20.74,27.25,12.7

76,18:45-19:00,4.25,3.32,1,2,43.02,0,1.01,26.03,19.59,16.58,1,0,1,0,78.11,43,43,0,26.03,0,163.44,0,0,35,8.51,-0,0,29,0,100.16,134.84,86.72,5.89,43.7,12.64,7.92,26.73,81.72,270.39,115.33,0,0,0,0,130.08,20.74,27.76,12.7

77,19:00-19:15,2.9,2.14,0,1,43.02,0,0,26.03,18.03,10.72,0,0,0,0,78.11,39.66,39.67,0,26.03,0,163.44,0,0,35,8.51,-0,0,29,0,100.16,134.84,86.72,5.89,43.7,12.64,7.92,29,81.72,270.39,115.33,0,0,0,0,130.08,20.74,28.77,12.7

78,19:15-19:30,2.01,1.12,0,0,43.02,0,0,24.38,17.08,5.59,0,0,0,0,73.16,39.66,39.67,0,24.38,0,163.44,0,0,35,8.51,-0,0,29,0,100.16,134.84,86.72,5.89,43.7,12.64,7.92,29,81.72,270.39,115.33,0,0,0,0,130.08,20.74,28.77,12.7

79,19:30-19:45,0.96,0.37,0,0,43.02,0,0,16.67,16.16,1.87,0,0,0,0,49.99,39.66,39.67,0,16.67,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,5.01,43.7,12.64,7.92,29,81.72,270.39,115.33,0,0,0,0,130.08,20.74,28.77,12.7

80,19:45-20:00,0.07,0.05,0,0,43.02,0,0,16.5,15.21,0.26,0,0,0,0,49.5,39.66,39.67,0,16.5,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,4.71,43.7,12.64,7.92,29,81.72,270.39,115.33,0,0,0,0,130.08,20.74,27.25,12.7

81,20:00-20:15,0.01,0,0,0,43.02,0,0,16.33,14.15,0.01,0,0,0,0,49.01,39.66,39.67,0,16.33,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,4.71,43.7,12.64,7.92,29,81.72,270.39,115.33,0,0,0,0,130.08,20.74,27.25,12.7

82,20:15-20:30,0,0,0,0,43.02,0,0,16.17,13.03,0.01,0,0,0,0,48.49,39.66,39.67,0,16.17,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,4.71,43.7,12.64,7.92,29,81.72,270.39,115.33,0,0,0,0,130.08,20.74,27.25,12.7

83,20:30-20:45,0,0,0,0,43.02,0,0,16.17,11.86,0,0,0,0,0,48.49,35.7,35.7,0,16.17,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,4.71,43.7,12.64,7.92,29,81.72,270.39,115.33,0,0,0,0,130.08,20.74,27.25,12.7

84,20:45-21:00,0,0,0,0,43.02,0,0,15.84,10.74,0,0,0,0,0,47.53,35.7,35.7,0,15.84,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,4.71,43.7,12.64,7.92,29,81.72,270.39,115.33,0,0,0,0,130.08,20.74,27.25,12.7

85,21:00-21:15,0,0,0,0,43.02,0,0,15.79,9.87,0,0,0,0,0,47.35,28.34,28.33,0,15.79,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,4.71,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,26.24,12.7

86,21:15-21:30,0,0,0,0,43.02,0,0,15.77,9.15,0,0,0,0,0,47.32,27.66,27.67,0,15.77,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,4.71,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,26.24,12.7

87,21:30-21:45,0,0,0,0,43.02,0,0,15.79,8.51,0,0,0,0,0,47.35,27,27,0,15.79,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,4.02,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,27.25,12.7

88,21:45-22:00,0,0,0,0,43.02,0,0,15.61,8.48,0,0,0,0,0,46.83,26.34,26.33,0,15.61,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,3.24,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,27.25,12.7

89,22:00-22:15,0,0,0,0,42.82,0,0,12.49,8.61,0,0,0,0,0,37.45,20,20,0,12.49,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,3.24,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,26.24,17.57

90,22:15-22:30,0,0,0,0,42.62,0,0,12.47,8.8,0,0,0,0,0,37.43,19.34,19.33,0,12.47,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,3.24,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,26.24,17.57

91,22:30-22:45,0,0,0,0,38.02,0,0,12.49,9.03,0,0,0,0,0,37.49,18.66,18.67,0,12.49,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,3.24,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,27.25,17.57

92,22:45-23:00,0,0,0,0,37.02,0,0,12.42,9.27,0,0,0,0,0,37.27,18.34,18.33,0,12.42,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,3.24,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,27.25,17.57

93,23:00-23:15,0,0,0,0,36.01,0,0,12.54,9.54,0,0,0,0,0,37.62,18.34,18.33,0,12.54,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,3.24,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,26.24,17.3

94,23:15-23:30,0,0,0,0,34.01,0,0,13.13,9.79,0,0,0,0,0,39.4,18.34,18.33,0,13.13,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,3.24,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,26.24,17.3

95,23:30-23:45,0,0,0,0,33.01,0,0,13.61,10.03,0,0,0,0,0,40.82,19,19,0,13.61,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,3.24,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,26.24,17.3

96,23:45-24:00,0,0,0,0,32.01,0,0,14.37,10.32,0,0,0,0,0,43.11,19,19,0,14.37,0,163.44,0,0,35,8.51,-0,0,29,10.73,100.16,134.84,86.72,3.24,43.7,12.64,7.46,29,81.72,270.39,115.33,0,0,10.47,0,130.08,20.74,26.24,17.3

