Column1,Time,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2024/10/01/9072,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/16/2350,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/8106,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/9582,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/16/4393,GNA/NR/2024/10/01/6101,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/WR/2024/10/15/7089
85,21:00-21:15,0,10.8,0,13.66,0,0,26.33,12.5,0,0,0,0,0,12.5,35,37.5,35,0,0,0,96.56,4.34,0,3.26,0,254.46,31.5,26.33,12.42,66.23,29.77,0,31.5,2.46,273,0,0,26.33,3.69,87.09,0,200

86,21:15-21:30,0,11.81,0,14,0,0,26.33,12.5,0,0,0,0,0,12.5,35.67,37.5,35.67,0,0,0,96.56,4.34,0,3.26,0,262.13,31.5,26.33,12.42,66.23,29.77,0,31.5,2.46,273,0,0,26.33,3.69,87.09,0,200

87,21:30-21:45,0,12.21,0,14.34,0,0,26.33,12.5,0,0,0,0,0,12.5,37,37.5,37,0,0,0,96.56,4.34,0,3.11,0,262.13,32,26.33,12.42,66.23,29.77,0,0,2.46,273,0,0,26.33,3.69,87.09,0,200

88,21:45-22:00,0,12.41,0,15.34,0,0,26.33,12.33,0,0,0,0,0,12.34,38,37,38,0,0,0,96.56,4.34,0,3.11,0,262.13,32,26.33,12.42,66.23,29.26,0,0,2.46,273,0,0,26.33,3.69,87.09,0,200

89,22:00-22:15,0,12.81,0,12,0,0,26.33,12.33,0,0,0,0,0,12.34,37.33,37,37.33,0,0,0,96.56,4.34,47.56,3.11,0,213.86,0,26.33,12.42,66.23,29.26,12.42,0,2.46,231.72,0,142.69,26.33,3.46,68.1,0,200

90,22:15-22:30,0,13.01,0,11.66,0,0,26.33,12.17,0,0,0,0,0,12.16,35.67,36.5,35.67,0,0,0,96.56,4.34,47.56,3.11,0,206.18,0,26.33,12.42,66.23,29.26,12.42,0,2.46,273,0,142.69,26.33,3.46,68.1,0,200

91,22:30-22:45,0,24.81,0,11.66,0,0,26.33,11.83,0,0,0,0,0,11.84,34.67,35.5,34.67,0,0,0,96.56,4.34,47.56,3.11,0,206.18,0,26.33,12.42,66.23,29.26,12.42,0,2.46,273,0,142.69,26.33,3.46,68.1,0,200

92,22:45-23:00,0,24.01,0,11.66,0,0,26.33,11.67,0,0,0,0,0,11.66,33.67,35,33.67,0,0,0,96.56,4.34,47.56,3.11,0,206.18,0,26.33,12.42,66.23,29.26,12.42,0,2.46,273,0,142.69,26.33,3.46,68.1,0,200

93,23:00-23:15,0,25.01,0,11.66,0,0,26.33,11.33,0,0,0,0,0,11.34,33,34,33,0,0,0,96.56,4.34,47.56,2.95,0,206.18,0,26.33,12.42,70.39,29.26,12.42,0,2.46,273,0,142.69,26.33,3.22,68.1,0,200

94,23:15-23:30,0,24.01,0,11.66,0,0,26.33,11.33,0,0,0,0,0,11.34,32.33,34,32.33,0,0,0,96.56,4.34,47.56,2.95,0,206.18,0,26.33,12.42,70.39,29.26,12.42,0,2.46,273,0,142.69,26.33,3.22,68.1,0,200

95,23:30-23:45,0,23.01,0,11.66,0,0,26.33,11.17,0,0,0,0,0,11.16,33,33.5,33,0,0,0,96.56,4.34,47.56,2.95,0,206.18,0,26.33,12.42,70.39,29.26,12.42,0,2.46,273,0,142.69,26.33,3.22,68.1,0,200

96,23:45-24:00,0,22.01,0,11.66,0,0,26.33,11.17,0,0,0,0,0,11.16,31.33,33.5,31.33,0,0,0,96.56,4.34,47.56,2.95,0,206.18,0,26.33,12.42,70.39,29.26,12.42,0,2.46,273,0,142.69,26.33,3.22,68.1,0,200

