Column1,Time,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/04/01/4565,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/1333,NR/01102023/30042040/GNA_LT_36,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/7960,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/6490,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/7459,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/5285,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,GNARE/NR/2024/12/20/3668
68,16:45-17:00,88,48,21,16.83,40,48,50.54,50.51,14,19,37,32.84,16.83,43,127.64,48.1,81.76,230.86,2.89,6.03,0,4.81,25.97,50,1.92,9.62,30.78,70.14,2.89,9.62,3.37,5.43,2.25,2.24,7.8,63.12,7.8,9.62,29.5,6.47,2.89,29.5,189.72,2.45,6.4,25.53,32.83,32.83,55.76

69,17:00-17:15,70,48.67,19,17,33,48.67,40.81,51,15,16,30,32,17,38,109.01,48.1,100.21,271.98,2.89,4.46,0,4.81,25.97,50,1.92,9.62,29.77,70.14,2.89,9.62,3.37,5.62,2.25,2.33,5.77,63.12,5.77,9.62,29.5,6.47,2.89,29.5,189.72,2.61,10.6,21.8,33,33,47.74

70,17:15-17:30,53,50,12,17.17,27,50,31.5,51.49,16.34,12,22,16,17.17,24,87.78,48.1,100.21,271.98,2.89,3.34,0,4.81,25.97,50,1.92,9.62,30.28,70.14,2.89,9.62,3.37,5.62,2.25,2.33,4.32,63.12,4.32,9.62,29.5,6.47,2.89,29.5,189.72,2.61,10.4,17.56,27.77,33,40.87

71,17:30-17:45,35,50.33,7,22.5,20,50.33,23.21,67.5,22.66,9,15,7,22.5,15,67.6,48.1,100.21,271.98,2.89,2.65,0,4.81,25.97,50,1.92,9.62,29.77,66,2.89,9.62,3.09,5.62,2.25,2.33,3.42,86.76,3.42,9.62,29.5,6.47,2.89,29.5,260.29,2.61,10,13.52,15.62,21.25,32.46

72,17:45-18:00,18,52,4,22.83,13,52,11.27,68.51,23.34,7,7,1,22.83,9,48.29,48.1,100.21,271.98,2.89,1.81,0,4.81,25.97,50,1.92,9.62,30.27,66,2.89,9.62,3.43,5.62,2.25,2.33,2.36,86.76,2.36,9.62,29.5,6.47,2.89,29.5,260.29,2.61,9.6,9.66,6.73,11.7,23.18

73,18:00-18:15,7,54.67,2,26.67,8,54.67,6.32,79.99,26.66,5,3,0,26.67,5,31.73,48.1,100.21,271.98,2.89,1.13,0,4.81,36.55,50,1.92,9.62,30.27,66,2.89,9.62,3.08,5.8,2.33,2.33,1.46,86.76,1.46,9.62,25.98,0,2.89,30.5,260.29,2.61,9,6.35,0,0,15.96

74,18:15-18:30,4,57.33,1,27.5,5,57.33,3,82.5,26.34,3,1,0,27.5,2,18.55,48.1,100.21,271.98,2.89,0.6,0,4.81,36.55,50,1.92,9.62,30.27,74.48,2.89,9.62,2.74,5.8,2.33,2.33,0.78,86.76,0.78,9.62,25.98,0,2.89,30.5,260.29,2.61,8,3.71,0,0,9.91

75,18:30-18:45,1,47.33,0,25,2,47.33,0.7,75,26,3,0,0,25,1,9.2,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,30.78,82.96,2.89,9.62,2.4,5.8,2.33,2.33,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,2.76,7,1.84,0,0,5.37

76,18:45-19:00,0,48.33,0,25.5,1,48.33,0,76.5,25.34,1,0,0,25.5,0,2.77,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,29.77,115.01,2.89,9.62,2.06,5.8,2.33,2.33,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,2.76,7,0.55,0,0,2.68

77,19:00-19:15,0,49.33,0,22.5,0,49.33,0,67.5,25,0,0,0,22.5,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,29.26,115.01,2.89,9.62,1.71,5.98,2.4,2.24,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,2.76,7,0,0,0,0

78,19:15-19:30,0,50,0,22.83,0,50,0,68.51,25,0,0,0,22.83,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,29.26,115.01,2.89,9.62,1.02,5.98,2.4,2.24,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,2.76,7,0,0,0,0

79,19:30-19:45,0,42.33,0,20,0,42.33,0,60,23.34,0,0,0,20,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,29.26,115.01,2.89,9.62,0,5.98,2.4,2.24,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,2.76,6,0,0,0,0

80,19:45-20:00,0,43.33,0,20.17,0,43.33,0,60.49,23.34,0,0,0,20.17,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,29.26,115.01,2.89,9.62,0,5.98,2.4,2.24,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,2.91,5,0,0,0,0

81,20:00-20:15,0,33.33,0,16.67,0,33.33,0,49.99,14.34,0,0,0,16.67,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,30.27,115.01,2.89,9.62,0,6.17,3.11,2.42,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,2.91,5,0,0,0,0

82,20:15-20:30,0,35,0,17.17,0,35,0,51.49,14.34,0,0,0,17.17,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,30.27,115.01,2.89,9.62,0,6.17,3.11,2.42,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,2.91,5,0,0,0,0

83,20:30-20:45,0,41,0,17.5,0,41,0,52.5,14.66,0,0,0,17.5,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,30.27,115.01,2.89,9.62,0,6.17,3.11,2.42,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.22,5,0,0,0,0

84,20:45-21:00,0,41.67,0,17.83,0,41.67,0,53.51,14.66,0,0,0,17.83,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,30.27,115.01,2.89,9.62,0,6.17,3.11,2.42,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.22,5,0,0,0,0

85,21:00-21:15,0,43.33,0,18.33,0,43.33,0,55.01,15,0,0,0,18.33,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,29.77,115.01,2.89,9.62,0,6.35,2.94,2.42,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.22,5,0,0,0,0

86,21:15-21:30,0,45,0,18.83,0,45,0,56.51,15,0,0,0,18.83,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,29.77,115.01,2.89,9.62,0,6.35,2.94,2.42,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.22,5,0,0,0,0

87,21:30-21:45,0,45.67,0,19.33,0,45.67,0,58.01,15.34,0,0,0,19.33,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,29.77,115.01,2.89,9.62,0,6.35,2.94,2.42,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.22,5,0,0,0,0

88,21:45-22:00,0,46.67,0,19.67,0,46.67,0,58.99,15.34,0,0,0,19.67,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,30.28,115.01,2.89,9.62,0,6.35,2.94,2.42,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.22,5,0,0,0,0

89,22:00-22:15,0,47.67,0,20,0,47.67,0,60,15.66,0,0,0,20,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,30.78,115.01,2.89,9.62,0,6.54,3.34,2.33,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.22,5,0,0,0,0

90,22:15-22:30,0,48.33,0,20.5,0,48.33,0,61.5,16,0,0,0,20.5,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,30.78,115.01,2.89,9.62,0,6.54,3.34,2.33,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.22,5,0,0,0,0

91,22:30-22:45,0,56.67,0,23,0,56.67,0,69,16,0,0,0,23,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,31.29,115.01,2.89,9.62,0,6.54,3.34,2.33,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.07,5,0,0,0,0

92,22:45-23:00,0,57.33,0,23.33,0,57.33,0,70.01,16,0,0,0,23.33,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,31.29,115.01,2.89,9.62,0,6.54,3.34,2.33,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.07,5,0,0,0,0

93,23:00-23:15,0,58.33,0,23.33,0,58.33,0,70.01,16,0,0,0,23.33,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,31.29,115.01,2.89,9.62,0,6.54,3.34,2.24,0,86.76,0,9.62,16.16,0,2.89,30.5,260.29,3.07,5,0,0,0,0

94,23:15-23:30,0,58.33,0,23.33,0,58.33,0,70.01,16,0,0,0,23.33,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,31.29,115.01,2.89,9.62,0,6.54,3.34,2.24,0,86.76,0,9.62,16.16,0,2.89,30.5,260.29,3.07,5,0,0,0,0

95,23:30-23:45,0,62,0,26.67,0,62,0,79.99,21.34,0,0,0,26.67,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,31.29,115.01,2.89,9.62,0,6.54,3.34,2.24,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.07,5,0,0,0,0

96,23:45-24:00,0,62.33,0,26.67,0,62.33,0,79.99,22,0,0,0,26.67,0,0,48.1,100.21,271.98,2.89,0,0,4.81,36.55,50,1.92,9.62,31.29,115.01,2.89,9.62,0,6.54,3.34,2.24,0,86.76,0,9.62,30.5,0,2.89,30.5,260.29,3.07,5,0,0,0,0

