Column1,Time,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/6101,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,GNA/NR/2024/10/01/8106,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/10/15/7089,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/01/3642,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/16/2350,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/9582,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/16/4393,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59
83,20:30-20:45,0,0,0,0,10,0,0,0,0,0,22.67,9,0,22.67,261.67,0.48,34.7,34.7,0,30,9.64,0,10,7.4,0,200,3.3,100.41,34.7,4.33,0,85.01,0.48,86.06,9.64,2.41,30.28,272.51,0,0,0,3.1

84,20:45-21:00,0,0,0,0,9.84,0,0,0,0,0,22.67,9.34,0,22.67,261.67,0.48,34.7,34.7,0,29.5,9.64,0,9.83,7.4,0,200,3.3,100.41,34.7,4.33,0,85.01,0.48,86.06,9.64,2.41,30.28,272.51,0,0,0,3.1

85,21:00-21:15,0,0,0,0,9.66,0,0,0,0,0,27.67,9.66,0,27.67,261.67,0.48,34.7,34.7,0,29,9.64,0,9.67,7.4,0,200,3.22,100.41,34.7,4.33,0,85.01,0.48,86.06,9.64,2.41,29.77,272.51,0,0,0,3.41

86,21:15-21:30,0,0,0,0,9.5,0,0,0,0,0,27.33,9.66,0,27.33,261.67,0.48,34.7,34.7,0,28.5,9.64,0,9.5,7.4,0,200,3.22,100.41,34.7,4.33,0,85.01,0.48,86.06,9.64,2.41,29.77,272.51,0,0,0,3.41

87,21:30-21:45,0,0,0,0,9.16,0,0,0,0,0,27,9.34,0,27,261.67,0.48,34.7,34.7,0,27.5,9.64,0,9.17,7.4,0,200,3.68,100.41,34.7,4.33,0,85.01,0.48,86.06,9.64,2.41,29.77,272.51,0,0,0,3.41

88,21:45-22:00,0,0,0,0,9.16,0,0,0,0,0,26.67,9.66,0,26.67,261.67,0.48,34.7,34.7,0,27.5,9.64,0,9.17,7.4,0,200,3.68,100.41,34.7,4.33,0,85.01,0.48,86.06,9.64,2.41,29.77,272.51,0,0,0,3.41

89,22:00-22:15,0,0,0,0,10.84,0,0,0,0,0,29.33,9.66,0,29.33,261.67,0.48,34.7,34.7,0,32.5,9.64,0,10.83,7.4,0,200,3.53,100.41,34.7,4.23,47.56,70.27,0.48,86.06,9.64,2.41,29.77,272.51,0,142.69,0,3.41

90,22:15-22:30,0,0,0,0,10.5,0,0,0,0,0,28.67,10,0,28.67,261.67,0.48,34.7,34.7,0,31.5,9.64,0,10.5,7.4,0,200,3.53,100.41,34.7,4.23,47.56,70.27,0.48,86.06,9.64,2.41,29.77,272.51,0,142.69,0,3.41

91,22:30-22:45,0,0,0,0,13,0,0,0,0,0,32.67,10.34,0,32.67,261.67,0.48,34.7,34.7,0,39,9.64,0,13,7.4,0,200,3.53,100.41,34.7,4.23,47.56,70.27,0.48,86.06,9.64,2.41,29.77,272.51,0,142.69,0,3.41

92,22:45-23:00,0,0,0,0,12.84,0,0,0,0,0,32.33,10.66,0,32.33,261.67,0.48,34.7,34.7,0,38.5,9.64,0,12.83,7.4,0,200,3.53,100.41,34.7,4.23,47.56,70.27,0.48,86.06,9.64,2.41,29.77,272.51,0,142.69,0,3.41

93,23:00-23:15,0,0,0,0,12.66,0,0,0,0,0,38.33,10.66,0,38.33,261.67,0.48,34.7,34.7,0,38,9.64,0,12.67,7.4,0,200,3.37,100.41,34.7,4.23,47.56,70.27,0.48,86.06,9.64,2.41,29.27,272.51,0,142.69,0,2.72

94,23:15-23:30,0,0,0,0,12.5,0,0,0,0,0,38.33,11.34,0,38.33,261.67,0.48,34.7,34.7,0,37.5,9.64,0,12.5,7.4,0,200,3.37,100.41,34.7,4.23,47.56,70.27,0.48,86.06,9.64,2.41,29.27,272.51,0,142.69,0,2.72

95,23:30-23:45,0,0,0,0,12.5,0,0,0,0,0,38.33,11.34,0,38.33,261.67,0.48,34.7,34.7,0,37.5,9.64,0,12.5,7.4,0,200,3.37,100.41,34.7,4.23,47.56,70.27,0.48,86.06,9.64,2.41,29.27,272.51,0,142.69,0,2.72

96,23:45-24:00,0,0,0,0,12.5,0,0,0,0,0,38.33,11.34,0,38.33,261.67,0.48,34.7,34.7,0,37.5,9.64,0,12.5,7.4,0,200,3.37,100.41,34.7,4.23,47.56,70.27,0.48,86.06,9.64,2.41,29.27,272.51,0,142.69,0,2.72

