Time,Block,NR/2024/20141/A/19036,NR/2024/19966/A/19022,NR/2024/20109/A/19460,NR/2024/20142/A/19037,NR/2024/20041/A/19402,NR/2024/20300/C,NR/2024/20031/A/19344,NR/2024/20289/C,NR/2024/20040/A/19331,NR/2024/19432/A/19349,NR/2024/19475/A/19286,NR/2024/20090/A/19105,NR/2024/19779/A/18943,NR/2024/19918/A/19333,NR/2024/20082/A/19332,NR/2024/20302/C,NR/2024/20052/A/18846,NR/2024/20288/C,NR/2024/19355/A/19461,NR/2024/20033/A/19345,NR/2024/20282/C,NR/2024/20144/A/19038,NR/2024/20130/A/18954,NR/2024/19588/A/19031,NR/2024/20295/C,NR/2024/20305/C,NR/2024/20034/A/19343,NR/2024/19683/A/19133,NR/2024/20048/A/19401,NR/2024/20292/C,NR/2024/19637/A/19014,NR/2024/19760/A/18990,NR/2024/19699/A/19347,NR/2024/20280/C,NR/2024/20050/A/19400,NR/2024/20281/C,NR/2024/20037/A/18985,Total
59,14:30-14:45,0.350000,38.630000,183.500000,0.520000,48.290000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.970000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,57.950000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,24.140000,48.290000,48.290000,7.24,0.000000,111.360000,72.440000,1183.44

60,14:45-15:00,0.350000,38.630000,183.500000,0.520000,48.290000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.970000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,57.950000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,24.140000,48.290000,48.290000,7.05,0.000000,111.360000,72.440000,1183.25

61,15:00-15:15,0.350000,38.630000,183.500000,0.520000,48.290000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.970000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,57.950000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,24.140000,48.290000,48.290000,6.57,0.000000,111.360000,72.440000,1182.77

62,15:15-15:30,0.350000,38.630000,183.500000,0.520000,48.290000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.970000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,57.950000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,24.140000,48.290000,48.290000,6.04,0.000000,111.360000,72.440000,1182.24

63,15:30-15:45,0.350000,38.630000,183.500000,0.520000,48.290000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.970000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,57.950000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,24.140000,48.290000,48.290000,5.31,0.000000,111.360000,72.440000,1181.51

64,15:45-16:00,0.350000,38.630000,183.500000,0.520000,48.290000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.970000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,57.950000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,24.140000,48.290000,48.290000,4.64,0.000000,111.360000,72.440000,1180.84

65,16:00-16:15,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,57.950000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,3.28,0.000000,111.360000,72.440000,1019.98

66,16:15-16:30,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,57.950000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,2.9,0.000000,111.360000,72.440000,1019.6

67,16:30-16:45,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,57.950000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,2.15,0.000000,111.360000,72.440000,1018.85

68,16:45-17:00,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,57.950000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,1.43,0.000000,111.360000,72.440000,1018.13

69,17:00-17:15,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,38.630000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,1.28,0.000000,111.360000,72.440000,998.66

70,17:15-17:30,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,38.630000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0.66,0.000000,111.360000,72.440000,998.04

71,17:30-17:45,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,38.630000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0.52,0.000000,111.360000,72.440000,997.9

72,17:45-18:00,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,38.630000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0.41,0.000000,111.360000,72.440000,997.79

73,18:00-18:15,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,26.080000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0.22,0.000000,167.080000,72.440000,1040.77

74,18:15-18:30,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,26.080000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0.1,0.000000,167.080000,72.440000,1040.65

75,18:30-18:45,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,26.080000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1040.55

76,18:45-19:00,0.350000,0.000000,183.500000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,0.000000,13.520000,0.000000,96.580000,14.630000,26.080000,0.880000,0.480000,66.820000,0.000000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1040.55

77,19:00-19:15,0.350000,0.000000,241.450000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,137.140000,13.520000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1339.94

78,19:15-19:30,0.350000,0.000000,241.450000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,120.720000,13.520000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1323.52

79,19:30-19:45,0.350000,0.000000,241.450000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,139.080000,13.520000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1341.88

80,19:45-20:00,0.350000,0.000000,241.450000,0.520000,0.000000,0.000000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,141.010000,13.520000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1343.81

81,20:00-20:15,0.350000,0.000000,241.450000,0.520000,0.000000,68.570000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,132.310000,8.690000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1398.85

82,20:15-20:30,0.350000,0.000000,241.450000,0.520000,0.000000,68.570000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,141.970000,8.690000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1408.51

83,20:30-20:45,0.350000,0.000000,241.450000,0.520000,0.000000,68.570000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,146.800000,8.690000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1413.34

84,20:45-21:00,0.350000,0.000000,241.450000,0.520000,0.000000,68.570000,43.900000,0.000000,14.490000,24.140000,193.160000,1.930000,0.820000,13.520000,11.590000,151.630000,8.690000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1418.17

85,21:00-21:15,0.350000,0.000000,241.450000,0.520000,0.000000,68.570000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.770000,13.520000,11.590000,156.460000,8.690000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1450.19

86,21:15-21:30,0.350000,0.000000,241.450000,0.520000,0.000000,68.570000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.770000,13.520000,11.590000,161.290000,8.690000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1455.02

87,21:30-21:45,0.350000,0.000000,241.450000,0.520000,0.000000,68.570000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.770000,13.520000,11.590000,163.220000,8.690000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1456.95

88,21:45-22:00,0.350000,0.000000,241.450000,0.520000,0.000000,68.570000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.770000,13.520000,11.590000,168.050000,8.690000,0.000000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,0.000000,0.000000,0.000000,0.000000,48.290000,0,0.000000,167.080000,72.440000,1461.78

89,22:00-22:15,0.350000,0.000000,241.450000,0.520000,0.000000,60.850000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.720000,13.520000,11.590000,147.770000,8.690000,96.580000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,54.330000,48.290000,0.000000,0.000000,48.290000,0,162.980000,111.360000,72.440000,1740.19

90,22:15-22:30,0.350000,0.000000,241.450000,0.520000,0.000000,60.850000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.720000,13.520000,11.590000,148.730000,8.690000,96.580000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,54.330000,48.290000,0.000000,0.000000,48.290000,0,162.980000,111.360000,72.440000,1741.15

91,22:30-22:45,0.350000,0.000000,241.450000,0.520000,0.000000,60.850000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.720000,13.520000,11.590000,146.800000,8.690000,96.580000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,54.330000,48.290000,0.000000,0.000000,48.290000,0,162.980000,111.360000,72.440000,1739.22

92,22:45-23:00,0.350000,0.000000,241.450000,0.520000,0.000000,60.850000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.720000,13.520000,11.590000,154.530000,8.690000,96.580000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,0.000000,43.900000,1.930000,54.330000,48.290000,0.000000,0.000000,48.290000,0,162.980000,111.360000,72.440000,1746.95

93,23:00-23:15,0.350000,0.000000,241.450000,0.520000,0.000000,60.850000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.630000,13.520000,11.590000,168.050000,8.690000,96.580000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,193.160000,43.900000,1.930000,54.330000,48.290000,0.000000,0.000000,48.290000,0,162.980000,111.360000,72.440000,1953.54

94,23:15-23:30,0.350000,0.000000,241.450000,0.520000,0.000000,60.850000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.630000,13.520000,11.590000,173.840000,8.690000,96.580000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,193.160000,43.900000,1.930000,54.330000,48.290000,0.000000,0.000000,48.290000,0,162.980000,111.360000,72.440000,1959.33

95,23:30-23:45,0.350000,0.000000,241.450000,0.520000,0.000000,60.850000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.630000,13.520000,11.590000,184.470000,8.690000,96.580000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,193.160000,43.900000,1.930000,54.330000,48.290000,0.000000,0.000000,48.290000,0,162.980000,111.360000,72.440000,1969.96

96,23:45-24:00,0.350000,0.000000,241.450000,0.520000,0.000000,60.850000,43.900000,27.240000,14.490000,24.140000,193.160000,1.930000,0.630000,13.520000,11.590000,211.510000,8.690000,96.580000,96.580000,14.630000,0.000000,0.880000,0.480000,66.820000,130.380000,193.160000,43.900000,1.930000,54.330000,48.290000,0.000000,0.000000,48.290000,0,162.980000,111.360000,72.440000,1997

