Block,Time Block,DULHASTI,FSTPP I & II,JHAJJAR,DHAULIGNGA,DADRT2,CHAMERA3,RAPPB,RAPPC,RIHAND1,RAPPD,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KKNP,KISHANGANGA,SINGRAULI_HYDRO,SINGRAULI,DADRI_CRF,ANTA_RF,ANTA_CRF,AURY_LF,AURY_GF,AURY_RF,ANTA_LF,ANTA_GF,AURY_CRF,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,TelanganaSTPP,URI2,UNCHAHAR3,UNCHAHAR2,URI,TEHRIPSP,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,KOTESHWR,KOLDAM,PARBATI3,PARBATI2,RAMPUR,TALA,TEHRI,TANDA2,TALST2,TANAKPUR,DADRI_RF,DADRI_LF,DADRI_GF,KKNPPU2,NLCIIST1,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NJPC,NTPL,NAPP,NLCEXP,KUDGI,RIHAND3,RIHAND2,RSTPSU7,SALAL,RSTPSU1TO6,SEWA2,SASAN,SIMHST2,SIMHST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,36.87,14.09,242.54,40.85,104.35,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,17.7,28.28,4.24,0,14.24,1.46,0,43.37,8.3,36.48,14.9,5.46,28.34,0,4.2,0,11.46,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

55,13:30-13:45,36.87,14.09,242.54,40.85,104.35,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,17.7,28.28,7.44,0,14.24,1.46,0,43.37,8.3,36.48,14.9,5.46,27.27,0,4.2,0,11.46,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

56,13:45-14:00,36.87,14.09,242.54,40.85,104.35,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,17.7,28.28,7.44,0,14.24,1.46,0,43.37,8.3,36.48,14.9,5.46,26.61,0,4.2,0,11.46,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

57,14:00-14:15,36.87,12.71,242.54,40.85,104.35,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,17.7,28.28,4.24,0,14.24,1.27,0,43.37,8.3,35.76,14.9,5.46,26.61,0,4.2,0,11.46,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

58,14:15-14:30,36.87,12.71,242.54,40.85,104.35,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,17.7,28.28,7.44,100.04,14.24,1.27,0,43.37,8.3,35.76,14.9,5.46,26.61,39.62,4.2,0,11.46,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

59,14:30-14:45,36.87,14.09,242.54,40.85,104.35,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,17.7,28.28,3.18,100.04,14.24,1.46,0,43.37,8.3,35.76,14.9,5.46,26.61,79.24,4.2,0,11.46,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

60,14:45-15:00,36.87,14.09,242.54,40.85,104.35,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,17.7,28.28,3.18,200.08,14.24,1.46,0,43.37,8.3,35.76,14.9,5.46,26.61,79.24,4.2,0,11.46,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

61,15:00-15:15,36.87,14.09,242.54,40.85,104.35,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,17.7,28.28,7.44,200.08,14.24,1.46,0,43.37,8.3,21.45,14.9,5.46,26.61,79.24,4.2,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

62,15:15-15:30,36.87,14.09,242.54,40.85,104.35,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,17.7,28.28,7.44,200.08,14.24,1.46,0,43.37,8.3,21.45,14.9,5.46,26.61,79.24,4.2,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

63,15:30-15:45,36.87,14.09,242.54,40.85,139.65,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,18.77,30.59,7.44,100.04,14.81,1.46,0,43.37,8.3,21.45,14.9,5.46,21.36,79.24,4.2,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

64,15:45-16:00,36.87,14.09,242.54,40.85,187.75,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,105.37,28.46,0,0,18.77,30.59,7.44,100.04,14.81,1.46,0,43.37,8.3,21.45,14.9,5.46,21.36,79.24,4.2,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

65,16:00-16:15,36.87,14.09,242.54,40.85,187.75,0,0,62.95,45.5,37.28,0,16.33,0,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.76,0,0,18.77,30.59,7.44,100.04,14.81,1.46,0,43.37,8.3,21.45,14.9,5.46,21.33,79.24,4.2,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

66,16:15-16:30,36.87,14.09,242.54,40.85,187.75,0,0,62.95,45.5,37.28,0,18.04,0,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,18.77,30.59,7.44,100.04,14.81,1.46,0,43.37,8.3,21.45,14.9,5.46,18.53,79.24,4.2,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

67,16:30-16:45,36.87,16.86,242.54,40.85,187.75,0,0,62.95,45.5,37.28,0,18.04,0,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,22.2,36.08,12.75,200.08,17.79,1.46,0,43.37,8.3,21.45,14.9,5.46,18.66,79.24,4.2,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

68,16:45-17:00,36.87,16.86,242.54,40.85,187.75,0,0,62.95,45.5,37.28,0,18.04,0,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,22.2,36.08,12.75,200.08,17.79,1.46,0,43.37,8.3,21.45,14.9,5.46,18.66,79.24,4.2,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

69,17:00-17:15,36,16.86,242.54,40.85,235.86,0,0,62.95,45.5,37.28,0,18.04,0,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,22.2,36.08,21.24,200.08,17.79,1.46,0,43.37,8.3,21.45,14.9,5.46,23.87,79.24,2.93,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

70,17:15-17:30,36,16.86,242.54,40.85,283.96,0,0,62.95,45.5,37.28,0,18.04,0,27.04,0,4.47,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,22.2,36.08,21.24,200.08,17.79,1.46,0,43.37,8.3,21.45,14.9,5.46,23.74,79.24,2.93,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

71,17:30-17:45,36,16.86,242.54,40.85,332.07,0,0,62.95,45.5,37.28,0,18.04,0,27.04,0,6.71,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,22.2,36.08,12.75,200.08,17.79,1.46,0,43.37,8.3,21.45,14.9,5.46,23.53,79.24,2.93,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

72,17:45-18:00,36,16.86,242.54,40.85,356.12,0,0,62.95,45.5,37.28,0,18.04,0,27.04,0,6.71,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,22.2,36.08,12.75,200.08,17.79,1.46,0,43.37,8.3,21.45,14.9,5.46,23.45,79.24,2.93,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,389.65,0,0,0,0,0,0,0

73,18:00-18:15,36,20.01,298.85,40.85,356.12,0,0,62.95,45.5,37.28,0,18.04,15.11,27.04,0,6.71,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,25.69,41.36,12.75,200.08,21.14,1.13,0,43.37,8.3,31.47,14.9,5.46,23.14,79.24,2.93,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,324.71,0,0,0,0,0,0,0

74,18:15-18:30,36,20.01,356.57,40.85,356.12,0,0,62.95,45.5,37.28,0,18.04,15.11,27.04,0,6.71,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,25.41,41.03,12.75,200.08,21.14,0.97,0,43.37,8.3,31.47,14.9,5.46,22.88,79.24,2.93,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,292.24,0,0,0,0,0,0,0

75,18:30-18:45,36,20.01,330.73,40.85,415.66,0,0,62.95,45.5,37.28,0,18.04,30.22,27.04,0,6.71,0,107.56,0,11.59,0,0,0,20.07,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,12.75,200.08,20.59,1.48,0,43.37,8.3,31.47,14.9,5.46,22.51,79.24,5.32,0,9.49,25.41,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,259.77,0,0,0,0,0,0,0

76,18:45-19:00,36.99,20.01,369.21,43.12,526.64,0,0,62.95,45.5,37.28,0,18.04,47.72,27.36,0,6.91,0,107.56,0,11.59,0,0,0,20.07,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,21.24,200.08,20.59,1.48,0,43.37,8.3,48.63,15.58,5.63,22.43,79.24,5.34,0,9.49,25.41,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

77,19:00-19:15,36.99,20.01,456.89,43.12,627.03,0,0,62.95,45.5,37.28,0,18.04,47.72,27.36,0,6.91,0,107.56,0,11.59,0,0,0,20.07,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,12.75,200.08,20.59,1.48,0,43.37,8.3,48.63,15.58,5.63,22.23,79.24,5.34,0,9.49,25.41,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

78,19:15-19:30,36.99,20.01,456.89,43.12,662.9,0,0,62.95,45.5,37.28,0,18.04,47.72,27.36,0,6.91,0,107.56,0,11.59,0,0,0,20.07,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,12.75,200.08,20.59,1.48,0,43.37,8.3,48.63,15.58,5.63,20.45,79.24,5.34,0,9.49,25.41,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

79,19:30-19:45,36.99,20.01,456.88,43.12,662.9,0,0,62.95,45.5,37.28,0,18.04,47.72,27.36,0,6.91,0,107.56,0,11.72,0,0,0,20.07,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,12.75,200.08,20.59,1.48,0,43.37,8.3,48.63,15.58,5.63,20.69,79.24,5.34,0,9.49,25.41,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

80,19:45-20:00,36.99,20.01,456.88,43.12,662.9,0,0,62.95,45.5,37.28,0,18.04,47.72,27.36,0,6.91,0,107.56,0,11.72,0,0,0,20.07,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,12.75,200.08,20.59,1.48,0,43.37,8.3,48.63,15.58,5.63,20.82,79.24,5.34,0,9.49,25.41,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

81,20:00-20:15,36.99,20.01,456.88,43.12,662.9,0,0,62.95,45.5,37.28,0,18.04,47.72,27.36,0,6.91,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,21.24,200.08,20.59,1.48,0,43.37,8.3,48.63,15.58,5.63,20.88,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

82,20:15-20:30,36.99,20.01,456.88,43.12,662.9,0,0,62.95,45.5,37.28,0,18.04,47.72,27.36,0,6.91,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,21.24,200.08,20.59,1.48,0,43.37,8.3,48.63,15.58,5.63,20.98,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

83,20:30-20:45,36.99,20.01,456.89,43.12,662.9,0,0,62.95,45.5,37.28,0,18.04,47.72,27.36,0,6.91,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,38.24,200.08,20.59,1.48,0,43.37,8.3,48.63,15.58,5.63,21.9,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

84,20:45-21:00,36,20.01,456.88,40.85,662.9,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,6.71,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,38.24,200.08,20.59,1.48,0,43.37,8.3,48.63,14.9,5.46,21.97,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,259.77,0,0,0,0,0,0,0

85,21:00-21:15,36,20.01,456.88,40.85,662.9,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,6.71,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,21.24,200.08,20.59,1.48,0,43.37,8.3,48.63,14.9,5.46,22.16,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,259.77,0,0,0,0,0,0,0

86,21:15-21:30,36,20.01,456.88,40.85,662.9,0,0,62.95,45.5,37.28,0,18.04,45.33,27.04,0,6.71,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,21.24,200.08,20.59,1.48,0,43.37,8.3,48.63,14.9,5.46,22.23,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,259.77,0,0,0,0,0,0,0

87,21:30-21:45,36.99,20.01,456.88,43.12,662.9,0,0,62.95,45.5,37.28,0,18.04,47.72,27.36,0,6.91,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,29.74,200.08,20.59,1.48,0,43.37,8.3,48.63,15.58,5.63,22.38,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

88,21:45-22:00,36.99,20.01,456.88,43.12,662.9,0,0,62.95,45.5,37.28,0,17.78,47.72,27.36,0,6.91,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,29.74,200.08,20.59,1.48,0,43.37,8.3,48.63,15.58,5.63,22.51,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

89,22:00-22:15,36.99,20.01,456.88,43.12,662.9,0,0,62.95,45.5,37.28,0,18.04,31.81,27.36,0,6.91,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,12.75,200.08,20.59,1.48,0,43.37,8.3,45.77,15.58,5.63,22.65,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

90,22:15-22:30,36.99,20.01,456.88,43.12,662.9,0,0,62.95,45.5,37.28,0,18.04,31.81,27.36,0,6.91,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,12.75,200.08,20.59,1.48,0,43.37,8.3,45.77,15.58,5.63,22.8,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,170.72,0,22.95,0,0,125.88,120.52,0,79.37,0,18.75,259.77,0,0,0,0,0,0,0

91,22:30-22:45,36,20.01,456.88,40.85,662.9,0,0,62.95,45.5,37.28,0,18.04,31.81,27.04,0,6.71,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,4.24,200.08,20.59,1.48,0,43.37,8.3,44.34,14.9,5.46,22.95,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,259.77,0,0,0,0,0,0,0

92,22:45-23:00,36,20.01,456.88,40.85,662.9,0,0,62.95,45.5,37.28,0,18.04,30.22,27.04,0,6.71,0,107.56,0,11.9,0,0,0,20.22,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,4.24,200.08,20.59,1.48,0,43.37,8.3,44.34,14.9,5.46,23.02,79.24,5.34,0,9.49,25.89,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,259.77,0,0,0,0,0,0,0

93,23:00-23:15,36,20.01,530.99,40.85,662.9,0,0,62.95,45.5,37.28,0,18.04,30.22,27.04,0,6.71,0,107.56,0,1.18,0,0,0,2.18,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,4.24,200.08,20.59,1.48,0,43.37,8.3,44.34,14.9,5.46,23.08,79.24,5.34,0,9.49,2.09,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,259.77,0,0,0,0,0,0,0

94,23:15-23:30,36,20.01,456.81,40.85,662.9,0,0,62.95,45.5,37.28,0,18.04,30.22,27.04,0,6.71,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,4.24,200.08,20.59,1.48,0,43.37,8.3,44.34,14.9,5.46,23.17,79.24,5.34,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,259.77,0,0,0,0,0,0,0

95,23:30-23:45,36,20.01,456.81,40.85,663.26,0,0,62.95,45.5,37.28,0,16.79,30.22,27.04,0,6.71,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,4.24,200.08,20.59,1.48,0,43.37,8.3,42.92,14.9,5.46,23.22,79.24,5.34,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,259.77,0,0,0,0,0,0,0

96,23:45-24:00,36,20.01,456.81,40.85,663.26,0,0,62.95,45.5,37.28,0,15.58,30.22,27.04,0,6.71,0,107.56,0,0,0,0,0,0,0,0,0,0,0,126.8,32.99,0,0,26.05,41.68,4.24,200.08,20.83,1.48,0,43.37,8.3,42.92,14.9,5.46,23.33,79.24,5.34,0,9.49,0,0,0,0,0,0,0,0,0,169.14,0,22.95,0,0,125.88,120.52,0,79.37,0,18.3,259.77,0,0,0,0,0,0,0

