Column1,Time,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/9582,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/4083,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/8106,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/02/6759,GNA/NR/2024/10/01/6101,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14
84,20:45-21:00,37.33,12.45,73.45,0,13.41,55,18.33,273.25,12.45,8.48,31.29,5.02,37.33,193.28,37.33,6.53,0,214.54,6.61,32,115.54,91.29,32,0,0,18.34,51.67,13.34,51.67,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,37.33,12.45,73.45,0,12.81,54,18,273.25,12.45,8.3,31.29,4.88,37.33,193.28,37.33,6.38,0,214.54,6.22,32,115.54,91.29,0,0,0,18,52,14,52,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,37.33,12.45,73.45,0,12.21,52.5,17.5,273.25,12.45,8.3,31.29,4.88,37.33,193.28,37.33,6.38,0,214.54,6.22,32,115.54,91.29,0,0,0,17.5,52.33,14.34,52.33,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,37.33,12.45,73.45,0,10.8,51.5,17.17,273.25,12.45,8.3,31.29,4.88,37.33,193.28,37.33,6.07,0,214.54,6.22,32,115.54,91.29,0,0,0,17.16,52.67,14.66,52.67,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,37.33,12.45,73.45,0,10.6,51,17,273.25,12.45,8.3,31.29,4.88,37.33,193.28,37.33,6.07,0,214.54,6.22,32,115.54,91.29,0,0,0,17,53,15,53,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,37.33,12.45,73.45,54.36,10.6,50.5,16.83,273.25,12.45,8.12,31.29,4.74,37.33,193.28,37.33,5.84,0,214.54,6.22,32,115.54,91.29,0,0,0,16.84,53.33,15.34,53.33,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,37.33,12.45,73.45,54.36,10.6,50.5,16.83,273.25,12.45,8.12,31.29,4.74,37.33,193.28,37.33,5.84,0,214.54,6.22,32,115.54,91.29,0,0,0,16.84,53.67,15.34,53.67,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,37.33,12.45,73.45,54.36,19.41,67.5,22.5,273.25,12.45,8.12,31.29,4.74,37.33,193.28,37.33,5.84,0,214.54,5.83,15.03,115.54,91.29,15.03,0,0,22.5,54,15.66,54,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,37.33,12.45,73.45,54.36,19.21,67.5,22.5,273.25,12.45,8.12,31.29,4.74,37.33,193.28,37.33,5.84,0,214.54,5.83,15.03,115.54,91.29,15.03,0,0,22.5,54.33,15.66,54.33,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,37.33,12.45,73.45,54.36,19.01,66.5,22.17,273.25,12.45,7.93,31.29,4.6,37.33,193.28,37.33,5.69,0,214.54,5.83,15.03,115.54,91.29,15.03,0,0,22.16,54.33,16,54.33,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,37.33,12.45,73.45,54.36,18.41,66.5,22.17,273.25,12.45,7.93,31.29,4.6,37.33,193.28,37.33,5.69,0,214.54,5.83,15.03,115.54,91.29,15.03,0,0,22.16,54.67,16,54.67,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,37.33,12.45,87.17,54.36,24.01,65,21.67,273.25,12.45,7.93,31.29,4.6,37.33,193.28,37.33,5.69,0,214.54,5.83,15.03,115.54,91.29,15.03,0,0,21.66,55.33,16,55.33,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,37.33,12.45,87.17,54.36,23.01,65,21.67,273.25,12.45,7.93,31.29,4.6,37.33,193.28,37.33,5.69,0,214.54,5.83,15.03,115.54,91.29,15.03,0,0,21.66,56,16.34,56,0,0,0,0,0,0,0,0,0,0,0,0

