Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/02012046/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01042024/30042024/PTC/OA/32001,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/16042024/30042024/IEX_240323_06617,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01042024/31072024/LT_MEJA_DELHI,NR/16042024/31052024/IEX_240323_06618
68,16:45-17:00,29.68,41,16,29.69,29.68,27.940056,16,18,63,19.33,0,27,0,17.24,30,0,15,96.66,41.05,16.66,48,41,10.680000,23.720000,0.000000,6.140000,41.000000,100.500000,5.990000,0.000000,9.650000,0.000000,5.990000,3.710000,272.770000,25.440000,87.020000,115.330000,25.440000,261.920000,4.810000,16.090000,48.240000

69,17:00-17:15,32.34,45.33,17.33,32.33,21,21.588272,17.34,17.4,56,17.16,0,24,0,13.04,23,0,12,85.8,34.05,16.66,52,45.33,10.780000,24.220000,0.000000,3.970000,41.000000,100.500000,3.880000,4.990000,9.650000,0.000000,3.880000,3.850000,272.770000,25.440000,68.040000,115.330000,25.440000,261.920000,5.050000,16.090000,48.240000

70,17:15-17:30,32.5,46,18.5,19.9,10,14.427902,18.5,17,42,14.99,0,18,0,10,18,0,9,74.94,27.61,15.34,55.5,46,10.780000,25.240000,0.000000,3.500000,41.000000,100.500000,3.410000,4.990000,9.650000,0.000000,3.410000,3.850000,272.770000,25.440000,68.040000,115.330000,25.440000,261.920000,5.050000,16.090000,48.240000

71,17:30-17:45,22.41,47.33,20.83,10.98,3,10.988976,20.84,16.6,28,12.82,0,12,0,8,15,0,7,64.09,21.19,15,62.5,47.33,10.780000,26.250000,0.000000,2.530000,41.000000,100.500000,2.460000,4.990000,9.650000,0.000000,2.460000,3.850000,272.770000,25.440000,87.020000,115.330000,25.440000,261.920000,3.490000,16.090000,48.240000

72,17:45-18:00,13.58,48,21,4.47,0,6.614818,21,15.6,14,10.65,0,6,0,6,11,0,6,53.23,14.99,15,63,48,10.780000,26.750000,0.000000,1.770000,41.000000,100.500000,1.730000,4.990000,9.650000,0.000000,1.730000,3.850000,272.770000,25.440000,87.020000,115.330000,25.440000,261.920000,3.880000,16.090000,48.240000

73,18:00-18:15,0,50,21.33,0,0,3.107698,21.34,14.8,7,8.34,0,3,0,4,9,0,5,41.73,9.47,15,64,50,10.860000,27.250000,0.000000,1.110000,41.000000,77.180000,1.090000,5.060000,9.650000,0.000000,1.090000,3.990000,272.770000,25.440000,62.900000,115.330000,25.440000,213.680000,4.340000,16.090000,48.240000

74,18:15-18:30,0,50,22,0,0,2.162724,22,14,2,6.04,0,1,0,2,5,0,2,30.22,5.12,14.66,66,50,10.860000,27.760000,0.000000,0.620000,41.000000,67.530000,0.600000,5.060000,9.650000,0.000000,0.600000,3.990000,272.770000,25.440000,57.520000,115.330000,25.440000,206.010000,4.340000,16.090000,48.240000

75,18:30-18:45,0,50,22.17,0,0,0.418906,22.16,12.01,1,3.74,0,0,0,1,1,0,0,18.71,2.22,18,66.5,50,10.860000,28.770000,0.000000,0.200000,41.000000,53.060000,0.190000,5.060000,9.650000,0.000000,0.190000,3.990000,272.770000,25.440000,57.520000,115.330000,25.440000,206.010000,2.320000,16.090000,48.240000

76,18:45-19:00,0,50,22.5,0,0,0,22.5,11.61,0,1.44,0,0,0,0.5,0,0,0,7.19,0,17.66,67.5,50,10.860000,28.770000,0.000000,0.020000,41.000000,77.180000,0.020000,5.060000,9.650000,0.000000,0.020000,3.990000,272.770000,20.710000,76.490000,115.330000,20.710000,254.250000,2.320000,16.090000,48.240000

77,19:00-19:15,0,57,25,0,0,0,25,8.01,0,0.81,0,0,0,0,0,0,0,4.05,0,21.66,75,57,10.960000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,5.060000,9.650000,0.000000,0.000000,4.130000,272.770000,15.990000,87.020000,115.330000,15.990000,261.920000,4.190000,16.090000,48.240000

78,19:15-19:30,0,56.67,25.33,0,0,0,25.34,7.61,0,0.36,0,0,0,0,0,0,0,1.8,0,21.34,76,56.67,10.960000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,5.060000,9.650000,0.000000,0.000000,4.130000,272.770000,15.990000,87.020000,115.330000,15.990000,261.920000,4.190000,16.090000,48.240000

79,19:30-19:45,0,50,25.5,0,0,0,25.5,7.01,0,0.09,0,0,0,0,0,0,0,0.45,0,21,76.5,50,10.960000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,4.140000,9.650000,0.000000,0.000000,4.130000,272.770000,15.990000,87.020000,115.330000,15.990000,261.920000,4.190000,16.090000,48.240000

80,19:45-20:00,0,50,25.83,0,0,0,25.84,6.01,0,0,0,0,0,0,0,0,0,0,0,20.66,77.5,50,10.960000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,4.140000,9.650000,0.000000,0.000000,4.130000,272.770000,15.990000,87.020000,115.330000,15.990000,261.920000,4.190000,16.090000,48.240000

81,20:00-20:15,0,49.67,18.67,0,0,0,18.66,6.01,0,0,0,0,0,0,0,0,0,0,0,20.66,56,49.67,11.060000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,4.140000,9.650000,0.000000,0.000000,4.260000,272.770000,23.720000,87.020000,115.330000,23.720000,261.920000,4.810000,16.090000,48.240000

82,20:15-20:30,0,49.33,18.33,0,0,0,18.34,6.01,0,0,0,0,0,0,0,0,0,0,0,20.34,55,49.33,11.060000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,4.140000,9.650000,0.000000,0.000000,4.260000,272.770000,23.720000,87.020000,115.330000,23.720000,261.920000,4.810000,16.090000,48.240000

83,20:30-20:45,0,49,18.17,0,0,0,18.16,6.01,0,0,0,0,0,0,0,0,0,0,0,20,54.5,49,11.060000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,4.140000,9.650000,0.000000,0.000000,4.260000,272.770000,15.920000,87.020000,115.330000,15.920000,261.920000,4.810000,16.090000,48.240000

84,20:45-21:00,0,48.67,18,0,0,0,18,6.01,0,0,0,0,0,0,0,0,0,0,0,19.66,54,48.67,11.060000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,4.140000,9.650000,0.000000,0.000000,4.260000,272.770000,15.920000,87.020000,115.330000,15.920000,261.920000,4.810000,16.090000,48.240000

85,21:00-21:15,0,40,19.17,0,0,0,19.16,6.01,0,0,0,0,0,0,0,0,0,0,0,15,57.5,40,11.140000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,4.070000,9.650000,0.000000,0.000000,4.260000,272.770000,30.870000,87.020000,115.330000,0.920000,261.920000,4.810000,16.090000,48.240000

86,21:15-21:30,0,40.33,19.17,0,0,0,19.16,6.01,0,0,0,0,0,0,0,0,0,0,0,14,57.5,40.33,11.140000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,4.070000,9.650000,0.000000,0.000000,4.260000,272.770000,30.870000,87.020000,115.330000,0.920000,261.920000,4.810000,16.090000,48.240000

87,21:30-21:45,0,40.67,19.17,0,0,0,19.16,6.01,0,0,0,0,0,0,0,0,0,0,0,13.66,57.5,40.67,11.140000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,4.070000,9.650000,0.000000,0.000000,3.900000,272.770000,30.870000,87.020000,115.330000,0.920000,261.920000,4.810000,16.090000,48.240000

88,21:45-22:00,0,41,19,0,0,0,19,6.01,0,0,0,0,0,0,0,0,0,0,0,13.34,57,41,11.140000,28.770000,0.000000,0.000000,41.000000,100.500000,0.000000,4.070000,9.650000,0.000000,0.000000,3.900000,272.770000,30.870000,87.020000,115.330000,0.920000,261.920000,4.810000,16.090000,48.240000

89,22:00-22:15,0,41.33,18.83,0,0,0,18.84,6.01,0,0,0,0,0,0,0,0,0,0,0,13,56.5,41.33,11.240000,28.270000,0.000000,0.000000,41.000000,100.500000,0.000000,3.990000,9.650000,0.000000,0.000000,3.800000,272.770000,30.870000,87.020000,115.330000,30.870000,261.920000,4.660000,16.090000,48.240000

90,22:15-22:30,0,41.67,19,0,0,0,19,6.01,0,0,0,0,0,0,0,0,0,0,0,12.66,57,41.67,11.240000,28.270000,0.000000,0.000000,41.000000,100.500000,0.000000,3.990000,9.650000,0.000000,0.000000,3.800000,272.770000,30.870000,87.020000,115.330000,30.870000,261.920000,4.660000,16.090000,48.240000

91,22:30-22:45,0,41.67,19.17,0,0,0,19.16,6.01,0,0,0,0,0,0,0,0,0,0,0,13,57.5,41.67,11.240000,28.270000,0.000000,0.000000,41.000000,100.500000,0.000000,3.990000,9.650000,0.000000,0.000000,3.800000,272.770000,30.870000,87.020000,115.330000,30.870000,261.920000,1.940000,16.090000,48.240000

92,22:45-23:00,0,41.67,19.5,0,0,0,19.5,6.01,0,0,0,0,0,0,0,0,0,0,0,13.34,58.5,41.67,11.240000,28.270000,0.000000,0.000000,41.000000,100.500000,0.000000,3.990000,9.650000,0.000000,0.000000,3.800000,272.770000,30.870000,87.020000,115.330000,30.870000,261.920000,4.260000,16.090000,48.240000

93,23:00-23:15,0,41.67,19.67,0,0,0,19.66,6.01,0,0,0,0,0,0,0,0,0,0,0,13.66,59,41.67,11.240000,27.760000,0.000000,0.000000,41.000000,100.500000,0.000000,3.990000,9.650000,0.000000,0.000000,3.800000,272.770000,30.870000,87.020000,115.330000,30.870000,261.920000,4.260000,16.090000,48.240000

94,23:15-23:30,0,41.67,19.83,0,0,0,19.84,6.01,0,0,0,0,0,0,0,0,0,0,0,14,59.5,41.67,11.240000,27.760000,0.000000,0.000000,41.000000,100.500000,0.000000,3.990000,9.650000,0.000000,0.000000,3.800000,272.770000,30.870000,87.020000,115.330000,30.870000,261.920000,4.260000,16.090000,48.240000

95,23:30-23:45,0,42,19.67,0,0,0,19.66,6.01,0,0,0,0,0,0,0,0,0,0,0,14.34,59,42,11.240000,27.250000,0.000000,0.000000,41.000000,100.500000,0.000000,3.990000,9.650000,0.000000,0.000000,3.800000,272.770000,30.870000,87.020000,115.330000,30.870000,261.920000,4.260000,16.090000,48.240000

96,23:45-24:00,0,42.67,20,0,0,0,20,6.01,0,0,0,0,0,0,0,0,0,0,0,14.66,60,42.67,11.240000,27.250000,0.000000,0.000000,41.000000,100.500000,0.000000,3.990000,9.650000,0.000000,0.000000,3.800000,272.770000,30.870000,87.020000,115.330000,30.870000,261.920000,4.260000,16.090000,48.240000

