Block,Time Block,RAPPB,NLCEXP,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NAPP,NTPL,PARBATI3,TelanganaSTPP,TEHRI,CHAMERA3,BSIUL,CHAMERA2,DHAULIGNGA,BRBCL,DADRT2,FSTPP I & II,DULHASTI,CHAMERA1,KOTESHWR,MAPS,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-II,KHSTPP-I,KGSU3AND4,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_GF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_CRF,URI,URI2,UNCHAHAR2,UNCHAHAR3,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,KGSU1AND2,JHAJJAR,TALA,RIHAND2,SASAN,RIHAND1,TANDA2,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,TALST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,66.7,20.7,6.31,27.45,38.93,18.66,365.45,11.08,52.1,0,28.07,0,0,0,3.88,1.39,0,63.76,29.48,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,28.63,15.99,0,11.85,0,0,0,182.46,10.54,91.05,223.36,30.73,0,0,0,0,0,0,0,50.63,0,116.72,0,87.52,0,0,0,0,0

59,14:30-14:45,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,66.7,20.7,6.31,27.45,38.93,19.37,365.45,11.08,52.1,0,28.07,0,0,0,2.86,1.39,0,63.76,29.48,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,10.54,91.05,223.36,30.73,0,0,0,0,0,0,0,50.63,0,116.72,0,87.52,0,0,0,0,0

60,14:45-15:00,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,66.7,20.7,6.31,27.45,38.93,18.79,365.45,11.08,52.1,0,28.07,0,0,0,2.86,1.39,0,63.76,29.48,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,10.54,91.05,223.36,30.73,0,0,0,0,0,0,0,50.63,0,116.72,0,87.52,0,0,0,0,0

61,15:00-15:15,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,66.7,20.7,0,27.45,38.93,19.17,365.45,11.08,52.1,0,28.07,0,0,0,2.86,1.39,0,63.87,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,8.54,91.05,223.36,30.73,0,0,0,0,0,0,0,50.63,0,116.72,0,87.52,0,0,0,0,0

62,15:15-15:30,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,66.7,20.7,0,27.45,38.93,19.37,365.45,11.08,52.1,0,28.07,0,0,0,2.86,1.39,0,63.87,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,8.52,91.05,223.36,30.73,0,0,0,0,0,0,0,50.63,0,116.72,0,87.52,0,0,0,0,0

63,15:30-15:45,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,74.48,20.7,0,27.45,39.13,19.37,365.45,11.08,52.1,0,28.07,0,0,0,3.88,1.39,0,63.87,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,8.82,91.05,223.36,30.73,0,0,0,0,0,0,0,50.63,0,116.72,0,87.52,0,0,0,0,0

64,15:45-16:00,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,74.48,20.7,0,27.45,39.13,19.37,365.45,11.08,52.1,0,28.07,0,0,0,3.88,1.39,0,63.87,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,8.86,91.05,223.36,30.73,0,0,0,0,0,0,0,50.63,0,116.72,0,87.52,0,0,0,0,0

65,16:00-16:15,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,17.01,0,74.48,20.7,0,27.45,39.13,19.37,365.45,11.08,52.1,0,28.07,0,0,0,3.88,1.39,0,63.87,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,8.91,112.28,223.36,43.33,0,0,0,0,0,0,0,46.7,0,116.72,0,117.38,0,0,0,0,0

66,16:15-16:30,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,17.01,0,74.48,20.7,0,27.45,39.13,19.37,365.45,11.08,52.1,0,28.07,0,0,0,3.88,1.39,0,63.87,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,8.88,112.28,223.36,43.33,0,0,0,0,0,0,0,46.7,0,116.72,0,117.38,0,0,0,0,0

67,16:30-16:45,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,17.01,0,74.48,20.7,0,27.45,39.13,18.64,365.45,14.19,52.1,0,28.07,0,0,0,3.88,1.39,0,77.03,38.08,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,8.75,112.28,223.36,43.33,0,0,0,0,0,0,0,46.7,0,127.36,0,117.38,0,0,0,0,0

68,16:45-17:00,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,17.01,0,74.48,20.7,0,27.45,39.13,19.37,365.45,14.19,52.1,0,28.07,0,0,0,3.88,1.39,0,82.69,38.08,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,8.68,112.28,223.36,43.33,0,0,0,0,0,0,0,46.7,0,127.36,0,117.38,0,0,0,0,0

69,17:00-17:15,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,17.01,0,74.48,20.7,6.31,27.45,39.13,19.37,365.45,17.37,52.1,0,28.07,0,0,0,3.88,1.39,0,95.76,41.87,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.99,0,11.85,0,0,0,182.46,8.6,112.28,223.36,43.33,0,0,0,0,0,0,0,46.7,0,127.36,0,117.38,0,0,0,0,0

70,17:15-17:30,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,17.01,0,74.48,20.7,6.31,27.45,39.13,19.37,365.45,17.37,52.1,0,28.07,0,0,0,3.88,1.39,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,20.16,0,15.01,0,0,0,184.4,8.46,112.28,223.36,43.33,0,0,0,0,0,0,0,46.7,4.96,127.36,0,117.38,0,0,0,0,0

71,17:30-17:45,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,14.97,0,74.48,20.7,6.31,27.45,39.13,19.37,431.11,17.37,52.1,13.01,28.07,0,0,0,3.88,1.39,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,20.16,0,15.01,0,0,0,185.37,8.88,112.28,223.36,43.33,0,0,0,0,0,0,0,46.7,4.96,127.36,0,117.38,0,0,0,0,0

72,17:45-18:00,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,3.4,0,74.48,20.7,6.31,27.45,39.13,19.37,455.32,17.37,52.1,13.61,28.07,0,0,0,3.88,1.39,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,20.16,0,15.01,0,0,0,185.37,8.43,112.28,223.36,43.33,0,0,0,0,0,0,0,46.7,9.94,127.36,0,117.38,0,0,0,0,0

73,18:00-18:15,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,21.78,0,74.48,20.7,6.31,27.45,39.13,19.37,503.75,19.07,52.1,27.21,28.07,0,0,0,3.88,1.39,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,20.16,0,15.01,0,0,0,185.37,8.41,112.27,223.36,43.32,0,0,0,0,0,0,0,46.7,15.61,127.3,0,117.38,0,0,0,0,0

74,18:15-18:30,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,52.41,0,74.48,31.07,6.31,42.83,39.13,19.37,527.96,20.14,52.1,40.82,37.64,0,0,0,3.88,2.79,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,20.16,0,15.01,0,0,0,185.37,8.29,112.27,223.36,43.32,0,0,0,0,0,0,0,46.7,15.61,127.3,0,117.32,0,0,0,0,0

75,18:30-18:45,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,52.41,0,74.48,32.68,18.94,44.21,40.12,19.37,552.17,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,20.16,0,15.01,0,0,0,185.37,8,112.27,223.36,43.32,0,0,0,0,0,0,0,39.4,16.82,127.3,0,117.32,0,0,0,0,0

76,18:45-19:00,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,52.41,0,74.48,32.68,18.94,44.21,40.12,19.37,603.64,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,19.29,0,19.54,0,0,0,210.45,8,112.27,223.36,43.32,0,0,0,0,0,0,0,39.4,16.82,127.3,0,117.32,0,0,0,0,0

77,19:00-19:15,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,52.41,0,74.48,32.68,18.94,44.21,40.12,19.37,658.43,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,19.29,0,19.54,0,0,0,251.12,8,115.02,223.36,44.55,0,0,0,0,0,0,0,39.4,16.82,132.21,0,120.4,0,0,0,0,0

78,19:15-19:30,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,52.41,0,74.48,32.68,18.94,44.21,40.12,19.37,658.43,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,19.29,0,19.54,0,0,0,309.23,8,115.02,223.36,44.55,0,0,0,0,0,0,0,39.4,16.82,132.21,0,120.4,0,0,0,0,0

79,19:30-19:45,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,52.41,0,74.48,32.68,18.94,44.21,40.12,19.37,658.43,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,19.29,0,19.54,0,0,0,378.96,8.15,115.02,223.36,44.55,0,0,0,0,0,0,0,39.4,16.82,132.21,0,120.4,0,0,0,0,0

80,19:45-20:00,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,17.69,0,74.48,32.68,18.94,44.21,40.12,19.37,658.43,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,19.29,0,19.54,0,0,0,378.96,8.15,115.02,223.36,44.55,0,0,0,0,0,0,0,39.4,16.82,132.21,0,120.4,0,0,0,0,0

81,20:00-20:15,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,20.42,0,74.48,32.68,18.94,44.21,40.12,19.37,658.43,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,19.29,0,15.41,0,0,0,378.96,8.15,115.02,223.36,44.55,0,0,0,0,0,0,0,48.4,16.82,132.21,0,120.4,0,0,0,0,0

82,20:15-20:30,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,20.42,0,74.48,32.68,18.94,44.21,40.12,19.37,658.43,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,19.29,0,15.41,0,0,0,378.96,8.15,115.02,223.36,44.55,0,0,0,0,0,0,0,48.4,16.82,132.21,0,120.4,0,0,0,0,0

83,20:30-20:45,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,74.48,31.07,1.07,30.34,39.13,19.37,657.13,20.14,52.1,40.82,37.42,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,17.72,0,14.64,0,0,0,327.98,8.56,117.88,223.36,45.84,1.31,0,0,0,0,0,0,48.4,15.61,137.31,0,123.55,0,0,0,0,0

84,20:45-21:00,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,74.48,31.07,1.07,30.34,39.13,19.37,657.13,20.14,52.1,40.82,37.42,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,17.72,0,14.64,0,0,0,260.19,8.86,117.88,223.36,45.84,1.31,0,0,0,0,0,0,48.4,15.61,137.31,0,123.58,0,0,0,0,0

85,21:00-21:15,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,74.48,31.07,1.07,30.34,39.13,19.37,657.13,20.14,52.1,40.82,37.42,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,17.72,0,14.64,0,0,0,219.51,8.86,117.88,223.36,45.84,1.31,0,0,0,0,0,0,48.4,15.61,137.31,0,123.58,0,0,0,0,0

86,21:15-21:30,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,74.48,31.07,1.07,30.34,39.13,19.37,657.13,20.14,52.1,40.82,37.42,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,17.72,0,14.64,0,0,0,219.51,9,117.88,223.36,45.84,1.31,0,0,0,0,0,0,48.4,15.61,137.31,0,123.58,0,0,0,0,0

87,21:30-21:45,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,74.48,31.07,1.07,30.34,39.13,19.37,657.13,20.14,52.1,40.82,37.42,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,17.72,0,14.64,0,0,0,219.51,9.13,117.88,223.36,45.84,1.31,0,0,0,0,0,0,48.4,15.61,137.31,0,123.58,0,0,0,0,0

88,21:45-22:00,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,20.42,0,74.48,31.07,2.13,30.34,39.13,18,657.13,20.14,52.1,40.82,37.42,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,17.72,0,14.64,0,0,0,219.51,9.13,117.88,223.36,45.84,1.31,0,0,0,0,0,0,48.4,15.61,137.31,0,123.58,0,0,0,0,0

89,22:00-22:15,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,20.42,0,74.48,32.68,18.94,44.21,40.12,19.37,586.91,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,17.56,0,16.95,0,0,0,217.98,9.7,116.98,223.36,45.84,1.31,0,0,0,0,0,0,48.4,15.61,135.13,0,122.35,0,0,0,0,0

90,22:15-22:30,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,20.42,0,74.48,32.68,18.94,44.21,40.12,19.37,520.02,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,17.56,0,17.8,0,0,0,217.98,9.85,116.98,223.36,45.84,1.31,0,0,0,0,0,0,48.4,15.61,135.13,0,122.35,0,0,0,0,0

91,22:30-22:45,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,20.42,0,74.48,32.68,18.94,44.21,40.12,19.37,489.83,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,16.3,0,18.18,0,1.57,0,193.67,9.66,116.98,223.36,45.84,1.31,0,0,0,0,0,0,48.4,15.61,135.13,0,122.35,0,0,0,0,0

92,22:45-23:00,0,0,0,163.35,0,3.51,0,58.33,0,44.26,0,20.42,0,74.48,32.68,18.94,44.21,40.12,17.46,500.48,20.14,53.34,40.82,41.59,0,0,0,3.88,4.18,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.83,0,15.91,0,0,0,193.67,9.66,116.98,223.36,45.84,1.31,0,0,0,0,0,0,48.4,15.61,135.13,0,122.35,0,0,0,0,0

93,23:00-23:15,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,17.01,0,74.48,31.07,6.31,42.83,39.13,19.37,449.15,20.14,52.1,40.82,37.42,0,0,0,3.88,2.79,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.83,0,15.91,0,1.57,0,193.67,9.7,116.98,223.36,45.84,1.31,0,0,0,0,0,0,63.02,9.94,135.13,3.73,122.42,0,0,0,0,0

94,23:15-23:30,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,17.01,0,74.48,31.07,6.31,42.83,39.13,18.47,440.44,20.14,52.1,40.82,37.42,0,0,0,3.88,1.39,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.83,0,15.91,0,1.47,0,193.67,9.7,116.98,223.36,45.84,1.31,0,0,0,0,0,0,63.02,9.94,135.13,7.44,122.42,0,0,0,0,0

95,23:30-23:45,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,17.01,0,74.48,31.07,6.31,42.83,39.13,18.68,422.03,20.14,52.1,40.82,37.42,0,0,0,3.88,1.39,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,15.98,0,15.91,0,1.57,0,193.67,9.85,116.98,223.36,45.84,1.31,0,0,0,0,0,0,67.52,9.94,127.57,7.44,122.42,0,0,0,0,0

96,23:45-24:00,0,0,0,161.84,0,3.43,0,58.33,0,44.26,0,17.01,0,74.48,20.7,6.31,42.83,39.13,16.79,398.79,20.14,52.1,40.82,37.42,0,0,0,3.88,1.39,0,95.76,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3,32.91,16.42,0,15.91,0,1.57,0,193.67,9.85,116.98,223.36,45.84,1.31,0,0,0,0,0,0,67.52,9.94,127.57,7.44,122.42,0,0,0,0,0

