Time,Block,NR/2023/12252/D,NR/2023/11960/F,NR/2023/11958/F,NR/2023/11941/F,NR/2023/11955/F,NR/2023/10487/A,NR/2023/11476/A,NR/2023/11957/F,NR/2023/11643/A,NR/2023/12267/C,NR/2023/11956/F,NR/2023/11862/F,NR/2023/10236/A,NR/2023/10613/A,NR/2023/10944/A,NR/2023/11947/F,NR/2023/12289/C,NR/2023/11959/F,NR/2023/12261/C,NR/2023/11952/F,NR/2023/10229/A,NR/2023/11962/F,NR/2023/10434/A,NR/2023/11961/F,NR/2023/12266/C,NR/2023/11642/A,NR/2023/10344/A,NR/2023/11963/F,NR/2023/11330/A,NR/2023/11342/A,NR/2023/12258/D,NR/2023/12257/D,NR/2023/12253/D,Total
69,17:00-17:15,80.840000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,29.460000,0.000000,42.740000,0.410000,24.090000,0.680000,13.430000,14.450000,12.210000,0.410000,0.000000,115.620000,26.1,60.9,1.44,814.67

70,17:15-17:30,80.840000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,29.460000,0.000000,42.740000,0.410000,24.090000,0.680000,13.430000,14.450000,12.210000,0.410000,0.000000,115.620000,21,49,1.14,797.37

71,17:30-17:45,133.730000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,29.460000,0.000000,42.740000,0.410000,24.090000,0.680000,13.430000,14.450000,12.210000,0.410000,0.000000,115.620000,15,35,0.88,830

72,17:45-18:00,192.700000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,29.460000,0.000000,42.740000,0.410000,24.090000,0.680000,13.430000,14.450000,12.210000,0.410000,0.000000,115.620000,12,28,0.7,878.79

73,18:00-18:15,192.700000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,29.460000,36.350000,42.740000,0.410000,24.090000,0.680000,13.520000,14.450000,12.210000,0.410000,0.000000,115.620000,9,21,0.44,904.97

74,18:15-18:30,192.700000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,29.460000,36.350000,42.740000,0.410000,24.090000,0.680000,13.520000,14.450000,12.210000,0.410000,0.000000,115.620000,3,7,0.19,884.72

75,18:30-18:45,192.700000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,29.460000,36.350000,42.740000,0.410000,24.090000,0.680000,13.520000,14.450000,12.210000,0.410000,0.000000,115.620000,1.5,3.5,0.1,879.63

76,18:45-19:00,192.700000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,29.460000,36.350000,42.740000,0.410000,24.090000,0.680000,13.520000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,874.53

77,19:00-19:15,192.700000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.660000,29.460000,36.350000,42.740000,0.410000,24.090000,0.680000,13.610000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,954.62

78,19:15-19:30,192.700000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.660000,29.460000,36.350000,42.740000,0.410000,24.090000,0.680000,13.610000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,954.62

79,19:30-19:45,192.700000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.660000,29.460000,36.350000,42.740000,0.410000,24.090000,0.680000,13.610000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,954.62

80,19:45-20:00,192.700000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.660000,29.460000,36.350000,42.740000,0.410000,24.090000,0.680000,13.610000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,954.62

81,20:00-20:15,192.700000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.640000,29.460000,36.350000,42.740000,0.410000,24.090000,0.690000,13.800000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,954.81

82,20:15-20:30,192.700000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.640000,29.460000,36.350000,42.740000,0.410000,24.090000,0.690000,13.800000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,954.81

83,20:30-20:45,192.700000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.640000,29.460000,36.350000,42.740000,0.410000,24.090000,0.690000,13.800000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,954.81

84,20:45-21:00,192.700000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.640000,29.460000,36.350000,42.740000,0.410000,24.090000,0.690000,13.800000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,954.81

85,21:00-21:15,133.730000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.640000,29.460000,36.350000,42.740000,0.410000,24.090000,0.690000,13.890000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,895.93

86,21:15-21:30,133.730000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.640000,29.460000,36.350000,42.740000,0.410000,24.090000,0.690000,13.890000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,895.93

87,21:30-21:45,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.640000,29.460000,36.350000,42.740000,0.410000,24.090000,0.690000,13.890000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,829.07

88,21:45-22:00,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,80.000000,0.640000,29.460000,36.350000,42.740000,0.410000,24.090000,0.690000,13.890000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,829.07

89,22:00-22:15,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,80.000000,0.640000,27.430000,36.350000,42.740000,0.410000,11.090000,0.690000,13.980000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,903.83

90,22:15-22:30,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,80.000000,0.640000,27.430000,36.350000,42.740000,0.410000,11.090000,0.690000,13.980000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,903.83

91,22:30-22:45,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,80.000000,0.640000,27.430000,36.350000,42.740000,0.410000,11.090000,0.690000,13.980000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,903.83

92,22:45-23:00,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,80.000000,0.640000,27.430000,36.350000,42.740000,0.410000,11.090000,0.690000,13.980000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,903.83

93,23:00-23:15,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,80.000000,0.640000,27.430000,36.350000,42.740000,0.410000,11.090000,0.690000,14.080000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,903.93

94,23:15-23:30,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,104.060000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,80.000000,0.640000,27.430000,36.350000,42.740000,0.410000,11.090000,0.690000,14.080000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,1007.99

95,23:30-23:45,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,99.240000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,80.000000,0.640000,27.430000,36.350000,42.740000,0.410000,11.090000,0.690000,14.080000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,1003.17

96,23:45-24:00,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,76.120000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,80.000000,0.640000,27.430000,36.350000,42.740000,0.410000,11.090000,0.690000,14.080000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,980.05

