Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,SR/01102023/07102043/L_NR_2018_61,NR/01082024/31082024/jitpl,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/SKS-Raigarh,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01082024/15082024/APL-Raigarh,NR/01102023/06022042/L_NR_2012_02,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2024/08/09/3684,GNA/NR/2024/08/09/6800,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36
79,19:30-19:45,25,29.34,76.67,76.67,0,0,0,32,10,4.43,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.22,57.73,192.58,33.7,28.76,32,0,88,0,0,0,0,0,0,0.43,0,0.09,0,0,0,29.33,0,100.31,272.26,0,0,0

80,19:45-20:00,24.34,29.16,74,74,0,0,0,32,10,4.43,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.22,57.73,192.58,33.7,28.76,32,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,29.17,0,100.31,272.26,0,0,0

81,20:00-20:15,23.34,29,70.67,70.67,0,0,0,32,10.4,4.43,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.22,57.73,192.58,33.7,28.76,32,0,87,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100.31,272.26,0,0,0

82,20:15-20:30,22,29,69.67,69.67,0,0,0,32,10.4,4.43,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.22,57.73,192.58,33.7,28.76,32,0,87,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100.31,272.26,0,0,0

83,20:30-20:45,22,28.84,72.67,72.67,0,0,0,30.5,14.01,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.6,57.73,192.58,33.7,30.28,30.5,0,86.5,0,0,0,0,0,0,0,0,0,0,0,0,28.83,0,100.31,272.26,0,0,0

84,20:45-21:00,21.34,28.34,72,72,0,0,0,30.5,16.01,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.6,57.73,192.58,33.7,30.28,30.5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,28.33,0,100.31,272.26,0,0,0

85,21:00-21:15,21,25.5,56.67,56.67,0,0,0,30.5,18.01,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.4,57.73,192.58,33.7,30.28,30.5,0,76.5,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,100.31,272.26,0,0,0

86,21:15-21:30,19.66,24.34,56,56,0,0,0,30.5,20.01,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.4,57.73,192.58,33.7,30.28,30.5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,24.33,0,100.31,272.26,0,0,0

87,21:30-21:45,20.34,22.34,55,55,0,0,0,30.5,10,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.4,57.73,192.58,33.7,29.77,30.5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,22.33,0,100.31,272.26,0,0,0

88,21:45-22:00,19.34,22,54.33,54.33,0,0,0,30.5,9.6,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.4,57.73,192.58,33.7,28.76,30.5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,22,0,100.31,272.26,0,0,0

89,22:00-22:15,19.34,21.66,53.67,53.67,0,0,0,30.5,9,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,7.22,57.73,192.58,33.7,28.76,30.5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0,100.31,272.26,0,0,0

90,22:15-22:30,19.34,21.66,52.67,52.67,0,0,0,30.5,8.4,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,7.22,57.73,192.58,33.7,28.76,30.5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0,100.31,272.26,0,0,0

91,22:30-22:45,19,21.66,53.33,53.33,0,0,0,32,8.4,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,7.22,57.73,192.58,33.7,28.76,32,0,65,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0,100.31,272.26,0,0,0

92,22:45-23:00,19,21.66,53.67,53.67,0,0,0,32,8.4,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,7.22,57.73,192.58,33.7,28.76,32,0,65,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0,100.31,272.26,0,0,0

93,23:00-23:15,19.66,21.66,54,54,0,0,0,32,8.4,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,7.04,57.73,192.58,33.7,29.27,32,0,65,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0,100.31,272.26,0,0,0

94,23:15-23:30,20.34,21.66,54.67,54.67,0,0,0,32,7.8,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,7.04,57.73,192.58,33.7,28.76,32,0,65,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0,100.31,272.26,0,0,0

95,23:30-23:45,19,21.66,55,55,0,0,0,26.5364,7.6,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,7.04,57.73,192.58,33.7,28.76,26.5364,0,65,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0,100.31,272.26,0,0,0

96,23:45-24:00,20,21.66,55,55,0,0,0,26.5364,7.6,5.17,7.92,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,7.04,57.73,192.58,33.7,28.76,26.5364,0,65,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0,100.31,272.26,0,0,0

