Block,Time Block,DULHASTI,RAMPUR,RIHAND3,RAPPC,PARBATI3,RIHAND2,RIHAND1,RAPPB,RAPPD,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI2,BSIUL,CHAMERA3,DHAULIGNGA,CHAMERA2,DADRT2,CHAMERA1,BRBCL,KUDGI,KOTESHWR,KGSU1AND2,KHSTPP-II,KKNP,KGSU3AND4,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,FSTPP I & II,DADRI_RF,ANTA_LF,AURY_CRF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,ANTA_RF,AURY_GF,DADRI_CRF,SINGRAULI_HYDRO,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,SINGRAULI,UNCHAHAR2,TALA,URI,URI2,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,ANTA_GF,VALLURNTECL,ANTA_CRF,SIMHST2,SASAN,SIMHST1,SALAL,SEWA2,RSTPSU1TO6,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,57.21,1.06,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,26.6,0,0,0,0,24.53,0,21.67,0,0,0,0,287.13,0,19.23,0,10.03,0,136.36,0,0,0,0,8.3,37.73,104.68,15.09,0,0,0,0,0,0,0,0,0,0,0.96,20.51,0,1.11,0,126.44,32.57,0,47.77,33.98,0,15.84,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

56,13:45-14:00,57.21,1.06,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,26.6,0,0,0,0,24.53,0,21.67,0,0,0,0,287.13,0,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,104.68,17.5,0,0,0,0,0,0,0,0,0,0,0.96,20.51,0,1.11,0,126.44,32.57,0,47.77,33.98,0,15.84,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

57,14:00-14:15,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,0,287.13,0,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,104.68,17.5,0,0,0,0,0,0,0,0,0,0,0.96,20.51,0,1.11,0,126.44,32.57,0,47.77,33.98,0,15.84,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

58,14:15-14:30,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,0,287.13,0,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,104.68,17.5,0,0,0,0,0,0,0,0,0,0,0.96,20.51,0,1.11,0,126.44,32.57,0,47.77,33.98,0,15.84,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

59,14:30-14:45,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,0,287.13,12.15,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,104.68,17.5,0,0,0,0,0,0,0,0,0,0,0.96,20.51,0,1.11,0,126.44,32.57,0,48.3,33.98,0,15.84,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

60,14:45-15:00,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,0,287.13,12.15,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,143.14,17.5,0,0,0,0,0,0,0,0,0,0,0.96,20.51,0,1.11,0,126.48,32.57,0,48.3,33.98,0,15.84,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

61,15:00-15:15,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,15.64,287.13,24.91,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,143.14,17.5,0,0,0,0,0,0,0,0,0,0,0.96,20.51,0,1.11,0,126.48,32.57,0,48.3,33.98,0,15.84,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

62,15:15-15:30,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,15.64,287.13,40.53,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,143.14,17.5,0,0,0,0,0,0,0,0,0,0,0.96,20.51,0,1.11,0,126.48,32.57,0,48.3,33.98,0,15.84,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

63,15:30-15:45,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,15.64,287.13,40.53,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,143.14,17.5,0,0,0,0,0,0,0,0,0,0,0.96,20.51,0,1.11,0,144.55,32.57,0,48.3,33.98,0,15.84,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

64,15:45-16:00,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,15.64,319.82,40.53,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,181.6,17.5,0,0,0,0,0,0,0,0,0,0,0.96,23.11,0,1.11,0,144.55,37.14,0,48.3,33.98,0,18.05,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

65,16:00-16:15,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,15.64,399.79,40.53,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,181.6,17.5,0,0,0,0,0,0,0,0,0,0,0.96,23.11,0,1.11,0,144.55,37.14,0,48.3,33.98,12.11,18.05,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

66,16:15-16:30,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,15.64,399.79,40.53,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,181.6,17.5,0,0,0,0,0,0,0,0,0,0,0.96,23.11,0,1.11,0,144.55,37.14,0,48.3,33.98,12.11,18.05,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

67,16:30-16:45,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,15.64,399.79,40.53,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,187.37,17.5,0,0,0,0,0,0,0,0,0,0,0.96,22.2,0,1.11,0,144.55,28.34,0,48.3,33.98,24.22,13.88,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

68,16:45-17:00,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,15.64,399.79,40.53,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,283.92,17.5,0,0,0,0,0,0,0,0,0,0,0.96,17.78,0,1.11,0,144.55,28.34,0,48.3,33.98,24.22,13.88,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

69,17:00-17:15,57.21,2.11,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,53.2,0,0,0,0,24.53,0,21.67,0,0,0,15.64,399.79,40.53,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,283.92,17.5,0,0,0,0,0,0,0,0,0,0,0.96,17.78,0,0,0,144.55,28.34,0,48.3,33.98,24.22,13.88,2.13,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

70,17:15-17:30,57.21,3.16,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,79.79,0,0,0,0,24.53,0,21.67,0,0,0,15.64,399.79,40.53,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,283.92,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.97,0,48.3,33.98,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

71,17:30-17:45,57.21,3.16,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,79.79,0,0,0,0,24.53,0,21.67,0,0,0,31.28,399.79,40.53,19.23,0,10.03,0,142.59,0,0,0,0,8.3,43.78,283.92,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

72,17:45-18:00,57.21,3.16,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,79.79,0,0,0,0,24.53,0,21.67,0,0,0,31.28,357.34,40.53,19.23,0,10.03,0,142.59,0,0,0,1.91,8.3,43.78,341.85,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

73,18:00-18:15,57.21,4.16,125.75,65.92,18.88,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,21.67,12.54,11.22,10.53,31.28,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,4.19,8.3,43.78,341.85,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

74,18:15-18:30,57.21,4.16,125.75,65.92,23.6,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,21.67,12.54,22.43,21.04,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,6.01,8.3,43.78,195.23,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

75,18:30-18:45,57.91,4.16,125.75,65.92,57.54,108.31,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,209.89,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,37.08,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

76,18:45-19:00,57.91,4.16,125.75,65.92,57.54,108.31,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,202.65,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,37.08,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

77,19:00-19:15,57.91,4.16,125.75,65.92,57.54,107.35,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,180.79,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,37.08,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

78,19:15-19:30,57.91,4.16,125.75,65.92,57.54,108.31,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,37.08,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

79,19:30-19:45,57.91,4.16,125.75,65.92,57.54,102.54,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

80,19:45-20:00,57.91,4.16,125.75,65.92,57.54,102.54,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

81,20:00-20:15,57.91,4.16,125.75,65.92,57.54,117.93,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

82,20:15-20:30,57.91,4.16,125.75,65.92,57.54,102.54,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.6,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

83,20:30-20:45,57.21,4.16,125.75,65.92,11.07,102.54,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,14.44,3.17,33.68,42.09,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

84,20:45-21:00,57.21,4.16,125.75,65.92,8.85,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,14.44,3.17,33.68,31.57,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

85,21:00-21:15,57.21,4.16,125.75,65.92,8.85,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,14.44,3.17,33.68,31.57,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

86,21:15-21:30,57.21,4.16,125.75,65.92,13.28,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,14.44,6.27,33.68,31.57,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

87,21:30-21:45,57.91,4.16,125.75,65.92,57.54,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

88,21:45-22:00,57.91,4.16,125.75,65.92,57.54,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

89,22:00-22:15,57.91,4.16,125.75,65.92,57.54,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

90,22:15-22:30,57.91,4.16,125.75,65.92,57.54,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,27.46,18.81,33.68,42.09,48.13,399.71,40.53,19.23,0,11.14,0,142.59,0,0,0,9.22,8.35,43.78,153.74,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,19.32,0,0,0,0,0,0,0

91,22:30-22:45,57.21,4.16,125.75,65.92,22.13,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,21.67,12.54,33.68,21.04,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,9.22,8.3,43.78,153.77,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

92,22:45-23:00,57.21,4.16,125.75,65.92,22.13,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,21.67,12.54,33.68,10.53,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,9.22,8.3,43.78,177.81,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

93,23:00-23:15,57.21,4.16,125.75,65.92,22.13,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,21.67,12.54,33.68,10.53,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,9.22,8.3,43.78,177.83,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

94,23:15-23:30,57.21,4.16,125.75,65.92,22.13,119.78,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,21.67,12.54,33.68,10.53,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,9.22,8.3,43.78,177.83,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

95,23:30-23:45,57.21,4.16,125.75,65.92,22.13,108.31,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,21.67,12.54,33.68,10.53,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,9.22,8.3,43.78,177.83,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

96,23:45-24:00,57.21,4.16,125.75,65.92,22.13,108.31,93.49,0,28.84,0,0,106.41,0,0,0,0,24.53,0,21.67,12.54,33.68,10.53,46.93,399.71,40.53,19.23,0,10.03,0,142.59,0,0,0,9.22,8.3,43.78,177.83,17.5,0,0,0,0,0,0,0,0,0,0,0.96,21.28,0,0,0,144.55,33.71,0,48.3,33.98,36.34,16.65,1.63,5.31,0,0,0,0,397.52,0,0,18.17,0,0,0,0,0,0,0

