Column1,Time,GNARE/NR/2024/12/20/3668,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,GNA/WR/2025/01/01/9606,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/1906,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2025/03/01/6406,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/6891,NR/01102023/30042040/GNA_LT_36,GNA/SR/2025/03/01/7500,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/8036,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/5143,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/9482,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/2563,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/4651,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07
77,19:00-19:15,0.3,0,4.34,0,0,0,16.67,16.66,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,50,0,3.95,0,36.47,1.31,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,26.19,100,0,114.79,17.28,271.38,26.19,99.99,5.76,32,32

78,19:15-19:30,0.3,0,4.34,0,0,0,16.67,16.66,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,50,0,3.95,0,36.47,1.31,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,26.19,100,0,114.79,17.28,271.38,26.19,99.99,5.76,32,32

79,19:30-19:45,0,0,4.34,0,0,0,16.67,16.66,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,50,0,3.95,0,36.47,1.31,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,26.19,100,0,114.79,17.28,271.38,26.19,99.99,5.76,32,32

80,19:45-20:00,0,0,4.34,0,0,0,16.67,16.66,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,50,0,3.95,0,36.47,1.31,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,26.19,100,0,114.79,17.28,271.38,26.19,99.99,5.76,32,32

81,20:00-20:15,0,0,4.34,0,0,0,15,15,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,75,0,4.14,0,36.47,1.31,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,26.19,100,0,114.79,17.28,271.38,26.19,99.99,5.76,32,32

82,20:15-20:30,0,0,4.34,0,0,0,15,15,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,75,0,4.14,0,36.47,1.31,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,26.19,100,0,114.79,17.28,271.38,26.19,99.99,5.76,32,32

83,20:30-20:45,0,0,4.34,0,0,0,15,15,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,75,0,4.14,0,36.47,1.31,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,26.19,100,0,114.79,17.28,271.38,26.19,99.99,5.76,32,32

84,20:45-21:00,0,0,4.34,0,0,0,15,15,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,75,0,4.14,0,36.47,1.31,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,26.19,100,0,114.79,17.28,271.38,26.19,99.99,5.76,32,32

85,21:00-21:15,0,0,4.34,0,0,0,15,15,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,75,0,4.14,0,28.79,1.31,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,19.81,100,0,94.09,17.28,271.38,19.81,99.99,5.76,32,23.05

86,21:15-21:30,0,0,4.34,0,0,0,15.33,15.34,9,0,7,0,0,0,0,0,9,0,27,0,75,0,4.14,0,28.79,1.31,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,19.81,100,0,65.86,17.28,271.38,19.81,99.99,5.76,32,23.58

87,21:30-21:45,0,0,6.66,0,0,0,16.67,16.66,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,75,0,4.14,0,28.79,1.45,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,19.81,100,0,65.86,17.28,271.38,19.81,99.99,5.76,25.24,25.24

88,21:45-22:00,0,0,6.66,0,0,0,17.33,17.34,8.33,0,7,0,0,0,0,0,8.33,0,25.01,0,75,0,4.14,0,28.79,1.45,6.72,259.72,0,0,1.49,1.55,0,0,50,31.29,19.81,100,0,65.86,17.28,271.38,19.81,99.99,5.76,25.24,25.24

89,22:00-22:15,0,0,6.66,0,0,0,36.67,36.66,13.33,0,7,0,0,0,0,0,13.33,0,40.01,0,75,0,4.04,0,23.04,1.38,6.72,259.72,0,0,1.44,0.78,63.42,0,50,30.78,16.04,100,190.26,65.86,17.28,271.38,16.04,99.99,5.76,25.11,25.11

90,22:15-22:30,0,0,6.66,0,0,0,37.67,37.66,13.83,0,7,0,0,0,0,0,13.83,0,41.51,0,75,0,4.04,0,23.04,1.38,6.72,259.72,0,0,1.44,1.39,63.42,0,50,30.78,16.04,100,190.26,65.86,17.28,271.38,16.04,99.99,5.76,25.11,25.11

91,22:30-22:45,0,0,6.66,0,0,0,39,39,14.5,0,7,0,0,0,0,0,14.5,0,43.5,0,75,0,4.04,0,23.04,1.38,6.72,259.72,0,0,1.44,1.39,63.42,0,50,30.28,16.04,100,190.26,65.86,17.28,271.38,16.04,99.99,5.76,25.24,25.24

92,22:45-23:00,0,0,6.66,0,0,0,40.33,40.34,15,0,7,0,0,0,0,0,15,0,45,0,75,0,4.04,0,23.04,1.38,6.72,259.72,0,0,1.44,1.39,63.42,0,50,29.77,16.04,100,190.26,65.86,17.28,271.38,16.04,99.99,5.76,25.24,25.24

93,23:00-23:15,0,0,6.66,0,0,0,41.67,41.66,15.83,0,7,0,0,0,0,0,15.83,0,47.51,0,75,0,4.04,0,23.04,1.31,6.72,259.72,0,0,1.44,1.39,63.42,0,50,29.77,16.04,0,190.26,65.86,17.28,271.38,16.04,99.99,5.76,27,27

94,23:15-23:30,0,0,6.66,0,0,0,42.33,42.34,16.33,0,7,0,0,0,0,0,16.33,0,49.01,0,75,0,4.04,0,23.04,1.31,6.72,259.72,0,0,1.44,1.39,63.42,0,50,29.77,16.04,0,190.26,65.86,17.28,271.38,16.04,99.99,5.76,27,27

95,23:30-23:45,0,0,6.66,0,0,0,43,43,17,0,7,0,0,0,0,0,17,0,51,0,75,0,4.04,0,23.04,1.31,6.72,259.72,0,0,1.44,1.39,63.42,0,50,29.77,16.04,0,190.26,65.86,17.28,271.38,16.04,99.99,5.76,27,27

96,23:45-24:00,0,0,6.66,0,0,0,43.33,43.34,17.5,0,7,0,0,0,0,0,17.5,0,52.5,0,75,0,4.04,0,23.04,1.31,6.72,259.72,0,0,1.44,1.39,63.42,0,50,29.77,16.04,0,190.26,65.86,17.28,271.38,16.04,99.99,5.76,27,27

