Block,Time Block,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,KOTESHWR,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,DADRT2,CHAMERA1,ANTA_LF,ANTA_CRF,ANTA_GF,AURY_RF,ANTA_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_CRF,DADRI_RF,PARBATI3,SIMHST2,RIHAND3,SALAL,SEWA2,RAPPB,RIHAND2,RIHAND1,SASAN,RAMPUR,RSTPSU1TO6,RAPPC,NTPL,RSTPSU7,SIMHST1,TALA,SINGRAULI,TANAKPUR,TALST2,SINGRAULI_HYDRO,URI2,UNCHAHAR3,TelanganaSTPP,TEHRI,UNCHAHAR2,URI,TANDA2,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,MAPS,NLCIIST1,NAPP,NLCIIST2,KUDGI,NLCTS2EXP,NLCEXP,NNTPP,NJPC,KKNPPU2,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,63.41,0,0,18.39,345.73,0,8.53,0,0,0,0,10.99,19.21,0,360.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,0.49,0,0,4.14,13.94,0,14.95,22.39,1.07,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,63.41,0,0,18.39,345.73,0,8.53,0,0,0,0,10.99,19.21,0,360.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,0.49,0,0,4.14,13.94,0,29.9,22.39,1.07,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,131.44,0,0,28.95,349.16,0,8.53,0,0,0,0,12.47,19.21,0,360.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,0.49,0,0,4.14,16.99,0,29.9,26.8,0.63,0,0,7.02,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,142.35,0,0,28.95,349.16,0,8.53,0,0,0,0,13.58,19.21,0,361.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,0.49,0,0,4.14,18.82,0,29.9,29.42,0.63,0,0,7.02,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,142.35,0,0,32.37,349.16,0,8.53,0,0,0,0,13.58,19.21,0,378.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,0.49,0,0,4.14,18.82,0,44.85,29.42,0.63,0,0,7.02,0,0,0,42.07,0,0,0,0,0,18.2,0,0,0,0,0,0,0

68,16:45-17:00,0,142.35,0,0,32.37,437.54,0,8.53,0,0,0,0,17.79,19.21,0,442.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,0.49,0,0,4.14,22.76,0,44.85,36.14,0.63,0,0,8.02,0,0,0,42.07,0,0,0,0,0,36.39,0,0,0,0,0,0,0

69,17:00-17:15,0,142.35,0,0,32.37,460.21,0,17.05,0,0,1.92,8.78,19.65,19.21,0,444.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.1,0,0,4.14,22.76,0,44.85,36.14,0.63,0,0,9.09,0,0,0,42.07,0,0,0,0,0,67.41,0,0,0,0,0,0,0

70,17:15-17:30,0,142.35,0,0,32.37,536.13,0,25.58,2.11,9.29,3.84,17.55,19.98,19.21,15.83,501.87,11.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.1,0,0,4.14,25.3,0,44.85,40.6,0.63,0,0,9.87,0,0,0,42.07,0,0,0,0,0,81.88,0,0,0,0,0,0,0

71,17:30-17:45,0,142.35,0,0,32.37,622.43,0,37.52,12.53,18.62,25.3,26.33,19.98,19.21,31.66,621.08,26.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,7.59,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,4.14,25.35,0,59.79,40.72,0.63,0,0,9.87,0,0,0,42.07,0,0,0,0,0,112.36,0,0,0,0,0,0,0

72,17:45-18:00,0,142.35,0,0,32.37,628.59,0,37.52,12.53,18.62,25.3,26.33,19.98,19.21,31.66,656.29,26.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,7.59,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,4.14,25.35,0,59.79,40.72,0.63,0,0,9.87,0,0,0,42.07,0,0,0,0,0,112.36,0,0,0,0,0,0,0

73,18:00-18:15,0,142.35,0,0,32.37,628.59,0,37.52,12.53,18.62,25.3,26.33,19.98,19.21,31.66,656.29,26.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,7.59,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,4.14,25.35,0,59.79,40.72,0.63,0,0,9.87,0,0,0,42.07,0,0,0,0,0,112.36,0,0,0,0,0,0,0

74,18:15-18:30,0,142.35,0,0,32.37,628.59,0,37.52,12.53,18.62,25.3,26.33,19.98,19.21,31.66,656.29,26.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,7.59,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,4.14,25.35,0,59.79,40.72,0.63,0,0,9.87,0,0,0,42.07,0,0,0,0,0,112.36,0,0,0,0,0,0,0

75,18:30-18:45,0,142.35,0,0,32.37,628.59,0,37.52,12.53,18.62,25.3,26.33,19.98,19.21,31.66,656.29,11.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,7.59,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,4.14,25.35,0,59.79,40.72,2.12,0,0,9.87,0,0,0,42.07,0,0,0,0,0,89.35,0,0,0,0,0,0,0

76,18:45-19:00,0,142.35,0,0,32.37,628.59,0,18.95,2.11,9.29,2.57,17.51,19.98,19.21,15.83,656.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,4.14,25.35,0,59.79,40.72,2.12,0,0,9.87,0,0,0,42.07,0,0,0,0,0,67.41,0,0,0,0,0,0,0

77,19:00-19:15,0,142.35,0,0,32.37,628.59,0,8.53,0,9.29,0,17.51,19.98,19.21,15.83,656.29,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,10.34,25.35,0,59.79,40.72,25.45,0,0,9.87,0,0,0,42.07,0,0,0,0,0,86.42,0,0,0,0,0,0,0

78,19:15-19:30,0,142.35,0,0,32.37,628.59,0,8.53,0,9.29,0,8.78,19.98,19.21,15.83,656.29,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,10.34,25.35,0,59.79,40.72,25.45,0,0,9.87,0,0,0,42.07,0,0,0,0,0,54.59,0,0,0,0,0,0,0

79,19:30-19:45,0,142.35,0,0,32.37,628.59,0,8.53,0,9.29,0,0,19.98,19.21,15.83,656.29,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,10.34,25.35,0,44.85,40.72,25.45,0,0,9.87,0,0,0,42.07,0,0,0,0,0,36.39,0,0,0,0,0,0,0

80,19:45-20:00,0,142.35,0,0,32.37,628.59,0,8.53,0,0,0,0,19.98,19.21,15.83,656.29,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,119.43,1.34,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,10.34,25.35,0,44.85,40.72,25.45,0,0,9.87,0,0,0,42.07,0,0,0,0,0,18.2,0,0,0,0,0,0,0

81,20:00-20:15,0,142.35,0,0,32.37,628.59,0,8.53,0,0,0,0,19.98,19.21,15.83,624.23,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,119.43,4.47,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,10.34,25.35,0,29.9,40.72,25.45,0,0,9.87,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,142.35,0,0,32.37,628.59,0,8.53,0,0,0,0,19.98,19.21,15.83,619.43,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,119.43,26.79,0,0,114.08,88.38,389.08,0,0,51.81,0,0,0,0,121.01,1.72,0,0,10.34,25.35,0,29.9,40.72,13.26,0,0,9.87,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,142.35,0,0,32.37,542.59,0,8.53,0,0,0,0,19.98,19.21,15.83,544.98,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,119.43,26.79,0,0,114.08,88.38,395.5,0,0,51.81,0,0,0,0,121.01,1.72,0,0,4.14,25.35,0,29.9,40.72,3.18,0,0,9.87,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,142.35,0,0,32.37,456.13,0,8.53,0,0,0,0,19.98,19.21,15.83,453.59,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,119.43,26.79,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,1.72,0,0,4.14,21.41,0,29.9,33.99,3.18,0,0,7.8,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,142.35,0,0,32.37,345.73,0,8.53,0,0,0,0,17.22,19.21,15.83,360.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,26.79,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0.49,0,0,4.14,14.54,0,14.77,22.39,7.43,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,142.35,0,0,32.37,345.73,0,8.53,0,0,0,0,17.22,19.21,15.83,360.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,26.79,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0.49,0,0,4.14,13.94,0,0,22.39,7.43,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,142.35,0,0,32.37,345.73,0,8.53,0,0,0,0,17.22,19.21,15.83,360.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,26.79,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0.49,0,0,4.14,13.94,0,0,22.39,13.26,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,142.35,0,0,32.37,345.73,0,8.53,0,0,0,0,17.22,19.21,15.83,354.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,4.47,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0.49,0,0,4.14,13.94,0,0,22.39,13.26,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,127.92,0,0,27.79,345.73,0,8.53,0,0,0,0,14.91,19.21,15.83,354.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0,0,0,4.14,13.94,0,0,22.39,3.18,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,122.65,0,0,27.79,345.73,0,8.53,0,0,0,0,14.8,19.21,15.83,354.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0,0,0,4.14,13.94,0,0,22.39,3.18,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,122.65,0,0,27.79,345.73,0,8.53,0,0,0,0,14.8,19.21,15.83,354.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0,0,0,4.14,13.94,0,0,22.39,3.18,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,122.65,0,0,27.79,345.73,0,8.53,0,0,0,0,14.8,18.45,15.83,354.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0,0,0,4.14,13.94,0,0,22.39,3.18,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,122.65,0,0,27.79,345.73,0,8.53,0,0,0,0,14.8,19.21,15.83,354.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0,0,0,4.14,13.94,0,0,22.39,3.18,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,122.65,0,0,27.79,345.73,0,8.53,0,0,0,0,10.99,19.21,15.83,354.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0,0,0,4.14,13.94,0,0,22.39,3.18,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,94.61,0,0,18.39,345.73,0,8.53,0,0,0,0,10.99,19.21,15.83,354.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0,0,0,4.14,13.94,0,0,22.39,3.18,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,94.61,0,0,18.39,345.73,0,8.53,0,0,0,0,10.99,19.21,15.83,354.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.43,1.34,0,0,114.08,88.38,397.19,0,0,51.81,0,0,0,0,121.01,0,0,0,4.14,13.94,0,0,22.39,3.18,0,0,5.76,0,0,0,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0

