Time,Block,NR/2024/19739/A/17826,NR/2024/20098/C,NR/2024/19172/A/18332,NR/2024/20088/C,NR/2024/19656/A/17827,NR/2024/19485/A/18303,NR/2024/19764/A/17815,NR/2024/20066/C,NR/2024/18935/A/17686,NR/2024/18996/A/18274,NR/2024/18919/A/18252,NR/2024/19075/A/17794,NR/2024/20089/C,NR/2024/19043/A/17752,NR/2024/20027/C,NR/2024/19726/A/17778,NR/2024/18978/A/17666,NR/2024/18855/A/17834,NR/2024/19290/A/18331,NR/2024/20065/C,NR/2024/19115/A/17792,NR/2024/19024/A/17831,NR/2024/18976/A/17670,NR/2024/20061/C,NR/2024/20070/C,NR/2024/20053/C,NR/2024/18977/A/17668,NR/2024/19121/A/17833,NR/2024/18936/A/17683,NR/2024/19727/A/17780,NR/2024/19484/A/18302,NR/2024/19469/A/17828,NR/2024/19337/A/17829,NR/2024/19143/A/17787,NR/2024/18934/A/17687,NR/2024/19245/A/17830,NR/2024/19787/A/17797,NR/2024/20029/C,NR/2024/18986/A/17820,NR/2024/19483/A/18301,NR/2024/19030/A/17758,NR/2024/20072/C,NR/2024/20026/C,Total
51,12:30-12:45,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.970000,12.450000,19.330000,0,9.37,928.06

52,12:45-13:00,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.970000,12.450000,19.330000,0,9.31,928

53,13:00-13:15,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.970000,12.450000,19.330000,0,9.18,927.87

54,13:15-13:30,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.970000,12.450000,19.330000,0,9.02,927.71

55,13:30-13:45,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.970000,12.450000,19.330000,0,8.84,927.53

56,13:45-14:00,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.970000,12.450000,19.330000,0,8.7,927.39

57,14:00-14:15,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.970000,12.450000,19.330000,0,8.43,927.12

58,14:15-14:30,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.970000,12.450000,19.330000,0,8.12,926.81

59,14:30-14:45,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.970000,12.450000,19.330000,0,7.82,926.51

60,14:45-15:00,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.970000,12.450000,19.330000,0,7.45,926.14

61,15:00-15:15,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.720000,12.450000,19.330000,0,6.8,926.21

62,15:15-15:30,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.720000,12.450000,19.330000,0,6.44,925.85

63,15:30-15:45,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.720000,12.450000,19.330000,0,5.93,925.34

64,15:45-16:00,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,19.330000,0.000000,46.390000,111.430000,0.000000,14.500000,66.870000,67.650000,0.000000,0.000000,4.830000,39.620000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.720000,12.450000,19.330000,0,5.38,924.79

65,16:00-16:15,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,0.000000,0.000000,46.390000,111.430000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.720000,12.450000,0.000000,0,4.84,831.47

66,16:15-16:30,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,0.000000,0.000000,46.390000,111.430000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.720000,12.450000,0.000000,0,4.24,830.87

67,16:30-16:45,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,0.000000,0.000000,46.390000,111.430000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.720000,12.450000,0.000000,0,3.67,830.3

68,16:45-17:00,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,5.800000,48.320000,0.000000,0.000000,0.000000,46.390000,111.430000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,57.980000,0.000000,6.760000,0.000000,37.330000,1.930000,1.930000,0.000000,4.830000,1.930000,48.320000,72.480000,0.720000,12.450000,0.000000,0,3.12,829.75

69,17:00-17:15,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,0.000000,48.320000,0.000000,0.000000,0.000000,0.000000,111.430000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.330000,1.930000,1.930000,0.000000,0.000000,1.930000,48.320000,72.480000,0.680000,12.450000,0.000000,0,2.51,707.34

70,17:15-17:30,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,0.000000,48.320000,0.000000,0.000000,0.000000,0.000000,111.430000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.330000,1.930000,1.930000,0.000000,0.000000,1.930000,48.320000,72.480000,0.680000,12.450000,0.000000,0,1.85,706.68

71,17:30-17:45,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,0.000000,48.320000,0.000000,0.000000,0.000000,0.000000,111.430000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.330000,1.930000,1.930000,0.000000,0.000000,1.930000,48.320000,72.480000,0.680000,12.450000,0.000000,0,1.32,706.15

72,17:45-18:00,0.000000,0.000000,115.970000,0.000000,2.900000,37.330000,72.480000,0.000000,0.000000,48.320000,0.000000,0.000000,0.000000,0.000000,111.430000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.330000,1.930000,1.930000,0.000000,0.000000,1.930000,48.320000,72.480000,0.680000,12.450000,0.000000,0,0.95,705.78

73,18:00-18:15,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.190000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.330000,1.930000,1.930000,0.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,0,0.6,544.71

74,18:15-18:30,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.190000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.330000,1.930000,1.930000,0.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,0,0.34,544.45

75,18:30-18:45,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.190000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.330000,1.930000,1.930000,0.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,0,0.14,544.25

76,18:45-19:00,0.000000,0.000000,115.970000,0.000000,1.930000,37.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,167.190000,0.000000,0.000000,66.870000,67.650000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.330000,1.930000,1.930000,0.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,0,0,544.11

77,19:00-19:15,0.000000,96.640000,115.970000,0.000000,1.930000,37.330000,0.000000,96.640000,0.000000,0.000000,0.000000,0.000000,48.320000,0.000000,167.190000,0.000000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,0.000000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,0,0,1205.58

78,19:15-19:30,0.000000,96.640000,115.970000,0.000000,1.930000,37.330000,0.000000,96.640000,0.000000,0.000000,0.000000,0.000000,48.320000,0.000000,167.190000,0.000000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,0.000000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,0,0,1205.58

79,19:30-19:45,0.000000,96.640000,115.970000,0.000000,1.930000,37.330000,0.000000,96.640000,0.000000,0.000000,0.000000,0.000000,48.320000,0.000000,167.190000,0.000000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,0.000000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,0,0,1205.58

80,19:45-20:00,0.000000,96.640000,115.970000,0.000000,1.930000,37.330000,0.000000,96.640000,0.000000,0.000000,0.000000,0.000000,48.320000,0.000000,167.190000,0.000000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,0.000000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,0,0,1205.58

81,20:00-20:15,0.000000,96.640000,115.970000,0.000000,1.930000,37.330000,0.000000,193.280000,0.000000,0.000000,0.000000,0.000000,96.640000,0.000000,167.190000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,0.000000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,45.42,0,1492.6

82,20:15-20:30,0.000000,96.640000,115.970000,0.000000,1.930000,37.330000,0.000000,193.280000,0.000000,0.000000,0.000000,0.000000,96.640000,0.000000,167.190000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,0.000000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,45.42,0,1492.6

83,20:30-20:45,0.000000,96.640000,115.970000,0.000000,1.930000,37.330000,0.000000,193.280000,0.000000,0.000000,0.000000,0.000000,96.640000,0.000000,167.190000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,0.000000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,45.42,0,1492.6

84,20:45-21:00,0.000000,96.640000,115.970000,0.000000,1.930000,37.330000,0.000000,193.280000,0.000000,0.000000,0.000000,0.000000,96.640000,0.000000,167.190000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,0.000000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,45.42,0,1492.6

85,21:00-21:15,0.000000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,0.000000,0.000000,289.920000,0.000000,167.190000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,0.000000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,45.42,0,1740.97

86,21:15-21:30,0.000000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,0.000000,0.000000,289.920000,0.000000,167.190000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,0.000000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,45.42,0,1740.97

87,21:30-21:45,0.000000,96.640000,115.970000,50.250000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,0.000000,0.000000,289.920000,0.000000,167.190000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,48.320000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,46.39,0,1783.49

88,21:45-22:00,0.000000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,0.000000,0.000000,289.920000,0.000000,167.190000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,48.320000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,26.090000,0.680000,12.450000,0.000000,47.35,0,1791.22

89,22:00-22:15,0.970000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,9.660000,0.000000,289.920000,0.000000,111.430000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,193.280000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,57.980000,0.680000,12.450000,0.000000,48.32,0,1923.91

90,22:15-22:30,0.970000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,9.660000,0.000000,289.920000,0.000000,111.430000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,193.280000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,57.980000,0.680000,12.450000,0.000000,49.29,0,1924.88

91,22:30-22:45,0.970000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,9.660000,0.000000,289.920000,0.000000,111.430000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,193.280000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,57.980000,0.680000,12.450000,0.000000,50.25,0,1925.84

92,22:45-23:00,0.970000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,9.660000,0.000000,289.920000,0.000000,111.430000,96.640000,0.000000,66.870000,67.650000,96.640000,0.000000,4.830000,0.000000,31.310000,96.640000,193.280000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,57.980000,0.680000,12.450000,0.000000,51.22,0,1926.81

93,23:00-23:15,0.970000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,9.660000,0.000000,289.920000,0.000000,111.430000,96.640000,0.000000,66.870000,67.650000,193.280000,0.000000,4.830000,0.000000,31.310000,96.640000,193.280000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,57.980000,0.630000,12.450000,0.000000,51.22,0,2023.4

94,23:15-23:30,0.970000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,9.660000,0.000000,289.920000,0.000000,111.430000,96.640000,0.000000,66.870000,67.650000,193.280000,0.000000,4.830000,0.000000,31.310000,96.640000,193.280000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,57.980000,0.630000,12.450000,0.000000,50.25,0,2022.43

95,23:30-23:45,0.970000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,9.660000,0.000000,289.920000,0.000000,111.430000,96.640000,0.000000,66.870000,67.650000,193.280000,0.000000,4.830000,0.000000,31.310000,96.640000,193.280000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,57.980000,0.630000,12.450000,0.000000,50.25,0,2022.43

96,23:45-24:00,0.970000,96.640000,115.970000,57.020000,0.000000,37.330000,0.000000,193.280000,0.000000,0.000000,9.660000,0.000000,289.920000,0.000000,111.430000,96.640000,0.000000,66.870000,67.650000,193.280000,0.000000,4.830000,0.000000,31.310000,96.640000,193.280000,0.000000,0.000000,0.000000,193.280000,37.330000,1.930000,1.930000,2.000000,0.000000,1.930000,0.000000,57.980000,0.630000,12.450000,0.000000,50.25,0,2022.43

