Column1,Time,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/9061,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,WR/01102023/31032046/L_NR_2020_05,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/5444,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/9042,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/4503,GNA/WR/2024/11/01/4200,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/1868,NR/01102023/31052040/LT-31
80,19:45-20:00,0,0,7.6,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,36.51,0,0,6.5,0,1.81,0,19.5,0,26.25,0,36.51,260.83,17.29,2.45,1.55,86.66,271.64,8.65,50,2.48,65.9,92.88,150,0,0,36.51,8.65,0

81,20:00-20:15,0,0,7.8,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,36.51,0,0,6.5,0,1.81,0,19.5,0,26.25,0,36.51,260.83,17.29,2.3,1.47,86.66,258.43,8.65,50,2.57,65.9,92.88,200,0,0,36.51,8.65,0

82,20:15-20:30,0,0,7.8,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,36.51,0,0,6.5,0,1.81,0,19.5,0,26.25,0,36.51,233.98,17.29,2.3,1.47,67.76,245.94,8.65,50,2.57,65.9,92.88,200,0,0,36.51,8.65,0

83,20:30-20:45,0,0,8,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,36.51,0,0,6.5,0,1.81,0,19.5,0,26.25,0,36.51,233.98,17.29,2.3,1.47,67.76,231.53,8.65,50,2.57,70.04,92.88,200,0,0,36.51,8.65,0

84,20:45-21:00,0,0,8.2,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,36.51,0,0,6.5,0,1.81,0,19.5,0,26.25,0,36.51,205.16,17.29,2.3,1.47,67.76,219.04,8.65,50,2.57,70.04,92.88,200,0,0,36.51,8.65,0

85,21:00-21:15,0,0,7.2,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,34.59,0,0,6.5,0,1.81,0,19.5,0,26.25,0,34.59,205.16,17.29,2.07,1.47,67.76,212.31,8.65,50,2.57,70.04,92.88,200,0,0,34.59,8.65,0

86,21:15-21:30,0,0,7.2,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,34.59,0,0,6.5,0,1.81,0,19.5,0,26.25,0,34.59,205.16,17.29,2.07,1.47,67.76,205.59,8.65,50,2.57,70.04,92.88,200,0,0,34.59,8.65,0

87,21:30-21:45,0,0,7.2,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,34.59,0,0,6.5,0,1.81,0,19.5,0,27.26,0,34.59,260.83,17.29,2.07,1.47,57.35,196.94,8.65,50,2.57,70.04,92.88,200,0,0,34.59,8.65,0

88,21:45-22:00,0,0,7.2,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,34.59,0,0,6.5,0,1.81,0,19.5,0,27.26,0,34.59,250.34,17.29,2.07,1.47,57.35,196.94,8.65,50,2.57,70.04,92.88,200,0,0,34.59,8.65,0

89,22:00-22:15,0,0,7.8,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,25.94,0,0,6.5,0,1.81,0,19.5,0,27.26,0,25.94,224.37,17.29,2.07,1.39,67.76,196.94,8.65,50,2.48,70.04,92.88,200,63.42,190.26,25.94,8.65,0

90,22:15-22:30,0,0,8.2,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,25.94,0,0,6.5,0,1.81,0,19.5,0,27.26,0,25.94,205.16,17.29,2.07,1.39,67.76,196.94,8.65,50,2.48,70.04,92.88,200,63.42,190.26,25.94,8.65,0

91,22:30-22:45,0,0,8.8,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,25.94,0,0,6.5,0,1.81,0,19.5,0,27.26,0,25.94,205.16,17.29,2.07,1.39,67.76,196.94,8.65,50,2.48,70.04,92.88,200,63.42,190.26,25.94,8.65,0

92,22:45-23:00,0,0,9.4,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,25.94,0,0,6.5,0,1.81,0,19.5,0,27.26,0,25.94,195.18,17.29,2.07,1.39,67.76,196.94,8.65,50,2.48,70.04,92.88,200,63.42,190.26,25.94,8.65,0

93,23:00-23:15,0,0,9.6,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,25.94,0,0,6.5,0,1.81,0,19.5,0,26.24,0,25.94,195.18,17.29,1.99,1.39,57.35,190.22,8.65,50,2.48,70.04,92.88,200,63.42,190.26,25.94,8.65,0

94,23:15-23:30,0,0,9.6,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,25.94,0,0,6.5,0,1.81,0,19.5,0,26.24,0,25.94,195.18,17.29,1.99,1.39,57.35,184.45,8.65,50,2.48,70.04,92.88,200,63.42,190.26,25.94,8.65,0

95,23:30-23:45,0,0,9.6,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,25.94,0,0,6.5,0,1.81,0,19.5,0,26.24,0,25.94,195.18,17.29,1.99,1.39,57.35,176.77,8.65,50,2.48,70.04,92.88,200,63.42,190.26,25.94,8.65,0

96,23:45-24:00,0,0,9.8,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,25.94,0,0,6.5,0,1.81,0,19.5,0,26.24,0,25.94,195.18,17.29,1.99,1.39,57.35,144.1,8.65,50,2.48,70.04,92.88,200,63.42,190.26,25.94,8.65,0

