Column1,Time,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01082024/31082024/SKS-Raigarh,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/15082024/APL-Raigarh,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/30092023/26122029/SH-06,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/31082024/jitpl
80,19:45-20:00,28.34,0,31.34,0,31.33,0.11,0,0.53,94,75,0,0,0,0,0,75,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,27.75,9.93,272.26,72.22,192.58,48.14,166.53,6.76,59.7,65.16,48.14,0,26.8708,7.92,8.43

81,20:00-20:15,28.34,0,30.84,0,30.83,0,0,0,92.5,75.67,0,0,0,0,0,75.67,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,27.25,9.93,272.26,72.22,192.58,48.14,261.43,7.13,85.6,86.85,48.14,0,26.8708,7.92,8.43

82,20:15-20:30,27.66,0,30,0,30,0,0,0,90,75,0,0,0,0,0,75,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,27.25,9.93,272.26,72.22,192.58,48.14,261.43,7.13,85.6,86.85,48.14,0,26.8708,7.92,8.43

83,20:30-20:45,27.34,0,28.66,0,28.67,0,0,0,86,63.33,0,0,0,0,0,63.33,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,27.25,9.93,272.26,72.22,192.58,48.14,261.43,7.13,85.6,86.85,48.14,0,26.8708,7.92,8.43

84,20:45-21:00,27,0,27.34,0,27.33,0,0,0,82,61.67,0,0,0,0,0,61.67,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,27.25,9.93,272.26,72.22,192.58,48.14,261.43,7.13,85.6,86.85,48.14,0,26.8708,7.92,8.43

85,21:00-21:15,26.66,0,24.84,0,24.83,0,0,0,74.5,60.67,0,0,0,0,0,60.67,0,0,0,0,7,0,0,115.07,0,26.8708,0,0,8.75,26.24,9.93,272.26,72.22,192.58,48.14,261.43,7.13,85.6,86.85,48.14,0,26.8708,7.92,8.43

86,21:15-21:30,26,0,22.84,0,22.83,0,0,0,68.5,60,0,0,0,0,0,60,0,0,0,0,7,0,0,115.07,0,26.8708,0,0,8.75,26.24,9.93,272.26,72.22,192.58,48.14,261.43,7.13,85.6,86.85,48.14,0,26.8708,7.92,8.43

87,21:30-21:45,25.66,0,20,0,20,0,0,0,60,59.33,0,0,0,0,0,59.33,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,26.75,19.39,272.26,72.22,192.58,48.14,261.43,6.2,85.6,86.85,48.14,0,26.8708,7.92,8.43

88,21:45-22:00,25.34,0,20.34,0,20.33,0,0,0,61,58.67,0,0,0,0,0,58.67,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,26.75,19.39,272.26,72.22,192.58,48.14,261.43,6.2,85.6,86.85,48.14,0,26.8708,7.92,8.43

89,22:00-22:15,18.34,0,18.66,0,18.67,0,0,0,56,58.33,0,0,0,0,0,58.33,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,26.24,19.39,272.26,72.22,192.58,48.14,261.43,6.02,85.6,86.85,48.14,0,26.8708,7.92,8.43

90,22:15-22:30,18,0,18.34,0,18.33,0,0,0,55,57.33,0,0,0,0,0,57.33,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,26.24,19.39,272.26,72.22,192.58,48.14,261.43,6.02,85.6,86.85,48.14,0,26.8708,7.92,8.43

91,22:30-22:45,17.66,0,18.16,0,18.17,0,0,0,54.5,57,0,0,0,0,0,57,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,25.74,19.39,272.26,72.22,192.58,48.14,261.43,6.02,85.6,86.85,48.14,0,26.8708,7.92,8.43

92,22:45-23:00,17.34,0,17.5,0,17.5,0,0,0,52.5,56.67,0,0,0,0,0,56.67,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,25.74,19.39,272.26,72.22,192.58,48.14,261.43,6.02,85.6,86.85,48.14,0,26.8708,7.92,8.43

93,23:00-23:15,17,0,17,0,17,0,0,0,51,56.33,0,0,0,0,0,56.33,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,26.75,19.39,272.26,72.22,192.58,48.14,261.43,5.92,85.6,86.85,48.14,0,26.8708,7.92,8.43

94,23:15-23:30,16.66,0,17,0,17,0,0,0,51,56,0,0,0,0,0,56,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,26.75,19.39,272.26,72.22,192.58,48.14,261.43,5.92,85.6,86.85,48.14,0,26.8708,7.92,8.43

95,23:30-23:45,16.66,0,17,0,17,0,0,0,51,55.33,0,0,0,0,0,55.33,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,26.75,19.39,272.26,72.22,192.58,48.14,261.43,5.92,85.6,86.85,48.14,0,26.8708,7.92,8.43

96,23:45-24:00,16.34,0,17,0,17,0,0,0,51,54.67,0,0,0,0,0,54.67,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,26.75,19.39,272.26,72.22,192.58,48.14,261.43,5.92,85.6,86.85,48.14,0,26.8708,7.92,8.43

