Time,Block,NR/2023/13165/A,NR/2023/16291/F,NR/2023/17003/C,NR/2023/13254/A,NR/2023/16291/F/II,NR/2023/13253/A,NR/2023/13387/A,NR/2023/17029/C,NR/2023/15770/A,NR/2023/13242/A,NR/2023/16073/A,NR/2023/13385/A,NR/2023/13150/A,NR/2023/16191/A,NR/2023/16914/D,NR/2023/17008/C,NR/2023/16995/C,NR/2023/16077/A,NR/2023/13636/A,NR/2023/13383/A,NR/2023/13376/A,NR/2023/16865/F,NR/2023/13148/A,NR/2023/13908/A,NR/2023/16185/A,NR/2023/16520/F,NR/2023/16912/D,NR/2023/16437/F,NR/2023/13519/A,ER/2023/10818/C,NR/2023/16998/C,NR/2023/16991/D,WR/2023/19067/C,Total
68,16:45-17:00,22.310000,0.820000,9.820000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,24.260000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,8.250000,0.000000,175.680000,77.620000,0.000000,4.850000,148.580000,58.640000,0.000000,16.01,1.72,0.000000,1134.44

69,17:00-17:15,22.310000,0.820000,10.190000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,24.260000,30.720000,63.260000,142.620000,67.910000,18.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,0.000000,175.680000,77.620000,0.000000,4.850000,148.580000,0.000000,0.000000,0,2.15,0.000000,1070.34

70,17:15-17:30,22.310000,0.820000,10.190000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,24.260000,30.720000,63.260000,142.620000,67.910000,18.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,0.000000,175.680000,77.620000,0.000000,4.850000,148.580000,0.000000,0.000000,0,1.12,0.000000,1069.31

71,17:30-17:45,22.310000,0.820000,10.190000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,24.260000,30.720000,63.260000,142.620000,67.910000,18.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,0.000000,175.680000,77.620000,0.000000,4.850000,148.580000,0.000000,0.000000,0,0.63,0.000000,1068.82

72,17:45-18:00,22.310000,0.820000,10.190000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,24.260000,30.720000,63.260000,142.620000,67.910000,18.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,0.000000,175.680000,77.620000,0.000000,4.850000,148.580000,0.000000,0.000000,0,0.46,0.000000,1068.65

73,18:00-18:15,22.310000,0.820000,10.370000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,0.000000,4.850000,148.580000,0.000000,30.000000,0,0.28,0.000000,1093

74,18:15-18:30,22.310000,0.820000,10.370000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,0.000000,4.850000,148.580000,0.000000,30.000000,0,0.1,0.000000,1092.82

75,18:30-18:45,22.310000,0.820000,10.370000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,0.000000,4.850000,148.580000,0.000000,30.000000,0,0,0.000000,1092.72

76,18:45-19:00,22.310000,0.820000,10.370000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,0.000000,4.850000,148.580000,0.000000,30.000000,0,0,0.000000,1092.72

77,19:00-19:15,22.310000,0.820000,10.470000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,32.500000,4.850000,148.580000,0.000000,30.000000,0,0,0.000000,1125.32

78,19:15-19:30,22.310000,0.820000,10.470000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,32.500000,4.850000,148.580000,0.000000,30.000000,0,0,0.000000,1125.32

79,19:30-19:45,22.310000,0.820000,10.470000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,32.500000,4.850000,148.580000,0.000000,30.000000,0,0,0.000000,1125.32

80,19:45-20:00,22.310000,0.820000,10.470000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,0.000000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,32.500000,4.850000,148.580000,0.000000,30.000000,0,0,0.000000,1125.32

81,20:00-20:15,22.310000,0.780000,10.370000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,17.840000,4.850000,148.580000,0.000000,30.000000,0,0,0.000000,1140.21

82,20:15-20:30,22.310000,0.780000,10.370000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,17.840000,4.850000,148.580000,0.000000,30.000000,0,0,0.000000,1140.21

83,20:30-20:45,22.310000,0.780000,10.370000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,17.840000,4.850000,148.580000,0.000000,30.000000,0,0,0.000000,1140.21

84,20:45-21:00,22.310000,0.780000,10.370000,19.690000,0.000000,48.510000,100.420000,0.000000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,17.840000,4.850000,148.580000,0.000000,30.000000,0,0,0.000000,1140.21

85,21:00-21:15,22.310000,0.780000,10.280000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,17.840000,4.850000,148.580000,58.640000,30.000000,0,0,0.000000,1247.27

86,21:15-21:30,22.310000,0.780000,10.280000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,17.840000,4.850000,148.580000,58.640000,30.000000,0,0,0.000000,1247.27

87,21:30-21:45,22.310000,0.780000,10.280000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,17.840000,4.850000,148.580000,58.640000,30.000000,0,0,0.000000,1247.27

88,21:45-22:00,22.310000,0.780000,10.280000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,10.090000,0.000000,19.230000,0.000000,20.370000,0.000000,36.610000,175.680000,77.620000,17.840000,4.850000,148.580000,58.640000,30.000000,0,0,0.000000,1247.27

89,22:00-22:15,22.310000,0.780000,10.190000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,5.050000,107.980000,19.230000,46.280000,20.370000,0.000000,36.610000,175.680000,77.620000,23.280000,4.850000,148.580000,58.640000,30.000000,0,0,0.000000,1401.84

90,22:15-22:30,22.310000,0.780000,10.190000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,5.050000,107.980000,19.230000,46.280000,20.370000,0.000000,36.610000,175.680000,77.620000,23.280000,4.850000,148.580000,58.640000,30.000000,0,0,0.000000,1401.84

91,22:30-22:45,22.310000,0.780000,10.190000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,5.050000,107.980000,19.230000,46.280000,20.370000,0.000000,36.610000,175.680000,77.620000,23.280000,4.850000,148.580000,58.640000,30.000000,0,0,0.000000,1401.84

92,22:45-23:00,22.310000,0.780000,10.190000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,5.050000,107.980000,19.230000,46.280000,20.370000,0.000000,36.610000,175.680000,77.620000,23.280000,4.850000,148.580000,58.640000,30.000000,0,0,0.000000,1401.84

93,23:00-23:15,22.310000,0.780000,10.100000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,4.040000,107.980000,19.230000,46.280000,20.370000,0.000000,36.610000,175.680000,77.620000,23.280000,4.850000,148.580000,58.640000,0.000000,0,0,0.000000,1370.74

94,23:15-23:30,22.310000,0.780000,10.100000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,4.040000,107.980000,19.230000,46.280000,20.370000,0.000000,36.610000,175.680000,77.620000,23.280000,4.850000,148.580000,58.640000,0.000000,0,0,0.000000,1370.74

95,23:30-23:45,22.310000,0.780000,10.100000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,4.040000,107.980000,19.230000,46.280000,20.370000,0.000000,36.610000,175.680000,77.620000,23.280000,4.850000,148.580000,58.640000,0.000000,0,0,0.000000,1370.74

96,23:45-24:00,22.310000,0.780000,10.100000,19.690000,0.000000,48.510000,100.420000,48.510000,63.060000,29.690000,0.000000,30.720000,63.260000,142.620000,67.910000,0.000000,4.040000,107.980000,19.230000,46.280000,20.370000,0.000000,36.610000,175.680000,77.620000,23.280000,4.850000,148.580000,58.640000,0.000000,0,0,0.000000,1370.74

