Column1,Time,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/9606,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/03/01/7500,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/5143,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/6891,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/9482,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/4651,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,L_NR_2019_19
75,18:30-18:45,0,100,1.12,6.34,50,100,32,32,100.15,2.17,23.07,36.53,0,0,0,0,36.53,17.3,1.15,271.81,260.13,86.71,0,8.65,7.29,29.27,57.67,0.78,0,0.93,1,0.18,0,0,0,0,21,0,10.33,21,31.01,11,0,0,10.33,22.41,0

76,18:45-19:00,0,100,1.12,6.34,50,100,32,32,100.15,2.17,23.07,36.53,0,0,0,0,36.53,17.3,1.15,271.81,260.13,86.71,0,8.65,7.29,29.27,57.67,0,0,0,0,0,0,0,0,0,21,0,10.33,21,31.01,11,0,0,10.33,22.01,0

77,19:00-19:15,0,100,1.12,6.34,50,100,32,32,100.15,2.17,23.07,36.53,0,0,0,0,36.53,17.3,1,271.81,260.13,86.71,0,8.65,7.29,29.27,57.67,0,0,0,0,0,0,0,0,0,22,0,10.33,22,31.01,8.33,0,0,10.33,29.01,0

78,19:15-19:30,0,100,1.12,6.34,50,100,32,32,100.15,2.17,23.07,36.53,0,0,0,0,36.53,17.3,1,271.81,260.13,86.71,0,8.65,7.29,29.27,57.67,0,0,0,0,0,0,0,0,0,22.67,0,10.33,22.66,31.01,8.33,0,0,10.33,28.21,0

79,19:30-19:45,0,100,1.12,6.34,50,100,31,31,100.15,2.17,23.07,36.53,0,0,0,0,36.53,17.3,1,271.81,260.13,86.71,0,8.65,7.29,29.27,57.67,0,0,0,0,0,0,0,0,0,23,0,10.33,23,31.01,8.33,0,0,10.33,27.21,0

80,19:45-20:00,0,100,1.12,6.34,50,100,32,32,100.15,2.17,23.07,36.53,0,0,0,0,36.53,17.3,1,271.81,260.13,86.71,0,8.65,7.29,29.27,57.67,0,0,0,0,0,0,0,0,0,23,0,10.33,23,31.01,8.33,0,0,10.33,26.61,0

81,20:00-20:15,0,100,1.44,6.34,50,100,26.99,26.99,100.15,2.17,23.07,36.53,0,0,0,0,36.53,17.3,0.92,271.81,260.13,86.71,0,8.65,7.29,28.76,57.67,0,0,0,0,0,0,0,0,0,22,0,10.33,22,31.01,8.33,0,0,10.33,17.01,0

82,20:15-20:30,0,100,1.44,6.34,50,100,26.99,26.99,100.15,2.17,23.07,36.53,0,0,0,0,36.53,17.3,0.92,271.81,260.13,86.71,0,8.65,7.29,28.76,52.96,0,0,0,0,0,0,0,0,0,21,0,10.33,21,31.01,8.33,0,0,10.33,16.21,0

83,20:30-20:45,0,100,1.44,6.34,50,100,26.99,26.99,100.15,0.78,23.07,36.53,0,0,0,0,36.53,17.3,1.23,271.81,260.13,86.71,0,8.65,7.29,28.76,48.25,0,0,0,0,0,0,0,0,0,20,0,10.33,20,31.01,8.33,0,0,10.33,17.41,0

84,20:45-21:00,0,100,1.44,6.34,50,100,26.99,26.99,100.15,0.78,23.07,36.53,0,0,0,0,36.53,17.3,1.23,271.81,260.13,86.71,0,8.65,7.29,28.76,43.54,0,0,0,0,0,0,0,0,0,19,0,10.33,19,31.01,8.33,0,0,10.33,16.21,0

85,21:00-21:15,0,100,1.44,6.34,50,100,26.99,26.99,100.15,1.16,23.07,23.07,0,0,0,0,23.07,17.3,1.15,271.81,260.13,86.71,0,8.65,7.29,28.76,38.83,0,0,0,0,0,0,0,0,0,23.33,0,10.33,23.34,31.01,8.33,0,0,10.33,15.01,0

86,21:15-21:30,0,100,1.44,6.34,50,100,26.99,26.99,100.15,1.16,23.07,23.07,0,0,0,0,23.07,17.3,1.15,271.81,260.13,86.71,0,8.65,7.29,28.76,35.06,0,0,0,0,0,0,0,0,0,26,0,10.33,26,31.01,8.33,0,0,10.33,14.41,0

87,21:30-21:45,0,100,1.44,6.34,50,100,26.99,26.99,100.15,1.16,23.07,23.07,0,0,0,0,23.07,17.3,1.15,271.81,260.13,86.71,0,8.65,7.29,28.26,35.06,0,0,0,0,0,0,0,0,0,26.67,0,10.33,26.66,31.01,8.33,0,0,10.33,13.81,0

88,21:45-22:00,0,100,1.44,6.34,50,100,26.99,26.99,100.15,1.16,23.07,23.07,0,0,0,0,23.07,17.3,1.15,271.81,260.13,86.71,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,27.33,0,10.5,27.34,31.5,8.33,0,0,10.5,13.41,0

89,22:00-22:15,0,100,1.44,6.34,50,100,26.99,26.99,100.15,1.55,23.07,23.07,190.26,0,63.42,0,23.07,17.3,1,271.81,260.13,86.71,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,27,0,10.5,27,31.5,8.33,0,0,10.5,17.21,0

90,22:15-22:30,0,100,1.44,6.34,50,100,26.99,26.99,100.15,1.55,23.07,23.07,190.26,0,63.42,0,23.07,17.3,1,271.81,260.13,86.71,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,26.67,0,10.5,26.66,31.5,8.33,0,0,10.5,16.21,0

91,22:30-22:45,0,100,1.44,6.34,50,100,26.99,26.99,100.15,1.55,23.07,23.07,190.26,0,63.42,0,23.07,17.3,1,271.81,260.13,86.71,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,25.67,0,10.5,25.66,31.5,8.33,0,0,10.5,15.21,0

92,22:45-23:00,0,100,1.44,6.34,50,100,26.99,26.99,100.15,1.55,23.07,23.07,190.26,0,63.42,0,23.07,17.3,1,271.81,260.13,86.71,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,25,0,10.5,25,31.5,8.33,0,0,10.5,14.41,0

93,23:00-23:15,0,100,1.44,6.34,50,0,26.99,26.99,100.15,1.39,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0.96,271.81,195.36,74.53,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,25.33,0,10.33,25.34,31.01,8.33,0,0,10.33,13.21,0

94,23:15-23:30,0,100,1.44,6.34,50,0,26.99,26.99,100.15,1.39,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0.96,271.81,195.36,74.53,0,8.65,7.29,26.24,35.06,0,0,0,0,0,0,0,0,0,24.67,0,10.17,24.66,30.49,8.33,0,0,10.17,12.21,0

95,23:30-23:45,0,100,1.44,6.34,50,0,26.99,26.99,100.15,1.39,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0.96,271.81,195.36,74.53,0,8.65,7.29,26.24,35.06,0,0,0,0,0,0,0,0,0,23,0,10,23,30,8.33,0,0,10,11.61,0

96,23:45-24:00,0,100,1.44,6.34,50,0,26.99,26.99,100.15,1.39,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0.96,271.81,195.36,64.04,0,8.65,7.29,26.24,35.06,0,0,0,0,0,0,0,0,0,23.33,0,10,23.34,30,8.33,0,0,10,11.21,0

