Column1,Time,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/09/16/2535,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/6566,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/2171,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7908,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/9821,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7119,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/8090,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16
84,20:45-21:00,42.82,34.67,12.66,15,34.67,45,0,0,15,0,0,26.74,0,0,24.23,0,0,0,102.55,2.42,100.97,21.81,0,87.42,0,263.14,12.31,6.15,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

85,21:00-21:15,42.82,34,11.34,14.84,34,44.5,0,0,14.83,0,0,26.74,0,0,24.23,0,0,0,102.55,2.42,100.97,21.81,0,87.42,0,263.14,12.21,5.96,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

86,21:15-21:30,42.62,33,11,14.66,33,44,0,0,14.67,0,0,26.74,0,0,24.23,0,0,0,102.55,2.42,100.97,21.81,0,87.42,0,263.14,12.21,5.96,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

87,21:30-21:45,42.62,32.67,10.34,14.5,32.67,43.5,0,0,14.5,0,0,26.24,0,0,24.23,0,0,0,102.55,2.42,100.97,21.81,0,87.42,0,263.14,12.21,5.96,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

88,21:45-22:00,42.42,32,9.66,14.34,32,43,0,0,14.33,0,0,26.24,0,0,24.23,0,0,0,102.55,2.42,100.97,21.81,0,87.42,0,263.14,12.21,5.96,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

89,22:00-22:15,42.22,31.33,9.34,13.84,31.33,41.5,0,0,13.83,0,0,26.75,145.38,0,24.23,0,0,0,102.55,2.42,100.97,21.81,0,87.42,0,263.14,12.03,5.96,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

90,22:15-22:30,41.22,30.67,8.66,13.16,30.67,39.5,0,0,13.17,0,0,26.25,145.38,0,24.23,0,0,0,102.55,2.42,100.97,21.81,0,87.42,0,263.14,12.03,5.96,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

91,22:30-22:45,41.22,31,8.66,12.84,31,38.5,0,0,12.83,0,0,27.25,145.38,0,24.23,0,0,0,111.09,2.42,100.97,21.81,0,87.42,0,263.14,12.03,5.96,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

92,22:45-23:00,41.22,31.67,8.66,12.5,31.67,37.5,0,0,12.5,0,0,27.25,145.38,0,24.23,0,0,0,111.09,2.42,100.97,21.81,0,87.42,0,263.14,12.03,5.96,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

93,23:00-23:15,40.62,32.67,8.66,12.16,32.67,36.5,0,0,12.17,0,0,26.25,145.38,0,24.23,0,0,0,115.84,2.42,100.97,21.81,0,87.42,0,263.14,11.84,5.82,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

94,23:15-23:30,40.42,33.67,8.34,12,33.67,36,0,0,12,0,0,26.25,145.38,0,24.23,0,0,0,115.84,2.42,100.97,21.81,0,87.42,0,263.14,11.84,5.82,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

95,23:30-23:45,40.22,31.33,8.34,11.5,31.33,34.5,0,0,11.5,0,0,26.25,145.38,0,24.23,0,0,0,115.84,2.42,100.97,21.81,0,87.42,0,263.14,11.84,5.82,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

96,23:45-24:00,40.22,28.33,8.34,10.5,28.33,31.5,0,0,10.5,0,0,26.25,145.38,0,24.23,0,0,0,115.84,2.42,100.97,21.81,0,87.42,0,263.14,11.84,5.82,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

