Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,GNA/NR/2025/03/01/9482,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/3469,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/9606,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/8036,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/1906,NR/01102023/30042040/GNA_LT_36,GNA/SR/2025/03/01/7500,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/6891,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/4651,GNA/WR/2025/01/01/8625
79,19:30-19:45,8.2,0,14,7.5,22.5,0,7,7.5,14,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.46,6.75,0,31,0,2.72,50,2.69,36.62,36.62,0,272.49,1.97,260.78,115.26,36.62,0,50,0,0,0,86.93,31,0,100

80,19:45-20:00,7.6,0,14,7.5,22.5,0,7,7.5,14,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.46,6.75,0,31,0,2.72,50,2.69,36.62,36.62,0,272.49,1.97,260.78,115.26,36.62,0,50,0,0,0,86.93,31,0,100

81,20:00-20:15,7.2,0,14,7.5,22.5,0,7,7.5,14,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,3.11,75,2.92,36.62,36.62,0,272.49,1.87,260.78,115.26,36.62,0,50,0,0,0,86.93,31,0,100

82,20:15-20:30,7,0,14,7.5,22.5,0,7,7.5,14,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,3.11,75,2.92,36.62,36.62,0,272.49,1.87,260.78,115.26,36.62,0,50,0,0,0,86.93,31,0,100

83,20:30-20:45,7,0,14,7.5,22.5,0,7,7.5,14,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,3.11,75,2.92,36.62,36.62,0,272.49,1.87,260.78,115.26,36.62,0,50,0,0,0,86.93,31,0,100

84,20:45-21:00,7,0,14,7.5,22.5,0,7,7.5,14,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,3.11,75,2.92,36.62,36.62,0,272.49,1.87,260.78,115.26,36.62,0,50,0,0,0,86.93,31,0,100

85,21:00-21:15,7,0,18.2,7.5,22.5,0,7,7.5,18.2,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.77,36.62,36.62,0,272.49,1.87,260.78,115.26,36.62,0,50,0,0,0,86.93,31,0,100

86,21:15-21:30,7,0,18.2,7.5,22.5,0,7,7.5,18.2,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.77,36.62,36.62,0,272.49,1.87,260.78,115.26,36.62,0,50,0,0,0,86.93,31,0,100

87,21:30-21:45,7,0,25,7.5,22.5,0,7,7.5,25,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.77,36.62,36.62,0,272.49,1.87,260.78,115.26,36.62,0,50,0,0,0,86.93,31,0,100

88,21:45-22:00,7,0,24.33,7.5,22.5,0,7,7.5,24.34,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.77,36.62,36.62,0,272.49,1.87,260.78,115.26,36.62,0,50,0,0,0,86.93,31,0,100

89,22:00-22:15,7,0,33.33,11.67,34.99,0,10,11.67,33.34,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.77,36.62,36.62,0,272.49,1.77,260.78,115.26,36.62,0,50,0,237.82,79.27,86.93,31,0,100

90,22:15-22:30,7,0,32.67,11.33,34.01,0,9.34,11.33,32.66,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.77,36.62,36.62,0,272.49,1.77,260.78,115.26,36.62,0,50,0,237.82,79.27,86.93,31,0,100

91,22:30-22:45,7,0,23.33,10.83,32.51,0,8.34,10.83,23.34,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.77,36.62,36.62,0,272.49,1.77,260.78,115.26,36.62,0,50,0,237.82,79.27,86.93,31,0,100

92,22:45-23:00,7,0,21.67,10.5,31.5,0,7.66,10.5,21.66,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.77,36.62,36.62,0,272.49,1.77,260.78,115.26,36.62,0,50,0,237.82,79.27,86.93,31,0,100

93,23:00-23:15,7,0,30,15.33,46.01,0,10.66,15.33,30,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.69,36.62,36.62,0,272.49,1.77,260.78,115.26,36.62,0,50,0,237.82,79.27,86.93,31,0,0

94,23:15-23:30,7,0,28.33,14.5,43.5,0,10,14.5,28.34,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.69,36.62,36.62,0,272.49,1.77,260.78,115.26,36.62,0,50,0,237.82,79.27,86.93,31,0,0

95,23:30-23:45,7,0,26.67,14,42,0,9.34,14,26.66,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.69,36.62,36.62,0,272.49,1.77,260.78,115.26,36.62,0,50,0,237.82,79.27,86.93,31,0,0

96,23:45-24:00,7,0,26,13.67,40.99,0,8.34,13.67,26,0,0,0,0,0,0,0,0,0,0,0,17.35,31.29,6.59,6.75,0,31,0,2.95,75,2.69,36.62,36.62,0,272.49,1.77,260.78,115.26,36.62,0,50,0,237.82,79.27,86.93,31,0,0

