Block,Time,L_NR_2021_16,L_NR_2021_15,L_NR_2021_17,L_NR_2019_06,L_NR_2018_61,LT-36,L_NR_2012_02,L_NR_2012_07,L_NR_2022_09,L_NR_2023_04,L_NR_2019_05,LT-35,LT-05,L_NR_2020_07,L_NR_2020_06,L_NR_2019_07,LT-31,L_NR_2020_05,L_NR_2022_10,L_NR_2022_08,L_NR_2021_12,SH-06,L_NR_2019_11,L_NR_2020_02,L_NR_2012_04,L_NR_2021_13,SH-07,L_NR_2021_14,L_NR_2019_19,LT_MEJA_Delhi,L_NR_2012_01,LT-59
92,22:45-23:00,0,0,0,0,7.14,0.000000,261.810000,87.270000,25.62,0.000000,0,0.000000,109.150000,12.63,12.64,0,0.000000,37.92,25.62,7.09,0,0.000000,6.000000,6.140000,272.110000,0,0.000000,0,0.000000,6.740000,101.350000,5.450000

93,23:00-23:15,0,0,0,0,7.03,0.000000,261.810000,87.270000,24.21,0.000000,0,0.000000,109.150000,12.24,12.22,0,0.000000,36.67,24.21,6.92,0,0.000000,6.000000,6.140000,272.110000,0,0.000000,0,0.000000,6.740000,101.350000,5.600000

94,23:15-23:30,0,0,0,0,7.19,0.000000,261.810000,87.270000,36.21,0.000000,0,0.000000,109.150000,12,11.99,0,0.000000,35.97,36.21,6.77,0,0.000000,6.000000,6.140000,272.110000,0,0.000000,0,0.000000,6.740000,101.350000,5.600000

95,23:30-23:45,0,0,0,0,7.06,0.000000,261.810000,87.270000,36.55,0.000000,0,0.000000,109.150000,11.62,11.62,0,0.000000,34.86,36.55,6.62,0,0.000000,6.000000,6.140000,272.110000,0,0.000000,0,0.000000,6.740000,101.350000,5.600000

96,23:45-24:00,0,0,0,0,7.14,0.000000,261.810000,87.270000,36.75,0.000000,0,0.000000,109.150000,11.35,11.34,0,0.000000,34.03,36.75,6.59,0,0.000000,6.000000,6.140000,272.110000,0,0.000000,0,0.000000,6.740000,101.350000,5.600000

