Block,Time Block,MAPS,NLCIIST1,NJPC,NLCIIST2,KOTESHWR,NAPP,NLCTS2EXP,KUDGI,NNTPP,NLCEXP,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SIMHST1,SINGRAULI,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,NTPL,SALAL,SEWA2,RIHAND3,PARBATI3,KHSTPP-I,KHSTPP-II,DADRT2,CHAMERA3,JHAJJAR,KGSU1AND2,KGSU3AND4,BRBCL,CHAMERA2,CHAMERA1,BSIUL,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR3,TALA,UNCHAHAR2,TEHRI,UNCHAHAR1,TANDA2,URI,VALLURNTECL,UNCHAHAR4,URI2,SINGRAULI_HYDRO,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,240.48,0,292.18,0,0,12.92,1.93,0,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,2.1,35.86,0,17.48,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,237.11,0,340.38,0,0,12.92,1.93,0,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,2.01,36.28,0,17.68,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,237.11,0,340.63,0,0,12.92,1.93,0,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,1.73,36.28,0,17.68,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,246.75,0,340.63,0,0,12.92,1.93,0,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,1.59,36.28,0,17.68,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,266.03,0,388.83,0,0,12.92,1.93,0,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,1.36,36.28,0,17.68,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,250.12,0,388.83,0,0,12.92,1.93,0,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,1.16,40.87,0,19.82,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,236.74,0,418.41,0,0,12.92,1.93,0,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,1.08,40.87,0,19.82,0,28.74,0,0,4.67,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,258.54,0,418.41,0,0,12.92,1.93,0,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,0.79,40.87,0,19.82,0,28.74,0,0,4.67,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,312.97,0,418.41,0,0,12.92,1.93,0,0,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,0.54,40.87,14.39,19.82,0,5.32,0,0,4.67,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,327.25,0,418.41,0,0,12.92,1.93,0,0,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,0.32,40.87,14.39,19.82,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,67.64,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,327.25,0,418.41,0,0,12.92,1.93,0,0,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,0.79,40.87,28.79,19.82,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,90.19,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,0,119.84,0,43.3,142.96,327.25,9.33,428.05,0,0,12.92,10.92,13.54,1.06,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,0.59,40.87,45.01,19.82,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,112.74,0,8.55,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,2.57,119.84,3.68,43.3,142.96,327.25,18.66,428.05,0,0,12.92,11.57,27.09,3.18,26.49,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,0.54,40.87,45.01,19.82,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,135.29,0,19.01,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,12.32,6.93,119.84,31.91,43.3,142.96,327.25,29.46,428.05,0,0,12.92,39.32,40.63,18.86,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,0,0,0.63,40.87,60,19.82,0,3.19,0,0,4.67,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,135.29,0,19.01,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,2.25,15.24,119.84,47.25,43.3,142.96,327.25,29.46,428.05,0,0,12.92,39.32,40.63,18.86,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,0,0,0.85,40.87,60,19.82,0,5.32,0,0,4.67,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,135.29,0,19.01,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,2.25,15.24,119.84,47.25,43.3,142.96,327.25,29.46,428.05,0,0,12.92,39.32,40.63,18.86,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,12.11,0,0,1.1,40.87,60,19.82,0,5.32,0,0,4.67,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,135.29,0,19.01,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,2.25,15.24,119.84,47.25,43.86,142.96,327.25,29.46,428.05,0,0,12.92,39.32,40.63,18.86,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,12.11,0,0,1.16,40.87,60,19.82,0,5.32,0,0,4.67,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,135.29,0,19.01,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,25.2,15.24,119.84,47.25,43.89,142.96,327.25,29.46,428.05,0,0,12.92,39.32,40.63,18.86,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,12.11,0,0,1.24,40.87,60,19.82,0,42.57,0,0,4.67,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,135.29,0,19.01,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,76.52,15.24,119.84,47.25,43.89,142.96,327.25,29.46,428.05,0,0,12.92,39.32,40.63,18.86,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,12.11,0,0,1.34,40.87,60,19.82,0,42.57,0,0,4.67,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,135.29,0,19.01,40.15,0,0,0,0,0,114.48,374.15,63.62,0,0,123.22,0,50.03,0,0,0,76.52,15.24,119.84,4.91,43.89,142.96,327.25,29.46,428.05,0,0,12.92,39.32,40.63,18.86,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,12.11,0,0,1.49,40.87,60,19.82,0,42.57,0,0,4.67,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,135.29,0,19.01,40.15,0,0,0,0,0,114.48,354.64,63.62,0,0,123.22,0,50.03,0,0,0,76.52,11.57,119.84,2.46,43.89,142.96,327.25,29.46,399.13,0,0,12.92,39.32,40.63,18.86,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36,0,0,1.56,40.87,60,19.82,0,6.39,0,0,4.67,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,112.74,0,9.51,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,8.52,119.84,0,43.89,142.96,327.25,18.66,389.49,0,0,12.92,25.39,40.63,6.29,26.49,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,0,0,1.56,40.87,60,19.82,0,5.32,0,0,4.67,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,90.19,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,12.32,7.71,119.84,0,43.89,142.96,327.25,9.33,360.57,0,0,12.92,10.92,40.63,6.29,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,0,0,4.48,40.87,60,19.82,0,5.32,0,0,4.67,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,67.64,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,12.32,7.71,119.84,0,43.89,142.96,327.25,9.33,341.29,0,0,12.92,10.92,40.63,6.29,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,0,0,4.63,40.87,60,19.82,0,5.32,0,0,4.67,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,67.64,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,12.32,7.71,119.84,0,43.89,142.96,327.25,9.33,312.37,0,0,12.92,10.92,40.63,1.06,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,0,0,4.63,40.87,60,19.82,0,10.64,0,0,5.19,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,12.32,7.71,119.84,0,43.89,142.96,327.25,9.33,331.65,0,0,12.92,10.92,40.63,0,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,0,0,4.82,40.87,60,19.82,0,28.74,0,0,5.19,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,7.71,119.84,0,43.89,142.96,327.25,9.33,360.57,0,0,12.92,10.92,27.09,0,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,0,0,4.82,40.87,60,19.82,0,28.74,0,0,5.19,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,7.71,119.84,0,43.89,142.96,327.25,9.33,379.85,0,0,12.92,10.92,27.09,0,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,0,0,4.96,40.87,60,19.82,0,28.74,0,0,5.19,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,7.71,119.84,0,43.89,142.96,327.25,9.33,370.21,0,0,12.92,10.92,12.03,0,17.57,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,0,0,2.36,40.87,58.78,19.82,0,10.64,0,0,5.19,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,7.71,119.84,0,43.89,142.96,327.25,9.33,370.21,0,0,12.92,10.92,11.42,0,17.57,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,0,0,2.36,40.87,45.01,19.82,0,6.39,0,0,5.19,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,2.57,119.84,0,43.89,142.96,327.25,9.33,379.85,0,0,12.92,12.2,11.42,0,17.57,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,0,0,0,40.87,45.01,19.82,0,6.39,0,0,5.19,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,0,119.84,0,43.89,142.96,327.25,9.33,384.67,0,0,12.92,12.2,11.42,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,0,0,0,40.87,45.01,19.82,0,6.39,0,0,5.19,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,0,119.84,0,43.89,142.96,327.25,9.33,384.67,0,0,12.92,12.2,11.42,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,0,0,0,40.87,45.01,20.09,0,3.19,0,0,5.19,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,0,119.84,0,43.89,142.96,327.25,9.33,375.03,0,0,12.92,12.2,11.42,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,0,0,0,40.87,45.01,20.09,0,3.19,0,0,5.19,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,0,119.84,0,43.89,142.96,327.25,9.33,365.39,0,0,12.92,12.2,11.42,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,0,0,0,40.87,45.01,20.09,0,3.19,0,0,4.54,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,45.1,0,8.55,40.15,0,0,0,0,0,114.48,347.04,63.62,0,0,123.22,0,50.03,0,0,0,25.2,0,119.84,0,43.89,142.96,327.25,9.33,355.75,0,0,12.92,12.2,11.42,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89,0,0,0,40.87,45.01,20.09,0,3.19,0,0,4.54,0,0,0,0,0,0,0,0,0,0

