Block,Time,KGSU3AND4,KISHANGANGA,MAPS,NLCIIST1,RIHAND3,TALA,UNCHAHAR1,UNCHAHAR3,BRBCL,CHAMERA2,KKNP,NLCEXP,ANTA_CRF,DADRI_CRF,DADRI_LF,DHAULIGNGA,JHAJJAR,NLCTS2EXP,RIHAND2,RSTPSU7,SIMHST2,UNCHAHAR2,URI,VALLURNTECL,ANTA_RF,AURY_RF,DADRI_GF,DADRT2,KHSTPP-I,KUDGI,RAMPUR,RAPPC,SEWA2,TANDA2,TEHRI,BSIUL,KGSU1AND2,KOTESHWR,NAPP,RAPPB,SALAL,SINGRAULI_HYDRO,TelanganaSTPP,AURY_CRF,DADRI_RF,CHAMERA1,DULHASTI,FSTPP I & II,KKNPPU2,NJPC,NLCIIST2,SINGRAULI,TALST2,UNCHAHAR4,AURY_GF,KHSTPP-II,NNTPP,PARBATI3,RIHAND1,RSTPSU1TO6,SIMHST1,URI2,ANTA_GF,ANTA_LF,AURY_LF,CHAMERA3,KOLDAM,NTPL,SASAN,TANAKPUR
58,14:15-14:30,0,0,0,0,127.6,12.21,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,13.04,0,9.66,45.23,0,79.38,0,0,0,97.42,22.35,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,15.46,90.54,0,0,22.16,0,0,0,21.37,2.43,0,410.62,11.27

59,14:30-14:45,0,0,0,0,127.6,12.21,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,13.04,0,9.66,45.23,0,79.38,0,0,0,97.42,22.35,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,15.46,90.54,0,0,22.16,0,0,0,21.37,2.43,0,410.62,11.27

60,14:45-15:00,0,0,0,0,127.6,12.21,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,13.04,0,9.66,45.23,0,79.38,0,0,0,97.42,28.1,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,15.46,90.54,0,0,22.16,0,0,0,21.37,2.43,0,410.62,11.27

61,15:00-15:15,0,0,0,0,127.6,12.21,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,13.04,0,9.66,45.23,0,79.38,0,0,0,97.42,28.1,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,15.46,90.54,0,0,22.16,0,0,0,21.37,3.64,0,410.62,11.27

62,15:15-15:30,0,0,0,0,127.6,12.21,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,5.63,2.89,17,13.04,0,9.66,45.23,0,79.38,0,0,0,97.42,28.1,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,15.46,90.54,0,0,22.16,0,0,0,21.37,3.64,0,410.62,11.27

63,15:30-15:45,0,0,0,0,127.6,9.29,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,5.79,2.89,34.3,6.52,0,9.66,45.23,0,79.38,0,0,0,97.42,28.1,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,3.94,90.54,0,0,31.03,0,0,0,21.37,3.64,0,410.62,11.27

64,15:45-16:00,0,1.44,0,0,127.6,9.29,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,5.79,2.89,34.3,6.52,0,19.32,45.23,0,79.38,0,0,0,97.42,28.1,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,3.94,90.54,0,0,31.03,0,0,0,21.37,3.64,0,410.62,11.27

65,16:00-16:15,0,1.44,0,0,127.6,9.15,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,45.18,77.33,0,686.07,44.31,0,3.54,60.23,5.79,2.89,35.44,6.52,0,19.32,45.23,0,79.38,0,0,0,97.42,28.1,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,3.94,90.54,0,0,26.6,0,0,0,21.37,3.64,0,410.62,11.27

66,16:15-16:30,0,1.44,0,0,127.6,8.96,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,45.18,77.33,0,686.07,44.31,0,3.54,60.23,5.79,2.89,35.44,6.52,0,19.32,45.23,0,79.38,0,0,0,97.42,28.1,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,3.94,90.54,0,0,26.6,0,0,0,21.37,3.64,0,410.62,11.27

67,16:30-16:45,0,1.44,0,0,127.6,8.96,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,45.18,77.33,0,686.07,44.31,0,3.54,60.23,5.79,2.89,35.44,6.52,0,19.32,45.23,0,79.38,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,3.94,90.54,0,0,31.03,0,0,0,21.37,3.64,0,410.62,11.27

68,16:45-17:00,0,1.44,0,0,127.6,8.96,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,45.18,77.33,0,686.07,44.31,0,3.54,60.23,5.79,2.89,35.44,6.52,0,19.32,45.23,0,79.38,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,3.94,90.54,0,0,31.03,0,0,0,21.37,3.64,0,410.62,11.27

69,17:00-17:15,0,1.44,0,0,127.6,8.82,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,45.18,77.33,0,686.07,44.31,0,3.54,60.23,5.79,2.89,35.44,6.52,0,19.32,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,3.94,90.54,0,0,26.6,0,0,0,21.37,3.64,0,410.62,11.27

70,17:15-17:30,0,1.44,0,0,127.6,8.82,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,45.18,77.33,0,686.07,44.31,0,3.54,60.23,5.79,2.89,35.44,11.94,0,19.32,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,15.46,90.54,0,0,26.6,0,0,0,21.37,3.64,0,410.62,11.27

71,17:30-17:45,0,1.44,0,0,127.6,8.82,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,45.18,77.33,0,686.07,44.31,0,3.54,60.23,5.79,2.89,35.44,6.52,0,28.98,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,15.46,90.54,0,0,26.6,0,0,0,21.37,5.35,0,410.62,11.27

72,17:45-18:00,0,1.44,0,0,127.6,8.73,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,45.18,77.33,0,686.07,44.31,0,3.54,60.23,5.79,2.89,53.16,6.52,0,28.98,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,15.46,90.54,0,0,26.6,0,0,0,21.37,5.35,0,410.62,11.27

73,18:00-18:15,0,1.44,0,0,127.6,8.84,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,45.77,77.33,0,686.07,44.31,0,3.54,60.23,11.58,2.89,53.16,1.1,0,28.98,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,7.03,90.54,0,0,29.56,0,0,0,21.37,5.35,0,410.62,11.27

74,18:15-18:30,0,2.88,0,0,127.6,8.59,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,45.77,77.33,0,686.07,44.31,0,3.54,60.23,11.58,2.89,53.16,1.1,0,38.64,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,36.54,90.54,0,0,29.56,0,0,0,32.08,5.35,0,410.62,11.27

75,18:30-18:45,0,2.88,0,0,127.6,8.25,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,22.08,0,45.77,77.33,0,686.07,44.31,0,3.54,60.23,17.37,2.89,53.16,1.1,0,38.64,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,36.54,90.54,0,0,29.56,0,0,0,32.08,5.35,0,410.62,11.27

76,18:45-19:00,0,4.32,0,0,127.6,8.08,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,22.08,0,46.13,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,36.54,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

77,19:00-19:15,0,4.32,0,0,127.6,8.01,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,36.54,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

78,19:15-19:30,0,4.32,0,0,127.6,7.94,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,36.54,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

79,19:30-19:45,0,4.32,0,0,127.6,8.42,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,36.54,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

80,19:45-20:00,0,4.32,0,0,127.6,8.57,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

81,20:00-20:15,0,4.32,0,0,127.6,8.78,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

82,20:15-20:30,0,4.32,0,0,127.6,9.03,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

83,20:30-20:45,0,4.32,0,0,127.6,9.08,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

84,20:45-21:00,0,4.32,0,0,127.6,9.35,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,17.37,2.89,70.87,3.3,0,38.64,45.23,0,80.76,0,0,0,97.42,42.15,36.36,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,32.08,5.35,0,410.62,11.27

85,21:00-21:15,0,4.32,0,0,127.6,9.45,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,29.81,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,17.37,2.89,70.87,3.3,0,38.64,45.23,0,80.76,0,0,0,97.42,42.15,36.36,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,32.08,5.35,0,410.62,11.27

86,21:15-21:30,0,4.32,0,0,127.6,9.41,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,29.81,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,17.37,2.89,70.87,3.3,0,38.64,45.23,0,80.76,0,0,0,97.42,42.15,36.36,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,32.08,5.35,0,410.62,11.27

87,21:30-21:45,0,4.32,0,0,127.6,9.49,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,18.77,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,17.37,2.89,70.87,3.3,0,38.64,45.23,0,80.76,0,0,0,97.42,42.15,36.36,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,32.08,5.35,0,410.62,11.27

88,21:45-22:00,0,4.32,0,0,127.6,9.64,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,18.77,0,46.37,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

89,22:00-22:15,0,4.32,0,0,127.6,9.83,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,33.12,0,46.96,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

90,22:15-22:30,0,4.32,0,0,127.6,9.97,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,33.12,0,46.96,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,29.56,0,0,0,33.74,5.35,0,410.62,11.27

91,22:30-22:45,0,4.32,0,0,127.6,9.95,20.96,27.05,20.01,45.65,0,0,0,0,0,41.42,413.81,0,121.71,0,0,43.71,39.19,0,46.96,77.33,0,686.07,44.31,0,3.62,60.23,17.37,2.89,70.87,20.21,0,42.51,45.23,0,80.76,0,0,0,97.42,42.15,36.8,20.8,0,168.66,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,32.51,0,0,0,33.74,5.35,0,410.62,11.27

92,22:45-23:00,0,2.88,0,0,127.6,9.99,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,39.19,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,17.37,2.89,70.87,6.52,0,38.64,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,32.51,0,0,0,32.08,5.35,0,410.62,11.27

93,23:00-23:15,0,1.44,0,0,127.6,9.85,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,33.12,0,48.13,77.33,0,686.07,44.31,0,3.54,60.23,17.37,2.89,51.01,6.52,0,29.2,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,32.51,0,0,0,32.08,5.35,0,410.62,11.27

94,23:15-23:30,0,1.44,0,0,127.6,9.85,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,33.12,0,48.13,77.33,0,686.07,44.31,0,3.54,60.23,17.37,2.89,51.01,6.52,0,19.32,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,32.51,0,0,0,32.08,5.35,0,410.62,11.27

95,23:30-23:45,0,1.44,0,0,127.6,9.85,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,29.81,0,48.13,77.33,0,686.07,44.31,0,3.54,60.23,17.37,2.89,51.01,6.52,0,19.32,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,32.51,0,0,0,32.08,5.35,0,410.62,5.13

96,23:45-24:00,0,1.44,0,0,127.6,9.85,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,29.81,0,48.13,77.33,0,686.07,44.31,0,3.54,60.23,17.37,2.89,51.01,6.52,0,19.32,45.23,0,80.76,0,0,0,97.42,42.15,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,21.08,90.54,0,0,32.51,0,0,0,32.08,5.35,0,410.62,5.13

