Column1,Time,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/16/1380,GNA/SR/2025/02/01/6460,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/02/16/1676,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/8625,GNA/WR/2025/01/01/9606,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/5886,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/30092023/26122029/SH-06,GNA/SR/2025/02/01/7432,NR/01102023/31052040/LT-31,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/4863,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07
76,18:45-19:00,36.53,0,75,0,100.15,0,0,50,0,200,36.53,13.46,271.81,39.33,0,0,0,0,0,0,0,12,0,36.01,39.34,10,0,0,12,36,0,0,0,32,50,0,43.26,7.21,1.25,28.76,86.71,260.13,57.69,4.52,0.92,0.93,32

77,19:00-19:15,36.53,0,75,0,100.15,0,0,50,0,200,36.53,13.46,271.81,43.33,0,0,0,0,0,0,0,15,0,39.02,43.34,15,0,0,15,45,0,0,0,32,50,0,43.26,7.21,1.25,28.76,86.71,260.13,57.69,4.52,0.92,0.93,32

78,19:15-19:30,36.53,0,75,0,100.15,0,0,50,0,200,36.53,13.46,271.81,44,0,0,0,0,0,0,0,15.17,0,39.02,44,15,0,0,15.17,45.49,0,0,0,32,50,0,43.26,7.21,1.25,28.76,86.71,260.13,57.69,4.52,0.92,0.93,32

79,19:30-19:45,36.53,0,75,0,100.15,0,0,50,0,200,36.53,13.46,271.81,38.33,0,0,0,0,0,0,0,15.33,0,39.02,38.34,15,0,0,15.33,46.01,0,0,0,32,50,0,43.26,7.21,1.25,28.76,86.71,260.13,57.69,4.52,0,0.93,32

80,19:45-20:00,36.53,0,75,0,100.15,0,0,50,0,200,36.53,13.46,271.81,38.33,0,0,0,0,0,0,0,15.83,0,39.42,38.34,15,0,0,15.83,47.51,0,0,0,32,50,0,43.26,7.21,1.25,28.76,86.71,260.13,57.69,4.52,0,0.93,32

81,20:00-20:15,36.53,0,75,0,100.15,0,0,50,0,150,36.53,13.46,271.81,38.33,0,0,0,0,0,0,0,16,0,40.02,38.34,15,0,0,16,48,0,0,0,32,50,0,43.26,7.21,1.25,28.76,86.71,260.13,61.93,4.52,0.92,0.93,32

82,20:15-20:30,36.53,0,75,0,100.15,0,0,50,0,150,36.53,13.46,271.81,39.33,0,0,0,0,0,0,0,16.17,0,40.82,39.34,15,0,0,16.17,48.49,0,0,0,32,50,0,43.26,7.21,1.25,28.76,86.71,260.13,66.17,4.52,0.92,0.93,32

83,20:30-20:45,36.53,0,75,0,100.15,0,0,50,0,150,36.53,13.46,271.81,29,0,0,0,0,0,0,0,12,0,38.02,29,11.67,0,0,12,36,0,0,0,32,50,0,43.26,7.21,1.25,28.76,86.71,260.13,61.93,4.52,0.92,0.93,32

84,20:45-21:00,36.53,0,75,0,100.15,0,0,50,0,150,36.53,13.46,271.81,29,0,0,0,0,0,0,0,12,0,38.02,29,11.67,0,0,12,36,0,0,0,32,50,0,43.26,7.21,1.25,28.76,86.71,260.13,58.44,4.52,0.92,0.93,32

85,21:00-21:15,23.07,0,75,0,100.15,0,0,50,0,150,23.07,8.65,271.81,29,0,0,0,0,0,0,0,12.17,0,38.02,29,11.67,0,0,12.17,36.49,0,0,0,32,50,0,23.07,7.21,1.25,28.76,86.71,260.13,47.13,4.52,0.92,0.86,32

86,21:15-21:30,23.07,0,75,0,100.15,0,0,50,0,150,23.07,8.65,271.81,31.33,0,0,0,0,0,0,0,12.33,0,38.02,31.34,11.33,0,0,12.33,37.01,0,0,0,32,50,0,23.07,7.21,1.25,28.26,86.71,260.13,47.13,4.52,0.92,0.86,32

87,21:30-21:45,23.07,0,75,0,100.15,0,0,50,0,150,23.07,8.65,271.81,37.33,0,0,0,0,0,0,0,12.5,0,37.02,37.34,11,0,0,12.5,37.5,0,0,0,25.25,50,0,23.07,7.21,1.25,28.26,86.71,260.13,47.13,4.52,0.92,0.86,32

88,21:45-22:00,23.07,0,75,0,100.15,0,0,50,0,150,23.07,8.65,271.81,36.67,0,0,0,0,0,0,0,12.67,0,36.22,36.66,11,0,0,12.67,37.99,0,0,0,25.25,50,0,23.07,7.21,1.25,27.75,74.53,212.06,47.13,4.52,0.92,0.86,32

89,22:00-22:15,23.07,15.85,75,0,100.15,0,47.56,50,0,150,23.07,8.65,271.81,40.67,0,0,0,0,0,0,0,13,0,35.81,40.66,11,0,0,13,39,0,0,0,25.25,50,0,23.07,7.21,1.25,27.75,64.04,191.52,47.13,4.52,0.92,0.86,32

90,22:15-22:30,23.07,15.85,75,0,100.15,0,47.56,50,0,150,23.07,8.65,271.81,39.33,0,0,0,0,0,0,0,13.33,0,35.01,39.34,10.33,0,0,13.33,40.01,0,0,0,25.25,50,0,23.07,7.21,1.25,27.75,64.04,191.52,47.13,4.52,0.92,0.86,32

91,22:30-22:45,23.07,15.85,75,0,100.15,0,47.56,50,0,150,23.07,8.65,271.81,39,0,0,0,0,0,0,0,13.83,0,33.61,39,10.33,0,0,13.83,41.51,0,0,0,25.25,50,0,23.07,7.21,1.25,27.75,64.04,191.52,47.13,4.52,0,0.86,32

92,22:45-23:00,23.07,15.85,75,0,100.15,0,47.56,50,0,150,23.07,8.65,271.81,39,0,0,0,0,0,0,0,14.17,0,32.01,39,8,0,0,14.17,42.49,0,0,0,25.25,50,0,23.07,7.21,1.25,27.75,64.04,191.52,47.13,4.52,0,0.86,32

93,23:00-23:15,23.07,15.85,75,0,100.15,0,47.56,50,0,150,23.07,8.65,271.81,43.33,0,0,0,0,0,0,0,14.17,0,30.21,43.34,8.33,0,0,14.17,42.49,0,0,0,25.25,50,0,23.07,7.21,1.2,27.75,74.53,208.82,35.06,4.52,0.92,0.86,32

94,23:15-23:30,23.07,15.85,75,0,100.15,0,47.56,50,0,150,23.07,8.65,271.81,43.33,0,0,0,0,0,0,0,14,0,28.41,43.34,8.33,0,0,14,42,0,0,0,25.25,50,0,23.07,7.21,1.2,27.75,74.53,208.82,35.06,4.52,0.92,0.86,32

95,23:30-23:45,23.07,15.85,75,0,100.15,0,47.56,50,0,150,23.07,8.65,271.81,43.33,0,0,0,0,0,0,0,14,0,27.61,43.34,8.67,0,0,14,42,0,0,0,25.25,50,0,23.07,7.21,0.84,27.25,64.04,191.52,35.06,4.52,0.92,0.86,32

96,23:45-24:00,23.07,15.85,75,0,100.15,0,47.56,50,0,150,23.07,8.65,271.81,43.33,0,0,0,0,0,0,0,13.83,0,27.01,43.34,9,0,0,13.83,41.51,0,0,0,25.25,50,0,23.07,7.21,0.84,27.25,64.04,191.52,35.06,4.52,0.92,0.86,32

