Block,Time,NR/16022024/29022024/HP-40,NR/01022024/29022024/79,NR/16022024/29022024/HP-38,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20022024/20022024/DD20240220NR22887,NR/01102023/31052040/LT-31,NR/19022024/29022024/NVVN/OA/16907,NR/16022024/29022024/HP-36,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/16022024/29022024/HP-45,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01012024/31032024/ ChanjuII,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,SR/14022024/29022024/SJVN140224NR1518
50,12:15-12:30,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,16.640000,48.180000,0.000000,16.640000,57.790000,6.740000,25.930000,86.910000,99.840000,0.000000,270.980000,17.050000,1.930000,0.930000,226.350000,18.310000,11.560000,6.740000,8.190000,1.160000,25.930000,5.780000,0.950000,32.5,0,26.8,11.09,93,0,0,91.97,32.5,7.48,26.8,158.375694,11.09,196,47,47,32.5,33.28,0,84,46.67,233.33,12.34,24.09

51,12:30-12:45,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,16.700000,48.180000,0.000000,16.700000,57.790000,6.740000,25.930000,63.190000,99.840000,0.000000,270.980000,17.120000,1.930000,0.930000,178.170000,18.310000,11.560000,6.740000,8.190000,1.340000,25.930000,5.780000,0.950000,32.5,0,21.67,12.64,93,0,0,91.98,32.5,7.86,21.67,158.044466,12.65,196,47,47,32.5,37.92,0,84,46.67,233.33,10.34,24.09

52,12:45-13:00,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,16.720000,48.180000,0.000000,16.720000,33.050000,6.740000,25.930000,51.710000,70.930000,0.000000,270.980000,17.130000,1.930000,0.930000,166.390000,18.310000,11.560000,6.740000,8.190000,1.340000,25.930000,5.780000,0.950000,32.5,0,23,13.92,93,0,0,91.99,32.5,8.18,23,156.816974,13.93,196,47,47,32.5,41.76,0,84,46.67,233.33,11,24.09

53,13:00-13:15,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,16.660000,48.180000,0.000000,16.660000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,250.510000,17.080000,1.840000,0.850000,139.710000,18.310000,11.560000,6.740000,8.190000,1.340000,25.930000,5.780000,0.990000,32.5,0,25.14,15.08,93,0,0,91.98,32.5,8.62,25.14,155.034188,15.09,196,47,47,32.5,45.25,0,84,46.67,233.33,12,24.09

54,13:15-13:30,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,16.530000,48.180000,0.000000,16.530000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,231.240000,16.940000,1.840000,0.850000,110.800000,18.310000,11.560000,6.740000,8.190000,1.340000,25.930000,5.780000,0.990000,32.5,0,28.67,16.28,93,0,0,91.98,32.5,8.92,28.67,152.9494,16.29,196,47,47,32.5,48.85,0,84,46.67,233.33,13,24.09

55,13:30-13:45,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,16.270000,48.180000,0.000000,16.270000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,250.510000,16.680000,1.840000,1.010000,110.800000,18.310000,11.560000,6.740000,8.190000,1.340000,25.930000,5.780000,0.990000,32.5,0,26.67,11.85,93,0,0,91.98,32.5,8.09,26.67,150.601578,11.86,196,47,47,32.5,35.56,0,84,46.67,233.33,11.97,24.09

56,13:45-14:00,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,16.030000,48.180000,0.000000,16.030000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,270.980000,16.440000,1.840000,1.010000,139.710000,18.310000,11.560000,6.740000,8.190000,1.340000,25.930000,5.780000,0.990000,32.5,0,28.33,13,93,0,0,91.98,32.5,8.65,28.33,147.045748,13,196,47,47,32.5,39.01,0,84,46.67,233.33,12.85,24.09

57,14:00-14:15,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,15.730000,48.180000,0.000000,15.730000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,270.980000,16.130000,1.840000,1.010000,139.710000,18.310000,11.560000,6.740000,8.190000,1.340000,25.930000,5.780000,1.030000,32.5,0,38.33,13.44,93,0,0,91.96,32.5,9.4,38.33,142.505976,13.45,196,46.5,47,32.5,40.33,0,84,46.67,233.33,13.34,24.09

58,14:15-14:30,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,15.410000,48.180000,0.000000,15.410000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,270.980000,15.800000,1.840000,1.010000,139.710000,18.310000,11.560000,6.740000,8.190000,1.340000,25.930000,5.780000,1.030000,32.5,0,40,15.12,93,0,0,91.98,32.5,10.42,40,136.222386,15.12,196,46,47,32.5,45.36,0,84,46.67,233.33,14,24.09

59,14:30-14:45,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,14.920000,48.180000,0.000000,14.920000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,270.980000,15.290000,1.840000,1.010000,139.710000,18.310000,11.560000,6.740000,8.190000,1.390000,25.930000,5.780000,1.030000,32.5,0,34.67,15.49,89,0,0,91.27,32.5,10.41,34.67,128.730788,15.49,193,45,45,32.5,46.47,0,82,46.67,233.33,15,24.09

60,14:45-15:00,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,14.270000,48.180000,0.000000,14.270000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,270.980000,14.630000,1.840000,1.010000,139.710000,18.310000,11.560000,6.740000,8.190000,1.390000,25.930000,5.780000,1.030000,32.5,0,37.33,16.1,87,0,0,87.99,32.5,11.81,37.33,120.36241,16.12,186,43,43,32.5,48.31,0,79,46.67,233.33,16,24.09

61,15:00-15:15,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,13.480000,48.180000,0.000000,13.480000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,270.980000,13.820000,1.840000,1.010000,139.710000,18.310000,11.560000,6.740000,8.190000,1.390000,25.930000,5.780000,1.030000,32.5,0,52.4,19,81,0,0,83.86,32.5,11.06,52.4,112.549326,19,175,41,41,32.5,57,0,75,46.67,233.33,19.34,24.09

62,15:15-15:30,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,12.570000,48.180000,0.000000,12.570000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,270.980000,12.880000,1.840000,1.010000,139.710000,18.310000,11.560000,6.740000,8.190000,1.390000,25.930000,5.780000,1.030000,32.5,0,56.4,19.83,75,0,0,78.97,32.5,11.06,56.4,104.67779,19.84,165,39.22,37,32.5,59.5,0,70,44.64,223.23,21.66,24.09

63,15:30-15:45,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,11.570000,48.180000,0.000000,11.570000,33.050000,6.740000,25.930000,32.370000,51.070000,0.000000,270.980000,11.870000,1.840000,1.010000,139.710000,18.310000,11.560000,6.740000,8.190000,1.390000,25.930000,5.780000,1.030000,32.5,0,60.13,20.67,68,0,0,73.62,32.5,11.66,60.13,95.559278,20.66,154,36.67,34,32.5,62,0,66,41.86,209.28,22.49,24.09

64,15:45-16:00,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,0.000000,0.000000,10.510000,48.180000,0.000000,10.510000,33.050000,6.740000,25.930000,32.370000,79.970000,0.000000,270.980000,10.770000,1.840000,1.010000,180.840000,18.310000,11.560000,6.740000,8.190000,1.390000,25.930000,5.780000,1.030000,32.5,0,63.33,22.17,61,0,0,68.26,32.5,11.86,63.33,85.174306,22.16,140,34,31,32.5,66.5,0,60,38.55,192.74,24.19,24.09

65,16:00-16:15,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,22.160000,0.000000,9.370000,48.180000,0.000000,9.370000,35.130000,6.740000,25.930000,32.370000,99.840000,0.000000,270.980000,9.610000,1.840000,1.010000,180.840000,18.310000,11.560000,6.740000,8.190000,1.390000,25.930000,5.780000,1.150000,32.5,0,63.07,23.17,55,0,0,61.68,32.5,10.63,63.07,73.152678,23.16,126,31.38,27,32.5,69.5,0,54,35.02,175.1,26.38,24.09

66,16:15-16:30,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,22.160000,0.000000,8.160000,48.180000,0.000000,8.160000,35.130000,6.740000,25.930000,51.330000,99.840000,0.000000,270.980000,8.360000,1.840000,1.010000,180.840000,18.310000,11.560000,6.740000,8.190000,1.390000,25.930000,5.780000,1.150000,32.5,0,63.87,24.5,47,0,0,54.42,32.5,10.76,63.87,57.955158,24.5,109,27.98,23,32.5,73.5,0,46,30.93,154.64,27.49,24.09

67,16:30-16:45,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,23.120000,0.000000,6.850000,48.180000,0.000000,6.850000,47.210000,6.740000,25.930000,51.330000,99.840000,0.000000,270.980000,7.020000,1.840000,1.010000,240.800000,18.310000,11.560000,6.740000,8.190000,1.390000,25.930000,5.780000,1.150000,33,0,63.6,25.83,38,0,0,46.72,30,10.19,63.6,49.39194,25.84,91,24.36,19,33,77.5,0,39,26.84,134.18,28.27,24.09

68,16:45-17:00,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,23.120000,0.000000,5.450000,48.180000,0.000000,5.450000,57.790000,6.740000,25.930000,73.660000,99.840000,0.000000,270.980000,5.590000,1.840000,1.010000,260.720000,18.310000,11.560000,6.740000,8.190000,1.390000,25.930000,5.780000,1.150000,29.86,0,63.17,27.17,30,0,0,38.83,17,9.81,63.17,37.867154,27.16,74,19.54,15,33,81.5,0,31,22.75,113.73,28.18,24.09

69,17:00-17:15,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,23.120000,0.000000,3.990000,48.180000,0.000000,3.990000,57.790000,6.740000,25.570000,73.660000,99.840000,0.000000,270.980000,4.090000,1.840000,1.090000,260.720000,18.310000,11.560000,6.740000,8.190000,1.440000,25.570000,5.780000,1.110000,17.64,0,62.55,28.17,20,0,0,30.26,7,10.18,62.55,27.258116,28.16,56,14,10,14.82,84.5,0,24,18.44,92.21,28.34,0

70,17:15-17:30,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,23.120000,0.000000,2.420000,48.180000,0.000000,2.420000,57.790000,6.740000,25.570000,73.660000,99.840000,0.000000,270.980000,2.480000,1.840000,1.090000,260.720000,18.310000,11.560000,6.740000,8.190000,1.440000,25.570000,5.780000,1.110000,10.24,0,61.88,29,13,0,0,21.36,1,10.47,61.88,17.38947,29,39,10,7,10.98,87,0,16,13.9,69.5,28.34,0

71,17:30-17:45,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,23.120000,0.000000,1.680000,48.180000,0.000000,1.680000,57.790000,6.740000,25.570000,73.660000,99.840000,0.000000,270.980000,1.720000,1.840000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.440000,25.570000,5.780000,1.110000,5.25,0,51.08,30,7,0,0,14.95,0,10.8,51.08,10.550586,30,25,5,3,4.83,90,0,10,9.23,46.18,24.67,0

72,17:45-18:00,39.110000,96.350000,0.000000,0.000000,4.820000,96.350000,24.090000,0.000000,1.080000,48.180000,0.000000,1.080000,57.790000,6.740000,25.570000,73.660000,99.840000,0.000000,270.980000,1.100000,1.840000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.440000,25.570000,5.780000,1.110000,1.12,0,50.38,29.67,2,0,0,10.63,0,11.31,50.38,4.520288,29.66,18,3,1,1.06,89,0,7,5.03,25.16,23.99,0

73,18:00-18:15,0.000000,96.350000,0.000000,0.000000,4.820000,96.350000,24.090000,0.000000,0.600000,48.180000,0.000000,0.600000,57.790000,6.740000,24.920000,85.520000,99.840000,0.000000,270.980000,0.620000,1.840000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.440000,30.830000,5.780000,1.070000,0,0,49.8,26.44,1,0,0,3.99,0,13.33,49.8,1.344396,26.45,7,1,1,0,79.32,0,3,2.83,14.15,23.06,0

74,18:15-18:30,0.000000,96.350000,0.000000,0.000000,4.820000,96.350000,26.010000,0.000000,0.270000,48.180000,0.000000,0.270000,57.790000,6.740000,14.030000,85.520000,99.840000,0.000000,270.980000,0.280000,1.840000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.440000,30.830000,5.780000,1.070000,0,0,49.06,25.89,0,0,0,0,0,13.79,49.06,0,25.88,1,0,0,0,77.66,0,1,1.26,6.29,22.28,0

75,18:30-18:45,0.000000,96.350000,0.000000,0.000000,4.820000,96.350000,26.010000,0.000000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,14.030000,85.520000,99.840000,0.000000,270.980000,0.000000,1.840000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.440000,30.830000,5.780000,1.070000,0,0,48.49,25.39,0,0,0,0,0,14.13,48.49,0,25.38,1,0,0,0,76.16,0,0,0.31,1.58,21.9,0

76,18:45-19:00,0.000000,96.350000,0.000000,0.000000,4.820000,96.350000,26.010000,0.000000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,14.030000,85.520000,99.840000,0.000000,270.980000,0.000000,1.840000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.440000,30.830000,5.780000,1.070000,0,0,47.37,24.77,0,0,0,0,0,14.49,47.37,0,24.79,0,0,0,0,74.32,0,0,0,0,21.69,0

77,19:00-19:15,0.000000,96.350000,0.000000,0.000000,4.820000,96.350000,26.010000,144.520000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,14.030000,85.520000,99.840000,0.000000,270.980000,0.000000,1.930000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.390000,30.830000,5.780000,1.030000,0,0,59.67,23.55,0,0,0,0,0,15.13,59.67,0,23.56,0,0,0,0,70.66,0,0,0,0,24.22,0

78,19:15-19:30,0.000000,96.350000,0.000000,0.000000,4.820000,96.350000,25.050000,144.520000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,14.030000,85.520000,99.840000,0.000000,270.980000,0.000000,1.930000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.390000,30.830000,5.780000,1.030000,0,0,59.33,22.61,0,0,0,0,0,15.33,59.33,0,22.61,0,0,0,0,67.82,0,0,0,0,22.03,0

79,19:30-19:45,0.000000,96.350000,0.000000,0.000000,4.820000,96.350000,25.050000,144.520000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,14.030000,85.520000,99.840000,0.000000,270.980000,0.000000,1.930000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.390000,30.830000,5.780000,1.030000,0,0,58.67,21.89,0,0,0,0,0,7.41,58.67,0,21.88,0,0,0,0,65.66,0,0,0,0,20.42,0

80,19:45-20:00,0.000000,96.350000,0.000000,0.000000,4.820000,96.350000,25.050000,144.520000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,14.030000,85.520000,99.840000,0.000000,270.980000,0.000000,1.930000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.390000,30.830000,5.780000,1.030000,0,0,57.33,21.44,0,0,0,0,0,7.41,57.33,0,21.45,0,0,0,0,64.32,0,0,0,0,18.01,0

81,20:00-20:15,0.000000,0.000000,0.000000,0.000000,4.820000,96.350000,25.050000,0.000000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,14.030000,75.010000,99.840000,0.000000,270.980000,0.000000,1.930000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.390000,30.830000,5.780000,0.990000,0,0,55.33,19.94,0,0,0,0,0,7.41,55.33,0,19.94,0,0,0,0,59.83,0,0,0,0,16.19,0

82,20:15-20:30,0.000000,0.000000,0.000000,0.000000,4.820000,96.350000,25.050000,0.000000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,14.030000,75.010000,99.840000,0.000000,270.980000,0.000000,1.930000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.390000,30.830000,5.780000,0.990000,0,0,54.33,18.33,0,0,0,0,0,7.41,54.33,0,18.34,0,0,0,0,55,0,0,0,0,15.2,0

83,20:30-20:45,0.000000,0.000000,0.000000,0.000000,4.820000,96.350000,25.050000,0.000000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,14.030000,75.010000,70.930000,0.000000,270.980000,0.000000,1.930000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.390000,30.830000,5.780000,0.990000,0,0,61.67,22.22,0,0,0,0,0,7.41,61.67,0,22.22,0,0,0,0,66.66,0,0,0,0,13.83,0

84,20:45-21:00,0.000000,0.000000,0.000000,0.000000,4.820000,96.350000,25.050000,0.000000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,14.030000,75.010000,51.070000,0.000000,270.980000,0.000000,1.930000,0.930000,260.720000,18.310000,11.560000,6.740000,8.190000,1.390000,30.830000,5.780000,0.990000,0,0,61,21.89,0,0,0,0,0,7.41,61,0,21.88,0,0,0,0,65.66,0,0,0,0,12.88,0

85,21:00-21:15,0.000000,0.000000,0.000000,0.000000,4.820000,96.350000,25.050000,0.000000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,17.880000,75.010000,51.070000,0.000000,270.980000,0.000000,1.930000,0.930000,240.800000,18.310000,11.560000,6.740000,8.190000,1.340000,30.830000,5.780000,0.990000,0,0,40.44,21.44,0,0,0,0,0,7.41,40.44,0,21.45,0,0,0,0,64.32,0,0,0,0,17.44,0

86,21:15-21:30,0.000000,0.000000,0.000000,0.000000,4.820000,96.350000,25.050000,0.000000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,25.370000,75.010000,51.070000,0.000000,270.980000,0.000000,1.930000,0.930000,240.800000,18.310000,11.560000,6.740000,8.190000,1.340000,30.830000,5.780000,0.990000,0,0,39.22,20.22,0,0,0,0,0,7.41,39.22,0,20.22,0,0,0,0,60.66,0,0,0,0,16.77,0

87,21:30-21:45,0.000000,0.000000,0.000000,0.000000,4.820000,96.350000,25.050000,0.000000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,25.370000,75.010000,51.070000,0.000000,270.980000,0.000000,1.930000,0.930000,240.800000,18.310000,11.560000,6.740000,8.190000,1.340000,30.830000,5.780000,0.990000,0,0,39.01,17.8,0,0,0,0,0,7.41,39.01,0,17.79,0,0,0,0,53.4,0,0,0,0,15.88,0

88,21:45-22:00,0.000000,0.000000,0.000000,0.000000,4.820000,96.350000,25.050000,0.000000,0.000000,48.180000,0.000000,0.000000,57.790000,6.740000,25.370000,75.010000,51.070000,0.000000,270.980000,0.000000,1.930000,0.930000,226.350000,18.310000,11.560000,6.740000,8.190000,1.340000,30.830000,5.780000,0.990000,0,0,39.04,16.85,0,0,0,0,0,7.41,39.04,0,16.85,0,0,0,0,50.54,0,0,0,0,15.2,0

89,22:00-22:15,0.000000,0.000000,128.130000,0.000000,4.820000,96.350000,24.090000,0.000000,0.000000,48.180000,38.170000,0.000000,33.050000,6.740000,25.370000,56.060000,51.070000,16.320000,270.980000,0.000000,1.930000,0.690000,226.350000,18.310000,11.560000,6.740000,8.190000,1.340000,30.830000,5.780000,0.950000,0,0,44.65,16.45,0,0,0,0,0,7.41,44.65,0,16.44,0,0,0,0,49.35,0,0,0,0,14.44,0

90,22:15-22:30,0.000000,0.000000,128.130000,0.000000,4.820000,96.350000,24.090000,0.000000,0.000000,48.180000,38.170000,0.000000,33.050000,6.740000,25.370000,56.060000,51.070000,16.320000,270.980000,0.000000,1.930000,0.690000,226.350000,18.310000,11.560000,6.740000,8.190000,1.340000,30.830000,5.780000,0.950000,0,0,46.2,16.26,0,0,0,0,0,7.41,46.2,0,16.26,0,0,0,0,48.78,0,0,0,0,14.1,0

91,22:30-22:45,0.000000,0.000000,128.130000,0.000000,4.820000,96.350000,24.090000,0.000000,0.000000,48.180000,38.170000,0.000000,33.050000,6.740000,25.370000,56.060000,51.070000,16.320000,270.980000,0.000000,1.930000,0.690000,170.760000,18.310000,11.560000,6.740000,8.190000,1.340000,30.830000,5.780000,0.950000,0,0,48.68,16.62,0,0,0,0,0,7.41,48.68,0,16.62,0,0,0,0,49.86,0,0,0,0,15.38,0

92,22:45-23:00,0.000000,0.000000,128.130000,0.000000,4.820000,96.350000,24.090000,0.000000,0.000000,48.180000,38.170000,0.000000,33.050000,6.740000,25.370000,56.060000,51.070000,16.320000,270.980000,0.000000,1.930000,0.690000,170.760000,18.310000,11.560000,6.740000,8.190000,1.340000,30.830000,5.780000,0.950000,0,0,50.65,16.86,0,0,0,0,0,7.41,50.65,0,16.86,0,0,0,0,50.58,0,0,0,0,16.8,0

93,23:00-23:15,0.000000,0.000000,128.130000,0.000000,4.820000,96.350000,24.090000,0.000000,0.000000,48.180000,38.170000,0.000000,33.050000,6.740000,25.370000,56.060000,51.070000,16.320000,270.980000,0.000000,1.930000,0.690000,205.140000,18.310000,11.560000,6.740000,8.190000,1.340000,30.830000,5.780000,0.950000,0,0,51.29,17.58,0,0,0,0,0,7.41,51.29,0,17.58,0,0,0,0,52.74,0,0,0,0,16.95,0

94,23:15-23:30,0.000000,0.000000,128.130000,0.000000,4.820000,96.350000,24.090000,0.000000,0.000000,48.180000,38.170000,0.000000,33.050000,6.740000,25.370000,33.720000,51.070000,16.320000,270.980000,0.000000,1.930000,0.690000,174.090000,18.310000,11.560000,6.740000,8.190000,1.340000,30.830000,5.780000,0.950000,0,0,52.35,18.3,0,0,0,0,0,7.41,52.35,0,18.3,0,0,0,0,54.9,0,0,0,0,17.1,0

95,23:30-23:45,0.000000,0.000000,128.130000,0.000000,4.820000,96.350000,24.090000,0.000000,0.000000,48.180000,38.170000,0.000000,33.050000,6.740000,25.930000,33.720000,51.070000,16.320000,270.980000,0.000000,1.930000,0.690000,200.760000,18.310000,11.560000,6.740000,8.190000,1.340000,25.930000,5.780000,0.950000,0,0,53.14,19.14,0,0,0,0,0,7.41,53.14,0,19.14,0,0,0,0,57.42,0,0,0,0,16.87,0

96,23:45-24:00,0.000000,0.000000,128.130000,0.000000,4.820000,96.350000,24.090000,0.000000,0.000000,48.180000,38.170000,0.000000,33.050000,6.740000,25.930000,33.720000,51.070000,16.320000,270.980000,0.000000,1.930000,0.690000,200.760000,18.310000,11.560000,6.740000,8.190000,1.340000,25.930000,5.780000,0.950000,0,0,53.23,18.66,0,0,0,0,0,7.41,53.23,0,18.66,0,0,0,0,55.98,0,0,0,0,15.47,0

