Block,Time,AURY_GF,NAPP,RAMPUR,ANTA_GF,KOTESHWR,UNCHAHAR2,URI2,TANDA2,SEWA2,TANAKPUR,AURY_CRF,JHAJJAR,TEHRI,KOLDAM,DADRI_CRF,RIHAND2,UNCHAHAR1,SINGRAULI,DADRI_LF,DULHASTI,ANTA_LF,SINGRAULI_HYDRO,SALAL,BSIUL,ANTA_RF,DADRT2,DADRI_RF,RIHAND1,CHAMERA2,KISHANGANGA,ANTA_CRF,RAPPC,NJPC,DHAULIGNGA,RAPPB,AURY_LF,UNCHAHAR3,CHAMERA3,PARBATI3,URI,DADRI_GF,CHAMERA1,UNCHAHAR4,RIHAND3,AURY_RF,KAWAS-RLNG,KAWAS-zLIQ,RSTPSU1TO6,GANDHAR-RLNG,MOUDA_II,VALLURNTECL,KHARGONE-I,VSTPS IV,KGSU3AND4,KHSTPP-II,BRBCL,NTPL,MOUDA,GANDHAR-APM,SASAN,MAPS,FSTPP I & II,KAWAS-ComGas,TAPS-II,NLCEXP,SOLAPUR,GANDHAR-ComGas,GANDHAR-NAPM,LARA-I,KGSU1AND2,KSTPS I&II,NLCIIST2,KSTPS7,GADARWARA-I,VSTPS I,NLCTS2EXP,NLCIIST1,TALST2,SIPAT I,SIPAT II,NNTPP,TALA,KAPS,KUDGI,KAWAS-NAPM,KKNP,VSTPS V,KAWAS-APM,RSTPSU7,VSTPS II,VSTPS III,SIMHST2,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,0.000000,46.660082,2.364833,0.000000,8.812865,42.752489,14.849343,3.944705,17.465872,0.000000,0.000000,376.654407,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,12.642280,0.000000,339.446130,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,76.878687,30.254983,0.000000,0.000000,15.426888,10.759192,0.000000,51.110784,0.000000,27.049402,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,0.00,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,298.392188,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.59,1.285329,2.001685,2.232517,0.00,0.56,0.00,5.089903,1.791457,0.19,0.000000,1.099695,0.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,43.614690,0,0,0,0,0

28,06:45-07:00,0.000000,46.660082,2.364833,0.000000,8.812865,42.752489,5.939737,3.944705,17.465872,0.000000,0.000000,360.918408,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,12.642280,0.000000,339.446130,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,76.878687,30.254983,0.000000,0.000000,15.426888,10.759192,0.000000,51.110784,0.000000,27.049402,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,0.00,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,298.392188,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.59,1.285329,2.001685,2.232517,0.00,0.56,0.00,5.089903,1.791457,0.19,0.000000,1.099695,0.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,43.614690,0,0,0,0,0

29,07:00-07:15,0.000000,46.660082,2.364833,0.000000,8.812865,28.317431,0.000000,3.944705,17.465872,0.000000,0.000000,360.918408,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,12.642280,0.000000,340.712615,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,76.878687,30.254983,0.000000,0.000000,15.426888,10.759192,0.000000,48.448764,0.000000,27.049402,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.41,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.56,1.285329,2.056526,2.232517,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

30,07:15-07:30,0.000000,46.660082,1.576556,0.000000,8.812865,28.317431,0.000000,3.944705,17.465872,0.000000,0.000000,360.918408,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,12.642280,0.000000,340.712615,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,51.252458,20.169989,0.000000,0.000000,15.426888,10.759192,0.000000,48.448764,0.000000,27.049402,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.56,1.285329,2.056526,2.232517,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

31,07:30-07:45,0.000000,46.660082,0.788278,0.000000,8.812865,28.317431,0.000000,3.944705,17.465872,0.000000,0.000000,360.918408,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,12.642280,0.000000,340.712615,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,25.626229,10.084994,0.000000,0.000000,15.426888,21.518384,0.000000,48.448764,0.000000,27.049402,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.59,1.285329,2.056526,2.232517,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

32,07:45:08:00,0.000000,46.660082,0.000000,0.000000,8.812865,28.317431,0.000000,3.944705,17.465872,0.000000,0.000000,380.440274,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,12.642280,0.000000,340.712615,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,15.426888,21.518384,0.000000,48.448764,0.000000,27.049402,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.59,1.285329,2.056526,2.232517,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

33,08:00-08:15,0.000000,46.660082,0.000000,0.000000,8.812865,22.589651,0.000000,3.944705,17.465872,0.000000,0.000000,336.121113,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,12.642280,0.000000,340.712615,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,11.853319,21.518384,3.538243,48.448764,0.000000,27.049402,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,111.277802,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.47,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.59,1.285329,2.056526,2.232517,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

34,08:15-08:30,0.000000,46.660082,0.000000,0.000000,8.812865,22.589651,0.000000,3.944705,17.465872,0.000000,0.000000,336.121113,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,34.743219,12.642280,0.000000,340.712615,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,11.853319,21.518384,7.076486,48.448764,0.000000,15.086709,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.47,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.59,1.285329,2.056526,2.232517,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

35,08:30-08:45,0.000000,46.660082,0.000000,0.000000,8.812865,22.425686,0.000000,3.944705,17.465872,1.606182,0.000000,335.841408,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,34.743219,18.963420,0.000000,362.941543,0.000000,79.989361,29.760103,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,11.747224,21.518384,36.797731,12.777696,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.42,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.59,1.285329,2.056526,2.252707,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

36,08:45:09:00,0.000000,46.660082,0.000000,0.000000,8.812865,22.425686,0.000000,3.944705,17.465872,6.177622,0.000000,335.841408,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,34.743219,18.963420,0.000000,362.935916,0.000000,79.989361,29.760103,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,11.747224,21.518384,36.797731,4.259232,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.42,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.59,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

37,09:00:09:15,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,6.177622,0.000000,339.546362,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,34.743219,18.963420,0.000000,363.313223,0.000000,79.989361,29.760103,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.892975,21.518384,36.797731,4.259232,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,11.391284,0.000000,1.313349,1.49,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.59,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,25.051385,0,0,0,0,0

38,09:15-09:30,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,6.177622,0.000000,339.546362,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,34.743219,18.963420,0.000000,363.308241,0.000000,79.989361,29.760103,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.892975,21.518384,36.797731,12.777696,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.51,1.696634,0.000000,0.000000,4.078779,1.94,2.622448,1.59,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.167973,0,0,0,0,0

39,09:30-09:45,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,6.177622,0.000000,339.387769,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,363.303455,0.000000,79.989361,29.760103,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.892975,21.518384,36.797731,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,79.542411,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.51,1.696634,0.000000,0.000000,4.078779,1.94,2.549603,1.59,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

40,09:45-10:00,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,6.177622,0.000000,339.387769,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,68.365689,18.963420,0.000000,363.298459,0.000000,79.989361,29.760103,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.892975,21.518384,18.398866,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,128.017313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.51,1.696634,0.000000,0.000000,4.078779,1.94,2.549603,1.62,1.285329,2.056526,2.253189,0.00,0.56,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

41,10:00-10:15,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,6.177622,0.000000,339.387769,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,68.365689,12.642280,0.000000,363.303455,0.000000,79.989361,29.760103,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.892975,11.183896,4.245892,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,79.542411,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.51,1.696634,0.000000,0.000000,4.078779,1.94,2.549603,1.62,1.285329,2.056526,2.253189,0.00,0.56,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

42,10:15-10:30,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,1.606182,0.000000,339.387769,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,68.365689,18.963420,0.000000,363.298459,0.000000,79.989361,29.760103,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.899183,10.759192,4.245892,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,79.542411,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.51,1.696634,0.000000,0.000000,4.078779,1.94,2.549603,1.66,1.285329,2.056526,2.253189,0.00,0.58,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

43,10:30-10:45,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,339.387769,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,68.365689,18.963420,0.000000,363.303455,0.000000,79.989361,29.760103,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.899183,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.59,1.696634,0.000000,0.000000,4.078779,1.94,2.549603,1.67,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

44,10:45-11:00,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,335.465253,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,363.298459,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.899183,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.549603,1.67,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

45,11:00-11:15,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,335.465253,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,363.303455,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.899183,0.000000,0.000000,51.110784,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,79.542411,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.549603,1.67,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

46,11:15-11:30,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,335.465253,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,363.298459,0.000000,79.989361,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.899183,0.000000,0.000000,51.110784,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,79.542411,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.549603,1.67,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

47,11:30-11:45,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,335.465253,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,362.931627,0.000000,92.484511,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.861814,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,97.813166,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.476757,1.61,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

48,11:45-12:00,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,335.465253,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,362.925985,0.000000,92.484511,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.861814,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.476757,1.61,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

49,12:00-12:15,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,380.440274,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,60.520446,18.963420,0.000000,356.859156,0.000000,91.907591,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,14.978299,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.476757,1.61,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

50,12:15-12:30,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,380.440274,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,60.520446,18.963420,0.000000,356.834665,0.000000,91.907591,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,14.978299,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.476757,1.61,1.285329,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

51,12:30-12:45,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,337.876345,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,60.520446,18.963420,0.000000,356.859156,0.000000,91.907591,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.069222,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.476757,1.61,1.179074,2.056526,2.253189,0.00,0.55,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

52,12:45-13:00,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,335.523123,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,60.520446,18.963420,0.000000,356.834665,0.000000,91.907591,14.804518,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.069222,0.000000,0.000000,51.110784,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.476757,1.55,1.179074,2.056526,2.253189,0.00,0.53,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

53,13:00-13:15,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,335.523123,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,60.520446,18.963420,0.000000,356.859156,0.000000,91.907591,0.000000,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.069222,0.000000,0.000000,51.110784,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,82.163677,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.476757,1.55,1.179074,2.056526,2.253189,0.00,0.53,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

54,13:15-13:30,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,335.523123,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,60.520446,18.963420,0.000000,356.834665,0.000000,91.907591,0.000000,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.069222,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,79.542411,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.476757,1.55,1.179074,2.056526,2.253189,0.00,0.53,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

