Column1,Time,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/9061,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/5474,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/4503,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/3646,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08
80,19:45-20:00,50,150,271.33,37.42,1.99,0,0,3.67,65.83,21.56,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.57,8.72,32,29.27,20.15,0,0,0,0,0,0,0,0,0,7.2,0,8.33,20.33,0,0,25.01,0,20.34,8.33,6.9

81,20:00-20:15,50,200,271.33,37.42,1.99,0,0,3.44,70.9,24.8,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.57,8.72,24.8,29.27,20.15,0,0,0,0,0,0,0,0,0,7.2,0,8.17,19.67,0,0,24.49,0,19.66,8.17,7.06

82,20:15-20:30,50,200,271.33,37.42,1.99,0,0,3.44,69.96,24.8,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.57,8.72,24.8,29.27,20.15,0,0,0,0,0,0,0,0,0,7.2,0,8,19.67,0,0,24,0,19.66,8,7.23

83,20:30-20:45,50,200,271.33,37.42,1.99,0,0,3.44,69.96,24.8,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.57,8.72,24.8,29.27,20.15,0,0,0,0,0,0,0,0,0,7.2,0,7.83,19.33,0,0,23.51,0,19.34,7.83,7.3

84,20:45-21:00,50,200,271.33,37.42,1.99,0,0,3.44,69.96,24.8,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.57,8.72,24.8,29.27,20.15,0,0,0,0,0,0,0,0,0,7.2,0,7.67,19,0,0,22.99,0,19,7.67,7.36

85,21:00-21:15,50,200,271.33,26.17,1.99,0,0,3.28,69.96,18.98,0,26.17,26.17,8.72,0,2.94,99.97,221.67,86.56,3.57,8.72,18.98,29.27,17.45,0,0,0,0,0,0,0,0,0,7.2,0,7.5,18.67,0,0,22.5,0,18.66,7.5,7.47

86,21:15-21:30,50,200,271.33,26.17,1.99,0,0,3.28,69.96,18.98,0,26.17,26.17,8.72,0,2.94,99.97,221.67,86.56,3.57,8.72,18.98,29.27,17.45,0,0,0,0,0,0,0,0,0,7.2,0,7.5,18,0,0,22.5,0,18,7.5,7.53

87,21:30-21:45,50,200,271.33,26.17,1.99,0,0,3.28,69.96,23.36,0,26.17,26.17,8.72,0,2.94,99.97,260.53,86.56,3.57,8.72,23.36,29.27,17.45,0,0,0,0,0,0,0,0,0,7.2,0,7.5,17.33,0,0,22.5,0,17.34,7.5,6.67

88,21:45-22:00,50,200,271.33,26.17,1.99,0,0,3.28,69.96,23.36,0,26.17,26.17,8.72,0,2.94,99.97,260.53,86.56,3.57,8.72,23.36,29.27,17.45,0,0,0,0,0,0,0,0,0,7.2,0,7.5,16.67,0,0,22.5,0,16.66,7.5,6.67

89,22:00-22:15,50,200,271.33,26.17,1.99,0,0,3.05,69.96,18.98,0,26.17,26.17,8.72,261.61,2.71,99.97,204.92,86.56,3.57,8.72,18.98,30.28,17.45,87.2,0,0,0,0,0,0,0,0,7.2,0,7.5,16,0,0,22.5,0,16,7.5,6.67

90,22:15-22:30,50,200,271.33,26.17,1.99,0,0,3.05,69.96,18.98,0,26.17,26.17,8.72,261.61,2.71,99.97,204.92,86.56,3.57,8.72,18.98,30.28,17.45,87.2,0,0,0,0,0,0,0,0,7.2,0,7.5,14.67,0,0,22.5,0,14.66,7.5,6.67

91,22:30-22:45,50,200,271.33,26.17,1.99,0,0,3.05,69.96,23.36,0,26.17,26.17,8.72,261.61,2.71,99.97,260.53,86.56,3.57,8.72,23.36,29.28,17.45,87.2,0,0,0,0,0,0,0,0,7.2,0,7.5,14.67,0,0,22.5,0,14.66,7.5,6.67

92,22:45-23:00,50,200,271.33,26.17,1.99,0,0,3.05,69.96,23.36,0,26.17,26.17,8.72,261.61,2.71,99.97,260.53,86.56,3.57,8.72,23.36,29.28,17.45,87.2,0,0,0,0,0,0,0,0,7.2,0,7.5,14.67,0,0,22.5,0,14.66,7.5,6.67

93,23:00-23:15,50,200,271.33,26.17,1.99,0,0,2.9,69.96,23.36,0,26.17,26.17,8.72,261.61,2.54,99.97,260.53,86.56,3.57,8.72,23.36,29.28,17.45,87.2,0,0,0,0,0,0,0,0,7.2,0,7.5,14.67,0,0,22.5,0,14.66,7.5,6.67

94,23:15-23:30,50,200,271.33,26.17,1.99,0,0,2.9,69.96,23.36,0,26.17,26.17,8.72,261.61,2.54,99.97,204.92,86.56,3.57,8.72,23.36,29.28,17.45,87.2,0,0,0,0,0,0,0,0,7.2,0,7.5,14.67,0,0,22.5,0,14.66,7.5,6.67

95,23:30-23:45,50,200,271.33,26.17,1.99,0,0,2.9,69.96,23.36,0,26.17,26.17,8.72,261.61,2.54,99.97,204.92,67.68,3.57,8.72,23.36,29.28,17.45,87.2,0,0,0,0,0,0,0,0,7.2,0,7.5,14.67,0,0,22.5,0,14.66,7.5,6.67

96,23:45-24:00,50,200,271.33,26.17,1.99,0,0,2.9,69.96,23.36,0,26.17,26.17,8.72,261.61,2.54,99.97,204.92,67.68,3.57,8.72,23.36,29.28,17.45,87.2,0,0,0,0,0,0,0,0,7.2,0,7.5,14.67,0,0,22.5,0,14.66,7.5,6.67

