Column1,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/1192,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/16/5917,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/8128,GNARE/NR/2024/12/20/3668,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/1044,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/8154,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/23/7329,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/16/7255,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/2786,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16
73,18:00-18:15,27.25,0,100.41,81.92,10.76,29.5,1.02,93.86,0,8.21,76.67,0,31.28,31.28,38.33,76.66,0,26.41,1.32,100.42,1.32,10.27,6.85,17.65,0,3.18,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,57.12,70.28,0,43.8,6,6.11,3,0,3,8,43.02,30.55,6

74,18:15-18:30,27.25,0,100.41,81.92,10.76,29.5,0.72,87.46,0,5.2,76.67,0,29.15,29.15,37.33,76.66,0,26.41,0.94,100.42,0.94,10.27,6.83,14.94,0,3.18,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,68.99,115.62,0,43.8,4,4.5,2,0,2,5,43.02,22.52,5

75,18:30-18:45,27.25,0,100.41,81.92,10.76,29.5,0.15,95.1,0,2.52,76.67,0,31.7,31.7,32,76.66,0,26.41,0.2,130.4,0.2,10.27,5.97,10.75,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,3,2.92,1,0,1,2,18.01,14.62,3

76,18:45-19:00,27.25,0,100.41,81.92,10.76,29.5,0.07,89.09,0,0.42,76.67,0,29.69,29.69,31,76.66,0,26.41,0.09,130.4,0.09,10.27,5.97,6.21,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,1,1.61,1,0,1,1,17.41,8.02,1

77,19:00-19:15,27.76,0,100.41,81.92,10.76,29.5,0.03,85.52,0,0,76.67,0,28.5,28.5,31.98,76.66,0,29.5,0.04,130.4,0.04,10.27,12.67,1.15,0,3.22,-0,0,0,20.79,271.07,135.17,0,4.69,163.85,86.93,115.62,0,43.8,1,0.78,0,0,0,0,17.01,3.87,1

78,19:15-19:30,28.26,0,100.41,81.92,10.76,29.5,0.01,82.53,0,0,76.33,0,27.52,27.52,31.62,76.34,0,29.5,0.02,130.4,0.02,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0.15,0,0,0,0,17.21,0.75,0

79,19:30-19:45,28.26,0,100.41,81.92,10.76,29.5,0,64.99,0,0,60,0,21.67,21.67,28.33,60,0,29.5,0.01,130.4,0.01,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0.02,0,0,0,0,17.61,0.11,0

80,19:45-20:00,27.76,0,100.41,81.92,10.76,29.5,0,63.49,0,0,60,0,21.17,21.17,27,60,0,29.5,0,130.4,0,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,18.61,0,0

81,20:00-20:15,27.76,0,100.41,81.92,0,29.5,0,60.49,0,0,58.33,0,20.17,20.17,25.67,58.34,0,29.5,0,130.4,0,10.75,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,19.21,0,0

82,20:15-20:30,27.25,0,100.41,81.92,0,29.5,0,55.01,0,0,56.67,0,18.33,18.33,24.2,56.66,0,29.5,0,130.4,0,10.75,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,20.01,0,0

83,20:30-20:45,25.23,0,100.41,81.92,0,29.5,0,51.49,0,0,55,0,17.17,17.17,20,55,0,29.5,0,130.4,0,10.75,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,20.81,0,0

84,20:45-21:00,25.23,0,100.41,81.92,0,29.5,0,50.51,0,0,51.67,0,16.83,16.83,20,51.66,0,29.5,0,130.4,0,10.75,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,21.61,0,0

85,21:00-21:15,25.23,0,100.41,81.92,10.76,29.5,0,50.51,0,0,45.78,0,16.83,16.83,19.88,45.78,0,22,0,130.4,0,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,22.81,0,0

86,21:15-21:30,25.23,0,100.41,81.92,10.76,29.5,0,50.51,0,0,44.57,0,16.83,16.83,18.47,44.57,0,22,0,130.4,0,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,25.01,0,0

87,21:30-21:45,25.23,0,100.41,81.92,10.76,29.5,0,50.51,0,0,42.41,0,16.83,16.83,17.06,42.41,0,22,0,130.4,0,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,19.02,0,0

88,21:45-22:00,24.73,0,100.41,81.92,10.76,29.5,0,51,0,0,40.65,0,17,17,15.7,40.64,0,22,0,130.4,0,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,19.45,0,0

89,22:00-22:15,24.73,0,100.41,81.92,10.76,29.5,0,51.49,0,0,47,0,17.17,17.17,15.23,47,0,26.4,0,130.4,0,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,17.76,0,0

90,22:15-22:30,24.73,0,100.41,81.92,10.76,29.5,0,51.49,0,0,47,0,17.17,17.17,14.72,47,0,26.4,0,130.4,0,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,18.54,0,0

91,22:30-22:45,25.74,0,100.41,81.92,10.76,29.5,0,44.23,0,0,41.67,0,14.75,14.75,20.33,41.66,0,26.4,0,130.4,0,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,18.02,0,0

92,22:45-23:00,25.74,0,100.41,81.92,10.76,29.5,0,44.23,0,0,40,0,14.75,14.75,21,40,0,26.4,0,130.4,0,10.27,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,17.12,0,0

93,23:00-23:15,25.74,0,100.41,81.92,10.76,29.5,0,44.25,0,0,40.33,0,14.76,14.76,21.67,40.34,0,26.4,0,130.4,0,0,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,16.86,0,0

94,23:15-23:30,25.74,0,100.41,81.92,10.76,29.5,0,44.37,0,0,41.67,0,14.79,14.79,22.33,41.66,0,26.4,0,130.4,0,0,12.67,0,0,0.59,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,17.76,0,0

95,23:30-23:45,25.74,0,100.41,81.92,10.76,26.94,0,44.46,0,0,42.67,0,14.83,14.83,23,42.66,0,26.94,0,130.4,0,0,12.67,0,0,3.25,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,18.67,0,0

96,23:45-24:00,25.74,0,100.41,81.92,10.76,26.94,0,45.88,0,0,42,0,15.29,15.29,23.67,42,0,26.94,0,130.4,0,0,12.67,0,0,3.25,-0,0,0,20.79,271.07,135.17,0,4.01,163.85,86.93,115.62,0,43.8,0,0,0,0,0,0,19.32,0,0

