Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/7196,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/3451,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/7119,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/2171,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/6566,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13
78,19:15-19:30,50,36.67,0,16.34,0,0,16.66,36.67,44.02,16.67,0,66.42,60.05,32,41.16,28.25,13.68,41.16,0,24.8,0.02,0,18.4,82.32,1.94,96.86,21.56,0,0.02,273.84,0.02,0,6.7,261.36,12.47,82.32,20.58,0,0,1,1,0,0,0,0

79,19:30-19:45,37.5,36.67,0,11.66,0,0,12.5,36.67,40.02,12.5,0,66.42,60.05,24.8044,41.16,28.25,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,96.86,24.8,0,0,273.84,0,0,6.7,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

80,19:45-20:00,36.5,36.33,0,12,0,0,12.16,36.33,39.82,12.17,0,66.42,60.05,24.8044,41.16,27.24,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,96.86,24.8,0,0,273.84,0,0,6.7,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

81,20:00-20:15,36,35.67,0,12.34,0,0,12,35.67,39.62,12,0,66.42,60.05,24.8044,41.16,27.24,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,96.86,24.8,0,0,273.84,0,0,6.52,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

82,20:15-20:30,35.5,34.67,0,12.66,0,0,11.84,34.67,39.22,11.83,0,66.42,60.05,24.8044,41.16,27.24,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,96.86,24.8,0,0,273.84,0,0,6.52,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

83,20:30-20:45,35.5,33.67,0,13,0,0,11.84,33.67,38.82,11.83,0,66.42,60.05,24.8044,41.16,27.24,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,96.86,24.8,0,0,273.84,0,0,6.52,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

84,20:45-21:00,36,32.33,0,13,0,0,12,32.33,38.62,12,0,66.42,60.05,24.8044,41.16,27.24,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,96.86,24.8,0,0,273.84,0,0,6.52,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

85,21:00-21:15,45,43,0,16.34,0,0,15,43,37.82,15,0,66.42,60.05,24.8044,41.16,27.24,13.4,41.16,0,24.8,0,0,18.4,82.32,1.94,96.86,24.8,0,0,273.84,0,0,6.33,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

86,21:15-21:30,46.5,43.67,0,16.34,0,0,15.5,43.67,37.42,15.5,0,66.42,60.05,26.8708,41.16,27.24,13.4,41.16,0,24.8,0,0,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.33,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

87,21:30-21:45,48,43,0,16.34,0,0,16,43,35.61,16,0,66.42,60.05,26.8708,41.16,26.24,13.4,41.16,0,24.8,0,3.53,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.33,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

88,21:45-22:00,48.5,41.67,0,16.34,0,0,16.16,41.67,35.61,16.17,0,66.42,60.05,26.8708,41.16,26.24,13.4,41.16,0,24.8,0,3.53,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.33,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

89,22:00-22:15,48.5,43.33,0,16,0,0,16.16,43.33,37.42,16.17,0,66.42,60.05,26.8708,41.16,27.25,13.4,41.16,0,24.8,0,3.53,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.15,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

90,22:15-22:30,47.5,42.33,0,15.66,0,0,15.84,42.33,35.81,15.83,0,66.42,60.05,26.8708,41.16,27.25,13.4,41.16,0,24.8,0,3.53,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.15,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

91,22:30-22:45,46,41.67,0,12.34,0,0,15.34,41.67,34.41,15.33,0,66.42,60.05,26.8708,41.16,28.26,13.4,41.16,0,24.8,0,3.53,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.15,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

92,22:45-23:00,45,40.33,0,12.34,0,0,15,40.33,33.41,15,0,66.42,60.05,26.8708,41.16,27.76,13.4,41.16,0,24.8,0,3.53,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.15,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

93,23:00-23:15,43.5,39.67,0,12.34,0,0,14.5,39.67,30.21,14.5,0,66.42,60.05,26.8708,41.16,27.76,13.4,41.16,0,24.8,0,3.53,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.15,261.36,12.47,82.32,20.58,0,0,0,0,0,0,0,0

94,23:15-23:30,42.5,37.33,0,12.66,0,0,14.16,37.33,29.41,14.17,0,66.42,60.05,26.8708,41.16,27.76,13.4,41.16,0,24.8,0,3.53,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.15,226.58,12.47,82.32,20.58,0,0,0,0,0,0,0,0

95,23:30-23:45,41,36.67,0,12.66,0,0,13.66,36.67,29.01,13.67,0,66.42,60.05,26.8708,41.16,27.76,13.4,41.16,0,24.8,0,3.53,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.15,226.58,12.47,82.32,20.58,0,0,0,0,0,0,0,0

96,23:45-24:00,40,36.33,0,12.34,0,0,13.34,36.33,28.81,13.33,0,66.42,60.05,26.8708,41.16,27.76,13.4,41.16,0,24.8,0,3.53,18.4,82.32,1.94,96.86,26.87,0,0,273.84,0,0,6.15,226.58,12.47,82.32,20.58,0,0,0,0,0,0,0,0

