Block,Time Block,NLCEXP,NJPC,NAPP,MAPS,SIMHST2,KUDGI,SASAN,SIMHST1,SALAL,SEWA2,KOLDAM,KOTESHWR,KKNPPU2,RSTPSU7,RSTPSU1TO6,RIHAND3,RIHAND2,RAPPD,RAMPUR,RIHAND1,RAPPC,RAPPB,KKNP,KHSTPP-II,KISHANGANGA,PARBATI3,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,PARBATI2,NTPL,URI,TEHRI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TALST2,URI2,TANAKPUR,UNCHAHAR3,TelanganaSTPP,TALA,UNCHAHAR2,KGSU3AND4,JHAJJAR,KGSU1AND2,KHSTPP-I,DHAULIGNGA,CHAMERA3,DADRT2,FSTPP I & II,DULHASTI,NNTPP,NLCIIST1,NLCTS2EXP,NLCIIST2,SINGRAULI,SINGRAULI_HYDRO,CHAMERA2,CHAMERA1,BSIUL,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,0,24.95,0,0,0,403.4,0,0,0,0,0,0,0,0,123.32,101.81,21.21,0,79.26,66.04,0,0,105.12,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,3.04,15.37,0,0.59,0,36.7,1.48,18.4,0,0,31.39,0,142.86,0,32.62,0,11.24,47.35,14.83,38.22,0,0,0,0,121.85,0.96,15.67,0,12.56,19.27,0,0,0,0,0

56,13:45-14:00,0,0,24.95,0,0,0,403.4,0,0,0,0,0,0,0,0,123.32,101.81,21.21,0,79.26,66.04,0,0,105.12,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,3.04,15.37,0,0.59,0,36.7,1.48,18.4,0,0,31.39,0,142.86,0,32.62,0,11.24,47.35,14.83,38.22,0,0,0,0,121.85,0.96,15.67,0,12.56,19.27,0,0,0,0,0

57,14:00-14:15,0,0,24.95,0,0,0,403.4,0,0,0,0,0,0,0,0,123.32,101.81,21.21,0,79.26,66.04,0,0,105.12,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,3.04,15.37,0,0.59,0,36.7,1.48,18.4,0,0,31.39,0,171.76,0,32.62,0,11.24,47.35,14.83,38.22,0,0,0,0,124.89,0.96,15.67,0,12.56,19.27,0,0,0,0,0

58,14:15-14:30,0,0,24.95,0,0,0,403.4,0,0,0,0,0,0,0,0,123.32,101.81,21.21,0,79.26,66.04,0,0,105.12,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,3.04,15.37,0,0.59,0,36.7,1.48,18.4,0,0,31.39,0,171.76,0,32.62,0,11.24,47.35,14.83,38.22,0,0,0,0,124.89,0.96,15.67,0,12.56,19.27,0,0,0,0,0

59,14:30-14:45,0,0,24.95,0,0,0,403.4,0,0,6.07,0,10.05,0,0,0,123.32,117.61,21.21,0,91.49,66.04,0,0,123.11,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,3.04,15.37,0,0.59,0,36.7,1.48,18.4,0,0,31.39,0,171.76,0,38.05,0,11.24,47.35,14.83,57.32,0,0,0,0,140.42,0.96,15.67,0,12.56,19.27,0,0,0,0,0

60,14:45-15:00,0,24.17,24.95,0,0,0,403.4,0,0,12.15,0,10.05,0,0,0,123.32,117.61,21.21,0.96,91.49,66.04,0,0,123.11,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,3.04,15.37,0,0.59,0,36.7,1.48,18.4,0,0,31.39,0,171.76,0,38.05,0,11.24,47.35,14.83,57.32,0,0,0,0,140.42,0.96,15.67,0,12.56,19.27,0,0,0,0,0

61,15:00-15:15,0,53.3,24.95,0,0,0,403.4,0,0,18.21,0,10.05,0,0,0,123.32,117.61,21.21,2.11,91.49,66.04,0,0,142.86,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,3.04,15.37,0,0.59,0,36.7,1.48,18.4,0,0,31.39,0,219.92,0,38.05,0,11.24,47.35,14.83,57.32,0,0,0,0,140.42,0.96,15.67,0,12.56,19.27,0,0,0,0,0

62,15:15-15:30,0,79.94,24.95,0,0,0,403.4,0,0,18.21,0,10.05,0,0,0,123.32,117.61,21.21,3.18,91.49,66.04,0,0,142.86,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,3.04,15.37,0,0.59,0,36.7,1.48,18.4,0,0,31.39,0,219.92,0,38.05,0,11.24,47.35,14.83,57.32,0,0,0,0,140.42,0.96,15.67,0,12.56,19.27,0,0,0,0,0

63,15:30-15:45,0,106.61,24.95,0,0,0,403.4,0,0,18.21,0,10.05,0,0,0,123.32,117.61,21.21,4.24,91.49,66.04,0,0,142.86,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,0,3.04,15.37,0,0.59,0,36.7,1.48,18.4,0,0,31.39,0,219.92,0,38.05,0,11.24,47.35,14.83,57.32,0,0,0,0,140.42,0.96,15.67,0,12.56,19.27,0,0,0,0,0

64,15:45-16:00,0,133.25,24.95,0,0,0,403.4,0,0,18.21,0,10.05,0,0,0,123.32,117.61,21.21,5.22,91.49,66.04,0,0,142.86,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,10.66,3.04,15.37,0,0.59,0,36.7,1.48,18.4,0,0,31.39,0,231.48,0,38.05,0,11.24,47.35,14.83,57.32,0,0,0,0,140.42,0.96,15.67,0,12.56,19.27,0,0,0,0,0

65,16:00-16:15,0,133.25,24.95,0,0,0,403.4,0,0,18.21,0,10.05,0,0,0,123.32,117.61,21.21,5.22,91.49,66.04,0,0,142.86,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,46.79,10.66,1.59,11.88,0,0.59,0,36.7,2.96,15.79,0,0,24.74,0,231.48,0,38.05,0,11.24,47.35,10.87,57.32,0,0,0,0,140.42,0.96,15.67,12.18,12.56,19.27,0,0,0,0,0

66,16:15-16:30,0,133.25,24.95,0,0,0,403.4,0,0,18.21,0,10.05,0,0,0,123.32,117.61,21.21,5.22,91.49,66.04,0,0,142.86,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,46.79,21.34,1.59,11.88,0,0.59,0,36.7,2.96,15.79,0,0,24.74,0,231.48,0,38.05,0,11.24,47.35,10.87,57.32,0,0,0,0,140.42,0.96,15.67,27.07,12.56,19.23,0,0,0,0,0

67,16:30-16:45,0,133.25,24.95,0,0,0,403.4,0,0,18.21,0,10.05,0,0,0,123.32,117.61,21.21,5.22,91.49,66.04,0,0,137.6,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,46.79,21.34,1.59,11.88,0,0.59,0,36.7,2.96,14.66,0,0,23.84,0,231.48,0,37.93,0,11.24,47.35,10.87,57.32,0,0,0,0,140.42,0.96,15.67,40.6,12.56,19.27,0,0,0,0,0

68,16:45-17:00,0,133.25,24.95,0,0,0,403.4,0,0,18.21,2.31,10.05,0,0,0,123.32,117.61,21.21,5.22,91.49,66.04,0,0,114.8,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,46.79,32,1.59,11.88,0,0.59,0,36.7,2.96,14.66,0,0,23.84,0,231.48,0,32.15,0,11.24,47.35,10.87,57.32,0,0,0,0,140.42,0.96,15.67,40.6,12.56,19.27,0,0,0,0,0

69,17:00-17:15,0,133.25,24.95,0,0,0,403.4,0,0,18.21,4.61,20.08,0,0,0,123.32,117.61,21.21,5.22,91.49,66.04,0,0,114.8,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,0,46.79,32,1.59,11.88,0,0.59,0,36.7,2.96,14.66,0,0,23.84,0,231.48,0,35.35,0,11.24,47.35,10.87,57.32,0,0,0,0,137.7,0.96,15.67,40.6,12.56,19.27,0,0,0,0,0

70,17:15-17:30,0,118.69,24.95,0,0,0,403.4,0,0,18.21,5.6,20.08,0,0,0,123.32,117.61,21.21,4.71,91.49,66.04,0,0,114.8,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,14.47,0,46.79,32,1.59,11.88,0,0.59,0,36.7,2.96,14.66,0,0,23.84,0,231.48,0,35.35,10.55,11.24,47.35,10.87,57.32,0,0,0,0,137.7,0.96,31.34,40.6,12.56,19.27,0,0,0,0,0

71,17:30-17:45,0,118.69,24.95,0,0,0,403.4,0,0,18.21,6.3,20.08,0,0,0,123.32,117.61,21.21,4.71,91.49,66.04,0,0,114.8,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,21.71,0,46.79,32,1.59,11.88,0,0.59,0,36.7,2.96,14.66,0,0,23.84,0,197.77,0,35.35,10.55,22.47,47.35,10.87,57.32,0,0,0,0,137.7,0.94,31.34,40.6,12.56,19.27,0,0,0,0,0

72,17:45-18:00,0,118.69,24.95,0,0,0,403.4,0,0,18.21,6.93,20.08,0,0,0,123.32,117.61,21.21,4.71,91.49,66.04,0,0,114.8,8.31,4.13,0,0,0,0,0,0,0,0,0,0,0,0,21.71,0,46.79,32,1.59,11.88,0,0.59,0,36.7,2.96,14.66,0,0,23.84,0,197.77,0,35.35,10.55,22.47,47.35,10.87,57.32,0,0,0,0,137.7,0.94,31.34,40.6,12.56,19.27,0,0,0,0,0

73,18:00-18:15,0,118.69,24.95,0,0,0,403.4,0,0,18.21,8.87,20.08,0,0,0,123.32,117.61,21.21,4.71,91.49,66.04,0,0,114.8,8.31,16.26,0,0,0,0,0,0,0,0,0,0,0,0,28.96,0,46.79,33.4,1.59,13.85,0,0.59,0,36.7,3.58,16.8,0,0,28.06,0,197.77,0,35.35,21.08,22.47,47.35,13.64,57.32,0,0,0,0,137.7,0.94,31.34,40.6,12.56,19.27,0,0,0,0,0

74,18:15-18:30,0,118.69,24.95,0,0,0,403.4,0,0,18.21,9.24,20.08,0,0,0,123.32,117.61,21.21,4.71,91.49,66.04,0,0,114.8,8.31,19.21,0,0,0,0,0,0,0,0,0,0,0,0,36.19,0,46.79,33.4,1.59,14,0,0.59,0,36.7,3.58,16.85,0,0,28.43,0,197.77,0,35.35,21.08,22.47,47.35,13.64,57.32,0,0,0,0,137.7,0.94,47.02,40.6,12.56,19.27,0,0,0,0,0

75,18:30-18:45,0,118.69,24.95,0,0,0,403.4,0,0,18.21,9.24,30.13,0,0,0,123.32,117.61,21.21,4.71,91.49,66.04,0,0,114.8,8.31,23.65,0,0,0,0,0,0,0,0,0,0,0,0,36.19,0,46.79,33.4,1.59,14,0,0.59,0,36.7,3.58,16.85,0,0,28.43,0,198.44,0,35.35,42.17,22.47,48.31,13.64,57.32,0,0,0,0,137.7,0.94,47.02,40.6,12.56,19.27,0,0,0,0,0

76,18:45-19:00,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,123.32,117.61,21.21,5.22,91.49,66.04,0,0,114.8,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.59,14,0,0.59,0,38.69,3.58,16.85,0,0,28.43,0,198.44,0,35.35,42.17,34.89,48.31,13.64,58.02,0,0,0,0,137.7,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

77,19:00-19:15,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,123.32,117.61,21.21,5.22,62.84,66.04,0,0,114.8,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.04,16.37,0,0.59,0,38.69,3.58,20.74,0,0,33.2,0,218.1,0,35.35,42.17,34.89,84.92,16.08,58.02,0,0,0,0,137.7,0.94,48.54,41.47,19.47,19.15,0,0,0,0,0

78,19:15-19:30,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,125.96,120.01,21.21,5.22,64.99,66.04,0,0,114.8,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.06,16.37,0,0.59,0,38.69,3.58,20.74,0,0,33.2,0,218.1,0,35.35,42.17,34.89,84.92,16.08,58.02,0,0,0,0,139.04,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

79,19:30-19:45,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,125.99,120.01,21.21,5.22,64.99,66.04,0,0,114.8,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.06,16.37,0,0.59,0,38.69,3.58,20.74,0,0,33.2,0,218.1,0,35.35,42.17,34.89,12.82,16.08,58.02,0,0,0,0,132.63,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

80,19:45-20:00,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,125.99,120.01,21.21,5.22,64.99,66.04,0,0,114.8,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.06,16.37,0,0.59,0,38.69,3.58,20.74,0,0,33.2,0,218.1,0,35.35,42.17,34.89,44.47,16.08,58.02,0,0,0,0,132.63,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

81,20:00-20:15,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,125.99,120.01,21.21,5.22,64.99,66.04,0,0,114.8,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.06,16.37,0,0.59,0,38.69,3.58,20.74,0,0,33.2,0,218.1,0,35.35,42.17,34.89,44.47,16.08,58.02,0,0,0,0,132.63,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

82,20:15-20:30,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,114.8,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.06,16.37,0,0.59,0,38.69,3.58,20.74,0,0,33.2,0,218.1,0,35.35,42.17,34.89,44.47,16.08,58.02,0,0,0,0,132.63,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

83,20:30-20:45,0,133.25,24.95,0,0,0,403.4,0,0,18.21,9.24,30.13,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,138.3,8.31,11.83,0,0,0,0,0,0,0,0,0,0,0,0,28.96,0,46.79,33.4,1.06,16.37,0,0.59,0,36.7,3.58,20.74,0,0,33.2,0,218.1,0,44.15,21.08,33.74,44.47,20.04,57.32,0,0,0,0,132.63,0.94,47.02,40.6,12.56,19.27,0,0,0,0,0

84,20:45-21:00,0,133.25,24.95,0,0,0,403.4,0,0,18.21,9.24,30.13,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.31,11.83,0,0,0,0,0,0,0,0,0,0,0,0,28.96,0,46.79,33.4,1.52,16.37,0,0.59,0,36.7,3.58,20.74,0,0,33.2,0,251.82,0,44.15,21.08,33.74,84.92,20.04,57.32,0,0,0,0,132.63,0.94,47.02,40.6,12.56,19.27,0,0,0,0,0

85,21:00-21:15,0,133.25,24.95,0,0,0,403.4,0,0,18.21,9.24,30.13,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.31,14.79,0,0,0,0,0,0,0,0,0,0,0,0,28.96,0,46.79,33.4,1.97,16.37,0,0.59,0,36.7,0.49,20.74,0,0,33.2,0,313.07,0,44.15,21.08,33.74,0,20.04,57.32,0,0,0,0,132.63,0.94,47.02,40.6,12.56,19.27,0,0,0,0,0

86,21:15-21:30,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.97,16.37,0,0.59,0,38.69,0.49,20.74,0,0,33.2,0,375.69,0,44.15,31.63,34.89,44.47,20.04,58.02,0,0,0,0,132.63,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

87,21:30-21:45,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.97,20.52,0,0.59,0,38.69,0.49,25.66,0,0,41.87,0,422.89,0,44.15,42.17,34.89,83.96,20.04,58.02,0,0,0,0,132.63,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

88,21:45-22:00,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.97,20.52,0,0.59,0,38.69,0.49,25.66,0,0,41.87,0,422.89,0,44.15,42.17,34.89,83.96,20.04,58.02,0,0,0,0,132.63,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

89,22:00-22:15,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.97,20.52,0,0.59,0,38.69,0.49,25.66,0,0,41.87,0,423.75,0,44.15,42.17,34.89,146.58,20.04,58.02,0,0,0,0,132.63,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

90,22:15-22:30,0,133.25,24.95,0,0,0,403.4,0,0,19.35,9.24,33.48,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.36,57.64,0,0,0,0,0,0,0,0,0,0,0,0,42.7,0,46.79,33.4,1.97,20.52,0,0.59,0,38.69,0.49,25.66,0,0,41.87,0,423.75,0,44.15,42.17,34.89,166.81,20.04,58.02,0,0,0,0,132.63,0.94,48.54,41.47,19.47,19.27,0,0,0,0,0

91,22:30-22:45,0,133.25,24.95,0,0,0,403.4,0,0,18.21,9.24,20.08,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.31,22.18,0,0,0,0,0,0,0,0,0,0,0,0,28.96,0,46.79,33.4,1.97,20.52,0,0.59,0,36.7,0,25.66,0,0,41.87,0,399.66,0,41.52,21.08,33.74,180.29,20.04,57.32,0,0,0,0,132.63,0.94,47.02,40.6,18.84,19.27,0,0,0,0,0

92,22:45-23:00,0,133.25,24.95,0,0,0,403.4,0,0,18.21,9.24,10.05,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.31,22.18,0,0,0,0,0,0,0,0,0,0,0,0,21.71,0,46.79,33.4,1.97,20.52,0,0.59,0,36.7,0,25.66,0,0,41.87,0,399.66,0,41.52,10.55,33.74,180.29,20.04,57.32,0,0,0,0,132.63,0.94,47.02,40.6,18.84,19.27,0,0,0,0,0

93,23:00-23:15,0,133.25,24.95,0,0,0,403.4,0,0,18.21,9.24,10.05,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.31,22.18,0,0,0,0,0,0,0,0,0,0,0,0,21.71,0,46.79,33.4,1.97,20.52,0,0.59,0,36.7,0,25.66,0,0,41.87,0,370.76,0,41.52,10.55,33.74,180.29,20.04,57.32,0,0,0,0,132.63,0.94,47.02,40.6,18.84,19.27,0,0,0,0,0

94,23:15-23:30,0,133.25,24.95,0,0,0,403.4,0,0,18.21,9.24,10.05,0,0,0,125.99,120.01,21.21,5.22,93.66,66.04,0,0,142.86,8.31,22.18,0,0,0,0,0,0,0,0,0,0,0,0,21.71,0,46.79,33.4,1.97,20.52,0,0.59,0,36.7,0,25.66,0,0,41.87,0,370.76,0,41.52,10.55,33.74,180.29,20.04,57.32,0,0,0,0,132.63,0.94,47.02,40.6,18.84,19.27,0,0,0,0,0

95,23:30-23:45,0,133.25,24.95,0,0,0,403.4,0,0,18.21,9.24,10.05,0,0,0,125.99,120.01,0,5.22,93.66,66.04,0,0,142.86,8.31,16.26,0,0,0,0,0,0,0,0,0,0,0,0,21.71,0,46.79,33.4,1.97,20.52,0,0.59,0,36.7,0,25.66,0,0,41.87,0,361.29,0,41.52,10.55,33.74,216.35,20.04,57.32,0,0,0,0,132.63,0.94,47.02,40.6,18.84,19.27,0,0,0,0,0

96,23:45-24:00,0,133.25,24.95,0,0,0,403.4,0,0,18.21,9.24,10.05,0,0,0,125.99,120.01,0,5.22,93.66,66.04,0,0,142.86,8.31,16.26,0,0,0,0,0,0,0,0,0,0,0,0,21.71,0,46.79,33.4,1.97,16.37,0,0.59,0,36.7,0,20.74,0,0,33.2,0,289.95,0,41.52,10.55,33.74,219.28,20.04,57.32,0,0,0,0,132.63,0.94,47.02,40.6,18.84,19.27,0,0,0,0,0

