Column1,Time,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/1868,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/5428,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/5474,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
80,19:45-20:00,2.22,0,11.04,18.98,0,22.1,33.14,260.53,2.94,18.98,3.36,65.83,29.27,99.97,0,86.56,0,3.75,33.14,33.14,7.2,0,0,0,0,0,0,0,0,6.8,8.83,14.33,0,0,26.51,0,0,14.34,6,8.83,0,150,50,271.33

81,20:00-20:15,2.22,0,11.04,18.98,0,22.1,33.14,260.53,2.78,18.98,3.28,65.83,29.27,99.97,0,86.56,0,3.85,33.14,33.14,7.2,0,0,0,0,0,0,0,0,6.8,8,21.67,0,0,24,0,0,21.66,10.33,8,0,200,50,271.33

82,20:15-20:30,2.22,0,11.04,18.98,0,22.1,33.14,260.53,2.78,18.98,3.28,65.83,29.27,99.97,0,86.56,0,3.85,33.14,33.14,7.2,0,0,0,0,0,0,0,0,6.8,7.5,20.33,0,0,22.5,0,0,20.34,9,7.5,0,200,50,271.33

83,20:30-20:45,2.22,0,11.04,18.98,0,22.1,33.14,260.53,2.78,18.98,3.28,69.96,28.26,99.97,0,86.56,0,3.85,33.14,33.14,7.2,0,0,0,0,0,0,0,0,6.8,6.83,18.67,0,0,20.51,0,0,18.66,7.67,6.83,0,200,50,271.33

84,20:45-21:00,2.22,0,11.04,18.98,0,22.1,33.14,260.53,2.78,18.98,3.28,69.96,28.26,99.97,0,86.56,0,3.85,33.14,33.14,7.2,0,0,0,0,0,0,0,0,6.8,6.67,17,0,0,19.99,0,0,17,6.67,6.67,0,200,50,271.33

85,21:00-21:15,2.22,0,8.72,18.98,0,17.45,26.17,224.11,2.78,18.98,3.13,69.96,28.26,99.97,0,86.56,0,3.85,26.17,26.17,7.2,0,0,0,0,0,0,0,0,6.8,6.67,16,0,0,19.99,0,0,16,6.67,6.67,0,200,50,271.33

86,21:15-21:30,2.22,0,8.72,18.98,0,17.45,26.17,224.11,2.78,18.98,3.13,69.96,28.26,99.97,0,86.56,0,3.85,26.17,26.17,7.2,0,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

87,21:30-21:45,2.22,0,8.72,18.98,0,17.45,26.17,224.11,2.78,18.98,3.13,69.96,28.26,99.97,0,86.56,0,3.85,26.17,26.17,7.2,0,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

88,21:45-22:00,2.22,0,8.72,18.98,0,17.45,26.17,224.11,2.78,18.98,3.13,69.96,28.26,99.97,0,86.56,0,3.85,26.17,26.17,7.2,0,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

89,22:00-22:15,2.22,0,8.72,0,0,17.45,26.17,224.11,2.62,0,3.05,69.96,28.26,99.97,285.39,86.56,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

90,22:15-22:30,2.22,0,8.72,0,0,17.45,26.17,224.11,2.62,0,3.05,69.96,28.26,99.97,285.39,86.56,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

91,22:30-22:45,2.22,0,8.72,0,0,17.45,26.17,224.11,2.62,0,3.05,69.96,27.24,99.97,285.39,86.56,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

92,22:45-23:00,2.22,0,8.72,0,0,17.45,26.17,224.11,2.62,0,3.05,69.96,27.24,99.97,285.39,86.56,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

93,23:00-23:15,2.22,0,8.72,0,0,17.45,26.17,224.11,2.47,0,2.9,69.96,27.24,99.97,285.39,86.56,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

94,23:15-23:30,2.22,0,8.72,0,0,17.45,26.17,224.11,2.47,0,2.9,69.96,27.24,99.97,285.39,86.56,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

95,23:30-23:45,2.22,0,8.72,0,0,17.45,26.17,204.92,2.47,0,2.9,69.96,27.24,99.97,285.39,86.56,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

96,23:45-24:00,2.22,0,8.72,0,0,17.45,26.17,204.92,2.47,0,2.9,69.96,27.24,99.97,285.39,86.56,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6.67,6.67,0,200,50,271.33

