Column1,Block,NR/2025/31136/A/89669,NR/2025/31743/C,NR/2025/31138/A/89677,NR/2025/31347/A/89145,NR/2025/29985/A/89296,NR/2025/31419/A/89273,NR/2025/31420/A/89272,GNARE/NR/2024/12/20/3668,NR/2025/31136/A/89670,NR/2025/31137/A/89672,NR/2025/31137/A/89673,NR/2025/31138/A/89675,NR/2025/30121/A/89148,NR/2025/31765/C,NR/2025/29167/A/89175,NR/2025/28728/A/89807,NR/2025/29439/A/89227,NR/2025/31766/C,NR/2025/30217/A/89563,NR/2025/30191/A/89146,NR/2025/27965/A/89809,NR/2025/30101/A/89661,NR/2025/29910/A/89570,NR/2025/29628/A/89572,NR/2025/27966/A/89811,NR/2025/30105/A/89564,NR/2025/29992/A/89245,NR/2025/29352/A/89679,NR/2025/31339/A/89293,NR/2025/31126/A/89250,NR/2025/31767/C,NR/2025/29440/A/89165,NR/2025/31768/C,NR/2025/30086/A/89565,NR/2025/27978/A/89665,NR/2025/30084/A/89566,NR/2025/29353/A/89676,NR/2025/30082/A/89649,NR/2025/29915/A/89174,NR/2025/30067/A/89737,NR/2025/30083/A/89567,NR/2025/31760/C,GNA/NR/2025/07/01/3109,NR/30092023/26122029/SH-06,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/16/5917,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/8154,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8139,NR/2025/31712/C,NR/2025/31726/C,NR/2025/31739/C,NR/2025/31740/C,NR/2025/31660/C,NR/2025/31703/C,NR/2025/31673/C,NR/2025/27975/A/89808,NR/2025/31769/C,NR/2025/31727/C,NR/2025/27973/A/89810,NR/2025/31659/C,NR/2025/31728/C,NR/2025/31754/C,NR/2025/31754/C/Alternate/1,NR/2025/31755/C,NR/2025/31752/C,Total
41,10:00-10:15,0.96,7.83,0.67,9.61,77,1.44,1.63,51.49,0.48,0.29,0.77,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.75,163.44,15.24,0,43.7,81.72,26.75,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1563.64

42,10:15-10:30,0.96,7.83,0.67,9.61,84,1.44,1.63,53.33,0.48,0.29,0.77,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.75,163.44,15.24,0,43.7,81.72,26.75,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1572.48

43,10:30-10:45,0.96,11.53,0.67,9.61,74,1.44,1.63,41.67,0.48,0.29,0.77,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.75,163.44,15.24,0,43.7,81.72,26.75,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1554.52

44,10:45-11:00,0.96,12.81,0.67,9.61,81,1.44,1.63,45,0.48,0.29,0.77,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.75,163.44,15.24,0,43.7,81.72,26.75,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1566.13

45,11:00-11:15,0.96,14.07,0.67,9.61,88,1.44,1.63,28.33,0.48,0.29,0.77,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.75,163.44,15.24,0,43.7,81.72,26.75,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1557.72

46,11:15-11:30,0.96,15.52,0.67,9.61,98,1.44,1.63,30,0.48,0.29,0.77,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.75,163.44,15.24,0,43.7,81.72,26.75,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1570.8400000000001

47,11:30-11:45,0.96,16.89,0.67,9.61,84,1.44,1.63,65,0.48,0.29,0.77,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.75,163.44,15.24,0,43.7,81.72,26.75,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1593.21

48,11:45-12:00,0.96,18.17,0.67,9.61,91,1.44,1.63,65,0.48,0.29,0.77,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.75,163.44,15.24,0,43.7,81.72,26.75,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1601.49

49,12:00-12:15,0.96,19.35,0.67,9.61,112,1.44,1.63,45,0.48,0.29,0.77,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1603.77

50,12:15-12:30,0.96,19.65,0.67,9.61,119,1.44,1.63,46.67,0.48,0.29,0.77,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1612.74

51,12:30-12:45,0.21,19.91,0.14,9.61,112,1.44,1.63,50,0.48,0.29,0.16,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1607.44

52,12:45-13:00,0.21,20.19,0.14,9.61,119,1.44,1.63,53.33,0.48,0.29,0.16,0.19,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,13.16,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1618.05

53,13:00-13:15,0.21,8.81,0.14,9.61,147,1.44,1.63,45,0,0,0.16,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1628.1399999999999

54,13:15-13:30,0.21,8.81,0.14,9.61,154,1.44,1.63,45,0,0,0.16,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1635.1399999999999

55,13:30-13:45,0.53,8.81,0.37,9.61,168,1.44,1.63,45,0,0,0.42,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1649.95

56,13:45-14:00,0.53,8.81,0.37,9.61,175,1.44,1.63,45,0,0,0.42,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,0,76.55,16.57,48.07,48.07,44.22,0,37.15,0,0,6.73,0.96,162.04,0,28.84,96.14,1656.95

57,14:00-14:15,0.53,8.81,0.37,9.61,168,1.44,1.63,28.33,0,0,0.42,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,16.06,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,96.14,76.55,16.57,48.07,48.07,44.22,0,37.15,96.14,0,6.73,0.96,162.04,0,28.84,96.14,1841.6200000000001

58,14:15-14:30,0.53,8.81,0.37,9.61,165,1.44,1.63,28.33,0,0,0.42,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,16.06,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,96.14,76.55,16.57,48.07,48.07,44.22,0,37.15,96.14,0,6.73,0.96,162.04,0,28.84,96.14,1838.6200000000001

59,14:30-14:45,0.44,8.81,0.31,8.63,161,1.44,1.63,28.33,0,0,0.36,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,32.13,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,96.14,76.55,16.57,48.07,48.07,44.22,0,37.15,96.14,0,6.73,0.96,162.04,0,28.84,96.14,1849.5000000000002

60,14:45-15:00,0.52,8.81,0.37,7.56,161,1.44,1.63,28.33,0,0,0.41,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,32.13,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,96.14,76.55,16.57,48.07,48.07,44.22,0,37.15,96.14,0,6.73,0.96,162.04,0,28.84,96.14,1848.6200000000001

61,15:00-15:15,0.8,10.76,0.56,7.62,151,1.44,1.63,27.67,0,0,0.63,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,32.13,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,96.14,76.55,16.57,48.07,48.07,44.22,0,37.15,96.14,0,6.73,0.96,162.04,0,28.84,96.14,1840.66

62,15:15-15:30,0.81,10.76,0.57,7.93,140,1.44,1.63,26.67,0,0,0.64,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,32.13,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,96.14,76.55,16.57,48.07,48.07,44.22,0,37.15,96.14,0,6.73,0.96,162.04,0,28.84,96.14,1829.0000000000002

63,15:30-15:45,0.89,10.76,0.62,8.34,130,1.44,1.63,24,0,0,0.71,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,32.13,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,96.14,76.55,16.57,48.07,48.07,44.22,0,37.15,96.14,0,6.73,0.96,162.04,0,28.84,96.14,1816.9400000000003

64,15:45-16:00,0.96,10.76,0.67,8.54,119,1.44,1.63,24,0,0,0.77,0,0,14.57,0,0,0,43.7,0,0,0,0,0,0,0,0,0,28.6,0,13.46,28.91,0,7.69,0,0,0,81.72,0,0,0,0,32.13,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,81.72,96.14,76.55,16.57,48.07,48.07,44.22,0,37.15,96.14,0,6.73,0.96,162.04,0,28.84,96.14,1806.3200000000002

65,16:00-16:15,0.96,10.76,0.67,8.38,84,0,0,10,0,0,0.77,0,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,16.57,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.96,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,0,0,0,0,0,0,0,96.14,0,0,0,0,0,162.04,0,28.84,0,1913.9800000000002

66,16:15-16:30,0.96,10.76,0.67,8.47,77,0,0,10,0,0,0.77,0,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,16.57,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.96,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,0,0,0,0,0,0,0,96.14,0,0,0,0,0,162.04,0,28.84,0,1907.0700000000002

67,16:30-16:45,0.79,10.76,0.55,8.66,70,0,0,10,0,0,0.63,0,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,16.57,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.96,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,0,0,0,0,0,0,0,96.14,0,0,0,0,0,162.04,0,28.84,0,1899.8300000000002

68,16:45-17:00,0.61,8.81,0.42,8.85,63,0,0,10,0.01,0.01,0.49,0.01,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,16.57,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.96,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,15.92,134.84,0,0,0,0,0,0,0,96.14,0,0,0,0,0,162.04,0,28.84,0,1890.65

69,17:00-17:15,0.42,8.15,0.3,0,39,0,0,10,0.22,0.13,0.35,0.09,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,16.57,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.87,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,18.22,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1763.17

70,17:15-17:30,0.36,7.87,0.25,0,35,0,0,10,0.43,0.26,0.28,0.17,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,16.57,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.87,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,18.22,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1759.13

71,17:30-17:45,0,7.69,0,0,32,0,0,10,0.48,0.29,0,0.19,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,16.57,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.87,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,18.22,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1755.16

72,17:45-18:00,0,7.76,0,0,28,0,0,10,0.48,0.29,0,0.19,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,16.57,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.87,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,19.23,26.8,163.44,15.24,0,43.7,81.72,26.8,20.74,18.22,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1751.23

73,18:00-18:15,0,8.58,0,0,21,0,0,9,0.21,0.12,0,0.09,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,16.57,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.87,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,26.34,20.74,18.68,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1711.74

74,18:15-18:30,0,6.23,0,0,14,0,0,8.17,0.31,0.18,0,0.12,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,16.57,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.87,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,26.34,20.74,18.68,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1701.75

75,18:30-18:45,0.04,4.07,0.02,0,7,0,0,5.78,0.32,0.19,0.03,0.12,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,19.23,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.87,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,26.34,20.74,18.68,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1692.97

76,18:45-19:00,0,2.61,0,0,5,0,0,2.85,0.27,0.16,0,0.11,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,19.23,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.87,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,26.34,20.74,18.68,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1686.4

77,19:00-19:15,0,0,0,0,1,0,0,0.33,0,0,0,0,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,19.23,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,18.68,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1681.3300000000002

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,19.23,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,18.68,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1680.0000000000002

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,19.23,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,18.68,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1680.0000000000002

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,0,81.72,25.07,0,7.69,48.07,0,32.13,19.23,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,18.68,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1680.0000000000002

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1729.0100000000002

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1729.0100000000002

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1729.0100000000002

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,76.55,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1729.0100000000002

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1758.2099999999998

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1758.2099999999998

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1758.2099999999998

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1758.2099999999998

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1758.2099999999998

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,13.46,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1758.2099999999998

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,12.5,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1757.2499999999998

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,12.5,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,0,0,0,1757.2499999999998

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,12.5,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1755.8499999999997

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,12.5,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1755.8499999999997

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,12.5,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1755.8499999999997

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,54.08,81.72,25.07,0,7.69,48.07,0,32.13,19.23,105.75,96.14,29.13,44.22,28.6,134.6,12.5,0,0.91,0,37.15,96.14,43.7,81.72,48.07,0,0,14.57,0,0,29.5,163.44,0,0,43.7,81.72,29.5,20.74,13.61,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0,162.04,0,28.84,0,1755.8499999999997

