Block,Time,AURY_GF,DADRI_RF,ANTA_RF,RAPPB,KOTESHWR,UNCHAHAR4,PARBATI3,ANTA_LF,RIHAND1,TANDA2,TEHRI,DADRI_GF,ANTA_GF,TANAKPUR,RIHAND3,NAPP,DULHASTI,DHAULIGNGA,SALAL,BSIUL,SEWA2,RAPPC,UNCHAHAR1,KOLDAM,AURY_CRF,DADRI_LF,KISHANGANGA,DADRI_CRF,AURY_RF,AURY_LF,RIHAND2,CHAMERA2,CHAMERA3,SINGRAULI_HYDRO,URI,ANTA_CRF,URI2,UNCHAHAR2,NJPC,JHAJJAR,CHAMERA1,UNCHAHAR3,SINGRAULI,RAMPUR,DADRT2,TALA,KHSTPP-II,RSTPSU1TO6,KAWAS-ComGas,KAWAS-APM,SIMHST2,KAWAS-NAPM,KSTPS I&II,NTPL,SIPAT II,TALST2,GADARWARA-I,GANDHAR-NAPM,KAWAS-zLIQ,RSTPSU7,VSTPS III,NNTPP,VSTPS II,LARA-I,KSTPS7,NLCIIST1,VSTPS IV,KUDGI,VSTPS V,KHSTPP-I,NLCEXP,KAWAS-RLNG,FSTPP I & II,KKNP,GANDHAR-ComGas,KAPS,NLCTS2EXP,SIPAT I,MOUDA_II,NLCIIST2,SASAN,GANDHAR-RLNG,MAPS,GANDHAR-APM,BRBCL,KGSU1AND2,KGSU3AND4,TAPS-II,KHARGONE-I,SOLAPUR,VALLURNTECL,MOUDA,VSTPS I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,1.482629,123.890121,45.811718,0.000000,0.000000,34.743219,12.642280,17.465872,62.950813,9.967319,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,35.210761,10.044110,0.000000,338.734908,12.191280,13.183000,103.958952,0.000000,363.101183,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.80,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.83,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

56,13:45-14:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,0.000000,0.000000,34.743219,12.642280,17.465872,62.950813,9.967319,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,35.210761,10.044110,0.000000,338.734908,12.191280,13.183000,103.958952,0.000000,363.101183,0.000000,43.402500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.80,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.83,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

57,14:00-14:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,9.967319,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,36.380890,13.404864,0.000000,338.734908,12.191280,13.183000,103.958952,0.000000,363.101183,0.000000,41.473500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.80,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.83,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

58,14:15-14:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,18.239262,0.000000,34.743219,12.642280,17.465872,62.950813,9.967319,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,36.380890,13.969947,0.000000,338.734908,12.191280,13.183000,103.958952,0.000000,363.101183,0.000000,41.473500,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.80,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.83,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

59,14:30-14:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,18.096768,0.000000,34.743219,12.642280,17.465872,62.950813,10.721042,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,36.380890,10.044110,0.000000,338.734908,12.191280,13.722948,103.958952,0.000000,363.101183,0.000000,72.516583,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.80,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.83,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

60,14:45-15:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,2.034942,0.000000,0.000000,0.000000,0.617762,123.890121,45.811718,36.478524,0.000000,34.743219,12.642280,17.465872,62.950813,10.721042,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,35.210761,10.044110,0.000000,338.734908,27.049402,13.722948,103.958952,0.000000,363.101183,0.000000,75.480902,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,11.574000,1.69,0.000000,2.893500,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

61,15:00-15:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,2.034942,23.696637,0.000000,0.000000,0.617762,123.890121,45.811718,36.478524,0.000000,47.071458,12.642280,17.465872,62.950813,10.767329,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,35.210761,22.589651,0.000000,340.877290,27.049402,13.786041,103.958952,0.000000,363.101183,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

62,15:15-15:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,2.034942,35.544954,0.000000,0.000000,0.617762,123.890121,45.811718,52.437879,0.000000,47.071458,12.642280,17.465872,62.950813,10.767329,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,35.210761,22.589651,0.000000,340.877290,27.101215,13.786041,103.958952,0.000000,363.101183,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

63,15:30-15:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,2.034942,47.393271,0.000000,0.000000,0.617762,123.890121,45.811718,54.905879,0.000000,47.071458,12.642280,17.465872,62.950813,10.767329,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,35.210761,28.153466,0.000000,340.877290,27.101215,13.786041,103.958952,0.000000,363.101183,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

64,15:45-16:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,2.034942,47.393271,0.000000,0.000000,0.617762,123.890121,45.811718,54.905879,0.000000,47.071458,12.642280,17.465872,62.950813,10.767329,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,35.210761,28.153466,0.000000,340.877290,40.651823,13.786041,103.958952,0.000000,363.101183,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

65,16:00-16:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,1.833848,47.393271,0.000000,0.000000,0.617762,123.890121,45.811718,54.905879,0.000000,47.071458,6.321140,17.465872,62.950813,11.142235,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,46.851552,0.000000,36.380890,28.153466,0.000000,340.877290,40.651823,14.012784,103.958952,0.000000,363.101131,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

66,16:15-16:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,1.189604,47.393271,0.000000,0.000000,0.617762,123.890121,45.811718,54.905879,0.000000,47.071458,6.321140,17.465872,62.950813,11.142235,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,51.110784,0.000000,36.380890,28.153466,0.000000,340.877290,40.651823,14.012784,103.958952,0.000000,363.098512,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

67,16:30-16:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,2.028714,47.393271,0.000000,0.000000,0.617762,123.890121,45.811718,54.905879,0.000000,34.743219,6.321140,17.465872,62.950813,11.142235,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,0.000000,0.000000,1.077265,51.110784,0.000000,36.380890,28.153466,0.000000,340.877290,40.651823,14.012784,103.958952,0.000000,363.711042,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,29.919851,1.71,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

68,16:45-17:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,2.028714,47.393271,0.000000,0.000000,0.123552,123.890121,45.811718,54.905879,0.000000,34.743219,6.321140,17.465872,62.950813,11.142235,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,47.916360,0.000000,35.210761,28.153466,0.000000,340.877290,40.651823,14.012784,103.958952,0.000000,363.708928,0.000000,94.259813,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,29.919851,1.72,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

69,17:00-17:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,1.189604,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,0.000000,34.743219,6.321140,17.465872,62.950813,11.779593,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,0.000000,1.077265,47.916360,0.000000,35.210761,28.153466,0.000000,346.373200,40.651823,14.044788,103.958952,0.000000,363.711042,0.000000,118.023609,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,29.919851,1.72,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.88,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

70,17:15-17:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,1.189604,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,0.000000,34.743219,6.321140,17.465872,62.950813,11.779593,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.617624,1.077265,47.916360,0.000000,35.210761,28.153466,20.749983,346.373200,40.651823,14.044788,103.958952,0.639762,363.708928,0.000000,139.057304,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,29.919851,1.72,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.90,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

71,17:30-17:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,1.189604,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,0.000000,34.743219,6.321140,17.465872,62.950813,11.779593,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,47.916360,0.000000,35.210761,28.153466,41.499966,346.373200,40.651823,14.044788,103.958952,1.279524,363.719131,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.78,2.570658,9.00,1.271619,29.919851,1.72,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.90,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

72,17:45-18:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.484511,1.189604,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,0.000000,34.743219,6.321140,17.465872,62.950813,11.779593,1.389917,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,47.916360,0.000000,35.210761,28.153466,62.249949,346.373200,40.651823,14.044788,103.958952,1.919286,363.717025,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.520464,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.78,2.570658,9.00,1.271619,29.919851,1.72,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.90,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

73,18:00-18:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,92.484511,2.038564,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,10.084994,34.743219,6.321140,17.465872,62.950813,11.438875,1.720022,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,21.539619,1.077265,47.916360,0.000000,36.380890,28.153466,67.956194,383.333774,40.651823,13.687332,103.958952,2.090650,366.027000,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.561641,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.78,2.570658,9.00,1.271619,29.919851,1.72,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.90,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

74,18:15-18:30,0.000000,0.000000,0.000000,0.000000,17.625730,0.000000,0.000000,0.000000,92.484511,1.891499,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,20.169989,34.743219,6.321140,17.465872,62.950813,11.195120,3.978638,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.850743,21.539619,1.077265,47.916360,0.000000,36.380890,28.153466,93.374923,433.487774,40.651823,11.501630,103.958952,2.867505,363.667851,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.78,2.570658,9.00,1.271619,29.919851,1.72,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.90,263.670188,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

75,18:30-18:45,0.000000,0.000000,0.000000,0.000000,26.438595,0.000000,0.000000,0.000000,92.484511,1.886641,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,30.254983,34.743219,6.321140,17.465872,62.950813,11.318807,5.160066,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.850743,21.539619,0.975637,47.916360,0.000000,36.380890,28.153466,119.312402,501.002774,40.651823,12.185118,103.958952,3.667206,363.671850,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.86,2.570658,9.00,1.271619,29.919851,1.72,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.90,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

76,18:45-19:00,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,0.000000,0.000000,92.484511,1.189604,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,40.339977,47.071458,18.963420,17.465872,62.950813,11.318807,5.160066,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,47.916360,0.000000,35.210761,28.153466,128.131145,568.517774,40.651823,12.185118,103.958952,3.941390,363.667851,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,9.00,1.271619,29.919851,1.72,0.000000,14.106198,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.90,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

77,19:00-19:15,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,3.538243,0.000000,92.484511,1.876606,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,40.339977,47.071458,18.963420,17.465872,62.950813,19.863878,6.880089,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,47.916360,0.000000,35.210761,42.752489,128.131145,609.877835,40.651823,23.567750,103.958952,3.941390,429.419898,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,9.00,1.271619,44.471297,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.89,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.253189,0,0,0,0,0

78,19:15-19:30,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,7.076486,0.000000,92.484511,1.876606,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,40.339977,47.071458,18.963420,17.465872,62.950813,21.643380,6.880089,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,51.110784,0.000000,35.210761,42.752489,128.131145,643.395416,40.651823,26.379075,103.958952,3.941390,429.920281,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,9.00,1.271619,44.751913,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.89,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.253189,0,0,0,0,0

79,19:30-19:45,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,36.797731,0.000000,92.484511,2.265739,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,40.339977,47.071458,18.963420,17.465872,62.950813,15.186052,6.880089,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,51.110784,0.000000,35.210761,42.752489,128.131145,643.395416,40.651823,19.010782,103.958952,3.941390,415.200950,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,9.00,1.271619,44.751913,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.89,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.253189,0,0,0,0,0

80,19:45-20:00,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,36.797731,0.000000,92.484511,3.029813,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,40.339977,47.071458,18.963420,17.465872,62.950813,15.186052,6.880089,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,47.916360,0.000000,35.210761,42.752489,128.131145,589.096127,40.651823,18.571640,103.958952,3.941390,415.200950,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,9.00,1.271619,44.751913,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.89,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.253189,0,0,0,0,0

81,20:00-20:15,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,36.797731,0.000000,92.484511,3.743539,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,40.339977,47.071458,18.963420,17.465872,62.950813,15.186052,6.880089,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,47.916360,0.000000,35.210761,42.752489,128.131145,480.888319,40.651823,18.571640,103.958952,3.941390,375.331296,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,9.00,1.271619,44.751913,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.89,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.253189,0,0,0,0,0

82,20:15-20:30,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,36.797731,0.000000,92.484511,3.941121,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,40.339977,34.743219,18.963420,17.465872,62.950813,15.185759,5.160066,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,47.916360,0.000000,35.210761,42.752489,128.131145,442.308319,40.651823,18.571640,103.958952,3.941390,371.634485,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.88,2.570658,9.00,1.271619,44.751913,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.89,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.253189,0,0,0,0,0

